tag,ridge_regret,random_regret,ridge_hit1,random_hit1,ridge_hit5,random_hit5,regret_improvement_abs,hit1_gain_x,hit5_gain_x
COMMUNICATION,0.0837474927306175,0.16093546852469445,0.0085590476600096,0.0008023571466119958,0.0320914414608153,0.003476313744605812,0.07718797579407695,10.66737885510302,9.231457175179173
CONTRIBUTION,0.0484953336417675,0.0928698546439409,0.0043349432141141,0.0002573608956657902,0.0203208026667546,0.0016390713298201996,0.0443745210021734,16.84383015104001,12.39775371397883
PUNISHMENT,0.0605983316898346,0.10881845615804195,0.0077059387958433,0.0006610846879556071,0.0368889523334525,0.0032491094206312694,0.04822012446820735,11.656507761015886,11.353558023997032
RESPONSE_TO_END_GAME,0.0411801896989345,0.0879186851531267,0.0116612633854013,0.0006097988856609546,0.0344603034258206,0.003128499852637784,0.0467384954541922,19.123130034522415,11.014960859520421
RESPONSE_TO_OTHERS_OUTCOME,0.0426021866500377,0.1061016421765089,0.0197231483240915,0.0006296154627616563,0.0673961662261684,0.004163430999721142,0.06349945552647121,31.32570511782012,16.187650577296093
RESPONSE_TO_PUNISHER,0.068580163270235,0.12472347378730775,0.0119449634952129,0.0014691988852715866,0.0488786898088394,0.006411719096145326,0.05614331051707275,8.130256301552278,7.623336124975419
RESPONSE_TO_REWARDER,0.0581667691469192,0.11365035258233547,0.0207177059101506,0.001035288066649435,0.0632760385255039,0.00698274432861033,0.05548358343541627,20.011537443100796,9.061772212716368
REWARD,0.0588978633284568,0.11389892444014549,0.0088109111715339,0.0007986731166038048,0.0357900679598318,0.003385938939680778,0.05500106111168869,11.031936581264322,10.57020477847307
