custom_id,record_id,unit_id,treatment_name,chip_family,chip_family_display,cohort_name,stage_name,stage_code,experiment_name,data_source,n_players,n_rounds,n_turns,initial_total_welfare,optimal_total_welfare,optimal_total_surplus,final_total_welfare,final_total_surplus,final_surplus_ratio,final_group_surplus_ratio_after_turn,mean_trade_ratio,mean_acceptance_rate,mean_proposer_net_surplus,mean_player_final_surplus
chip_bargain__chip4_cohort_06_m895x2_game_1,chip4__cohort_06_m895x2__game_1,chip4__cohort_06_m895x2__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 06-m895x2,First negotiation game-negotiation1,GAME_1,🟣 4p2,human_gold,3,3,9,75.0,91.75,16.75,82.5,7.5,0.44776119402985076,0.44776119402985076,1.0407407407407405,0.4444444444444444,1.711111111111111,2.5
chip_bargain__chip4_cohort_06_m89b9z_game_1,chip4__cohort_06_m89b9z__game_1,chip4__cohort_06_m89b9z__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 06-m89b9z,First negotiation game-negotiation1,GAME_1,🟣 4p3,human_gold,3,3,9,54.0,62.0,8.0,57.6,3.6000000000000014,0.4500000000000002,0.4500000000000002,0.898148148148148,0.3333333333333333,1.022222222222222,1.2000000000000004
chip_bargain__chip4_cohort_06_m8acrp_game_1,chip4__cohort_06_m8acrp__game_1,chip4__cohort_06_m8acrp__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 06-m8acrp,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,67.0,98.0,31.0,81.2,14.200000000000003,0.4580645161290324,0.4580645161290324,1.0653439153439155,0.7777777777777778,1.5777777777777777,4.733333333333334
chip_bargain__chip4_cohort_07_m896vn_game_1,chip4__cohort_07_m896vn__game_1,chip4__cohort_07_m896vn__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 07-m896vn,First negotiation game-negotiation1,GAME_1,🟣 4p2,human_gold,3,3,9,72.0,87.0,15.0,80.9,8.900000000000006,0.5933333333333337,0.5933333333333337,1.1574074074074074,0.5555555555555556,1.0222222222222221,2.9666666666666686
chip_bargain__chip4_cohort_07_m8ad4g_game_1,chip4__cohort_07_m8ad4g__game_1,chip4__cohort_07_m8ad4g__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 07-m8ad4g,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,55.0,81.0,26.0,78.4,23.400000000000006,0.9000000000000002,0.9000000000000002,0.8734567901234568,0.7777777777777778,1.6111111111111112,7.800000000000002
chip_bargain__chip4_cohort_08_m7xm7k_game_1,chip4__cohort_08_m7xm7k__game_1,chip4__cohort_08_m7xm7k__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 08-m7xm7k,First negotiation game-negotiation1,GAME_1,🟣 4p1 (n=20),human_gold,3,3,9,69.0,99.0,30.0,91.10000000000001,22.10000000000001,0.7366666666666669,0.7366666666666669,1.0277777777777777,0.8888888888888888,1.188888888888889,7.36666666666667
chip_bargain__chip4_cohort_08_m8ad5n_game_1,chip4__cohort_08_m8ad5n__game_1,chip4__cohort_08_m8ad5n__game_1,CHIP4__GAME_1,chip4,4-Chip Bargaining,Cohort 08-m8ad5n,First negotiation game-negotiation1,GAME_1,🟣 4p4,human_gold,3,3,9,51.0,63.0,12.0,58.5,7.5,0.625,0.625,1.0,0.4444444444444444,1.0555555555555556,2.5
chip_bargain__chip4_cohort_01_m7xkoz_game_2_alt_profile,chip4__cohort_01_m7xkoz__game_2_alt_profile,chip4__cohort_01_m7xkoz__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 01-m7xkoz,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),human_gold,3,3,9,50.0,76.4,26.400000000000006,63.5,13.5,0.5113636363636362,0.5113636363636362,1.3888888888888888,0.8888888888888888,0.8222222222222222,4.5
chip_bargain__chip4_cohort_01_m898xg_game_2_alt_profile,chip4__cohort_01_m898xg__game_2_alt_profile,chip4__cohort_01_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 01-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,human_gold,3,3,9,82.0,97.66666666666667,15.666666666666671,91.0,9.0,0.5744680851063828,0.5744680851063828,1.0,0.1111111111111111,2.2222222222222223,3.0
chip_bargain__chip4_cohort_01_m8aboy_game_2_alt_profile,chip4__cohort_01_m8aboy__game_2_alt_profile,chip4__cohort_01_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 01-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,76.0,94.44444444444444,18.444444444444443,88.9,12.900000000000006,0.6993975903614461,0.6993975903614461,0.9819223985890653,0.3333333333333333,2.166666666666667,4.300000000000002
chip_bargain__chip4_cohort_02_m7xl5i_game_2_alt_profile,chip4__cohort_02_m7xl5i__game_2_alt_profile,chip4__cohort_02_m7xl5i__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m7xl5i,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),human_gold,3,3,9,75.0,96.0,21.0,95.0,20.0,0.9523809523809523,0.9523809523809523,1.0,0.5555555555555556,2.8333333333333335,6.666666666666667
chip_bargain__chip4_cohort_02_m89542_game_2_alt_profile,chip4__cohort_02_m89542__game_2_alt_profile,chip4__cohort_02_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,human_gold,3,3,9,60.0,76.8,16.799999999999997,64.1,4.099999999999994,0.24404761904761876,0.24404761904761876,0.8164021164021164,0.3333333333333333,0.8999999999999999,1.3666666666666647
chip_bargain__chip4_cohort_02_m898xg_game_2_alt_profile,chip4__cohort_02_m898xg__game_2_alt_profile,chip4__cohort_02_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,human_gold,3,3,9,58.0,69.0,11.0,66.2,8.200000000000003,0.7454545454545457,0.7454545454545457,0.788888888888889,0.2222222222222222,2.6333333333333333,2.7333333333333343
chip_bargain__chip4_cohort_02_m8aboy_game_2_alt_profile,chip4__cohort_02_m8aboy__game_2_alt_profile,chip4__cohort_02_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 02-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,65.0,73.80000000000001,8.800000000000011,67.4,2.4000000000000057,0.27272727272727304,0.27272727272727304,0.972222222222222,0.3333333333333333,0.9222222222222223,0.8000000000000019
chip_bargain__chip4_cohort_03_m7xld5_game_2_alt_profile,chip4__cohort_03_m7xld5__game_2_alt_profile,chip4__cohort_03_m7xld5__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m7xld5,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),human_gold,3,3,9,73.0,93.0,20.0,81.9,8.900000000000006,0.4450000000000003,0.4450000000000003,1.4166666666666665,0.6666666666666666,0.7000000000000001,2.9666666666666686
chip_bargain__chip4_cohort_03_m898xg_game_2_alt_profile,chip4__cohort_03_m898xg__game_2_alt_profile,chip4__cohort_03_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,human_gold,3,3,9,60.0,85.25,25.25,69.2,9.200000000000003,0.36435643564356446,0.36435643564356446,0.6839506172839506,0.5555555555555556,2.177777777777778,3.0666666666666678
chip_bargain__chip4_cohort_03_m8aboy_game_2_alt_profile,chip4__cohort_03_m8aboy__game_2_alt_profile,chip4__cohort_03_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 03-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,71.0,96.16666666666666,25.166666666666657,83.9,12.900000000000006,0.512582781456954,0.512582781456954,0.9629629629629629,0.6666666666666666,1.7333333333333334,4.300000000000002
chip_bargain__chip4_cohort_04_m7xlmc_game_2_alt_profile,chip4__cohort_04_m7xlmc__game_2_alt_profile,chip4__cohort_04_m7xlmc__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m7xlmc,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),human_gold,3,3,9,81.0,101.25,20.25,97.2,16.200000000000003,0.8000000000000002,0.8000000000000002,1.151851851851852,0.6666666666666666,2.0,5.400000000000001
chip_bargain__chip4_cohort_04_m89542_game_2_alt_profile,chip4__cohort_04_m89542__game_2_alt_profile,chip4__cohort_04_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,human_gold,3,3,9,60.0,81.33333333333333,21.33333333333333,68.6,8.599999999999994,0.40312499999999984,0.40312499999999984,1.0074074074074073,0.5555555555555556,0.9333333333333331,2.866666666666665
chip_bargain__chip4_cohort_04_m8aboy_game_2_alt_profile,chip4__cohort_04_m8aboy__game_2_alt_profile,chip4__cohort_04_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 04-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,64.0,84.75,20.75,72.9,8.900000000000006,0.42891566265060266,0.42891566265060266,0.9444444444444444,0.6666666666666666,0.39999999999999997,2.9666666666666686
chip_bargain__chip4_cohort_05_m7xlsd_game_2_alt_profile,chip4__cohort_05_m7xlsd__game_2_alt_profile,chip4__cohort_05_m7xlsd__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m7xlsd,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),human_gold,3,3,9,70.0,93.0,23.0,82.0,12.0,0.5217391304347826,0.5217391304347826,1.1234567901234567,0.5555555555555556,1.3555555555555554,4.0
chip_bargain__chip4_cohort_05_m89542_game_2_alt_profile,chip4__cohort_05_m89542__game_2_alt_profile,chip4__cohort_05_m89542__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m89542,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,human_gold,3,3,9,58.0,82.125,24.125,68.4,10.400000000000006,0.43108808290155465,0.43108808290155465,1.0419753086419752,0.2222222222222222,3.1555555555555554,3.4666666666666686
chip_bargain__chip4_cohort_05_m898xg_game_2_alt_profile,chip4__cohort_05_m898xg__game_2_alt_profile,chip4__cohort_05_m898xg__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m898xg,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,human_gold,3,3,9,61.0,84.0,23.0,77.6,16.599999999999994,0.7217391304347823,0.7217391304347823,1.1907407407407407,0.7777777777777778,1.222222222222222,5.533333333333331
chip_bargain__chip4_cohort_05_m8aboy_game_2_alt_profile,chip4__cohort_05_m8aboy__game_2_alt_profile,chip4__cohort_05_m8aboy__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 05-m8aboy,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,53.0,78.0,25.0,70.8,17.799999999999997,0.7119999999999999,0.7119999999999999,0.9074074074074076,0.5555555555555556,2.0777777777777775,5.933333333333333
chip_bargain__chip4_cohort_06_m895x2_game_2_alt_profile,chip4__cohort_06_m895x2__game_2_alt_profile,chip4__cohort_06_m895x2__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 06-m895x2,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,human_gold,3,3,9,76.0,89.0,13.0,84.5,8.5,0.6538461538461539,0.6538461538461539,1.0701058201058202,0.2222222222222222,2.088888888888889,2.8333333333333335
chip_bargain__chip4_cohort_06_m89b9z_game_2_alt_profile,chip4__cohort_06_m89b9z__game_2_alt_profile,chip4__cohort_06_m89b9z__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 06-m89b9z,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p3,human_gold,3,3,9,76.0,93.375,17.375,86.0,10.0,0.5755395683453237,0.5755395683453237,0.9833333333333333,0.6666666666666666,1.0999999999999999,3.3333333333333335
chip_bargain__chip4_cohort_06_m8acrp_game_2_alt_profile,chip4__cohort_06_m8acrp__game_2_alt_profile,chip4__cohort_06_m8acrp__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 06-m8acrp,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,60.0,90.0,30.0,78.5,18.5,0.6166666666666667,0.6166666666666667,1.0419753086419752,0.3333333333333333,2.2666666666666666,6.166666666666667
chip_bargain__chip4_cohort_07_m896vn_game_2_alt_profile,chip4__cohort_07_m896vn__game_2_alt_profile,chip4__cohort_07_m896vn__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 07-m896vn,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p2,human_gold,3,3,9,54.0,59.66666666666667,5.666666666666671,57.0,3.0,0.5294117647058819,0.5294117647058819,1.1388888888888888,0.2222222222222222,1.5888888888888888,1.0
chip_bargain__chip4_cohort_07_m8ad4g_game_2_alt_profile,chip4__cohort_07_m8ad4g__game_2_alt_profile,chip4__cohort_07_m8ad4g__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 07-m8ad4g,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,61.0,81.0,20.0,72.1,11.099999999999994,0.5549999999999997,0.5549999999999997,0.8296296296296296,0.4444444444444444,3.066666666666667,3.699999999999998
chip_bargain__chip4_cohort_08_m7xm7k_game_2_alt_profile,chip4__cohort_08_m7xm7k__game_2_alt_profile,chip4__cohort_08_m7xm7k__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 08-m7xm7k,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p1 (n=20),human_gold,3,3,9,63.0,88.57142857142857,25.57142857142857,76.0,13.0,0.5083798882681565,0.5083798882681565,1.1018518518518519,0.5555555555555556,1.1555555555555554,4.333333333333333
chip_bargain__chip4_cohort_08_m8ad5n_game_2_alt_profile,chip4__cohort_08_m8ad5n__game_2_alt_profile,chip4__cohort_08_m8ad5n__game_2_alt_profile,CHIP4__GAME_2_ALT_PROFILE,chip4,4-Chip Bargaining,Cohort 08-m8ad5n,Second negotiation game-negotiation2_alternate_profile,GAME_2_ALT_PROFILE,🟣 4p4,human_gold,3,3,9,61.0,93.0,32.0,83.7,22.700000000000003,0.7093750000000001,0.7093750000000001,0.9444444444444444,0.6666666666666666,2.433333333333333,7.566666666666667
