n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID,ValInstr,UncIntr,ValUnc,3Qway
30,82,6,0,-442,0,1,4,5e34d7b2cf93104ac7915090,0,0,-36244,0
32,96,6,0,-476,0,1,4,5e34d7b2cf93104ac7915090,0,0,-45696,0
33,60,6,0,-474,0,1,4,5e34d7b2cf93104ac7915090,0,0,-28440,0
34,61,6,0,-440,0,1,4,5e34d7b2cf93104ac7915090,0,0,-26840,0
35,91,6,1,486,0,1,4,5e34d7b2cf93104ac7915090,0,0,44226,0
36,34,6,0,-469,0,1,4,5e34d7b2cf93104ac7915090,0,0,-15946,0
37,8,5,1,473,0,1,4,5e34d7b2cf93104ac7915090,0,0,3784,0
38,17,5,0,-462,0,1,4,5e34d7b2cf93104ac7915090,0,0,-7854,0
40,25,6,0,-472,0,1,4,5e34d7b2cf93104ac7915090,0,0,-11800,0
41,75,6,1,474,0,1,4,5e34d7b2cf93104ac7915090,0,0,35550,0
42,72,6,1,481,0,1,4,5e34d7b2cf93104ac7915090,0,0,34632,0
43,32,6,0,-404,0,1,4,5e34d7b2cf93104ac7915090,0,0,-12928,0
44,77,6,0,-415,0,1,4,5e34d7b2cf93104ac7915090,0,0,-31955,0
46,38,6,0,-451,0,1,4,5e34d7b2cf93104ac7915090,0,0,-17138,0
47,89,6,0,-492,0,1,4,5e34d7b2cf93104ac7915090,0,0,-43788,0
48,50,6,0,-469,0,1,4,5e34d7b2cf93104ac7915090,0,0,-23450,0
1,60,6,0,-490,1,1,4,5e34d7b2cf93104ac7915090,-490,60,-29400,-29400
2,25,6,1,482,1,1,4,5e34d7b2cf93104ac7915090,482,25,12050,12050
3,67,6,1,463,1,1,4,5e34d7b2cf93104ac7915090,463,67,31021,31021
4,22,6,0,-454,1,1,4,5e34d7b2cf93104ac7915090,-454,22,-9988,-9988
5,75,6,1,464,1,1,4,5e34d7b2cf93104ac7915090,464,75,34800,34800
7,96,6,1,400,1,1,4,5e34d7b2cf93104ac7915090,400,96,38400,38400
8,81,6,0,-451,1,1,4,5e34d7b2cf93104ac7915090,-451,81,-36531,-36531
9,58,6,1,483,1,1,4,5e34d7b2cf93104ac7915090,483,58,28014,28014
11,50,6,0,-472,1,1,4,5e34d7b2cf93104ac7915090,-472,50,-23600,-23600
12,99,6,1,422,1,1,4,5e34d7b2cf93104ac7915090,422,99,41778,41778
13,8,6,1,478,1,1,4,5e34d7b2cf93104ac7915090,478,8,3824,3824
14,20,6,1,418,1,1,4,5e34d7b2cf93104ac7915090,418,20,8360,8360
15,72,6,0,-401,1,1,4,5e34d7b2cf93104ac7915090,-401,72,-28872,-28872
17,21,6,0,-454,1,1,4,5e34d7b2cf93104ac7915090,-454,21,-9534,-9534
18,88,6,1,426,1,1,4,5e34d7b2cf93104ac7915090,426,88,37488,37488
19,91,6,1,440,1,1,4,5e34d7b2cf93104ac7915090,440,91,40040,40040
20,44,6,0,-425,1,1,4,5e34d7b2cf93104ac7915090,-425,44,-18700,-18700
21,31,6,0,-421,1,1,4,5e34d7b2cf93104ac7915090,-421,31,-13051,-13051
22,76,6,1,410,1,1,4,5e34d7b2cf93104ac7915090,410,76,31160,31160
24,41,6,1,467,1,1,4,5e34d7b2cf93104ac7915090,467,41,19147,19147
25,17,6,1,485,1,1,4,5e34d7b2cf93104ac7915090,485,17,8245,8245
27,44,6,0,-455,1,1,4,5e34d7b2cf93104ac7915090,-455,44,-20020,-20020
28,45,6,1,440,1,1,4,5e34d7b2cf93104ac7915090,440,45,19800,19800
29,34,6,0,-487,1,1,4,5e34d7b2cf93104ac7915090,-487,34,-16558,-16558
30,63,6,1,431,1,1,4,5e34d7b2cf93104ac7915090,431,63,27153,27153
32,80,6,1,436,1,1,4,5e34d7b2cf93104ac7915090,436,80,34880,34880
33,89,6,0,-435,1,1,4,5e34d7b2cf93104ac7915090,-435,89,-38715,-38715
34,95,6,0,-447,1,1,4,5e34d7b2cf93104ac7915090,-447,95,-42465,-42465
35,85,6,1,419,1,1,4,5e34d7b2cf93104ac7915090,419,85,35615,35615
36,5,5,1,476,1,1,4,5e34d7b2cf93104ac7915090,476,5,2380,2380
37,78,6,1,480,1,1,4,5e34d7b2cf93104ac7915090,480,78,37440,37440
38,58,6,1,436,1,1,4,5e34d7b2cf93104ac7915090,436,58,25288,25288
40,26,6,0,-489,1,1,4,5e34d7b2cf93104ac7915090,-489,26,-12714,-12714
41,27,6,0,-429,1,1,4,5e34d7b2cf93104ac7915090,-429,27,-11583,-11583
42,65,6,0,-409,1,1,4,5e34d7b2cf93104ac7915090,-409,65,-26585,-26585
43,23,6,1,443,1,1,4,5e34d7b2cf93104ac7915090,443,23,10189,10189
44,73,6,0,-465,1,1,4,5e34d7b2cf93104ac7915090,-465,73,-33945,-33945
46,87,6,0,-448,1,1,4,5e34d7b2cf93104ac7915090,-448,87,-38976,-38976
47,93,6,0,-447,1,1,4,5e34d7b2cf93104ac7915090,-447,93,-41571,-41571
48,5,6,1,418,1,1,4,5e34d7b2cf93104ac7915090,418,5,2090,2090
1,24,3,0,-417,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-10008,0
2,40,3,1,416,0,1,4,5e7335f5ff5c1228fb76684c,0,0,16640,0
3,59,3,0,-438,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-25842,0
4,76,3,0,-424,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-32224,0
5,78,3,0,-429,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-33462,0
7,79,3,0,-466,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-36814,0
8,35,3,0,-435,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-15225,0
9,78,3,1,458,0,1,4,5e7335f5ff5c1228fb76684c,0,0,35724,0
11,50,3,0,-442,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-22100,0
12,58,3,0,-400,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-23200,0
13,94,3,0,-457,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-42958,0
14,83,3,0,-478,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-39674,0
15,15,3,0,-414,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-6210,0
17,50,3,0,-466,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-23300,0
18,32,3,0,-428,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-13696,0
19,7,3,0,-402,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-2814,0
20,63,3,1,422,0,1,4,5e7335f5ff5c1228fb76684c,0,0,26586,0
21,54,3,0,-416,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-22464,0
22,73,3,0,-471,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-34383,0
24,1,3,0,-485,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-485,0
25,3,3,1,428,0,1,4,5e7335f5ff5c1228fb76684c,0,0,1284,0
27,98,3,0,-476,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-46648,0
28,78,3,1,475,0,1,4,5e7335f5ff5c1228fb76684c,0,0,37050,0
29,23,3,1,453,0,1,4,5e7335f5ff5c1228fb76684c,0,0,10419,0
30,98,3,0,-471,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-46158,0
32,31,3,0,-442,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-13702,0
33,69,3,1,454,0,1,4,5e7335f5ff5c1228fb76684c,0,0,31326,0
34,15,3,0,-425,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-6375,0
35,10,3,0,-408,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-4080,0
36,77,3,1,499,0,1,4,5e7335f5ff5c1228fb76684c,0,0,38423,0
37,90,3,0,-422,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-37980,0
38,25,3,1,482,0,1,4,5e7335f5ff5c1228fb76684c,0,0,12050,0
40,97,3,1,405,0,1,4,5e7335f5ff5c1228fb76684c,0,0,39285,0
41,61,3,0,-470,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-28670,0
42,29,3,1,476,0,1,4,5e7335f5ff5c1228fb76684c,0,0,13804,0
43,95,3,1,440,0,1,4,5e7335f5ff5c1228fb76684c,0,0,41800,0
44,31,3,0,-407,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-12617,0
46,28,3,0,-477,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-13356,0
47,93,3,0,-469,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-43617,0
48,90,3,0,-430,0,1,4,5e7335f5ff5c1228fb76684c,0,0,-38700,0
1,43,6,1,475,1,1,4,5e7335f5ff5c1228fb76684c,475,43,20425,20425
2,79,6,1,435,1,1,4,5e7335f5ff5c1228fb76684c,435,79,34365,34365
3,99,6,1,481,1,1,4,5e7335f5ff5c1228fb76684c,481,99,47619,47619
4,23,6,0,-417,1,1,4,5e7335f5ff5c1228fb76684c,-417,23,-9591,-9591
5,95,6,0,-483,1,1,4,5e7335f5ff5c1228fb76684c,-483,95,-45885,-45885
7,72,6,0,-403,1,1,4,5e7335f5ff5c1228fb76684c,-403,72,-29016,-29016
8,7,6,0,-422,1,1,4,5e7335f5ff5c1228fb76684c,-422,7,-2954,-2954
9,40,6,0,-423,1,1,4,5e7335f5ff5c1228fb76684c,-423,40,-16920,-16920
11,38,6,1,444,1,1,4,5e7335f5ff5c1228fb76684c,444,38,16872,16872
12,64,6,0,-448,1,1,4,5e7335f5ff5c1228fb76684c,-448,64,-28672,-28672
13,94,6,0,-438,1,1,4,5e7335f5ff5c1228fb76684c,-438,94,-41172,-41172
14,85,6,0,-446,1,1,4,5e7335f5ff5c1228fb76684c,-446,85,-37910,-37910
15,18,6,0,-472,1,1,4,5e7335f5ff5c1228fb76684c,-472,18,-8496,-8496
17,45,6,0,-464,1,1,4,5e7335f5ff5c1228fb76684c,-464,45,-20880,-20880
18,70,6,0,-408,1,1,4,5e7335f5ff5c1228fb76684c,-408,70,-28560,-28560
19,53,6,0,-489,1,1,4,5e7335f5ff5c1228fb76684c,-489,53,-25917,-25917
20,82,6,0,-419,1,1,4,5e7335f5ff5c1228fb76684c,-419,82,-34358,-34358
21,22,6,1,408,1,1,4,5e7335f5ff5c1228fb76684c,408,22,8976,8976
22,42,6,0,-445,1,1,4,5e7335f5ff5c1228fb76684c,-445,42,-18690,-18690
24,36,6,1,441,1,1,4,5e7335f5ff5c1228fb76684c,441,36,15876,15876
25,99,6,1,481,1,1,4,5e7335f5ff5c1228fb76684c,481,99,47619,47619
27,89,6,1,445,1,1,4,5e7335f5ff5c1228fb76684c,445,89,39605,39605
28,58,6,0,-414,1,1,4,5e7335f5ff5c1228fb76684c,-414,58,-24012,-24012
29,83,6,0,-495,1,1,4,5e7335f5ff5c1228fb76684c,-495,83,-41085,-41085
30,94,6,0,-415,1,1,4,5e7335f5ff5c1228fb76684c,-415,94,-39010,-39010
32,97,6,0,-444,1,1,4,5e7335f5ff5c1228fb76684c,-444,97,-43068,-43068
33,41,6,0,-481,1,1,4,5e7335f5ff5c1228fb76684c,-481,41,-19721,-19721
34,47,6,0,-472,1,1,4,5e7335f5ff5c1228fb76684c,-472,47,-22184,-22184
35,41,6,1,412,1,1,4,5e7335f5ff5c1228fb76684c,412,41,16892,16892
36,69,6,0,-445,1,1,4,5e7335f5ff5c1228fb76684c,-445,69,-30705,-30705
37,41,6,1,477,1,1,4,5e7335f5ff5c1228fb76684c,477,41,19557,19557
38,86,6,0,-479,1,1,4,5e7335f5ff5c1228fb76684c,-479,86,-41194,-41194
40,34,6,0,-458,1,1,4,5e7335f5ff5c1228fb76684c,-458,34,-15572,-15572
41,73,6,0,-444,1,1,4,5e7335f5ff5c1228fb76684c,-444,73,-32412,-32412
42,25,6,1,403,1,1,4,5e7335f5ff5c1228fb76684c,403,25,10075,10075
43,66,6,0,-441,1,1,4,5e7335f5ff5c1228fb76684c,-441,66,-29106,-29106
44,8,6,0,-442,1,1,4,5e7335f5ff5c1228fb76684c,-442,8,-3536,-3536
46,95,6,1,415,1,1,4,5e7335f5ff5c1228fb76684c,415,95,39425,39425
47,99,6,1,474,1,1,4,5e7335f5ff5c1228fb76684c,474,99,46926,46926
48,56,6,1,497,1,1,4,5e7335f5ff5c1228fb76684c,497,56,27832,27832
1,43,4,1,464,0,1,4,5e73f520091f0203468a9596,0,0,19952,0
2,44,4,1,412,0,1,4,5e73f520091f0203468a9596,0,0,18128,0
3,61,5,0,-458,0,1,4,5e73f520091f0203468a9596,0,0,-27938,0
4,90,3,1,500,0,1,4,5e73f520091f0203468a9596,0,0,45000,0
5,59,3,1,407,0,1,4,5e73f520091f0203468a9596,0,0,24013,0
7,12,3,1,473,0,1,4,5e73f520091f0203468a9596,0,0,5676,0
8,78,4,0,-474,0,1,4,5e73f520091f0203468a9596,0,0,-36972,0
9,11,3,1,417,0,1,4,5e73f520091f0203468a9596,0,0,4587,0
11,43,4,0,-492,0,1,4,5e73f520091f0203468a9596,0,0,-21156,0
12,34,4,1,411,0,1,4,5e73f520091f0203468a9596,0,0,13974,0
13,8,4,0,-486,0,1,4,5e73f520091f0203468a9596,0,0,-3888,0
14,47,5,1,441,0,1,4,5e73f520091f0203468a9596,0,0,20727,0
15,15,4,0,-483,0,1,4,5e73f520091f0203468a9596,0,0,-7245,0
17,44,4,1,454,0,1,4,5e73f520091f0203468a9596,0,0,19976,0
18,25,5,1,410,0,1,4,5e73f520091f0203468a9596,0,0,10250,0
19,63,4,0,-493,0,1,4,5e73f520091f0203468a9596,0,0,-31059,0
20,64,5,0,-420,0,1,4,5e73f520091f0203468a9596,0,0,-26880,0
21,44,4,1,462,0,1,4,5e73f520091f0203468a9596,0,0,20328,0
22,14,3,0,-428,0,1,4,5e73f520091f0203468a9596,0,0,-5992,0
24,44,4,1,415,0,1,4,5e73f520091f0203468a9596,0,0,18260,0
25,19,2,1,483,0,1,4,5e73f520091f0203468a9596,0,0,9177,0
27,29,4,0,-446,0,1,4,5e73f520091f0203468a9596,0,0,-12934,0
28,5,3,1,464,0,1,4,5e73f520091f0203468a9596,0,0,2320,0
29,39,4,0,-403,0,1,4,5e73f520091f0203468a9596,0,0,-15717,0
30,52,4,1,495,0,1,4,5e73f520091f0203468a9596,0,0,25740,0
32,5,4,1,485,0,1,4,5e73f520091f0203468a9596,0,0,2425,0
33,11,3,1,451,0,1,4,5e73f520091f0203468a9596,0,0,4961,0
34,65,4,0,-454,0,1,4,5e73f520091f0203468a9596,0,0,-29510,0
35,79,5,1,416,0,1,4,5e73f520091f0203468a9596,0,0,32864,0
36,4,4,0,-463,0,1,4,5e73f520091f0203468a9596,0,0,-1852,0
37,15,2,0,-402,0,1,4,5e73f520091f0203468a9596,0,0,-6030,0
38,67,4,1,453,0,1,4,5e73f520091f0203468a9596,0,0,30351,0
40,43,4,1,488,0,1,4,5e73f520091f0203468a9596,0,0,20984,0
41,62,4,0,-474,0,1,4,5e73f520091f0203468a9596,0,0,-29388,0
42,76,3,1,416,0,1,4,5e73f520091f0203468a9596,0,0,31616,0
43,25,3,1,403,0,1,4,5e73f520091f0203468a9596,0,0,10075,0
44,31,4,1,434,0,1,4,5e73f520091f0203468a9596,0,0,13454,0
46,4,4,1,479,0,1,4,5e73f520091f0203468a9596,0,0,1916,0
47,53,4,0,-492,0,1,4,5e73f520091f0203468a9596,0,0,-26076,0
48,24,4,0,-401,0,1,4,5e73f520091f0203468a9596,0,0,-9624,0
1,89,4,0,-498,1,1,4,5e73f520091f0203468a9596,-498,89,-44322,-44322
2,73,4,1,469,1,1,4,5e73f520091f0203468a9596,469,73,34237,34237
3,22,6,1,454,1,1,4,5e73f520091f0203468a9596,454,22,9988,9988
4,95,4,1,423,1,1,4,5e73f520091f0203468a9596,423,95,40185,40185
5,19,4,1,465,1,1,4,5e73f520091f0203468a9596,465,19,8835,8835
7,41,5,0,-438,1,1,4,5e73f520091f0203468a9596,-438,41,-17958,-17958
8,22,6,1,479,1,1,4,5e73f520091f0203468a9596,479,22,10538,10538
9,14,6,0,-471,1,1,4,5e73f520091f0203468a9596,-471,14,-6594,-6594
11,38,6,1,496,1,1,4,5e73f520091f0203468a9596,496,38,18848,18848
12,28,6,1,408,1,1,4,5e73f520091f0203468a9596,408,28,11424,11424
13,55,4,0,-428,1,1,4,5e73f520091f0203468a9596,-428,55,-23540,-23540
14,68,4,1,453,1,1,4,5e73f520091f0203468a9596,453,68,30804,30804
15,52,5,0,-496,1,1,4,5e73f520091f0203468a9596,-496,52,-25792,-25792
17,43,4,0,-463,1,1,4,5e73f520091f0203468a9596,-463,43,-19909,-19909
18,25,6,1,494,1,1,4,5e73f520091f0203468a9596,494,25,12350,12350
19,35,4,1,450,1,1,4,5e73f520091f0203468a9596,450,35,15750,15750
20,4,1,0,-490,1,1,4,5e73f520091f0203468a9596,-490,4,-1960,-1960
21,11,6,1,473,1,1,4,5e73f520091f0203468a9596,473,11,5203,5203
22,71,3,1,449,1,1,4,5e73f520091f0203468a9596,449,71,31879,31879
24,14,4,1,450,1,1,4,5e73f520091f0203468a9596,450,14,6300,6300
25,18,3,1,494,1,1,4,5e73f520091f0203468a9596,494,18,8892,8892
27,59,5,1,436,1,1,4,5e73f520091f0203468a9596,436,59,25724,25724
28,78,3,0,-478,1,1,4,5e73f520091f0203468a9596,-478,78,-37284,-37284
29,10,4,0,-475,1,1,4,5e73f520091f0203468a9596,-475,10,-4750,-4750
30,74,5,1,447,1,1,4,5e73f520091f0203468a9596,447,74,33078,33078
32,46,3,0,-450,1,1,4,5e73f520091f0203468a9596,-450,46,-20700,-20700
33,67,4,0,-484,1,1,4,5e73f520091f0203468a9596,-484,67,-32428,-32428
34,17,2,0,-419,1,1,4,5e73f520091f0203468a9596,-419,17,-7123,-7123
35,9,6,1,418,1,1,4,5e73f520091f0203468a9596,418,9,3762,3762
36,89,3,0,-492,1,1,4,5e73f520091f0203468a9596,-492,89,-43788,-43788
37,69,4,0,-434,1,1,4,5e73f520091f0203468a9596,-434,69,-29946,-29946
38,81,3,1,471,1,1,4,5e73f520091f0203468a9596,471,81,38151,38151
40,61,4,0,-474,1,1,4,5e73f520091f0203468a9596,-474,61,-28914,-28914
41,48,5,1,419,1,1,4,5e73f520091f0203468a9596,419,48,20112,20112
42,27,4,1,456,1,1,4,5e73f520091f0203468a9596,456,27,12312,12312
43,55,4,1,453,1,1,4,5e73f520091f0203468a9596,453,55,24915,24915
44,86,3,0,-432,1,1,4,5e73f520091f0203468a9596,-432,86,-37152,-37152
46,8,6,1,439,1,1,4,5e73f520091f0203468a9596,439,8,3512,3512
47,57,6,0,-440,1,1,4,5e73f520091f0203468a9596,-440,57,-25080,-25080
48,16,6,0,-413,1,1,4,5e73f520091f0203468a9596,-413,16,-6608,-6608
1,82,6,0,-464,0,1,4,5e8654505276a10fe5e2633b,0,0,-38048,0
2,61,6,0,-432,0,1,4,5e8654505276a10fe5e2633b,0,0,-26352,0
3,42,6,1,486,0,1,4,5e8654505276a10fe5e2633b,0,0,20412,0
4,73,6,1,490,0,1,4,5e8654505276a10fe5e2633b,0,0,35770,0
5,1,0,1,407,0,1,4,5e8654505276a10fe5e2633b,0,0,407,0
7,35,6,0,-475,0,1,4,5e8654505276a10fe5e2633b,0,0,-16625,0
8,26,2,0,-404,0,1,4,5e8654505276a10fe5e2633b,0,0,-10504,0
9,64,6,0,-434,0,1,4,5e8654505276a10fe5e2633b,0,0,-27776,0
11,49,6,1,404,0,1,4,5e8654505276a10fe5e2633b,0,0,19796,0
12,22,2,1,445,0,1,4,5e8654505276a10fe5e2633b,0,0,9790,0
13,70,6,1,477,0,1,4,5e8654505276a10fe5e2633b,0,0,33390,0
14,48,6,0,-415,0,1,4,5e8654505276a10fe5e2633b,0,0,-19920,0
15,20,1,0,-463,0,1,4,5e8654505276a10fe5e2633b,0,0,-9260,0
17,10,0,1,478,0,1,4,5e8654505276a10fe5e2633b,0,0,4780,0
18,8,0,1,406,0,1,4,5e8654505276a10fe5e2633b,0,0,3248,0
19,75,6,0,-401,0,1,4,5e8654505276a10fe5e2633b,0,0,-30075,0
20,94,6,1,462,0,1,4,5e8654505276a10fe5e2633b,0,0,43428,0
21,95,6,0,-419,0,1,4,5e8654505276a10fe5e2633b,0,0,-39805,0
22,47,6,0,-485,0,1,4,5e8654505276a10fe5e2633b,0,0,-22795,0
24,92,6,1,499,0,1,4,5e8654505276a10fe5e2633b,0,0,45908,0
25,34,6,1,499,0,1,4,5e8654505276a10fe5e2633b,0,0,16966,0
27,73,6,0,-407,0,1,4,5e8654505276a10fe5e2633b,0,0,-29711,0
28,34,4,0,-457,0,1,4,5e8654505276a10fe5e2633b,0,0,-15538,0
29,52,5,1,427,0,1,4,5e8654505276a10fe5e2633b,0,0,22204,0
30,22,1,0,-446,0,1,4,5e8654505276a10fe5e2633b,0,0,-9812,0
32,14,0,0,-452,0,1,4,5e8654505276a10fe5e2633b,0,0,-6328,0
33,91,6,0,-421,0,1,4,5e8654505276a10fe5e2633b,0,0,-38311,0
34,23,2,1,485,0,1,4,5e8654505276a10fe5e2633b,0,0,11155,0
35,90,6,1,401,0,1,4,5e8654505276a10fe5e2633b,0,0,36090,0
36,87,6,1,463,0,1,4,5e8654505276a10fe5e2633b,0,0,40281,0
37,4,0,0,-493,0,1,4,5e8654505276a10fe5e2633b,0,0,-1972,0
38,96,6,0,-500,0,1,4,5e8654505276a10fe5e2633b,0,0,-48000,0
40,84,6,0,-445,0,1,4,5e8654505276a10fe5e2633b,0,0,-37380,0
41,77,6,0,-431,0,1,4,5e8654505276a10fe5e2633b,0,0,-33187,0
42,48,4,0,-404,0,1,4,5e8654505276a10fe5e2633b,0,0,-19392,0
43,79,5,1,476,0,1,4,5e8654505276a10fe5e2633b,0,0,37604,0
44,17,0,1,469,0,1,4,5e8654505276a10fe5e2633b,0,0,7973,0
46,40,4,1,494,0,1,4,5e8654505276a10fe5e2633b,0,0,19760,0
47,89,6,1,457,0,1,4,5e8654505276a10fe5e2633b,0,0,40673,0
48,27,3,1,450,0,1,4,5e8654505276a10fe5e2633b,0,0,12150,0
1,62,1,0,-467,1,1,4,5e8654505276a10fe5e2633b,-467,62,-28954,-28954
2,57,1,0,-496,1,1,4,5e8654505276a10fe5e2633b,-496,57,-28272,-28272
3,39,6,1,455,1,1,4,5e8654505276a10fe5e2633b,455,39,17745,17745
4,26,0,0,-469,1,1,4,5e8654505276a10fe5e2633b,-469,26,-12194,-12194
5,23,6,1,477,1,1,4,5e8654505276a10fe5e2633b,477,23,10971,10971
7,92,0,1,492,1,1,4,5e8654505276a10fe5e2633b,492,92,45264,45264
8,63,2,1,460,1,1,4,5e8654505276a10fe5e2633b,460,63,28980,28980
9,10,6,1,416,1,1,4,5e8654505276a10fe5e2633b,416,10,4160,4160
11,12,0,0,-426,1,1,4,5e8654505276a10fe5e2633b,-426,12,-5112,-5112
12,53,0,0,-459,1,1,4,5e8654505276a10fe5e2633b,-459,53,-24327,-24327
13,21,6,1,450,1,1,4,5e8654505276a10fe5e2633b,450,21,9450,9450
14,90,0,0,-482,1,1,4,5e8654505276a10fe5e2633b,-482,90,-43380,-43380
15,10,0,1,450,1,1,4,5e8654505276a10fe5e2633b,450,10,4500,4500
17,63,0,0,-462,1,1,4,5e8654505276a10fe5e2633b,-462,63,-29106,-29106
18,92,6,0,-464,1,1,4,5e8654505276a10fe5e2633b,-464,92,-42688,-42688
19,25,0,0,-404,1,1,4,5e8654505276a10fe5e2633b,-404,25,-10100,-10100
20,80,6,1,409,1,1,4,5e8654505276a10fe5e2633b,409,80,32720,32720
21,68,6,0,-430,1,1,4,5e8654505276a10fe5e2633b,-430,68,-29240,-29240
22,99,6,0,-450,1,1,4,5e8654505276a10fe5e2633b,-450,99,-44550,-44550
24,79,6,0,-474,1,1,4,5e8654505276a10fe5e2633b,-474,79,-37446,-37446
25,34,0,0,-410,1,1,4,5e8654505276a10fe5e2633b,-410,34,-13940,-13940
27,14,0,1,488,1,1,4,5e8654505276a10fe5e2633b,488,14,6832,6832
28,98,6,1,469,1,1,4,5e8654505276a10fe5e2633b,469,98,45962,45962
29,74,6,0,-456,1,1,4,5e8654505276a10fe5e2633b,-456,74,-33744,-33744
30,93,6,0,-440,1,1,4,5e8654505276a10fe5e2633b,-440,93,-40920,-40920
32,2,0,1,412,1,1,4,5e8654505276a10fe5e2633b,412,2,824,824
33,95,6,1,499,1,1,4,5e8654505276a10fe5e2633b,499,95,47405,47405
34,27,3,1,471,1,1,4,5e8654505276a10fe5e2633b,471,27,12717,12717
35,96,6,1,468,1,1,4,5e8654505276a10fe5e2633b,468,96,44928,44928
36,91,6,0,-478,1,1,4,5e8654505276a10fe5e2633b,-478,91,-43498,-43498
37,18,0,0,-472,1,1,4,5e8654505276a10fe5e2633b,-472,18,-8496,-8496
38,30,0,1,406,1,1,4,5e8654505276a10fe5e2633b,406,30,12180,12180
40,49,6,1,480,1,1,4,5e8654505276a10fe5e2633b,480,49,23520,23520
41,22,6,1,457,1,1,4,5e8654505276a10fe5e2633b,457,22,10054,10054
42,17,0,0,-440,1,1,4,5e8654505276a10fe5e2633b,-440,17,-7480,-7480
43,81,6,0,-447,1,1,4,5e8654505276a10fe5e2633b,-447,81,-36207,-36207
44,94,6,1,489,1,1,4,5e8654505276a10fe5e2633b,489,94,45966,45966
46,82,6,1,427,1,1,4,5e8654505276a10fe5e2633b,427,82,35014,35014
47,99,6,1,481,1,1,4,5e8654505276a10fe5e2633b,481,99,47619,47619
48,80,6,0,-415,1,1,4,5e8654505276a10fe5e2633b,-415,80,-33200,-33200
1,59,6,0,-437,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-25783,0
2,43,6,0,-488,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-20984,0
3,76,6,0,-412,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-31312,0
4,51,6,0,-421,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-21471,0
5,90,6,0,-416,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-37440,0
7,25,6,1,496,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,12400,0
8,76,6,0,-417,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-31692,0
9,2,6,1,419,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,838,0
11,95,6,0,-468,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-44460,0
12,3,6,0,-414,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-1242,0
13,18,6,1,425,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,7650,0
14,96,6,0,-461,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-44256,0
15,53,6,1,423,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,22419,0
17,43,6,1,449,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,19307,0
18,18,6,1,423,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,7614,0
19,66,6,1,464,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,30624,0
20,86,6,0,-469,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-40334,0
21,15,6,1,414,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,6210,0
22,29,6,0,-411,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-11919,0
24,35,6,1,408,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,14280,0
25,79,6,1,429,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,33891,0
27,73,6,0,-442,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-32266,0
28,31,6,0,-472,0,1,4,5e9ca26d02bbdc1d13f00b5c,0,0,-14632,0
