n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,SeekFirst1,Predicted_MC,Old1,ValInstr,UncIntr,ValUnc,3w
40,51,6,0,-445,0,2,4,56b8fafebf489c000b7dce01,1,-445,0,0,0,-22695,0
41,80,6,1,473,0,2,4,56b8fafebf489c000b7dce01,1,461,0,0,0,37840,0
42,3,6,0,-434,0,2,4,56b8fafebf489c000b7dce01,1,-434,0,0,0,-1302,0
43,8,6,1,471,0,2,4,56b8fafebf489c000b7dce01,1,471,0,0,0,3768,0
44,22,6,0,-403,0,2,4,56b8fafebf489c000b7dce01,1,-403,0,0,0,-8866,0
46,21,6,0,-416,0,2,4,56b8fafebf489c000b7dce01,1,-406,0,0,0,-8736,0
47,69,6,0,-498,0,2,4,56b8fafebf489c000b7dce01,1,-403,0,0,0,-34362,0
48,63,6,0,-404,0,2,4,56b8fafebf489c000b7dce01,1,-404,0,0,0,-25452,0
1,65,6,1,-407,1,2,4,56b8fafebf489c000b7dce01,1,493,0,-407,65,-26455,-26455
2,92,6,0,-463,1,2,4,56b8fafebf489c000b7dce01,1,-455,0,-463,92,-42596,-42596
3,68,6,0,-403,1,2,4,56b8fafebf489c000b7dce01,1,-421,0,-403,68,-27404,-27404
4,40,6,0,-410,1,2,4,56b8fafebf489c000b7dce01,1,-410,0,-410,40,-16400,-16400
5,62,6,0,-485,1,2,4,56b8fafebf489c000b7dce01,1,-485,0,-485,62,-30070,-30070
7,34,6,0,-409,1,2,4,56b8fafebf489c000b7dce01,1,-409,0,-409,34,-13906,-13906
8,83,6,1,487,1,2,4,56b8fafebf489c000b7dce01,1,456,0,487,83,40421,40421
9,38,6,0,-436,1,2,4,56b8fafebf489c000b7dce01,1,-436,0,-436,38,-16568,-16568
11,7,6,1,452,1,2,4,56b8fafebf489c000b7dce01,1,452,0,452,7,3164,3164
12,42,6,1,448,1,2,4,56b8fafebf489c000b7dce01,1,448,0,448,42,18816,18816
13,39,6,1,417,1,2,4,56b8fafebf489c000b7dce01,1,417,0,417,39,16263,16263
14,76,6,1,-478,1,2,4,56b8fafebf489c000b7dce01,1,485,0,-478,76,-36328,-36328
15,91,6,1,-444,1,2,4,56b8fafebf489c000b7dce01,1,419,0,-444,91,-40404,-40404
17,89,6,1,-410,1,2,4,56b8fafebf489c000b7dce01,1,451,0,-410,89,-36490,-36490
18,43,6,1,420,1,2,4,56b8fafebf489c000b7dce01,1,420,0,420,43,18060,18060
19,26,6,0,-435,1,2,4,56b8fafebf489c000b7dce01,1,-435,0,-435,26,-11310,-11310
20,67,6,0,-487,1,2,4,56b8fafebf489c000b7dce01,1,-487,0,-487,67,-32629,-32629
21,72,6,0,-471,1,2,4,56b8fafebf489c000b7dce01,1,-471,0,-471,72,-33912,-33912
22,63,6,0,-488,1,2,4,56b8fafebf489c000b7dce01,1,-415,0,-488,63,-30744,-30744
24,83,6,0,-494,1,2,4,56b8fafebf489c000b7dce01,1,-463,0,-494,83,-41002,-41002
25,97,6,0,439,1,2,4,56b8fafebf489c000b7dce01,1,-453,0,439,97,42583,42583
27,14,6,1,485,1,2,4,56b8fafebf489c000b7dce01,1,485,0,485,14,6790,6790
28,64,6,1,402,1,2,4,56b8fafebf489c000b7dce01,1,402,0,402,64,25728,25728
29,58,6,1,-432,1,2,4,56b8fafebf489c000b7dce01,1,459,0,-432,58,-25056,-25056
30,47,6,0,479,1,2,4,56b8fafebf489c000b7dce01,1,-497,0,479,47,22513,22513
32,62,6,1,468,1,2,4,56b8fafebf489c000b7dce01,1,416,0,468,62,29016,29016
33,58,6,1,437,1,2,4,56b8fafebf489c000b7dce01,1,483,0,437,58,25346,25346
34,43,6,1,410,1,2,4,56b8fafebf489c000b7dce01,1,410,0,410,43,17630,17630
35,69,6,0,-428,1,2,4,56b8fafebf489c000b7dce01,1,-466,0,-428,69,-29532,-29532
36,92,6,1,407,1,2,4,56b8fafebf489c000b7dce01,1,437,0,407,92,37444,37444
37,12,6,1,402,1,2,4,56b8fafebf489c000b7dce01,1,402,0,402,12,4824,4824
38,61,6,1,-417,1,2,4,56b8fafebf489c000b7dce01,1,499,0,-417,61,-25437,-25437
40,96,6,0,-401,1,2,4,56b8fafebf489c000b7dce01,1,-419,0,-401,96,-38496,-38496
41,64,6,0,478,1,2,4,56b8fafebf489c000b7dce01,1,-480,0,478,64,30592,30592
42,30,6,0,-442,1,2,4,56b8fafebf489c000b7dce01,1,-442,0,-442,30,-13260,-13260
43,27,6,1,468,1,2,4,56b8fafebf489c000b7dce01,1,468,0,468,27,12636,12636
44,89,6,0,-460,1,2,4,56b8fafebf489c000b7dce01,1,-449,0,-460,89,-40940,-40940
46,32,6,1,402,1,2,4,56b8fafebf489c000b7dce01,1,402,0,402,32,12864,12864
47,67,6,1,-447,1,2,4,56b8fafebf489c000b7dce01,1,473,0,-447,67,-29949,-29949
48,86,6,1,-474,1,2,4,56b8fafebf489c000b7dce01,1,423,0,-474,86,-40764,-40764
1,32,4,0,-476,0,2,4,573db9f8cc30e7000dc573bc,1,-454,0,0,0,-15232,0
2,8,4,0,-442,0,2,4,573db9f8cc30e7000dc573bc,1,-442,0,0,0,-3536,0
3,17,4,1,400,0,2,4,573db9f8cc30e7000dc573bc,1,400,0,0,0,6800,0
4,63,3,0,-486,0,2,4,573db9f8cc30e7000dc573bc,1,-486,0,0,0,-30618,0
5,23,4,1,500,0,2,4,573db9f8cc30e7000dc573bc,1,500,0,0,0,11500,0
7,7,3,0,-405,0,2,4,573db9f8cc30e7000dc573bc,1,-405,0,0,0,-2835,0
8,46,5,1,468,0,2,4,573db9f8cc30e7000dc573bc,1,451,0,0,0,21528,0
9,35,4,1,456,0,2,4,573db9f8cc30e7000dc573bc,1,456,0,0,0,15960,0
11,45,3,1,464,0,2,4,573db9f8cc30e7000dc573bc,1,471,0,0,0,20880,0
12,76,4,1,430,0,2,4,573db9f8cc30e7000dc573bc,1,424,0,0,0,32680,0
13,17,3,1,441,0,2,4,573db9f8cc30e7000dc573bc,1,441,0,0,0,7497,0
14,91,4,0,-438,0,2,4,573db9f8cc30e7000dc573bc,1,-497,0,0,0,-39858,0
15,82,5,1,-498,0,2,4,573db9f8cc30e7000dc573bc,1,494,0,0,0,-40836,0
17,14,4,1,406,0,2,4,573db9f8cc30e7000dc573bc,1,406,0,0,0,5684,0
18,26,4,0,-468,0,2,4,573db9f8cc30e7000dc573bc,1,-468,0,0,0,-12168,0
19,19,3,0,-498,0,2,4,573db9f8cc30e7000dc573bc,1,-498,0,0,0,-9462,0
20,25,3,0,-460,0,2,4,573db9f8cc30e7000dc573bc,1,-460,0,0,0,-11500,0
21,71,5,1,458,0,2,4,573db9f8cc30e7000dc573bc,1,454,0,0,0,32518,0
22,2,4,1,426,0,2,4,573db9f8cc30e7000dc573bc,1,426,0,0,0,852,0
24,39,4,0,-494,0,2,4,573db9f8cc30e7000dc573bc,1,-494,0,0,0,-19266,0
25,45,5,1,423,0,2,4,573db9f8cc30e7000dc573bc,1,449,0,0,0,19035,0
27,31,4,1,495,0,2,4,573db9f8cc30e7000dc573bc,1,495,0,0,0,15345,0
28,79,5,0,-497,0,2,4,573db9f8cc30e7000dc573bc,1,-449,0,0,0,-39263,0
29,12,3,1,412,0,2,4,573db9f8cc30e7000dc573bc,1,412,0,0,0,4944,0
30,59,5,1,-448,0,2,4,573db9f8cc30e7000dc573bc,1,420,0,0,0,-26432,0
32,47,4,0,-465,0,2,4,573db9f8cc30e7000dc573bc,1,-482,0,0,0,-21855,0
33,57,3,1,493,0,2,4,573db9f8cc30e7000dc573bc,1,493,0,0,0,28101,0
34,1,3,0,-464,0,2,4,573db9f8cc30e7000dc573bc,1,-464,0,0,0,-464,0
35,18,3,1,420,0,2,4,573db9f8cc30e7000dc573bc,1,420,0,0,0,7560,0
36,83,4,0,-400,0,2,4,573db9f8cc30e7000dc573bc,1,-494,0,0,0,-33200,0
37,91,4,1,475,0,2,4,573db9f8cc30e7000dc573bc,1,455,0,0,0,43225,0
38,65,4,1,482,0,2,4,573db9f8cc30e7000dc573bc,1,482,0,0,0,31330,0
40,98,5,1,453,0,2,4,573db9f8cc30e7000dc573bc,1,435,0,0,0,44394,0
41,17,5,0,-487,0,2,4,573db9f8cc30e7000dc573bc,1,-487,0,0,0,-8279,0
42,55,5,0,471,0,2,4,573db9f8cc30e7000dc573bc,1,-442,0,0,0,25905,0
43,36,3,1,438,0,2,4,573db9f8cc30e7000dc573bc,1,438,0,0,0,15768,0
44,45,4,0,-411,0,2,4,573db9f8cc30e7000dc573bc,1,-411,0,0,0,-18495,0
46,79,4,0,-454,0,2,4,573db9f8cc30e7000dc573bc,1,-441,0,0,0,-35866,0
47,26,3,0,-465,0,2,4,573db9f8cc30e7000dc573bc,1,-465,0,0,0,-12090,0
48,36,3,0,-442,0,2,4,573db9f8cc30e7000dc573bc,1,-470,0,0,0,-15912,0
1,22,6,0,-448,1,2,4,573db9f8cc30e7000dc573bc,1,-448,0,-448,22,-9856,-9856
2,99,6,0,-482,1,2,4,573db9f8cc30e7000dc573bc,1,-493,0,-482,99,-47718,-47718
3,15,6,1,460,1,2,4,573db9f8cc30e7000dc573bc,1,460,0,460,15,6900,6900
4,24,6,0,-456,1,2,4,573db9f8cc30e7000dc573bc,1,-456,0,-456,24,-10944,-10944
5,23,6,0,-472,1,2,4,573db9f8cc30e7000dc573bc,1,-432,0,-472,23,-10856,-10856
7,75,6,1,-440,1,2,4,573db9f8cc30e7000dc573bc,1,498,0,-440,75,-33000,-33000
8,15,6,0,-451,1,2,4,573db9f8cc30e7000dc573bc,1,-451,0,-451,15,-6765,-6765
9,7,6,1,476,1,2,4,573db9f8cc30e7000dc573bc,1,476,0,476,7,3332,3332
11,55,6,1,432,1,2,4,573db9f8cc30e7000dc573bc,1,432,0,432,55,23760,23760
12,75,6,1,-441,1,2,4,573db9f8cc30e7000dc573bc,1,421,0,-441,75,-33075,-33075
13,15,6,0,-482,1,2,4,573db9f8cc30e7000dc573bc,1,-482,0,-482,15,-7230,-7230
14,76,6,0,-447,1,2,4,573db9f8cc30e7000dc573bc,1,-447,0,-447,76,-33972,-33972
15,50,6,0,-429,1,2,4,573db9f8cc30e7000dc573bc,1,-429,0,-429,50,-21450,-21450
17,70,6,1,471,1,2,4,573db9f8cc30e7000dc573bc,1,481,0,471,70,32970,32970
18,91,6,1,480,1,2,4,573db9f8cc30e7000dc573bc,1,488,0,480,91,43680,43680
19,14,6,1,461,1,2,4,573db9f8cc30e7000dc573bc,1,461,0,461,14,6454,6454
20,91,6,0,467,1,2,4,573db9f8cc30e7000dc573bc,1,-442,0,467,91,42497,42497
21,95,6,0,-423,1,2,4,573db9f8cc30e7000dc573bc,1,-481,0,-423,95,-40185,-40185
22,44,6,1,-404,1,2,4,573db9f8cc30e7000dc573bc,1,439,0,-404,44,-17776,-17776
24,55,6,1,458,1,2,4,573db9f8cc30e7000dc573bc,1,458,0,458,55,25190,25190
25,46,6,1,482,1,2,4,573db9f8cc30e7000dc573bc,1,482,0,482,46,22172,22172
27,28,6,1,440,1,2,4,573db9f8cc30e7000dc573bc,1,440,0,440,28,12320,12320
28,12,6,1,-405,1,2,4,573db9f8cc30e7000dc573bc,1,499,0,-405,12,-4860,-4860
29,89,6,0,497,1,2,4,573db9f8cc30e7000dc573bc,1,-413,0,497,89,44233,44233
30,45,6,1,491,1,2,4,573db9f8cc30e7000dc573bc,1,491,0,491,45,22095,22095
32,86,6,1,-443,1,2,4,573db9f8cc30e7000dc573bc,1,401,0,-443,86,-38098,-38098
33,16,6,0,-437,1,2,4,573db9f8cc30e7000dc573bc,1,-437,0,-437,16,-6992,-6992
34,59,6,0,-439,1,2,4,573db9f8cc30e7000dc573bc,1,-439,0,-439,59,-25901,-25901
35,43,6,1,-454,1,2,4,573db9f8cc30e7000dc573bc,1,452,0,-454,43,-19522,-19522
36,41,6,0,-492,1,2,4,573db9f8cc30e7000dc573bc,1,-493,0,-492,41,-20172,-20172
37,88,6,1,-428,1,2,4,573db9f8cc30e7000dc573bc,1,405,0,-428,88,-37664,-37664
38,91,6,0,-408,1,2,4,573db9f8cc30e7000dc573bc,1,-408,0,-408,91,-37128,-37128
40,32,6,1,419,1,2,4,573db9f8cc30e7000dc573bc,1,419,0,419,32,13408,13408
41,47,6,0,402,1,2,4,573db9f8cc30e7000dc573bc,1,-488,0,402,47,18894,18894
42,49,6,0,-415,1,2,4,573db9f8cc30e7000dc573bc,1,-473,0,-415,49,-20335,-20335
43,76,6,1,491,1,2,4,573db9f8cc30e7000dc573bc,1,484,0,491,76,37316,37316
44,31,6,1,434,1,2,4,573db9f8cc30e7000dc573bc,1,434,0,434,31,13454,13454
46,56,6,1,-456,1,2,4,573db9f8cc30e7000dc573bc,1,479,0,-456,56,-25536,-25536
47,43,6,0,-430,1,2,4,573db9f8cc30e7000dc573bc,1,-430,0,-430,43,-18490,-18490
48,17,6,1,-498,1,2,4,573db9f8cc30e7000dc573bc,1,400,0,-498,17,-8466,-8466
1,67,4,1,-401,0,2,4,5788c3e3ad1a6c0001466742,1,461,1,0,0,-26867,0
2,12,2,1,482,0,2,4,5788c3e3ad1a6c0001466742,1,482,1,0,0,5784,0
3,84,4,0,-431,0,2,4,5788c3e3ad1a6c0001466742,1,-491,1,0,0,-36204,0
4,39,3,1,500,0,2,4,5788c3e3ad1a6c0001466742,1,500,1,0,0,19500,0
5,22,3,0,-471,0,2,4,5788c3e3ad1a6c0001466742,1,-471,1,0,0,-10362,0
7,98,4,1,470,0,2,4,5788c3e3ad1a6c0001466742,1,474,1,0,0,46060,0
8,75,4,0,400,0,2,4,5788c3e3ad1a6c0001466742,1,-448,1,0,0,30000,0
9,20,2,0,-439,0,2,4,5788c3e3ad1a6c0001466742,1,-439,1,0,0,-8780,0
11,34,2,0,-432,0,2,4,5788c3e3ad1a6c0001466742,1,-432,1,0,0,-14688,0
12,37,3,0,-417,0,2,4,5788c3e3ad1a6c0001466742,1,-417,1,0,0,-15429,0
13,33,2,1,487,0,2,4,5788c3e3ad1a6c0001466742,1,487,1,0,0,16071,0
14,66,2,1,409,0,2,4,5788c3e3ad1a6c0001466742,1,401,1,0,0,26994,0
15,79,5,0,423,0,2,4,5788c3e3ad1a6c0001466742,1,-499,1,0,0,33417,0
17,52,3,1,433,0,2,4,5788c3e3ad1a6c0001466742,1,433,1,0,0,22516,0
18,45,4,0,476,0,2,4,5788c3e3ad1a6c0001466742,1,-475,1,0,0,21420,0
19,52,4,0,-436,0,2,4,5788c3e3ad1a6c0001466742,1,-421,1,0,0,-22672,0
20,7,1,1,489,0,2,4,5788c3e3ad1a6c0001466742,1,489,1,0,0,3423,0
21,67,2,1,454,0,2,4,5788c3e3ad1a6c0001466742,1,454,1,0,0,30418,0
22,47,2,0,-471,0,2,4,5788c3e3ad1a6c0001466742,1,-471,1,0,0,-22137,0
24,66,4,0,440,0,2,4,5788c3e3ad1a6c0001466742,1,-470,1,0,0,29040,0
25,26,4,1,-474,0,2,4,5788c3e3ad1a6c0001466742,1,420,1,0,0,-12324,0
27,89,4,0,487,0,2,4,5788c3e3ad1a6c0001466742,1,-498,1,0,0,43343,0
28,75,3,1,434,0,2,4,5788c3e3ad1a6c0001466742,1,499,1,0,0,32550,0
29,53,2,0,-444,0,2,4,5788c3e3ad1a6c0001466742,1,-444,1,0,0,-23532,0
30,89,4,0,409,0,2,4,5788c3e3ad1a6c0001466742,1,-467,1,0,0,36401,0
32,25,4,1,-469,0,2,4,5788c3e3ad1a6c0001466742,1,424,1,0,0,-11725,0
33,70,4,0,498,0,2,4,5788c3e3ad1a6c0001466742,1,-473,1,0,0,34860,0
34,97,5,1,421,0,2,4,5788c3e3ad1a6c0001466742,1,406,1,0,0,40837,0
35,87,4,1,488,0,2,4,5788c3e3ad1a6c0001466742,1,479,1,0,0,42456,0
36,33,2,0,-439,0,2,4,5788c3e3ad1a6c0001466742,1,-439,1,0,0,-14487,0
37,97,5,0,492,0,2,4,5788c3e3ad1a6c0001466742,1,-437,1,0,0,47724,0
38,88,4,1,-467,0,2,4,5788c3e3ad1a6c0001466742,1,458,1,0,0,-41096,0
40,33,2,0,-500,0,2,4,5788c3e3ad1a6c0001466742,1,-500,1,0,0,-16500,0
41,15,1,1,410,0,2,4,5788c3e3ad1a6c0001466742,1,410,1,0,0,6150,0
42,7,1,1,417,0,2,4,5788c3e3ad1a6c0001466742,1,417,1,0,0,2919,0
43,95,3,0,-468,0,2,4,5788c3e3ad1a6c0001466742,1,-420,1,0,0,-44460,0
44,12,2,1,425,0,2,4,5788c3e3ad1a6c0001466742,1,425,1,0,0,5100,0
46,67,3,0,428,0,2,4,5788c3e3ad1a6c0001466742,1,-427,1,0,0,28676,0
47,55,2,0,-409,0,2,4,5788c3e3ad1a6c0001466742,1,-409,1,0,0,-22495,0
48,71,4,0,-428,0,2,4,5788c3e3ad1a6c0001466742,1,-481,1,0,0,-30388,0
1,12,5,0,-457,1,2,4,5788c3e3ad1a6c0001466742,1,-457,1,-457,12,-5484,-5484
2,50,2,0,-453,1,2,4,5788c3e3ad1a6c0001466742,1,-427,1,-453,50,-22650,-22650
3,3,6,0,444,1,2,4,5788c3e3ad1a6c0001466742,1,-451,1,444,3,1332,1332
4,16,2,1,500,1,2,4,5788c3e3ad1a6c0001466742,1,500,1,500,16,8000,8000
5,62,3,1,-406,1,2,4,5788c3e3ad1a6c0001466742,1,432,1,-406,62,-25172,-25172
7,56,4,0,448,1,2,4,5788c3e3ad1a6c0001466742,1,-488,1,448,56,25088,25088
8,52,3,1,486,1,2,4,5788c3e3ad1a6c0001466742,1,486,1,486,52,25272,25272
9,33,2,0,-465,1,2,4,5788c3e3ad1a6c0001466742,1,-465,1,-465,33,-15345,-15345
11,64,3,1,478,1,2,4,5788c3e3ad1a6c0001466742,1,415,1,478,64,30592,30592
12,82,2,1,-404,1,2,4,5788c3e3ad1a6c0001466742,1,435,1,-404,82,-33128,-33128
13,63,4,0,434,1,2,4,5788c3e3ad1a6c0001466742,1,-422,1,434,63,27342,27342
14,31,2,1,414,1,2,4,5788c3e3ad1a6c0001466742,1,414,1,414,31,12834,12834
15,30,1,1,482,1,2,4,5788c3e3ad1a6c0001466742,1,482,1,482,30,14460,14460
17,96,4,1,473,1,2,4,5788c3e3ad1a6c0001466742,1,433,1,473,96,45408,45408
18,86,2,1,410,1,2,4,5788c3e3ad1a6c0001466742,1,410,1,410,86,35260,35260
19,48,2,1,473,1,2,4,5788c3e3ad1a6c0001466742,1,473,1,473,48,22704,22704
20,5,0,0,-459,1,2,4,5788c3e3ad1a6c0001466742,1,-459,1,-459,5,-2295,-2295
21,22,2,1,405,1,2,4,5788c3e3ad1a6c0001466742,1,405,1,405,22,8910,8910
22,67,3,1,476,1,2,4,5788c3e3ad1a6c0001466742,1,476,1,476,67,31892,31892
24,72,4,1,-500,1,2,4,5788c3e3ad1a6c0001466742,1,413,1,-500,72,-36000,-36000
25,66,3,1,439,1,2,4,5788c3e3ad1a6c0001466742,1,439,1,439,66,28974,28974
27,70,4,1,-464,1,2,4,5788c3e3ad1a6c0001466742,1,410,1,-464,70,-32480,-32480
28,16,0,0,-488,1,2,4,5788c3e3ad1a6c0001466742,1,-488,1,-488,16,-7808,-7808
29,45,5,0,494,1,2,4,5788c3e3ad1a6c0001466742,1,-431,1,494,45,22230,22230
30,57,3,1,417,1,2,4,5788c3e3ad1a6c0001466742,1,443,1,417,57,23769,23769
32,44,4,1,-419,1,2,4,5788c3e3ad1a6c0001466742,1,484,1,-419,44,-18436,-18436
33,67,3,1,410,1,2,4,5788c3e3ad1a6c0001466742,1,404,1,410,67,27470,27470
34,25,2,1,500,1,2,4,5788c3e3ad1a6c0001466742,1,500,1,500,25,12500,12500
35,15,1,1,452,1,2,4,5788c3e3ad1a6c0001466742,1,452,1,452,15,6780,6780
36,82,4,0,-469,1,2,4,5788c3e3ad1a6c0001466742,1,-469,1,-469,82,-38458,-38458
37,43,3,1,496,1,2,4,5788c3e3ad1a6c0001466742,1,496,1,496,43,21328,21328
38,4,0,1,433,1,2,4,5788c3e3ad1a6c0001466742,1,433,1,433,4,1732,1732
40,46,4,1,463,1,2,4,5788c3e3ad1a6c0001466742,1,463,1,463,46,21298,21298
41,60,3,1,411,1,2,4,5788c3e3ad1a6c0001466742,1,495,1,411,60,24660,24660
42,19,5,0,488,1,2,4,5788c3e3ad1a6c0001466742,1,-402,1,488,19,9272,9272
43,49,4,1,-487,1,2,4,5788c3e3ad1a6c0001466742,1,434,1,-487,49,-23863,-23863
44,66,2,0,-464,1,2,4,5788c3e3ad1a6c0001466742,1,-464,1,-464,66,-30624,-30624
46,27,1,1,411,1,2,4,5788c3e3ad1a6c0001466742,1,411,1,411,27,11097,11097
47,26,2,1,424,1,2,4,5788c3e3ad1a6c0001466742,1,424,1,424,26,11024,11024
48,79,4,1,470,1,2,4,5788c3e3ad1a6c0001466742,1,470,1,470,79,37130,37130
1,11,5,1,465,0,2,4,582ecbacc2e1310001685463,0,465,0,0,0,5115,0
2,8,5,1,454,0,2,4,582ecbacc2e1310001685463,0,454,0,0,0,3632,0
3,63,5,0,-459,0,2,4,582ecbacc2e1310001685463,0,-467,0,0,0,-28917,0
4,62,1,1,-462,0,2,4,582ecbacc2e1310001685463,0,480,0,0,0,-28644,0
5,87,0,0,462,0,2,4,582ecbacc2e1310001685463,0,-453,0,0,0,40194,0
7,75,5,1,405,0,2,4,582ecbacc2e1310001685463,0,419,0,0,0,30375,0
8,76,4,1,482,0,2,4,582ecbacc2e1310001685463,0,482,0,0,0,36632,0
9,9,6,0,-412,0,2,4,582ecbacc2e1310001685463,0,-412,0,0,0,-3708,0
11,60,5,0,-474,0,2,4,582ecbacc2e1310001685463,0,-463,0,0,0,-28440,0
12,82,1,0,417,0,2,4,582ecbacc2e1310001685463,0,-406,0,0,0,34194,0
13,79,0,0,435,0,2,4,582ecbacc2e1310001685463,0,-408,0,0,0,34365,0
14,9,2,1,499,0,2,4,582ecbacc2e1310001685463,0,423,0,0,0,4491,0
15,38,5,1,468,0,2,4,582ecbacc2e1310001685463,0,468,0,0,0,17784,0
17,99,4,0,-499,0,2,4,582ecbacc2e1310001685463,0,-470,0,0,0,-49401,0
18,70,3,1,437,0,2,4,582ecbacc2e1310001685463,0,486,0,0,0,30590,0
19,33,6,1,420,0,2,4,582ecbacc2e1310001685463,0,420,0,0,0,13860,0
20,62,5,1,490,0,2,4,582ecbacc2e1310001685463,0,417,0,0,0,30380,0
21,21,6,1,421,0,2,4,582ecbacc2e1310001685463,0,421,0,0,0,8841,0
22,61,6,0,-407,0,2,4,582ecbacc2e1310001685463,0,-407,0,0,0,-24827,0
24,16,6,0,-470,0,2,4,582ecbacc2e1310001685463,0,-470,0,0,0,-7520,0
25,81,0,1,-487,0,2,4,582ecbacc2e1310001685463,0,422,0,0,0,-39447,0
27,33,6,1,426,0,2,4,582ecbacc2e1310001685463,0,426,0,0,0,14058,0
28,55,6,1,430,0,2,4,582ecbacc2e1310001685463,0,430,0,0,0,23650,0
29,22,6,0,-460,0,2,4,582ecbacc2e1310001685463,0,-460,0,0,0,-10120,0
30,88,0,0,426,0,2,4,582ecbacc2e1310001685463,0,-409,0,0,0,37488,0
32,45,6,1,403,0,2,4,582ecbacc2e1310001685463,0,403,0,0,0,18135,0
33,83,6,0,-480,0,2,4,582ecbacc2e1310001685463,0,-480,0,0,0,-39840,0
34,37,0,0,479,0,2,4,582ecbacc2e1310001685463,0,-456,0,0,0,17723,0
35,95,0,0,476,0,2,4,582ecbacc2e1310001685463,0,-461,0,0,0,45220,0
36,54,4,1,460,0,2,4,582ecbacc2e1310001685463,0,400,0,0,0,24840,0
37,88,0,0,498,0,2,4,582ecbacc2e1310001685463,0,-482,0,0,0,43824,0
38,4,6,1,468,0,2,4,582ecbacc2e1310001685463,0,468,0,0,0,1872,0
40,45,0,0,486,0,2,4,582ecbacc2e1310001685463,0,-407,0,0,0,21870,0
41,62,0,1,-423,0,2,4,582ecbacc2e1310001685463,0,469,0,0,0,-26226,0
42,92,5,0,-412,0,2,4,582ecbacc2e1310001685463,0,-410,0,0,0,-37904,0
43,27,4,1,412,0,2,4,582ecbacc2e1310001685463,0,435,0,0,0,11124,0
44,83,0,0,463,0,2,4,582ecbacc2e1310001685463,0,-473,0,0,0,38429,0
46,3,6,1,403,0,2,4,582ecbacc2e1310001685463,0,403,0,0,0,1209,0
47,53,4,1,422,0,2,4,582ecbacc2e1310001685463,0,401,0,0,0,22366,0
48,2,6,0,-430,0,2,4,582ecbacc2e1310001685463,0,-430,0,0,0,-860,0
1,92,3,0,-441,1,2,4,582ecbacc2e1310001685463,0,-448,0,-441,92,-40572,-40572
2,44,4,1,432,1,2,4,582ecbacc2e1310001685463,0,433,0,432,44,19008,19008
3,7,6,1,456,1,2,4,582ecbacc2e1310001685463,0,456,0,456,7,3192,3192
4,38,5,1,433,1,2,4,582ecbacc2e1310001685463,0,433,0,433,38,16454,16454
5,88,4,1,461,1,2,4,582ecbacc2e1310001685463,0,408,0,461,88,40568,40568
7,36,5,1,498,1,2,4,582ecbacc2e1310001685463,0,498,0,498,36,17928,17928
8,84,4,1,414,1,2,4,582ecbacc2e1310001685463,0,477,0,414,84,34776,34776
9,25,6,1,485,1,2,4,582ecbacc2e1310001685463,0,485,0,485,25,12125,12125
11,81,3,1,417,1,2,4,582ecbacc2e1310001685463,0,443,0,417,81,33777,33777
12,68,6,0,-490,1,2,4,582ecbacc2e1310001685463,0,-490,0,-490,68,-33320,-33320
13,7,6,0,-495,1,2,4,582ecbacc2e1310001685463,0,-495,0,-495,7,-3465,-3465
14,71,5,0,-444,1,2,4,582ecbacc2e1310001685463,0,-498,0,-444,71,-31524,-31524
15,58,6,0,-459,1,2,4,582ecbacc2e1310001685463,0,-418,0,-459,58,-26622,-26622
17,12,6,1,413,1,2,4,582ecbacc2e1310001685463,0,413,0,413,12,4956,4956
18,29,6,0,-482,1,2,4,582ecbacc2e1310001685463,0,-422,0,-482,29,-13978,-13978
19,97,0,0,488,1,2,4,582ecbacc2e1310001685463,0,-463,0,488,97,47336,47336
20,63,0,1,-450,1,2,4,582ecbacc2e1310001685463,0,471,0,-450,63,-28350,-28350
21,62,0,0,405,1,2,4,582ecbacc2e1310001685463,0,-441,0,405,62,25110,25110
22,71,5,0,-470,1,2,4,582ecbacc2e1310001685463,0,-470,0,-470,71,-33370,-33370
24,18,6,0,-451,1,2,4,582ecbacc2e1310001685463,0,-451,0,-451,18,-8118,-8118
25,87,0,0,466,1,2,4,582ecbacc2e1310001685463,0,-489,0,466,87,40542,40542
27,78,0,1,-483,1,2,4,582ecbacc2e1310001685463,0,442,0,-483,78,-37674,-37674
28,47,0,0,490,1,2,4,582ecbacc2e1310001685463,0,-421,0,490,47,23030,23030
29,47,5,1,439,1,2,4,582ecbacc2e1310001685463,0,439,0,439,47,20633,20633
30,16,6,0,-433,1,2,4,582ecbacc2e1310001685463,0,-433,0,-433,16,-6928,-6928
32,95,0,1,-435,1,2,4,582ecbacc2e1310001685463,0,416,0,-435,95,-41325,-41325
33,90,4,0,-452,1,2,4,582ecbacc2e1310001685463,0,-416,0,-452,90,-40680,-40680
34,31,0,1,-497,1,2,4,582ecbacc2e1310001685463,0,436,0,-497,31,-15407,-15407
35,99,0,1,-490,1,2,4,582ecbacc2e1310001685463,0,459,0,-490,99,-48510,-48510
36,84,0,0,443,1,2,4,582ecbacc2e1310001685463,0,-431,0,443,84,37212,37212
37,27,6,1,417,1,2,4,582ecbacc2e1310001685463,0,417,0,417,27,11259,11259
38,32,6,1,464,1,2,4,582ecbacc2e1310001685463,0,464,0,464,32,14848,14848
40,42,6,1,406,1,2,4,582ecbacc2e1310001685463,0,406,0,406,42,17052,17052
