n_trial,uncertainty,seek,Market_change_1up,mc_model,Instr,Task1Seek,check,ID,Old1
48,63,3,1,496,1,1,4,5c3d836c1580e90001229dc1,1
1,80,5,0,-418,1,1,4,60e38ac4db4d97422293672b,1
2,71,6,0,-475,1,1,4,60e38ac4db4d97422293672b,1
3,18,2,1,437,1,1,4,60e38ac4db4d97422293672b,1
4,38,6,0,-426,1,1,4,60e38ac4db4d97422293672b,1
5,4,6,0,-495,1,1,4,60e38ac4db4d97422293672b,1
7,52,5,0,-466,1,1,4,60e38ac4db4d97422293672b,1
8,87,4,1,423,1,1,4,60e38ac4db4d97422293672b,1
9,77,5,1,419,1,1,4,60e38ac4db4d97422293672b,1
11,51,4,1,402,1,1,4,60e38ac4db4d97422293672b,1
12,56,5,0,-404,1,1,4,60e38ac4db4d97422293672b,1
13,39,4,0,-442,1,1,4,60e38ac4db4d97422293672b,1
14,66,5,1,469,1,1,4,60e38ac4db4d97422293672b,1
15,34,3,1,462,1,1,4,60e38ac4db4d97422293672b,1
17,86,6,1,480,1,1,4,60e38ac4db4d97422293672b,1
18,68,4,0,-460,1,1,4,60e38ac4db4d97422293672b,1
19,22,5,0,-451,1,1,4,60e38ac4db4d97422293672b,1
20,43,5,0,-420,1,1,4,60e38ac4db4d97422293672b,1
21,6,3,1,441,1,1,4,60e38ac4db4d97422293672b,1
22,92,6,1,406,1,1,4,60e38ac4db4d97422293672b,1
24,80,3,1,403,1,1,4,60e38ac4db4d97422293672b,1
25,16,4,0,-423,1,1,4,60e38ac4db4d97422293672b,1
27,25,3,0,-477,1,1,4,60e38ac4db4d97422293672b,1
28,95,2,0,-422,1,1,4,60e38ac4db4d97422293672b,1
29,50,6,1,444,1,1,4,60e38ac4db4d97422293672b,1
30,84,3,1,431,1,1,4,60e38ac4db4d97422293672b,1
32,58,4,1,435,1,1,4,60e38ac4db4d97422293672b,1
33,40,5,0,-431,1,1,4,60e38ac4db4d97422293672b,1
34,74,5,0,-442,1,1,4,60e38ac4db4d97422293672b,1
35,4,2,1,496,1,1,4,60e38ac4db4d97422293672b,1
36,78,4,1,462,1,1,4,60e38ac4db4d97422293672b,1
37,57,3,1,481,1,1,4,60e38ac4db4d97422293672b,1
38,20,2,0,-489,1,1,4,60e38ac4db4d97422293672b,1
40,58,3,1,436,1,1,4,60e38ac4db4d97422293672b,1
41,72,5,0,-410,1,1,4,60e38ac4db4d97422293672b,1
42,19,3,1,487,1,1,4,60e38ac4db4d97422293672b,1
43,40,3,0,-453,1,1,4,60e38ac4db4d97422293672b,1
44,44,4,1,447,1,1,4,60e38ac4db4d97422293672b,1
46,2,1,1,420,1,1,4,60e38ac4db4d97422293672b,1
47,49,4,1,470,1,1,4,60e38ac4db4d97422293672b,1
48,88,5,0,-467,1,1,4,60e38ac4db4d97422293672b,1
1,77,1,0,-486,1,1,4,60f84b3a4369cf14f055bb35,1
2,8,6,1,420,1,1,4,60f84b3a4369cf14f055bb35,1
3,64,2,1,454,1,1,4,60f84b3a4369cf14f055bb35,1
4,46,3,0,-413,1,1,4,60f84b3a4369cf14f055bb35,1
5,60,1,1,408,1,1,4,60f84b3a4369cf14f055bb35,1
7,7,6,1,434,1,1,4,60f84b3a4369cf14f055bb35,1
8,36,4,0,-441,1,1,4,60f84b3a4369cf14f055bb35,1
9,85,0,0,-465,1,1,4,60f84b3a4369cf14f055bb35,1
11,81,1,1,456,1,1,4,60f84b3a4369cf14f055bb35,1
12,15,6,1,467,1,1,4,60f84b3a4369cf14f055bb35,1
13,45,2,0,-441,1,1,4,60f84b3a4369cf14f055bb35,1
14,96,0,1,446,1,1,4,60f84b3a4369cf14f055bb35,1
15,27,4,0,-439,1,1,4,60f84b3a4369cf14f055bb35,1
17,78,2,0,-410,1,1,4,60f84b3a4369cf14f055bb35,1
18,11,5,1,454,1,1,4,60f84b3a4369cf14f055bb35,1
19,43,4,1,476,1,1,4,60f84b3a4369cf14f055bb35,1
20,99,0,1,489,1,1,4,60f84b3a4369cf14f055bb35,1
21,25,3,0,-430,1,1,4,60f84b3a4369cf14f055bb35,1
22,68,3,0,-427,1,1,4,60f84b3a4369cf14f055bb35,1
24,12,5,0,-434,1,1,4,60f84b3a4369cf14f055bb35,1
25,75,2,1,420,1,1,4,60f84b3a4369cf14f055bb35,1
27,82,3,0,-478,1,1,4,60f84b3a4369cf14f055bb35,1
28,74,2,1,452,1,1,4,60f84b3a4369cf14f055bb35,1
29,34,3,1,482,1,1,4,60f84b3a4369cf14f055bb35,1
30,31,3,0,-488,1,1,4,60f84b3a4369cf14f055bb35,1
32,59,1,0,-465,1,1,4,60f84b3a4369cf14f055bb35,1
33,2,6,0,-490,1,1,4,60f84b3a4369cf14f055bb35,1
34,49,3,1,497,1,1,4,60f84b3a4369cf14f055bb35,1
35,14,5,0,-447,1,1,4,60f84b3a4369cf14f055bb35,1
36,52,2,0,-474,1,1,4,60f84b3a4369cf14f055bb35,1
37,59,3,0,-429,1,1,4,60f84b3a4369cf14f055bb35,1
38,33,4,1,448,1,1,4,60f84b3a4369cf14f055bb35,1
40,65,2,1,414,1,1,4,60f84b3a4369cf14f055bb35,1
41,32,4,1,402,1,1,4,60f84b3a4369cf14f055bb35,1
42,9,5,0,-443,1,1,4,60f84b3a4369cf14f055bb35,1
43,57,2,0,-493,1,1,4,60f84b3a4369cf14f055bb35,1
44,52,2,1,431,1,1,4,60f84b3a4369cf14f055bb35,1
46,67,2,0,-460,1,1,4,60f84b3a4369cf14f055bb35,1
47,87,2,0,-411,1,1,4,60f84b3a4369cf14f055bb35,1
48,82,2,1,441,1,1,4,60f84b3a4369cf14f055bb35,1
1,52,6,1,488,1,1,4,60ce2dfcc87b40ebea9f11c9,1
2,45,6,1,420,1,1,4,60ce2dfcc87b40ebea9f11c9,1
3,53,6,1,484,1,1,4,60ce2dfcc87b40ebea9f11c9,1
4,99,6,0,-410,1,1,4,60ce2dfcc87b40ebea9f11c9,1
5,70,6,1,469,1,1,4,60ce2dfcc87b40ebea9f11c9,1
7,74,6,1,457,1,1,4,60ce2dfcc87b40ebea9f11c9,1
8,72,6,0,-460,1,1,4,60ce2dfcc87b40ebea9f11c9,1
9,38,6,0,-450,1,1,4,60ce2dfcc87b40ebea9f11c9,1
11,80,6,1,486,1,1,4,60ce2dfcc87b40ebea9f11c9,1
12,67,6,0,-450,1,1,4,60ce2dfcc87b40ebea9f11c9,1
13,53,6,0,-453,1,1,4,60ce2dfcc87b40ebea9f11c9,1
14,37,6,1,471,1,1,4,60ce2dfcc87b40ebea9f11c9,1
15,76,6,0,-500,1,1,4,60ce2dfcc87b40ebea9f11c9,1
17,46,6,1,490,1,1,4,60ce2dfcc87b40ebea9f11c9,1
18,20,6,0,-491,1,1,4,60ce2dfcc87b40ebea9f11c9,1
19,67,6,1,458,1,1,4,60ce2dfcc87b40ebea9f11c9,1
20,3,6,0,-414,1,1,4,60ce2dfcc87b40ebea9f11c9,1
21,32,6,1,473,1,1,4,60ce2dfcc87b40ebea9f11c9,1
22,60,6,1,429,1,1,4,60ce2dfcc87b40ebea9f11c9,1
24,33,6,0,-481,1,1,4,60ce2dfcc87b40ebea9f11c9,1
25,42,6,0,-439,1,1,4,60ce2dfcc87b40ebea9f11c9,1
27,79,6,0,-480,1,1,4,60ce2dfcc87b40ebea9f11c9,1
28,33,6,1,410,1,1,4,60ce2dfcc87b40ebea9f11c9,1
29,46,6,0,-499,1,1,4,60ce2dfcc87b40ebea9f11c9,1
30,86,6,1,405,1,1,4,60ce2dfcc87b40ebea9f11c9,1
32,83,6,0,-457,1,1,4,60ce2dfcc87b40ebea9f11c9,1
33,83,6,0,-488,1,1,4,60ce2dfcc87b40ebea9f11c9,1
34,66,6,0,-475,1,1,4,60ce2dfcc87b40ebea9f11c9,1
35,11,6,1,465,1,1,4,60ce2dfcc87b40ebea9f11c9,1
36,64,6,1,414,1,1,4,60ce2dfcc87b40ebea9f11c9,1
37,49,6,0,-433,1,1,4,60ce2dfcc87b40ebea9f11c9,1
38,14,6,1,460,1,1,4,60ce2dfcc87b40ebea9f11c9,1
40,62,6,1,454,1,1,4,60ce2dfcc87b40ebea9f11c9,1
41,43,6,0,-447,1,1,4,60ce2dfcc87b40ebea9f11c9,1
42,22,6,1,466,1,1,4,60ce2dfcc87b40ebea9f11c9,1
43,70,6,0,-401,1,1,4,60ce2dfcc87b40ebea9f11c9,1
44,19,6,1,409,1,1,4,60ce2dfcc87b40ebea9f11c9,1
46,41,6,0,-475,1,1,4,60ce2dfcc87b40ebea9f11c9,1
47,95,6,0,-490,1,1,4,60ce2dfcc87b40ebea9f11c9,1
48,35,6,1,487,1,1,4,60ce2dfcc87b40ebea9f11c9,1
1,70,6,1,447,1,1,4,60f832ac0133d68486296b45,1
2,25,6,1,483,1,1,4,60f832ac0133d68486296b45,1
3,2,6,1,415,1,1,4,60f832ac0133d68486296b45,1
4,39,6,0,-416,1,1,4,60f832ac0133d68486296b45,1
5,73,6,0,-431,1,1,4,60f832ac0133d68486296b45,1
7,12,6,0,-440,1,1,4,60f832ac0133d68486296b45,1
8,76,6,0,-422,1,1,4,60f832ac0133d68486296b45,1
9,23,6,0,-465,1,1,4,60f832ac0133d68486296b45,1
11,62,6,0,-462,1,1,4,60f832ac0133d68486296b45,1
12,28,6,1,422,1,1,4,60f832ac0133d68486296b45,1
13,15,6,0,-493,1,1,4,60f832ac0133d68486296b45,1
14,97,6,0,-487,1,1,4,60f832ac0133d68486296b45,1
15,40,6,0,-443,1,1,4,60f832ac0133d68486296b45,1
17,43,6,1,480,1,1,4,60f832ac0133d68486296b45,1
18,63,6,1,488,1,1,4,60f832ac0133d68486296b45,1
19,11,6,0,-481,1,1,4,60f832ac0133d68486296b45,1
20,14,6,1,413,1,1,4,60f832ac0133d68486296b45,1
21,88,6,1,432,1,1,4,60f832ac0133d68486296b45,1
22,91,6,1,479,1,1,4,60f832ac0133d68486296b45,1
24,22,6,1,479,1,1,4,60f832ac0133d68486296b45,1
25,46,6,0,-448,1,1,4,60f832ac0133d68486296b45,1
27,99,6,1,464,1,1,4,60f832ac0133d68486296b45,1
28,54,6,1,416,1,1,4,60f832ac0133d68486296b45,1
29,42,6,0,-449,1,1,4,60f832ac0133d68486296b45,1
30,40,6,0,-412,1,1,4,60f832ac0133d68486296b45,1
32,96,6,0,-441,1,1,4,60f832ac0133d68486296b45,1
33,97,6,1,436,1,1,4,60f832ac0133d68486296b45,1
34,41,6,1,481,1,1,4,60f832ac0133d68486296b45,1
35,14,6,1,492,1,1,4,60f832ac0133d68486296b45,1
36,46,6,0,-433,1,1,4,60f832ac0133d68486296b45,1
37,51,6,0,-401,1,1,4,60f832ac0133d68486296b45,1
38,25,6,1,408,1,1,4,60f832ac0133d68486296b45,1
40,28,6,0,-478,1,1,4,60f832ac0133d68486296b45,1
41,41,6,1,489,1,1,4,60f832ac0133d68486296b45,1
42,94,6,0,-416,1,1,4,60f832ac0133d68486296b45,1
43,81,6,1,432,1,1,4,60f832ac0133d68486296b45,1
44,74,6,1,449,1,1,4,60f832ac0133d68486296b45,1
46,51,6,0,-473,1,1,4,60f832ac0133d68486296b45,1
47,58,6,0,-440,1,1,4,60f832ac0133d68486296b45,1
48,7,6,1,474,1,1,4,60f832ac0133d68486296b45,1
1,88,6,1,484,1,1,4,60f6ef32b1db2320557db7dc,1
2,71,6,1,431,1,1,4,60f6ef32b1db2320557db7dc,1
3,33,6,1,488,1,1,4,60f6ef32b1db2320557db7dc,1
4,63,6,1,470,1,1,4,60f6ef32b1db2320557db7dc,1
5,96,6,1,464,1,1,4,60f6ef32b1db2320557db7dc,1
7,85,6,0,-425,1,1,4,60f6ef32b1db2320557db7dc,1
8,12,6,0,-432,1,1,4,60f6ef32b1db2320557db7dc,1
9,12,6,0,-467,1,1,4,60f6ef32b1db2320557db7dc,1
11,3,6,0,-490,1,1,4,60f6ef32b1db2320557db7dc,1
12,10,6,1,482,1,1,4,60f6ef32b1db2320557db7dc,1
13,71,6,1,492,1,1,4,60f6ef32b1db2320557db7dc,1
14,91,6,0,-448,1,1,4,60f6ef32b1db2320557db7dc,1
15,84,6,1,497,1,1,4,60f6ef32b1db2320557db7dc,1
17,11,6,1,458,1,1,4,60f6ef32b1db2320557db7dc,1
18,42,6,0,-440,1,1,4,60f6ef32b1db2320557db7dc,1
19,21,6,1,489,1,1,4,60f6ef32b1db2320557db7dc,1
20,15,6,1,405,1,1,4,60f6ef32b1db2320557db7dc,1
21,30,6,1,408,1,1,4,60f6ef32b1db2320557db7dc,1
22,17,6,1,479,1,1,4,60f6ef32b1db2320557db7dc,1
24,96,6,0,-486,1,1,4,60f6ef32b1db2320557db7dc,1
25,1,6,1,423,1,1,4,60f6ef32b1db2320557db7dc,1
27,63,6,1,410,1,1,4,60f6ef32b1db2320557db7dc,1
28,57,6,0,-485,1,1,4,60f6ef32b1db2320557db7dc,1
29,35,6,1,460,1,1,4,60f6ef32b1db2320557db7dc,1
30,1,6,1,429,1,1,4,60f6ef32b1db2320557db7dc,1
32,69,6,0,-441,1,1,4,60f6ef32b1db2320557db7dc,1
33,56,6,1,468,1,1,4,60f6ef32b1db2320557db7dc,1
34,22,6,1,407,1,1,4,60f6ef32b1db2320557db7dc,1
35,86,6,0,-457,1,1,4,60f6ef32b1db2320557db7dc,1
36,93,6,0,-469,1,1,4,60f6ef32b1db2320557db7dc,1
37,11,6,1,409,1,1,4,60f6ef32b1db2320557db7dc,1
38,52,6,0,-450,1,1,4,60f6ef32b1db2320557db7dc,1
40,38,6,0,-453,1,1,4,60f6ef32b1db2320557db7dc,1
41,20,6,1,475,1,1,4,60f6ef32b1db2320557db7dc,1
42,15,6,1,495,1,1,4,60f6ef32b1db2320557db7dc,1
43,80,6,0,-425,1,1,4,60f6ef32b1db2320557db7dc,1
44,35,6,1,476,1,1,4,60f6ef32b1db2320557db7dc,1
46,79,6,0,-479,1,1,4,60f6ef32b1db2320557db7dc,1
47,42,6,1,498,1,1,4,60f6ef32b1db2320557db7dc,1
48,30,6,1,483,1,1,4,60f6ef32b1db2320557db7dc,1
1,55,6,0,-500,1,1,4,5fac7a3d233646275bedcfe3,1
2,39,0,0,-461,1,1,4,5fac7a3d233646275bedcfe3,1
3,86,6,1,464,1,1,4,5fac7a3d233646275bedcfe3,1
4,66,6,0,-433,1,1,4,5fac7a3d233646275bedcfe3,1
5,40,6,0,-439,1,1,4,5fac7a3d233646275bedcfe3,1
7,3,6,1,472,1,1,4,5fac7a3d233646275bedcfe3,1
8,3,6,1,474,1,1,4,5fac7a3d233646275bedcfe3,1
9,67,6,1,499,1,1,4,5fac7a3d233646275bedcfe3,1
11,34,6,1,472,1,1,4,5fac7a3d233646275bedcfe3,1
12,71,5,1,500,1,1,4,5fac7a3d233646275bedcfe3,1
13,65,5,1,484,1,1,4,5fac7a3d233646275bedcfe3,1
14,72,5,1,475,1,1,4,5fac7a3d233646275bedcfe3,1
15,42,4,0,-454,1,1,4,5fac7a3d233646275bedcfe3,1
17,60,4,1,492,1,1,4,5fac7a3d233646275bedcfe3,1
18,27,5,0,-412,1,1,4,5fac7a3d233646275bedcfe3,1
19,73,5,1,461,1,1,4,5fac7a3d233646275bedcfe3,1
20,16,5,0,-406,1,1,4,5fac7a3d233646275bedcfe3,1
21,31,5,0,-474,1,1,4,5fac7a3d233646275bedcfe3,1
22,4,6,0,-413,1,1,4,5fac7a3d233646275bedcfe3,1
24,68,5,0,-476,1,1,4,5fac7a3d233646275bedcfe3,1
25,89,6,0,-491,1,1,4,5fac7a3d233646275bedcfe3,1
27,47,6,1,421,1,1,4,5fac7a3d233646275bedcfe3,1
28,8,6,1,436,1,1,4,5fac7a3d233646275bedcfe3,1
29,46,6,1,434,1,1,4,5fac7a3d233646275bedcfe3,1
30,59,6,0,-454,1,1,4,5fac7a3d233646275bedcfe3,1
32,40,6,0,-472,1,1,4,5fac7a3d233646275bedcfe3,1
33,97,6,0,-465,1,1,4,5fac7a3d233646275bedcfe3,1
34,77,6,1,437,1,1,4,5fac7a3d233646275bedcfe3,1
35,9,6,1,442,1,1,4,5fac7a3d233646275bedcfe3,1
36,38,6,1,434,1,1,4,5fac7a3d233646275bedcfe3,1
37,62,6,1,498,1,1,4,5fac7a3d233646275bedcfe3,1
38,71,6,1,408,1,1,4,5fac7a3d233646275bedcfe3,1
40,18,6,1,434,1,1,4,5fac7a3d233646275bedcfe3,1
41,20,6,1,432,1,1,4,5fac7a3d233646275bedcfe3,1
42,86,6,0,-449,1,1,4,5fac7a3d233646275bedcfe3,1
43,79,6,1,493,1,1,4,5fac7a3d233646275bedcfe3,1
44,16,6,1,498,1,1,4,5fac7a3d233646275bedcfe3,1
46,4,6,1,465,1,1,4,5fac7a3d233646275bedcfe3,1
47,6,6,0,-428,1,1,4,5fac7a3d233646275bedcfe3,1
48,70,6,0,-474,1,1,4,5fac7a3d233646275bedcfe3,1
1,59,6,1,410,1,1,4,60edd0934873ed0faea813e9,1
2,51,5,1,476,1,1,4,60edd0934873ed0faea813e9,1
3,22,5,1,467,1,1,4,60edd0934873ed0faea813e9,1
4,75,6,1,409,1,1,4,60edd0934873ed0faea813e9,1
5,29,5,0,-463,1,1,4,60edd0934873ed0faea813e9,1
7,40,4,1,433,1,1,4,60edd0934873ed0faea813e9,1
8,6,5,0,-459,1,1,4,60edd0934873ed0faea813e9,1
9,68,6,1,434,1,1,4,60edd0934873ed0faea813e9,1
11,88,6,1,428,1,1,4,60edd0934873ed0faea813e9,1
12,22,5,0,-465,1,1,4,60edd0934873ed0faea813e9,1
13,57,6,0,-468,1,1,4,60edd0934873ed0faea813e9,1
14,84,6,1,434,1,1,4,60edd0934873ed0faea813e9,1
15,59,5,0,-457,1,1,4,60edd0934873ed0faea813e9,1
17,31,5,1,465,1,1,4,60edd0934873ed0faea813e9,1
18,21,5,0,-454,1,1,4,60edd0934873ed0faea813e9,1
19,26,5,0,-469,1,1,4,60edd0934873ed0faea813e9,1
20,87,5,1,479,1,1,4,60edd0934873ed0faea813e9,1
21,70,6,1,481,1,1,4,60edd0934873ed0faea813e9,1
22,16,4,1,443,1,1,4,60edd0934873ed0faea813e9,1
24,95,6,0,-402,1,1,4,60edd0934873ed0faea813e9,1
25,91,6,0,-498,1,1,4,60edd0934873ed0faea813e9,1
27,32,5,0,-493,1,1,4,60edd0934873ed0faea813e9,1
28,41,5,1,492,1,1,4,60edd0934873ed0faea813e9,1
29,81,6,1,446,1,1,4,60edd0934873ed0faea813e9,1
30,31,5,0,-443,1,1,4,60edd0934873ed0faea813e9,1
32,35,4,1,400,1,1,4,60edd0934873ed0faea813e9,1
33,6,4,0,-415,1,1,4,60edd0934873ed0faea813e9,1
34,11,5,0,-438,1,1,4,60edd0934873ed0faea813e9,1
35,67,6,1,447,1,1,4,60edd0934873ed0faea813e9,1
36,8,4,1,486,1,1,4,60edd0934873ed0faea813e9,1
37,53,6,1,499,1,1,4,60edd0934873ed0faea813e9,1
38,9,4,1,493,1,1,4,60edd0934873ed0faea813e9,1
40,6,5,1,492,1,1,4,60edd0934873ed0faea813e9,1
41,35,6,0,-490,1,1,4,60edd0934873ed0faea813e9,1
42,87,6,0,-492,1,1,4,60edd0934873ed0faea813e9,1
43,37,6,1,467,1,1,4,60edd0934873ed0faea813e9,1
44,43,5,1,478,1,1,4,60edd0934873ed0faea813e9,1
46,91,6,1,412,1,1,4,60edd0934873ed0faea813e9,1
47,9,6,0,-433,1,1,4,60edd0934873ed0faea813e9,1
48,51,6,0,-405,1,1,4,60edd0934873ed0faea813e9,1
1,71,6,0,-500,1,1,4,6008057b6fbeef0d476b756b,1
2,64,3,0,-499,1,1,4,6008057b6fbeef0d476b756b,1
3,98,6,1,428,1,1,4,6008057b6fbeef0d476b756b,1
4,50,6,0,-475,1,1,4,6008057b6fbeef0d476b756b,1
5,57,5,0,-429,1,1,4,6008057b6fbeef0d476b756b,1
7,50,6,0,-418,1,1,4,6008057b6fbeef0d476b756b,1
8,98,6,1,447,1,1,4,6008057b6fbeef0d476b756b,1
9,45,6,1,484,1,1,4,6008057b6fbeef0d476b756b,1
11,18,4,1,456,1,1,4,6008057b6fbeef0d476b756b,1
12,77,6,1,424,1,1,4,6008057b6fbeef0d476b756b,1
13,88,6,0,-423,1,1,4,6008057b6fbeef0d476b756b,1
14,55,6,1,467,1,1,4,6008057b6fbeef0d476b756b,1
15,99,6,1,480,1,1,4,6008057b6fbeef0d476b756b,1
17,23,2,0,-495,1,1,4,6008057b6fbeef0d476b756b,1
18,94,6,1,450,1,1,4,6008057b6fbeef0d476b756b,1
19,87,6,1,486,1,1,4,6008057b6fbeef0d476b756b,1
20,89,6,1,471,1,1,4,6008057b6fbeef0d476b756b,1
21,66,6,1,446,1,1,4,6008057b6fbeef0d476b756b,1
22,66,5,1,444,1,1,4,6008057b6fbeef0d476b756b,1
24,66,6,0,-487,1,1,4,6008057b6fbeef0d476b756b,1
25,25,3,0,-457,1,1,4,6008057b6fbeef0d476b756b,1
27,88,6,0,-484,1,1,4,6008057b6fbeef0d476b756b,1
28,20,1,0,-431,1,1,4,6008057b6fbeef0d476b756b,1
29,98,6,1,454,1,1,4,6008057b6fbeef0d476b756b,1
30,79,6,1,484,1,1,4,6008057b6fbeef0d476b756b,1
32,73,6,1,494,1,1,4,6008057b6fbeef0d476b756b,1
33,39,6,0,-414,1,1,4,6008057b6fbeef0d476b756b,1
34,43,6,0,-402,1,1,4,6008057b6fbeef0d476b756b,1
35,39,5,1,434,1,1,4,6008057b6fbeef0d476b756b,1
36,43,6,0,-482,1,1,4,6008057b6fbeef0d476b756b,1
37,35,4,0,-419,1,1,4,6008057b6fbeef0d476b756b,1
38,80,6,1,465,1,1,4,6008057b6fbeef0d476b756b,1
40,68,6,0,-495,1,1,4,6008057b6fbeef0d476b756b,1
41,23,3,0,-465,1,1,4,6008057b6fbeef0d476b756b,1
42,46,6,1,451,1,1,4,6008057b6fbeef0d476b756b,1
43,16,2,1,465,1,1,4,6008057b6fbeef0d476b756b,1
44,3,1,0,-442,1,1,4,6008057b6fbeef0d476b756b,1
46,72,6,0,-498,1,1,4,6008057b6fbeef0d476b756b,1
47,79,6,1,445,1,1,4,6008057b6fbeef0d476b756b,1
48,85,6,0,-442,1,1,4,6008057b6fbeef0d476b756b,1
1,12,5,0,-431,1,1,4,5d44714cd36e050001d44e24,1
2,53,5,1,455,1,1,4,5d44714cd36e050001d44e24,1
3,63,6,0,-414,1,1,4,5d44714cd36e050001d44e24,1
4,91,6,1,469,1,1,4,5d44714cd36e050001d44e24,1
5,38,6,0,-432,1,1,4,5d44714cd36e050001d44e24,1
7,13,6,0,-421,1,1,4,5d44714cd36e050001d44e24,1
8,75,6,1,494,1,1,4,5d44714cd36e050001d44e24,1
9,37,6,0,-420,1,1,4,5d44714cd36e050001d44e24,1
11,51,6,0,-467,1,1,4,5d44714cd36e050001d44e24,1
12,31,6,0,-425,1,1,4,5d44714cd36e050001d44e24,1
13,70,6,0,-429,1,1,4,5d44714cd36e050001d44e24,1
14,72,6,1,413,1,1,4,5d44714cd36e050001d44e24,1
15,94,6,0,-415,1,1,4,5d44714cd36e050001d44e24,1
17,85,6,1,423,1,1,4,5d44714cd36e050001d44e24,1
18,47,6,1,413,1,1,4,5d44714cd36e050001d44e24,1
19,26,6,0,-430,1,1,4,5d44714cd36e050001d44e24,1
20,81,6,1,401,1,1,4,5d44714cd36e050001d44e24,1
21,27,6,1,424,1,1,4,5d44714cd36e050001d44e24,1
22,44,6,0,-495,1,1,4,5d44714cd36e050001d44e24,1
24,35,6,1,472,1,1,4,5d44714cd36e050001d44e24,1
25,77,6,0,-414,1,1,4,5d44714cd36e050001d44e24,1
27,60,6,1,407,1,1,4,5d44714cd36e050001d44e24,1
28,95,6,1,411,1,1,4,5d44714cd36e050001d44e24,1
29,35,6,0,-481,1,1,4,5d44714cd36e050001d44e24,1
30,35,6,0,-475,1,1,4,5d44714cd36e050001d44e24,1
32,25,6,1,441,1,1,4,5d44714cd36e050001d44e24,1
33,12,6,0,-481,1,1,4,5d44714cd36e050001d44e24,1
34,86,6,0,-422,1,1,4,5d44714cd36e050001d44e24,1
35,51,6,0,-473,1,1,4,5d44714cd36e050001d44e24,1
36,40,6,0,-410,1,1,4,5d44714cd36e050001d44e24,1
37,88,6,0,-413,1,1,4,5d44714cd36e050001d44e24,1
38,24,6,0,-463,1,1,4,5d44714cd36e050001d44e24,1
40,92,6,0,-454,1,1,4,5d44714cd36e050001d44e24,1
41,90,6,1,454,1,1,4,5d44714cd36e050001d44e24,1
42,16,6,0,-451,1,1,4,5d44714cd36e050001d44e24,1
43,48,6,0,-482,1,1,4,5d44714cd36e050001d44e24,1
44,51,6,0,-459,1,1,4,5d44714cd36e050001d44e24,1
46,19,6,1,467,1,1,4,5d44714cd36e050001d44e24,1
47,22,6,0,-440,1,1,4,5d44714cd36e050001d44e24,1
48,48,6,0,-435,1,1,4,5d44714cd36e050001d44e24,1
1,48,2,0,-436,1,1,4,5e2f528ceb557a5186d5969c,1
2,48,6,0,-400,1,1,4,5e2f528ceb557a5186d5969c,1
3,24,6,0,-418,1,1,4,5e2f528ceb557a5186d5969c,1
4,29,4,1,418,1,1,4,5e2f528ceb557a5186d5969c,1
5,6,4,1,463,1,1,4,5e2f528ceb557a5186d5969c,1
7,80,6,0,-457,1,1,4,5e2f528ceb557a5186d5969c,1
8,8,6,1,446,1,1,4,5e2f528ceb557a5186d5969c,1
9,18,6,1,450,1,1,4,5e2f528ceb557a5186d5969c,1
11,41,6,1,415,1,1,4,5e2f528ceb557a5186d5969c,1
12,18,6,0,-445,1,1,4,5e2f528ceb557a5186d5969c,1
13,33,6,1,416,1,1,4,5e2f528ceb557a5186d5969c,1
14,39,5,1,487,1,1,4,5e2f528ceb557a5186d5969c,1
15,33,6,0,-405,1,1,4,5e2f528ceb557a5186d5969c,1
17,83,6,1,460,1,1,4,5e2f528ceb557a5186d5969c,1
18,2,6,0,-432,1,1,4,5e2f528ceb557a5186d5969c,1
19,94,6,0,-479,1,1,4,5e2f528ceb557a5186d5969c,1
20,52,6,1,448,1,1,4,5e2f528ceb557a5186d5969c,1
21,55,6,1,434,1,1,4,5e2f528ceb557a5186d5969c,1
22,41,6,0,-493,1,1,4,5e2f528ceb557a5186d5969c,1
24,71,6,1,481,1,1,4,5e2f528ceb557a5186d5969c,1
25,35,6,0,-482,1,1,4,5e2f528ceb557a5186d5969c,1
27,4,6,1,424,1,1,4,5e2f528ceb557a5186d5969c,1
28,57,6,0,-489,1,1,4,5e2f528ceb557a5186d5969c,1
29,62,6,1,479,1,1,4,5e2f528ceb557a5186d5969c,1
30,67,6,0,-427,1,1,4,5e2f528ceb557a5186d5969c,1
32,37,6,1,407,1,1,4,5e2f528ceb557a5186d5969c,1
33,1,6,0,-491,1,1,4,5e2f528ceb557a5186d5969c,1
34,10,6,1,484,1,1,4,5e2f528ceb557a5186d5969c,1
35,7,6,0,-456,1,1,4,5e2f528ceb557a5186d5969c,1
36,72,6,1,443,1,1,4,5e2f528ceb557a5186d5969c,1
37,88,6,1,437,1,1,4,5e2f528ceb557a5186d5969c,1
38,76,6,0,-418,1,1,4,5e2f528ceb557a5186d5969c,1
40,64,6,1,488,1,1,4,5e2f528ceb557a5186d5969c,1
41,43,6,1,494,1,1,4,5e2f528ceb557a5186d5969c,1
42,75,6,1,485,1,1,4,5e2f528ceb557a5186d5969c,1
43,21,6,1,421,1,1,4,5e2f528ceb557a5186d5969c,1
44,18,6,0,-482,1,1,4,5e2f528ceb557a5186d5969c,1
46,96,6,1,458,1,1,4,5e2f528ceb557a5186d5969c,1
47,9,6,1,425,1,1,4,5e2f528ceb557a5186d5969c,1
48,25,6,1,443,1,1,4,5e2f528ceb557a5186d5969c,1
