n_trial,uncertainty,share,Predicted_MC_1up,Predicted_MC,Instr,Task1Seek,check,ID,mc_model,,ValInstr,UncIntr,ValUnc,3Qway
30,32,5,1,440,1,2,4,5a32aec36629ee00015df667,432,0,432,32,13824,13824
32,5,5,0,-498,1,2,4,5a32aec36629ee00015df667,-498,0,-498,5,-2490,-2490
33,8,5,1,423,1,2,4,5a32aec36629ee00015df667,423,0,423,8,3384,3384
34,94,6,0,-439,1,2,4,5a32aec36629ee00015df667,440,0,440,94,41360,41360
35,33,5,0,-492,1,2,4,5a32aec36629ee00015df667,-492,0,-492,33,-16236,-16236
36,36,5,1,496,1,2,4,5a32aec36629ee00015df667,496,0,496,36,17856,17856
37,23,5,0,-496,1,2,4,5a32aec36629ee00015df667,-496,0,-496,23,-11408,-11408
38,66,5,1,497,1,2,4,5a32aec36629ee00015df667,497,0,497,66,32802,32802
40,94,6,1,424,1,2,4,5a32aec36629ee00015df667,-491,0,-491,94,-46154,-46154
41,99,6,0,-432,1,2,4,5a32aec36629ee00015df667,461,0,461,99,45639,45639
42,63,5,0,-464,1,2,4,5a32aec36629ee00015df667,-449,0,-449,63,-28287,-28287
43,82,6,0,-433,1,2,4,5a32aec36629ee00015df667,419,0,419,82,34358,34358
44,14,4,0,-436,1,2,4,5a32aec36629ee00015df667,-436,0,-436,14,-6104,-6104
46,48,4,0,-448,1,2,4,5a32aec36629ee00015df667,-448,0,-448,48,-21504,-21504
47,55,5,1,481,1,2,4,5a32aec36629ee00015df667,481,0,481,55,26455,26455
48,68,5,0,-444,1,2,4,5a32aec36629ee00015df667,-444,0,-444,68,-30192,-30192
1,64,4,1,425,0,2,4,5a9bcd3f1eda410001366c55,451,0,0,0,28864,0
2,31,4,0,-441,0,2,4,5a9bcd3f1eda410001366c55,-441,0,0,0,-13671,0
3,20,5,0,-465,0,2,4,5a9bcd3f1eda410001366c55,417,0,0,0,8340,0
4,77,4,0,-479,0,2,4,5a9bcd3f1eda410001366c55,-433,0,0,0,-33341,0
5,29,4,0,-473,0,2,4,5a9bcd3f1eda410001366c55,-413,0,0,0,-11977,0
7,36,3,1,434,0,2,4,5a9bcd3f1eda410001366c55,434,0,0,0,15624,0
8,82,5,0,-407,0,2,4,5a9bcd3f1eda410001366c55,478,0,0,0,39196,0
9,86,5,1,431,0,2,4,5a9bcd3f1eda410001366c55,-480,0,0,0,-41280,0
11,85,4,0,-416,0,2,4,5a9bcd3f1eda410001366c55,-462,0,0,0,-39270,0
12,25,4,0,-403,0,2,4,5a9bcd3f1eda410001366c55,-403,0,0,0,-10075,0
13,55,4,1,416,0,2,4,5a9bcd3f1eda410001366c55,-476,0,0,0,-26180,0
14,82,4,0,-472,0,2,4,5a9bcd3f1eda410001366c55,-441,0,0,0,-36162,0
15,72,4,0,-436,0,2,4,5a9bcd3f1eda410001366c55,-420,0,0,0,-30240,0
17,29,4,1,453,0,2,4,5a9bcd3f1eda410001366c55,423,0,0,0,12267,0
18,49,5,1,412,0,2,4,5a9bcd3f1eda410001366c55,-440,0,0,0,-21560,0
19,81,4,0,-442,0,2,4,5a9bcd3f1eda410001366c55,-442,0,0,0,-35802,0
20,82,4,0,-417,0,2,4,5a9bcd3f1eda410001366c55,-444,0,0,0,-36408,0
21,18,3,1,422,0,2,4,5a9bcd3f1eda410001366c55,422,0,0,0,7596,0
22,73,5,0,-449,0,2,4,5a9bcd3f1eda410001366c55,477,0,0,0,34821,0
24,71,5,1,433,0,2,4,5a9bcd3f1eda410001366c55,-465,0,0,0,-33015,0
25,44,3,0,-422,0,2,4,5a9bcd3f1eda410001366c55,-422,0,0,0,-18568,0
27,71,3,1,432,0,2,4,5a9bcd3f1eda410001366c55,-426,0,0,0,-30246,0
28,59,3,0,-416,0,2,4,5a9bcd3f1eda410001366c55,-416,0,0,0,-24544,0
29,73,4,1,454,0,2,4,5a9bcd3f1eda410001366c55,454,0,0,0,33142,0
30,38,4,1,492,0,2,4,5a9bcd3f1eda410001366c55,-472,0,0,0,-17936,0
32,66,3,0,-460,0,2,4,5a9bcd3f1eda410001366c55,-450,0,0,0,-29700,0
33,99,6,1,421,0,2,4,5a9bcd3f1eda410001366c55,479,0,0,0,47421,0
34,74,6,1,469,0,2,4,5a9bcd3f1eda410001366c55,-498,0,0,0,-36852,0
35,42,4,1,436,0,2,4,5a9bcd3f1eda410001366c55,436,0,0,0,18312,0
36,91,6,0,-402,0,2,4,5a9bcd3f1eda410001366c55,456,0,0,0,41496,0
37,37,5,0,-449,0,2,4,5a9bcd3f1eda410001366c55,480,0,0,0,17760,0
38,77,4,0,-430,0,2,4,5a9bcd3f1eda410001366c55,-430,0,0,0,-33110,0
40,58,4,0,-451,0,2,4,5a9bcd3f1eda410001366c55,439,0,0,0,25462,0
41,42,4,0,-409,0,2,4,5a9bcd3f1eda410001366c55,-409,0,0,0,-17178,0
42,23,4,0,-472,0,2,4,5a9bcd3f1eda410001366c55,-472,0,0,0,-10856,0
43,40,4,1,483,0,2,4,5a9bcd3f1eda410001366c55,483,0,0,0,19320,0
44,76,3,1,437,0,2,4,5a9bcd3f1eda410001366c55,478,0,0,0,36328,0
46,40,4,1,482,0,2,4,5a9bcd3f1eda410001366c55,482,0,0,0,19280,0
47,85,6,0,-445,0,2,4,5a9bcd3f1eda410001366c55,484,0,0,0,41140,0
48,55,3,0,-451,0,2,4,5a9bcd3f1eda410001366c55,-451,0,0,0,-24805,0
1,62,4,0,-400,1,2,4,5a9bcd3f1eda410001366c55,-407,0,-407,62,-25234,-25234
2,82,6,0,-478,1,2,4,5a9bcd3f1eda410001366c55,457,0,457,82,37474,37474
3,26,3,0,-441,1,2,4,5a9bcd3f1eda410001366c55,-441,0,-441,26,-11466,-11466
4,20,3,1,443,1,2,4,5a9bcd3f1eda410001366c55,443,0,443,20,8860,8860
5,60,6,0,-472,1,2,4,5a9bcd3f1eda410001366c55,429,0,429,60,25740,25740
7,95,5,1,423,1,2,4,5a9bcd3f1eda410001366c55,-453,0,-453,95,-43035,-43035
8,31,3,1,476,1,2,4,5a9bcd3f1eda410001366c55,476,0,476,31,14756,14756
9,6,4,0,-479,1,2,4,5a9bcd3f1eda410001366c55,-400,0,-400,6,-2400,-2400
11,58,5,1,459,1,2,4,5a9bcd3f1eda410001366c55,480,0,480,58,27840,27840
12,64,5,1,439,1,2,4,5a9bcd3f1eda410001366c55,-421,0,-421,64,-26944,-26944
13,84,4,0,-409,1,2,4,5a9bcd3f1eda410001366c55,-476,0,-476,84,-39984,-39984
14,31,5,1,413,1,2,4,5a9bcd3f1eda410001366c55,-479,0,-479,31,-14849,-14849
15,65,4,0,-437,1,2,4,5a9bcd3f1eda410001366c55,-437,0,-437,65,-28405,-28405
17,13,4,0,-421,1,2,4,5a9bcd3f1eda410001366c55,491,0,491,13,6383,6383
18,66,6,1,416,1,2,4,5a9bcd3f1eda410001366c55,-419,0,-419,66,-27654,-27654
19,92,4,0,-432,1,2,4,5a9bcd3f1eda410001366c55,-460,0,-460,92,-42320,-42320
20,40,3,0,-404,1,2,4,5a9bcd3f1eda410001366c55,-404,0,-404,40,-16160,-16160
21,24,4,1,468,1,2,4,5a9bcd3f1eda410001366c55,485,0,485,24,11640,11640
22,53,4,1,490,1,2,4,5a9bcd3f1eda410001366c55,-423,0,-423,53,-22419,-22419
24,42,4,1,415,1,2,4,5a9bcd3f1eda410001366c55,415,0,415,42,17430,17430
25,56,4,1,436,1,2,4,5a9bcd3f1eda410001366c55,-490,0,-490,56,-27440,-27440
27,40,4,1,423,1,2,4,5a9bcd3f1eda410001366c55,423,0,423,40,16920,16920
28,17,3,0,-494,1,2,4,5a9bcd3f1eda410001366c55,-494,0,-494,17,-8398,-8398
29,87,4,1,461,1,2,4,5a9bcd3f1eda410001366c55,465,0,465,87,40455,40455
30,77,5,1,499,1,2,4,5a9bcd3f1eda410001366c55,-440,0,-440,77,-33880,-33880
32,92,5,0,-489,1,2,4,5a9bcd3f1eda410001366c55,479,0,479,92,44068,44068
33,27,3,0,-416,1,2,4,5a9bcd3f1eda410001366c55,-416,0,-416,27,-11232,-11232
34,40,4,1,415,1,2,4,5a9bcd3f1eda410001366c55,415,0,415,40,16600,16600
35,35,4,1,407,1,2,4,5a9bcd3f1eda410001366c55,407,0,407,35,14245,14245
36,81,4,1,419,1,2,4,5a9bcd3f1eda410001366c55,419,0,419,81,33939,33939
37,45,4,1,498,1,2,4,5a9bcd3f1eda410001366c55,498,0,498,45,22410,22410
38,24,3,0,-406,1,2,4,5a9bcd3f1eda410001366c55,-406,0,-406,24,-9744,-9744
40,15,4,1,462,1,2,4,5a9bcd3f1eda410001366c55,462,0,462,15,6930,6930
41,92,4,1,494,1,2,4,5a9bcd3f1eda410001366c55,494,0,494,92,45448,45448
42,5,4,0,-499,1,2,4,5a9bcd3f1eda410001366c55,-499,0,-499,5,-2495,-2495
43,59,4,0,-466,1,2,4,5a9bcd3f1eda410001366c55,-466,0,-466,59,-27494,-27494
44,59,4,1,465,1,2,4,5a9bcd3f1eda410001366c55,-466,0,-466,59,-27494,-27494
46,68,3,0,-460,1,2,4,5a9bcd3f1eda410001366c55,-460,0,-460,68,-31280,-31280
47,12,4,1,438,1,2,4,5a9bcd3f1eda410001366c55,438,0,438,12,5256,5256
48,22,4,1,478,1,2,4,5a9bcd3f1eda410001366c55,424,0,424,22,9328,9328
1,87,6,0,-474,0,2,4,5a9dd20b4eecca0001dd9f1d,476,0,0,0,41412,0
2,87,6,1,498,0,2,4,5a9dd20b4eecca0001dd9f1d,498,0,0,0,43326,0
3,53,6,1,419,0,2,4,5a9dd20b4eecca0001dd9f1d,419,0,0,0,22207,0
4,50,6,0,-419,0,2,4,5a9dd20b4eecca0001dd9f1d,-419,0,0,0,-20950,0
5,41,6,0,-468,0,2,4,5a9dd20b4eecca0001dd9f1d,-468,0,0,0,-19188,0
7,36,6,1,421,0,2,4,5a9dd20b4eecca0001dd9f1d,-458,0,0,0,-16488,0
8,21,6,1,441,0,2,4,5a9dd20b4eecca0001dd9f1d,441,0,0,0,9261,0
9,35,6,0,-498,0,2,4,5a9dd20b4eecca0001dd9f1d,-498,0,0,0,-17430,0
11,9,6,1,491,0,2,4,5a9dd20b4eecca0001dd9f1d,491,0,0,0,4419,0
12,46,6,1,453,0,2,4,5a9dd20b4eecca0001dd9f1d,453,0,0,0,20838,0
13,98,6,1,438,0,2,4,5a9dd20b4eecca0001dd9f1d,-456,0,0,0,-44688,0
14,59,6,0,-433,0,2,4,5a9dd20b4eecca0001dd9f1d,-433,0,0,0,-25547,0
15,29,6,1,467,0,2,4,5a9dd20b4eecca0001dd9f1d,-498,0,0,0,-14442,0
17,19,6,0,-406,0,2,4,5a9dd20b4eecca0001dd9f1d,-406,0,0,0,-7714,0
18,26,6,0,-403,0,2,4,5a9dd20b4eecca0001dd9f1d,-403,0,0,0,-10478,0
19,87,6,1,457,0,2,4,5a9dd20b4eecca0001dd9f1d,418,0,0,0,36366,0
20,72,6,0,-461,0,2,4,5a9dd20b4eecca0001dd9f1d,-461,0,0,0,-33192,0
21,56,6,1,410,0,2,4,5a9dd20b4eecca0001dd9f1d,410,0,0,0,22960,0
22,55,6,0,-483,0,2,4,5a9dd20b4eecca0001dd9f1d,-483,0,0,0,-26565,0
24,27,6,1,426,0,2,4,5a9dd20b4eecca0001dd9f1d,426,0,0,0,11502,0
25,46,6,1,426,0,2,4,5a9dd20b4eecca0001dd9f1d,426,0,0,0,19596,0
27,67,6,1,488,0,2,4,5a9dd20b4eecca0001dd9f1d,437,0,0,0,29279,0
28,21,6,0,-453,0,2,4,5a9dd20b4eecca0001dd9f1d,-453,0,0,0,-9513,0
29,14,6,1,479,0,2,4,5a9dd20b4eecca0001dd9f1d,479,0,0,0,6706,0
30,22,6,0,-492,0,2,4,5a9dd20b4eecca0001dd9f1d,-492,0,0,0,-10824,0
32,74,6,0,-418,0,2,4,5a9dd20b4eecca0001dd9f1d,-477,0,0,0,-35298,0
33,20,6,1,449,0,2,4,5a9dd20b4eecca0001dd9f1d,449,0,0,0,8980,0
34,36,6,0,-400,0,2,4,5a9dd20b4eecca0001dd9f1d,-400,0,0,0,-14400,0
35,79,6,0,-497,0,2,4,5a9dd20b4eecca0001dd9f1d,-439,0,0,0,-34681,0
36,57,6,1,434,0,2,4,5a9dd20b4eecca0001dd9f1d,496,0,0,0,28272,0
37,64,6,1,496,0,2,4,5a9dd20b4eecca0001dd9f1d,-414,0,0,0,-26496,0
38,10,6,0,-490,0,2,4,5a9dd20b4eecca0001dd9f1d,-490,0,0,0,-4900,0
40,27,6,1,427,0,2,4,5a9dd20b4eecca0001dd9f1d,427,0,0,0,11529,0
41,47,6,1,415,0,2,4,5a9dd20b4eecca0001dd9f1d,415,0,0,0,19505,0
42,78,6,0,-452,0,2,4,5a9dd20b4eecca0001dd9f1d,475,0,0,0,37050,0
43,58,6,0,-404,0,2,4,5a9dd20b4eecca0001dd9f1d,-404,0,0,0,-23432,0
44,64,6,1,439,0,2,4,5a9dd20b4eecca0001dd9f1d,499,0,0,0,31936,0
46,99,6,0,-431,0,2,4,5a9dd20b4eecca0001dd9f1d,-442,0,0,0,-43758,0
47,73,6,0,-447,0,2,4,5a9dd20b4eecca0001dd9f1d,-444,0,0,0,-32412,0
48,4,6,0,-445,0,2,4,5a9dd20b4eecca0001dd9f1d,-445,0,0,0,-1780,0
1,29,6,1,400,1,2,4,5a9dd20b4eecca0001dd9f1d,400,0,400,29,11600,11600
2,87,6,1,460,1,2,4,5a9dd20b4eecca0001dd9f1d,-447,0,-447,87,-38889,-38889
3,82,6,0,-431,1,2,4,5a9dd20b4eecca0001dd9f1d,428,0,428,82,35096,35096
4,92,6,0,-496,1,2,4,5a9dd20b4eecca0001dd9f1d,439,0,439,92,40388,40388
5,80,6,0,-408,1,2,4,5a9dd20b4eecca0001dd9f1d,-408,0,-408,80,-32640,-32640
7,58,6,1,419,1,2,4,5a9dd20b4eecca0001dd9f1d,419,0,419,58,24302,24302
8,25,6,1,486,1,2,4,5a9dd20b4eecca0001dd9f1d,400,0,400,25,10000,10000
9,64,6,0,-412,1,2,4,5a9dd20b4eecca0001dd9f1d,465,0,465,64,29760,29760
11,73,6,0,-490,1,2,4,5a9dd20b4eecca0001dd9f1d,-490,0,-490,73,-35770,-35770
12,13,6,0,-470,1,2,4,5a9dd20b4eecca0001dd9f1d,487,0,487,13,6331,6331
13,6,6,1,428,1,2,4,5a9dd20b4eecca0001dd9f1d,428,0,428,6,2568,2568
14,33,6,0,-455,1,2,4,5a9dd20b4eecca0001dd9f1d,-400,0,-400,33,-13200,-13200
15,56,6,1,447,1,2,4,5a9dd20b4eecca0001dd9f1d,447,0,447,56,25032,25032
17,70,6,1,471,1,2,4,5a9dd20b4eecca0001dd9f1d,-468,0,-468,70,-32760,-32760
18,17,6,0,-401,1,2,4,5a9dd20b4eecca0001dd9f1d,-401,0,-401,17,-6817,-6817
19,40,6,1,486,1,2,4,5a9dd20b4eecca0001dd9f1d,468,0,468,40,18720,18720
20,29,6,0,-435,1,2,4,5a9dd20b4eecca0001dd9f1d,-435,0,-435,29,-12615,-12615
21,2,6,0,-477,1,2,4,5a9dd20b4eecca0001dd9f1d,-477,0,-477,2,-954,-954
22,48,6,1,493,1,2,4,5a9dd20b4eecca0001dd9f1d,-494,0,-494,48,-23712,-23712
24,54,6,0,-414,1,2,4,5a9dd20b4eecca0001dd9f1d,439,0,439,54,23706,23706
25,90,6,1,487,1,2,4,5a9dd20b4eecca0001dd9f1d,-472,0,-472,90,-42480,-42480
27,41,6,0,-438,1,2,4,5a9dd20b4eecca0001dd9f1d,-438,0,-438,41,-17958,-17958
28,45,6,0,-440,1,2,4,5a9dd20b4eecca0001dd9f1d,-410,0,-410,45,-18450,-18450
29,87,6,1,425,1,2,4,5a9dd20b4eecca0001dd9f1d,400,0,400,87,34800,34800
30,27,6,0,-452,1,2,4,5a9dd20b4eecca0001dd9f1d,432,0,432,27,11664,11664
32,66,6,1,422,1,2,4,5a9dd20b4eecca0001dd9f1d,-459,0,-459,66,-30294,-30294
33,21,6,0,-470,1,2,4,5a9dd20b4eecca0001dd9f1d,-470,0,-470,21,-9870,-9870
34,95,6,0,-480,1,2,4,5a9dd20b4eecca0001dd9f1d,-414,0,-414,95,-39330,-39330
35,5,6,1,424,1,2,4,5a9dd20b4eecca0001dd9f1d,424,0,424,5,2120,2120
36,83,6,0,-471,1,2,4,5a9dd20b4eecca0001dd9f1d,403,0,403,83,33449,33449
37,53,6,0,-405,1,2,4,5a9dd20b4eecca0001dd9f1d,-443,0,-443,53,-23479,-23479
38,15,6,1,486,1,2,4,5a9dd20b4eecca0001dd9f1d,454,0,454,15,6810,6810
40,68,6,0,-486,1,2,4,5a9dd20b4eecca0001dd9f1d,437,0,437,68,29716,29716
41,17,6,0,-478,1,2,4,5a9dd20b4eecca0001dd9f1d,-478,0,-478,17,-8126,-8126
42,86,6,0,-491,1,2,4,5a9dd20b4eecca0001dd9f1d,-461,0,-461,86,-39646,-39646
43,55,6,0,-407,1,2,4,5a9dd20b4eecca0001dd9f1d,-453,0,-453,55,-24915,-24915
44,30,6,0,-449,1,2,4,5a9dd20b4eecca0001dd9f1d,-449,0,-449,30,-13470,-13470
46,37,6,1,497,1,2,4,5a9dd20b4eecca0001dd9f1d,497,0,497,37,18389,18389
47,95,6,0,-472,1,2,4,5a9dd20b4eecca0001dd9f1d,-464,0,-464,95,-44080,-44080
48,48,6,1,479,1,2,4,5a9dd20b4eecca0001dd9f1d,479,0,479,48,22992,22992
1,99,1,1,400,0,2,4,5b0c5ae5641b1200010ee49d,454,0,0,0,44946,0
2,28,5,1,418,0,2,4,5b0c5ae5641b1200010ee49d,418,0,0,0,11704,0
3,48,4,1,455,0,2,4,5b0c5ae5641b1200010ee49d,455,0,0,0,21840,0
4,92,4,1,460,0,2,4,5b0c5ae5641b1200010ee49d,401,0,0,0,36892,0
5,8,6,0,-425,0,2,4,5b0c5ae5641b1200010ee49d,-425,0,0,0,-3400,0
7,47,6,0,-471,0,2,4,5b0c5ae5641b1200010ee49d,415,0,0,0,19505,0
8,68,4,0,-489,0,2,4,5b0c5ae5641b1200010ee49d,-408,0,0,0,-27744,0
9,48,5,1,493,0,2,4,5b0c5ae5641b1200010ee49d,493,0,0,0,23664,0
11,75,2,1,489,0,2,4,5b0c5ae5641b1200010ee49d,489,0,0,0,36675,0
12,78,6,1,481,0,2,4,5b0c5ae5641b1200010ee49d,-482,0,0,0,-37596,0
13,21,5,1,448,0,2,4,5b0c5ae5641b1200010ee49d,448,0,0,0,9408,0
14,28,5,1,500,0,2,4,5b0c5ae5641b1200010ee49d,500,0,0,0,14000,0
15,80,4,1,463,0,2,4,5b0c5ae5641b1200010ee49d,463,0,0,0,37040,0
17,14,5,0,-466,0,2,4,5b0c5ae5641b1200010ee49d,-466,0,0,0,-6524,0
18,77,5,1,486,0,2,4,5b0c5ae5641b1200010ee49d,486,0,0,0,37422,0
19,67,6,0,-438,0,2,4,5b0c5ae5641b1200010ee49d,478,0,0,0,32026,0
20,97,1,0,-428,0,2,4,5b0c5ae5641b1200010ee49d,442,0,0,0,42874,0
21,18,6,1,430,0,2,4,5b0c5ae5641b1200010ee49d,430,0,0,0,7740,0
22,3,6,0,-419,0,2,4,5b0c5ae5641b1200010ee49d,-419,0,0,0,-1257,0
24,61,4,1,466,0,2,4,5b0c5ae5641b1200010ee49d,475,0,0,0,28975,0
25,55,6,1,467,0,2,4,5b0c5ae5641b1200010ee49d,467,0,0,0,25685,0
27,9,6,1,436,0,2,4,5b0c5ae5641b1200010ee49d,436,0,0,0,3924,0
28,89,6,0,-477,0,2,4,5b0c5ae5641b1200010ee49d,-500,0,0,0,-44500,0
29,33,2,0,-470,0,2,4,5b0c5ae5641b1200010ee49d,484,0,0,0,15972,0
30,40,6,0,-494,0,2,4,5b0c5ae5641b1200010ee49d,-439,0,0,0,-17560,0
32,50,5,1,413,0,2,4,5b0c5ae5641b1200010ee49d,448,0,0,0,22400,0
33,83,5,1,446,0,2,4,5b0c5ae5641b1200010ee49d,408,0,0,0,33864,0
34,58,5,1,443,0,2,4,5b0c5ae5641b1200010ee49d,415,0,0,0,24070,0
35,75,6,0,-478,0,2,4,5b0c5ae5641b1200010ee49d,437,0,0,0,32775,0
36,62,6,0,-407,0,2,4,5b0c5ae5641b1200010ee49d,-446,0,0,0,-27652,0
37,15,6,0,-461,0,2,4,5b0c5ae5641b1200010ee49d,-461,0,0,0,-6915,0
38,88,1,0,-469,0,2,4,5b0c5ae5641b1200010ee49d,420,0,0,0,36960,0
40,79,6,1,420,0,2,4,5b0c5ae5641b1200010ee49d,414,0,0,0,32706,0
41,14,6,0,-422,0,2,4,5b0c5ae5641b1200010ee49d,-422,0,0,0,-5908,0
42,18,6,0,-497,0,2,4,5b0c5ae5641b1200010ee49d,-497,0,0,0,-8946,0
43,16,6,0,-461,0,2,4,5b0c5ae5641b1200010ee49d,487,0,0,0,7792,0
44,17,6,1,464,0,2,4,5b0c5ae5641b1200010ee49d,464,0,0,0,7888,0
46,30,6,1,486,0,2,4,5b0c5ae5641b1200010ee49d,486,0,0,0,14580,0
47,4,6,0,-479,0,2,4,5b0c5ae5641b1200010ee49d,-479,0,0,0,-1916,0
48,73,6,0,-500,0,2,4,5b0c5ae5641b1200010ee49d,-454,0,0,0,-33142,0
1,17,2,1,466,1,2,4,5b0c5ae5641b1200010ee49d,466,0,466,17,7922,7922
2,23,5,0,-416,1,2,4,5b0c5ae5641b1200010ee49d,-416,0,-416,23,-9568,-9568
3,4,1,1,426,1,2,4,5b0c5ae5641b1200010ee49d,426,0,426,4,1704,1704
4,35,6,0,-466,1,2,4,5b0c5ae5641b1200010ee49d,-494,0,-494,35,-17290,-17290
5,13,6,0,-455,1,2,4,5b0c5ae5641b1200010ee49d,-455,0,-455,13,-5915,-5915
7,22,6,0,-462,1,2,4,5b0c5ae5641b1200010ee49d,-462,0,-462,22,-10164,-10164
8,59,2,0,-493,1,2,4,5b0c5ae5641b1200010ee49d,-493,0,-493,59,-29087,-29087
9,92,6,0,-481,1,2,4,5b0c5ae5641b1200010ee49d,-444,0,-444,92,-40848,-40848
11,59,6,0,-482,1,2,4,5b0c5ae5641b1200010ee49d,-482,0,-482,59,-28438,-28438
12,13,6,0,-409,1,2,4,5b0c5ae5641b1200010ee49d,-409,0,-409,13,-5317,-5317
13,25,6,0,-452,1,2,4,5b0c5ae5641b1200010ee49d,-452,0,-452,25,-11300,-11300
14,89,0,1,422,1,2,4,5b0c5ae5641b1200010ee49d,-479,0,-479,89,-42631,-42631
15,5,5,0,-443,1,2,4,5b0c5ae5641b1200010ee49d,-443,0,-443,5,-2215,-2215
17,1,6,0,-478,1,2,4,5b0c5ae5641b1200010ee49d,-478,0,-478,1,-478,-478
18,49,6,0,-480,1,2,4,5b0c5ae5641b1200010ee49d,-480,0,-480,49,-23520,-23520
19,83,1,1,435,1,2,4,5b0c5ae5641b1200010ee49d,447,0,447,83,37101,37101
20,32,5,0,-461,1,2,4,5b0c5ae5641b1200010ee49d,-461,0,-461,32,-14752,-14752
21,75,5,0,-445,1,2,4,5b0c5ae5641b1200010ee49d,-410,0,-410,75,-30750,-30750
22,3,0,1,482,1,2,4,5b0c5ae5641b1200010ee49d,482,0,482,3,1446,1446
24,53,4,0,-455,1,2,4,5b0c5ae5641b1200010ee49d,-455,0,-455,53,-24115,-24115
25,75,1,0,-422,1,2,4,5b0c5ae5641b1200010ee49d,479,0,479,75,35925,35925
27,62,1,1,439,1,2,4,5b0c5ae5641b1200010ee49d,439,0,439,62,27218,27218
28,2,1,1,406,1,2,4,5b0c5ae5641b1200010ee49d,406,0,406,2,812,812
29,30,0,1,441,1,2,4,5b0c5ae5641b1200010ee49d,441,0,441,30,13230,13230
30,45,4,0,-413,1,2,4,5b0c5ae5641b1200010ee49d,-413,0,-413,45,-18585,-18585
32,52,4,0,-479,1,2,4,5b0c5ae5641b1200010ee49d,-497,0,-497,52,-25844,-25844
33,32,1,0,-446,1,2,4,5b0c5ae5641b1200010ee49d,-446,0,-446,32,-14272,-14272
34,30,0,1,428,1,2,4,5b0c5ae5641b1200010ee49d,425,0,425,30,12750,12750
35,91,0,1,428,1,2,4,5b0c5ae5641b1200010ee49d,-437,0,-437,91,-39767,-39767
36,42,1,1,468,1,2,4,5b0c5ae5641b1200010ee49d,468,0,468,42,19656,19656
37,98,0,0,-419,1,2,4,5b0c5ae5641b1200010ee49d,492,0,492,98,48216,48216
38,60,4,1,475,1,2,4,5b0c5ae5641b1200010ee49d,-435,0,-435,60,-26100,-26100
40,34,0,0,-429,1,2,4,5b0c5ae5641b1200010ee49d,-429,0,-429,34,-14586,-14586
41,93,2,0,-466,1,2,4,5b0c5ae5641b1200010ee49d,476,0,476,93,44268,44268
42,1,0,1,407,1,2,4,5b0c5ae5641b1200010ee49d,407,0,407,1,407,407
43,88,6,0,-473,1,2,4,5b0c5ae5641b1200010ee49d,-419,0,-419,88,-36872,-36872
44,26,3,1,477,1,2,4,5b0c5ae5641b1200010ee49d,477,0,477,26,12402,12402
46,93,6,0,-446,1,2,4,5b0c5ae5641b1200010ee49d,-400,0,-400,93,-37200,-37200
47,32,2,1,404,1,2,4,5b0c5ae5641b1200010ee49d,452,0,452,32,14464,14464
48,87,6,0,-478,1,2,4,5b0c5ae5641b1200010ee49d,-478,0,-478,87,-41586,-41586
1,21,6,0,-449,0,2,4,5b30dd61e223e800012bd935,422,0,0,0,8862,0
2,88,2,1,475,0,2,4,5b30dd61e223e800012bd935,-424,0,0,0,-37312,0
3,44,6,0,-500,0,2,4,5b30dd61e223e800012bd935,477,0,0,0,20988,0
4,36,4,1,489,0,2,4,5b30dd61e223e800012bd935,489,0,0,0,17604,0
5,51,2,0,-440,0,2,4,5b30dd61e223e800012bd935,-440,0,0,0,-22440,0
7,7,1,0,-490,0,2,4,5b30dd61e223e800012bd935,-490,0,0,0,-3430,0
8,99,1,1,417,0,2,4,5b30dd61e223e800012bd935,-482,0,0,0,-47718,0
9,1,3,0,-470,0,2,4,5b30dd61e223e800012bd935,-470,0,0,0,-470,0
11,13,1,1,478,0,2,4,5b30dd61e223e800012bd935,-454,0,0,0,-5902,0
12,73,4,0,-405,0,2,4,5b30dd61e223e800012bd935,-405,0,0,0,-29565,0
13,24,5,1,470,0,2,4,5b30dd61e223e800012bd935,463,0,0,0,11112,0
14,43,2,0,-448,0,2,4,5b30dd61e223e800012bd935,-448,0,0,0,-19264,0
15,59,1,1,470,0,2,4,5b30dd61e223e800012bd935,-420,0,0,0,-24780,0
17,13,6,1,491,0,2,4,5b30dd61e223e800012bd935,491,0,0,0,6383,0
18,22,1,1,482,0,2,4,5b30dd61e223e800012bd935,-468,0,0,0,-10296,0
19,56,3,0,-494,0,2,4,5b30dd61e223e800012bd935,-494,0,0,0,-27664,0
20,65,2,0,-411,0,2,4,5b30dd61e223e800012bd935,-411,0,0,0,-26715,0
21,90,5,0,-441,0,2,4,5b30dd61e223e800012bd935,441,0,0,0,39690,0
22,82,1,0,-413,0,2,4,5b30dd61e223e800012bd935,-413,0,0,0,-33866,0
24,91,5,0,-471,0,2,4,5b30dd61e223e800012bd935,473,0,0,0,43043,0
25,61,6,1,421,0,2,4,5b30dd61e223e800012bd935,421,0,0,0,25681,0
27,32,2,0,-482,0,2,4,5b30dd61e223e800012bd935,-482,0,0,0,-15424,0
28,71,4,0,-457,0,2,4,5b30dd61e223e800012bd935,-407,0,0,0,-28897,0
29,1,5,1,428,0,2,4,5b30dd61e223e800012bd935,428,0,0,0,428,0
30,26,5,1,493,0,2,4,5b30dd61e223e800012bd935,493,0,0,0,12818,0
32,99,5,1,470,0,2,4,5b30dd61e223e800012bd935,-436,0,0,0,-43164,0
