n_trial,uncertainty,share,Predicted_MC_1up,Predicted_MC,Instr,Task1Seek,check,ID,mc_model,,ValInstr,UncIntr,ValUnc,3Qway
41,68,6,1,402,1,2,4,5e9ffa9ee172201b04f1a4c6,402,0,402,68,27336,27336
42,79,6,0,-480,1,2,4,5e9ffa9ee172201b04f1a4c6,-401,0,-401,79,-31679,-31679
43,47,6,0,-483,1,2,4,5e9ffa9ee172201b04f1a4c6,-483,0,-483,47,-22701,-22701
44,36,6,1,455,1,2,4,5e9ffa9ee172201b04f1a4c6,455,0,455,36,16380,16380
46,86,6,1,408,1,2,4,5e9ffa9ee172201b04f1a4c6,-433,0,-433,86,-37238,-37238
47,60,6,1,468,1,2,4,5e9ffa9ee172201b04f1a4c6,468,0,468,60,28080,28080
48,40,6,0,-477,1,2,4,5e9ffa9ee172201b04f1a4c6,-477,0,-477,40,-19080,-19080
1,63,6,0,-403,0,2,4,5eaaee8903ea9906ba49f7db,497,0,0,0,31311,0
2,68,6,1,418,0,2,4,5eaaee8903ea9906ba49f7db,412,0,0,0,28016,0
3,62,6,0,-477,0,2,4,5eaaee8903ea9906ba49f7db,-477,0,0,0,-29574,0
4,11,6,1,494,0,2,4,5eaaee8903ea9906ba49f7db,494,0,0,0,5434,0
5,43,6,1,460,0,2,4,5eaaee8903ea9906ba49f7db,460,0,0,0,19780,0
7,39,6,1,493,0,2,4,5eaaee8903ea9906ba49f7db,493,0,0,0,19227,0
8,21,6,1,451,0,2,4,5eaaee8903ea9906ba49f7db,451,0,0,0,9471,0
9,57,6,1,463,0,2,4,5eaaee8903ea9906ba49f7db,463,0,0,0,26391,0
11,78,6,0,-476,0,2,4,5eaaee8903ea9906ba49f7db,-438,0,0,0,-34164,0
12,49,6,0,-477,0,2,4,5eaaee8903ea9906ba49f7db,460,0,0,0,22540,0
13,17,6,0,-492,0,2,4,5eaaee8903ea9906ba49f7db,-492,0,0,0,-8364,0
14,58,6,1,456,0,2,4,5eaaee8903ea9906ba49f7db,-490,0,0,0,-28420,0
15,89,6,0,-470,0,2,4,5eaaee8903ea9906ba49f7db,-438,0,0,0,-38982,0
17,68,6,0,-454,0,2,4,5eaaee8903ea9906ba49f7db,-405,0,0,0,-27540,0
18,22,6,1,492,0,2,4,5eaaee8903ea9906ba49f7db,492,0,0,0,10824,0
19,90,6,1,470,0,2,4,5eaaee8903ea9906ba49f7db,-420,0,0,0,-37800,0
20,37,6,0,-457,0,2,4,5eaaee8903ea9906ba49f7db,-457,0,0,0,-16909,0
21,86,6,0,-411,0,2,4,5eaaee8903ea9906ba49f7db,490,0,0,0,42140,0
22,9,6,0,-441,0,2,4,5eaaee8903ea9906ba49f7db,-441,0,0,0,-3969,0
24,20,6,1,405,0,2,4,5eaaee8903ea9906ba49f7db,405,0,0,0,8100,0
25,76,6,1,420,0,2,4,5eaaee8903ea9906ba49f7db,-494,0,0,0,-37544,0
27,57,6,0,-434,0,2,4,5eaaee8903ea9906ba49f7db,-434,0,0,0,-24738,0
28,91,6,0,-419,0,2,4,5eaaee8903ea9906ba49f7db,432,0,0,0,39312,0
29,89,6,1,495,0,2,4,5eaaee8903ea9906ba49f7db,-456,0,0,0,-40584,0
30,85,6,1,461,0,2,4,5eaaee8903ea9906ba49f7db,-470,0,0,0,-39950,0
32,88,6,1,477,0,2,4,5eaaee8903ea9906ba49f7db,-467,0,0,0,-41096,0
33,92,6,1,441,0,2,4,5eaaee8903ea9906ba49f7db,441,0,0,0,40572,0
34,5,6,1,490,0,2,4,5eaaee8903ea9906ba49f7db,490,0,0,0,2450,0
35,47,6,1,488,0,2,4,5eaaee8903ea9906ba49f7db,488,0,0,0,22936,0
36,42,6,0,-464,0,2,4,5eaaee8903ea9906ba49f7db,-442,0,0,0,-18564,0
37,51,6,0,-412,0,2,4,5eaaee8903ea9906ba49f7db,432,0,0,0,22032,0
38,21,6,1,401,0,2,4,5eaaee8903ea9906ba49f7db,401,0,0,0,8421,0
40,4,6,0,-420,0,2,4,5eaaee8903ea9906ba49f7db,-420,0,0,0,-1680,0
41,52,6,1,438,0,2,4,5eaaee8903ea9906ba49f7db,456,0,0,0,23712,0
42,57,6,0,-442,0,2,4,5eaaee8903ea9906ba49f7db,-442,0,0,0,-25194,0
43,57,6,0,-471,0,2,4,5eaaee8903ea9906ba49f7db,-427,0,0,0,-24339,0
44,87,6,0,-498,0,2,4,5eaaee8903ea9906ba49f7db,460,0,0,0,40020,0
46,80,6,0,-444,0,2,4,5eaaee8903ea9906ba49f7db,436,0,0,0,34880,0
47,95,6,1,404,0,2,4,5eaaee8903ea9906ba49f7db,450,0,0,0,42750,0
48,47,6,0,-487,0,2,4,5eaaee8903ea9906ba49f7db,481,0,0,0,22607,0
1,82,6,1,423,1,2,4,5eaaee8903ea9906ba49f7db,-431,0,-431,82,-35342,-35342
2,29,6,0,-480,1,2,4,5eaaee8903ea9906ba49f7db,-480,0,-480,29,-13920,-13920
3,39,6,0,-453,1,2,4,5eaaee8903ea9906ba49f7db,446,0,446,39,17394,17394
4,85,6,1,435,1,2,4,5eaaee8903ea9906ba49f7db,-427,0,-427,85,-36295,-36295
5,25,6,0,-401,1,2,4,5eaaee8903ea9906ba49f7db,-427,0,-427,25,-10675,-10675
7,11,6,1,416,1,2,4,5eaaee8903ea9906ba49f7db,416,0,416,11,4576,4576
8,28,6,1,403,1,2,4,5eaaee8903ea9906ba49f7db,403,0,403,28,11284,11284
9,13,6,1,472,1,2,4,5eaaee8903ea9906ba49f7db,472,0,472,13,6136,6136
11,59,6,1,454,1,2,4,5eaaee8903ea9906ba49f7db,-449,0,-449,59,-26491,-26491
12,91,6,1,423,1,2,4,5eaaee8903ea9906ba49f7db,475,0,475,91,43225,43225
13,52,6,1,480,1,2,4,5eaaee8903ea9906ba49f7db,480,0,480,52,24960,24960
14,36,6,1,456,1,2,4,5eaaee8903ea9906ba49f7db,456,0,456,36,16416,16416
15,97,6,0,-432,1,2,4,5eaaee8903ea9906ba49f7db,-497,0,-497,97,-48209,-48209
17,59,6,0,-461,1,2,4,5eaaee8903ea9906ba49f7db,418,0,418,59,24662,24662
18,63,6,1,407,1,2,4,5eaaee8903ea9906ba49f7db,429,0,429,63,27027,27027
19,89,6,1,480,1,2,4,5eaaee8903ea9906ba49f7db,423,0,423,89,37647,37647
20,69,6,1,432,1,2,4,5eaaee8903ea9906ba49f7db,432,0,432,69,29808,29808
21,87,6,1,426,1,2,4,5eaaee8903ea9906ba49f7db,466,0,466,87,40542,40542
22,98,6,0,-445,1,2,4,5eaaee8903ea9906ba49f7db,-454,0,-454,98,-44492,-44492
24,93,6,0,-475,1,2,4,5eaaee8903ea9906ba49f7db,471,0,471,93,43803,43803
25,57,6,0,-443,1,2,4,5eaaee8903ea9906ba49f7db,-443,0,-443,57,-25251,-25251
27,46,6,1,463,1,2,4,5eaaee8903ea9906ba49f7db,-466,0,-466,46,-21436,-21436
28,70,6,0,-463,1,2,4,5eaaee8903ea9906ba49f7db,492,0,492,70,34440,34440
29,43,6,0,-429,1,2,4,5eaaee8903ea9906ba49f7db,-429,0,-429,43,-18447,-18447
30,37,6,0,-444,1,2,4,5eaaee8903ea9906ba49f7db,-444,0,-444,37,-16428,-16428
32,52,6,0,-478,1,2,4,5eaaee8903ea9906ba49f7db,469,0,469,52,24388,24388
33,78,6,0,-499,1,2,4,5eaaee8903ea9906ba49f7db,424,0,424,78,33072,33072
34,48,6,1,470,1,2,4,5eaaee8903ea9906ba49f7db,470,0,470,48,22560,22560
35,95,6,0,-490,1,2,4,5eaaee8903ea9906ba49f7db,-454,0,-454,95,-43130,-43130
36,17,6,0,-420,1,2,4,5eaaee8903ea9906ba49f7db,-420,0,-420,17,-7140,-7140
37,86,6,1,465,1,2,4,5eaaee8903ea9906ba49f7db,465,0,465,86,39990,39990
38,37,6,0,-497,1,2,4,5eaaee8903ea9906ba49f7db,418,0,418,37,15466,15466
40,69,6,1,428,1,2,4,5eaaee8903ea9906ba49f7db,402,0,402,69,27738,27738
41,23,6,0,-449,1,2,4,5eaaee8903ea9906ba49f7db,484,0,484,23,11132,11132
42,66,6,1,487,1,2,4,5eaaee8903ea9906ba49f7db,487,0,487,66,32142,32142
43,21,6,1,444,1,2,4,5eaaee8903ea9906ba49f7db,444,0,444,21,9324,9324
44,84,6,1,466,1,2,4,5eaaee8903ea9906ba49f7db,-412,0,-412,84,-34608,-34608
46,60,6,0,-464,1,2,4,5eaaee8903ea9906ba49f7db,498,0,498,60,29880,29880
47,89,6,0,-429,1,2,4,5eaaee8903ea9906ba49f7db,-461,0,-461,89,-41029,-41029
48,89,6,0,-467,1,2,4,5eaaee8903ea9906ba49f7db,469,0,469,89,41741,41741
1,29,0,0,-482,0,2,4,5ecae23b40dae00008174c32,-482,0,0,0,-13978,0
2,8,0,1,486,0,2,4,5ecae23b40dae00008174c32,486,0,0,0,3888,0
3,5,1,1,492,0,2,4,5ecae23b40dae00008174c32,480,0,0,0,2400,0
4,64,1,0,-465,0,2,4,5ecae23b40dae00008174c32,462,0,0,0,29568,0
5,40,0,0,-438,0,2,4,5ecae23b40dae00008174c32,-438,0,0,0,-17520,0
7,90,4,0,-446,0,2,4,5ecae23b40dae00008174c32,422,0,0,0,37980,0
8,83,1,1,457,0,2,4,5ecae23b40dae00008174c32,494,0,0,0,41002,0
9,95,0,1,404,0,2,4,5ecae23b40dae00008174c32,402,0,0,0,38190,0
11,95,3,1,426,0,2,4,5ecae23b40dae00008174c32,484,0,0,0,45980,0
12,82,1,1,438,0,2,4,5ecae23b40dae00008174c32,438,0,0,0,35916,0
13,53,1,0,-447,0,2,4,5ecae23b40dae00008174c32,-447,0,0,0,-23691,0
14,29,3,0,-410,0,2,4,5ecae23b40dae00008174c32,425,0,0,0,12325,0
15,8,0,0,-402,0,2,4,5ecae23b40dae00008174c32,413,0,0,0,3304,0
17,37,1,1,500,0,2,4,5ecae23b40dae00008174c32,500,0,0,0,18500,0
18,33,2,1,405,0,2,4,5ecae23b40dae00008174c32,405,0,0,0,13365,0
19,77,1,0,-479,0,2,4,5ecae23b40dae00008174c32,-479,0,0,0,-36883,0
20,65,4,0,-456,0,2,4,5ecae23b40dae00008174c32,467,0,0,0,30355,0
21,18,2,1,407,0,2,4,5ecae23b40dae00008174c32,407,0,0,0,7326,0
22,10,0,0,-442,0,2,4,5ecae23b40dae00008174c32,-442,0,0,0,-4420,0
24,72,2,1,496,0,2,4,5ecae23b40dae00008174c32,496,0,0,0,35712,0
25,74,4,1,446,0,2,4,5ecae23b40dae00008174c32,456,0,0,0,33744,0
27,98,6,1,409,0,2,4,5ecae23b40dae00008174c32,-492,0,0,0,-48216,0
28,35,2,1,456,0,2,4,5ecae23b40dae00008174c32,456,0,0,0,15960,0
29,75,2,0,-404,0,2,4,5ecae23b40dae00008174c32,-404,0,0,0,-30300,0
30,63,5,1,473,0,2,4,5ecae23b40dae00008174c32,-428,0,0,0,-26964,0
32,84,5,0,-477,0,2,4,5ecae23b40dae00008174c32,479,0,0,0,40236,0
33,65,1,1,402,0,2,4,5ecae23b40dae00008174c32,435,0,0,0,28275,0
34,78,6,1,497,0,2,4,5ecae23b40dae00008174c32,-416,0,0,0,-32448,0
35,65,1,0,-473,0,2,4,5ecae23b40dae00008174c32,-456,0,0,0,-29640,0
36,7,1,0,-444,0,2,4,5ecae23b40dae00008174c32,-444,0,0,0,-3108,0
37,2,0,0,-481,0,2,4,5ecae23b40dae00008174c32,-481,0,0,0,-962,0
38,26,1,1,463,0,2,4,5ecae23b40dae00008174c32,463,0,0,0,12038,0
40,63,2,0,-490,0,2,4,5ecae23b40dae00008174c32,-490,0,0,0,-30870,0
41,61,2,0,-400,0,2,4,5ecae23b40dae00008174c32,437,0,0,0,26657,0
42,6,0,0,-442,0,2,4,5ecae23b40dae00008174c32,-442,0,0,0,-2652,0
43,80,1,1,465,0,2,4,5ecae23b40dae00008174c32,460,0,0,0,36800,0
44,54,3,0,-421,0,2,4,5ecae23b40dae00008174c32,-421,0,0,0,-22734,0
46,4,0,1,440,0,2,4,5ecae23b40dae00008174c32,440,0,0,0,1760,0
47,57,1,1,486,0,2,4,5ecae23b40dae00008174c32,486,0,0,0,27702,0
48,93,1,0,-439,0,2,4,5ecae23b40dae00008174c32,-446,0,0,0,-41478,0
1,15,0,0,-487,1,2,4,5ecae23b40dae00008174c32,-487,0,-487,15,-7305,-7305
2,82,6,1,460,1,2,4,5ecae23b40dae00008174c32,-481,0,-481,82,-39442,-39442
3,24,5,1,427,1,2,4,5ecae23b40dae00008174c32,427,0,427,24,10248,10248
4,3,3,0,-439,1,2,4,5ecae23b40dae00008174c32,-439,0,-439,3,-1317,-1317
5,3,2,0,-412,1,2,4,5ecae23b40dae00008174c32,-412,0,-412,3,-1236,-1236
7,91,2,1,473,1,2,4,5ecae23b40dae00008174c32,444,0,444,91,40404,40404
8,20,4,1,466,1,2,4,5ecae23b40dae00008174c32,466,0,466,20,9320,9320
9,12,4,1,496,1,2,4,5ecae23b40dae00008174c32,496,0,496,12,5952,5952
11,43,4,1,478,1,2,4,5ecae23b40dae00008174c32,478,0,478,43,20554,20554
12,99,5,1,439,1,2,4,5ecae23b40dae00008174c32,417,0,417,99,41283,41283
13,92,2,0,-429,1,2,4,5ecae23b40dae00008174c32,415,0,415,92,38180,38180
14,58,2,0,-401,1,2,4,5ecae23b40dae00008174c32,-401,0,-401,58,-23258,-23258
15,21,1,1,407,1,2,4,5ecae23b40dae00008174c32,407,0,407,21,8547,8547
17,87,5,0,-449,1,2,4,5ecae23b40dae00008174c32,-449,0,-449,87,-39063,-39063
18,17,1,0,-413,1,2,4,5ecae23b40dae00008174c32,-413,0,-413,17,-7021,-7021
19,4,0,1,409,1,2,4,5ecae23b40dae00008174c32,409,0,409,4,1636,1636
20,12,1,0,-440,1,2,4,5ecae23b40dae00008174c32,-440,0,-440,12,-5280,-5280
21,74,4,0,-418,1,2,4,5ecae23b40dae00008174c32,416,0,416,74,30784,30784
22,12,1,1,442,1,2,4,5ecae23b40dae00008174c32,442,0,442,12,5304,5304
24,41,4,0,-409,1,2,4,5ecae23b40dae00008174c32,-409,0,-409,41,-16769,-16769
25,72,5,0,-459,1,2,4,5ecae23b40dae00008174c32,-459,0,-459,72,-33048,-33048
27,78,6,1,443,1,2,4,5ecae23b40dae00008174c32,-497,0,-497,78,-38766,-38766
28,45,4,0,-449,1,2,4,5ecae23b40dae00008174c32,-449,0,-449,45,-20205,-20205
29,97,6,1,400,1,2,4,5ecae23b40dae00008174c32,-482,0,-482,97,-46754,-46754
30,46,4,1,404,1,2,4,5ecae23b40dae00008174c32,421,0,421,46,19366,19366
32,74,5,0,-426,1,2,4,5ecae23b40dae00008174c32,-500,0,-500,74,-37000,-37000
33,1,0,0,-429,1,2,4,5ecae23b40dae00008174c32,-429,0,-429,1,-429,-429
34,11,1,0,-421,1,2,4,5ecae23b40dae00008174c32,-421,0,-421,11,-4631,-4631
35,99,5,1,436,1,2,4,5ecae23b40dae00008174c32,428,0,428,99,42372,42372
36,49,4,1,426,1,2,4,5ecae23b40dae00008174c32,404,0,404,49,19796,19796
37,67,4,1,495,1,2,4,5ecae23b40dae00008174c32,495,0,495,67,33165,33165
38,92,5,1,484,1,2,4,5ecae23b40dae00008174c32,461,0,461,92,42412,42412
40,81,4,1,459,1,2,4,5ecae23b40dae00008174c32,487,0,487,81,39447,39447
41,32,4,0,-415,1,2,4,5ecae23b40dae00008174c32,-439,0,-439,32,-14048,-14048
42,17,2,1,468,1,2,4,5ecae23b40dae00008174c32,468,0,468,17,7956,7956
43,27,3,0,-417,1,2,4,5ecae23b40dae00008174c32,-417,0,-417,27,-11259,-11259
44,13,1,0,-470,1,2,4,5ecae23b40dae00008174c32,-470,0,-470,13,-6110,-6110
46,35,5,1,406,1,2,4,5ecae23b40dae00008174c32,495,0,495,35,17325,17325
47,86,4,1,403,1,2,4,5ecae23b40dae00008174c32,403,0,403,86,34658,34658
48,6,1,1,442,1,2,4,5ecae23b40dae00008174c32,442,0,442,6,2652,2652
1,88,2,1,409,0,2,4,5ed94270ad37064ae646dfd7,471,0,0,0,41448,0
2,7,0,0,-455,0,2,4,5ed94270ad37064ae646dfd7,-455,0,0,0,-3185,0
3,60,6,0,-470,0,2,4,5ed94270ad37064ae646dfd7,446,0,0,0,26760,0
4,34,0,0,-407,0,2,4,5ed94270ad37064ae646dfd7,-407,0,0,0,-13838,0
5,69,2,1,434,0,2,4,5ed94270ad37064ae646dfd7,434,0,0,0,29946,0
7,98,4,0,-438,0,2,4,5ed94270ad37064ae646dfd7,482,0,0,0,47236,0
8,53,6,1,475,0,2,4,5ed94270ad37064ae646dfd7,-493,0,0,0,-26129,0
9,1,0,1,464,0,2,4,5ed94270ad37064ae646dfd7,464,0,0,0,464,0
11,33,6,0,-462,0,2,4,5ed94270ad37064ae646dfd7,435,0,0,0,14355,0
12,8,0,0,-418,0,2,4,5ed94270ad37064ae646dfd7,-418,0,0,0,-3344,0
13,68,6,0,-424,0,2,4,5ed94270ad37064ae646dfd7,406,0,0,0,27608,0
14,9,0,1,461,0,2,4,5ed94270ad37064ae646dfd7,461,0,0,0,4149,0
15,9,0,1,444,0,2,4,5ed94270ad37064ae646dfd7,444,0,0,0,3996,0
17,93,2,0,-415,0,2,4,5ed94270ad37064ae646dfd7,-415,0,0,0,-38595,0
18,31,1,0,-414,0,2,4,5ed94270ad37064ae646dfd7,-414,0,0,0,-12834,0
19,67,1,1,473,0,2,4,5ed94270ad37064ae646dfd7,473,0,0,0,31691,0
20,76,6,0,-412,0,2,4,5ed94270ad37064ae646dfd7,421,0,0,0,31996,0
21,89,5,0,-405,0,2,4,5ed94270ad37064ae646dfd7,400,0,0,0,35600,0
22,86,3,0,-432,0,2,4,5ed94270ad37064ae646dfd7,-495,0,0,0,-42570,0
24,66,1,1,454,0,2,4,5ed94270ad37064ae646dfd7,454,0,0,0,29964,0
25,86,6,0,-417,0,2,4,5ed94270ad37064ae646dfd7,476,0,0,0,40936,0
27,89,2,1,425,0,2,4,5ed94270ad37064ae646dfd7,466,0,0,0,41474,0
28,17,0,0,-438,0,2,4,5ed94270ad37064ae646dfd7,-438,0,0,0,-7446,0
29,95,2,0,-481,0,2,4,5ed94270ad37064ae646dfd7,-409,0,0,0,-38855,0
30,58,1,1,415,0,2,4,5ed94270ad37064ae646dfd7,415,0,0,0,24070,0
32,80,3,1,452,0,2,4,5ed94270ad37064ae646dfd7,419,0,0,0,33520,0
33,96,6,1,436,0,2,4,5ed94270ad37064ae646dfd7,-487,0,0,0,-46752,0
34,60,1,1,402,0,2,4,5ed94270ad37064ae646dfd7,402,0,0,0,24120,0
35,37,0,1,402,0,2,4,5ed94270ad37064ae646dfd7,402,0,0,0,14874,0
36,71,6,1,425,0,2,4,5ed94270ad37064ae646dfd7,-465,0,0,0,-33015,0
37,15,0,1,405,0,2,4,5ed94270ad37064ae646dfd7,405,0,0,0,6075,0
38,69,6,1,489,0,2,4,5ed94270ad37064ae646dfd7,-464,0,0,0,-32016,0
40,63,1,1,461,0,2,4,5ed94270ad37064ae646dfd7,474,0,0,0,29862,0
41,11,0,0,-442,0,2,4,5ed94270ad37064ae646dfd7,-442,0,0,0,-4862,0
42,42,6,0,-481,0,2,4,5ed94270ad37064ae646dfd7,415,0,0,0,17430,0
43,51,1,0,-460,0,2,4,5ed94270ad37064ae646dfd7,-422,0,0,0,-21522,0
44,78,5,1,446,0,2,4,5ed94270ad37064ae646dfd7,-464,0,0,0,-36192,0
46,43,6,0,-441,0,2,4,5ed94270ad37064ae646dfd7,401,0,0,0,17243,0
47,3,0,1,409,0,2,4,5ed94270ad37064ae646dfd7,409,0,0,0,1227,0
48,62,2,1,443,0,2,4,5ed94270ad37064ae646dfd7,443,0,0,0,27466,0
1,29,1,0,-494,1,2,4,5ed94270ad37064ae646dfd7,-494,0,-494,29,-14326,-14326
2,40,3,1,476,1,2,4,5ed94270ad37064ae646dfd7,476,0,476,40,19040,19040
3,63,3,1,459,1,2,4,5ed94270ad37064ae646dfd7,462,0,462,63,29106,29106
4,51,6,1,489,1,2,4,5ed94270ad37064ae646dfd7,-470,0,-470,51,-23970,-23970
5,35,3,1,402,1,2,4,5ed94270ad37064ae646dfd7,402,0,402,35,14070,14070
7,99,6,1,415,1,2,4,5ed94270ad37064ae646dfd7,-419,0,-419,99,-41481,-41481
8,77,4,0,-429,1,2,4,5ed94270ad37064ae646dfd7,-429,0,-429,77,-33033,-33033
9,65,5,0,-469,1,2,4,5ed94270ad37064ae646dfd7,-493,0,-493,65,-32045,-32045
11,82,6,0,-419,1,2,4,5ed94270ad37064ae646dfd7,430,0,430,82,35260,35260
12,31,2,0,-429,1,2,4,5ed94270ad37064ae646dfd7,-429,0,-429,31,-13299,-13299
13,43,3,1,467,1,2,4,5ed94270ad37064ae646dfd7,467,0,467,43,20081,20081
14,36,3,0,-479,1,2,4,5ed94270ad37064ae646dfd7,-479,0,-479,36,-17244,-17244
15,18,1,0,-451,1,2,4,5ed94270ad37064ae646dfd7,-451,0,-451,18,-8118,-8118
17,91,4,1,484,1,2,4,5ed94270ad37064ae646dfd7,478,0,478,91,43498,43498
18,49,4,0,-468,1,2,4,5ed94270ad37064ae646dfd7,-401,0,-401,49,-19649,-19649
19,19,6,1,431,1,2,4,5ed94270ad37064ae646dfd7,-451,0,-451,19,-8569,-8569
20,28,2,1,430,1,2,4,5ed94270ad37064ae646dfd7,430,0,430,28,12040,12040
21,96,3,0,-494,1,2,4,5ed94270ad37064ae646dfd7,-424,0,-424,96,-40704,-40704
22,7,1,0,-458,1,2,4,5ed94270ad37064ae646dfd7,-458,0,-458,7,-3206,-3206
24,94,6,0,-424,1,2,4,5ed94270ad37064ae646dfd7,435,0,435,94,40890,40890
25,66,4,0,-485,1,2,4,5ed94270ad37064ae646dfd7,-451,0,-451,66,-29766,-29766
27,9,6,0,-435,1,2,4,5ed94270ad37064ae646dfd7,416,0,416,9,3744,3744
28,92,5,0,-455,1,2,4,5ed94270ad37064ae646dfd7,466,0,466,92,42872,42872
29,34,6,1,403,1,2,4,5ed94270ad37064ae646dfd7,-405,0,-405,34,-13770,-13770
30,17,1,0,-468,1,2,4,5ed94270ad37064ae646dfd7,-468,0,-468,17,-7956,-7956
32,54,5,1,461,1,2,4,5ed94270ad37064ae646dfd7,499,0,499,54,26946,26946
33,37,6,0,-461,1,2,4,5ed94270ad37064ae646dfd7,420,0,420,37,15540,15540
34,37,5,1,446,1,2,4,5ed94270ad37064ae646dfd7,481,0,481,37,17797,17797
35,17,6,1,476,1,2,4,5ed94270ad37064ae646dfd7,-434,0,-434,17,-7378,-7378
36,49,3,1,423,1,2,4,5ed94270ad37064ae646dfd7,423,0,423,49,20727,20727
37,54,4,1,452,1,2,4,5ed94270ad37064ae646dfd7,452,0,452,54,24408,24408
38,76,4,1,448,1,2,4,5ed94270ad37064ae646dfd7,448,0,448,76,34048,34048
40,78,6,0,-487,1,2,4,5ed94270ad37064ae646dfd7,495,0,495,78,38610,38610
41,6,1,1,480,1,2,4,5ed94270ad37064ae646dfd7,480,0,480,6,2880,2880
42,17,1,1,488,1,2,4,5ed94270ad37064ae646dfd7,488,0,488,17,8296,8296
43,78,5,0,-438,1,2,4,5ed94270ad37064ae646dfd7,-453,0,-453,78,-35334,-35334
44,33,3,0,-429,1,2,4,5ed94270ad37064ae646dfd7,-429,0,-429,33,-14157,-14157
46,68,4,0,-437,1,2,4,5ed94270ad37064ae646dfd7,-437,0,-437,68,-29716,-29716
47,79,6,1,468,1,2,4,5ed94270ad37064ae646dfd7,-495,0,-495,79,-39105,-39105
48,22,2,0,-429,1,2,4,5ed94270ad37064ae646dfd7,-429,0,-429,22,-9438,-9438
1,33,2,0,-467,0,2,4,5efe3d722e800832404ef5bb,-445,0,0,0,-14685,0
2,74,0,0,-442,0,2,4,5efe3d722e800832404ef5bb,473,0,0,0,35002,0
3,80,0,1,453,0,2,4,5efe3d722e800832404ef5bb,-485,0,0,0,-38800,0
4,40,4,1,402,0,2,4,5efe3d722e800832404ef5bb,436,0,0,0,17440,0
5,3,6,1,435,0,2,4,5efe3d722e800832404ef5bb,435,0,0,0,1305,0
7,53,0,0,-463,0,2,4,5efe3d722e800832404ef5bb,401,0,0,0,21253,0
8,46,0,0,-476,0,2,4,5efe3d722e800832404ef5bb,433,0,0,0,19918,0
9,14,6,0,-472,0,2,4,5efe3d722e800832404ef5bb,-485,0,0,0,-6790,0
11,58,4,1,470,0,2,4,5efe3d722e800832404ef5bb,427,0,0,0,24766,0
12,84,4,1,473,0,2,4,5efe3d722e800832404ef5bb,429,0,0,0,36036,0
13,81,5,1,425,0,2,4,5efe3d722e800832404ef5bb,418,0,0,0,33858,0
14,65,0,1,405,0,2,4,5efe3d722e800832404ef5bb,-485,0,0,0,-31525,0
15,9,6,1,490,0,2,4,5efe3d722e800832404ef5bb,490,0,0,0,4410,0
17,39,5,0,-473,0,2,4,5efe3d722e800832404ef5bb,-414,0,0,0,-16146,0
18,90,0,0,-486,0,2,4,5efe3d722e800832404ef5bb,-413,0,0,0,-37170,0
19,93,0,1,409,0,2,4,5efe3d722e800832404ef5bb,-445,0,0,0,-41385,0
20,44,0,1,465,0,2,4,5efe3d722e800832404ef5bb,-476,0,0,0,-20944,0
21,18,6,1,443,0,2,4,5efe3d722e800832404ef5bb,408,0,0,0,7344,0
22,49,6,1,433,0,2,4,5efe3d722e800832404ef5bb,433,0,0,0,21217,0
24,94,0,0,-478,0,2,4,5efe3d722e800832404ef5bb,-477,0,0,0,-44838,0
25,55,6,0,-448,0,2,4,5efe3d722e800832404ef5bb,-448,0,0,0,-24640,0
27,5,6,0,-468,0,2,4,5efe3d722e800832404ef5bb,-468,0,0,0,-2340,0
28,91,5,0,-435,0,2,4,5efe3d722e800832404ef5bb,495,0,0,0,45045,0
29,73,1,1,483,0,2,4,5efe3d722e800832404ef5bb,-426,0,0,0,-31098,0
30,44,6,0,-418,0,2,4,5efe3d722e800832404ef5bb,-421,0,0,0,-18524,0
32,12,6,0,-418,0,2,4,5efe3d722e800832404ef5bb,-418,0,0,0,-5016,0
33,33,0,1,490,0,2,4,5efe3d722e800832404ef5bb,408,0,0,0,13464,0
34,98,0,0,-459,0,2,4,5efe3d722e800832404ef5bb,441,0,0,0,43218,0
35,9,6,1,423,0,2,4,5efe3d722e800832404ef5bb,423,0,0,0,3807,0
36,4,6,1,460,0,2,4,5efe3d722e800832404ef5bb,460,0,0,0,1840,0
37,51,6,0,-491,0,2,4,5efe3d722e800832404ef5bb,-491,0,0,0,-25041,0
38,5,6,0,-485,0,2,4,5efe3d722e800832404ef5bb,-485,0,0,0,-2425,0
40,3,6,1,405,0,2,4,5efe3d722e800832404ef5bb,405,0,0,0,1215,0
41,58,3,0,-439,0,2,4,5efe3d722e800832404ef5bb,419,0,0,0,24302,0
42,67,6,0,-413,0,2,4,5efe3d722e800832404ef5bb,-413,0,0,0,-27671,0
43,96,6,0,-443,0,2,4,5efe3d722e800832404ef5bb,-441,0,0,0,-42336,0
44,76,4,0,-496,0,2,4,5efe3d722e800832404ef5bb,-478,0,0,0,-36328,0
46,66,4,0,-446,0,2,4,5efe3d722e800832404ef5bb,-464,0,0,0,-30624,0
47,68,6,1,403,0,2,4,5efe3d722e800832404ef5bb,403,0,0,0,27404,0
48,52,3,0,-479,0,2,4,5efe3d722e800832404ef5bb,-458,0,0,0,-23816,0
1,71,6,0,-469,1,2,4,5efe3d722e800832404ef5bb,-469,0,-469,71,-33299,-33299
2,37,0,0,-426,1,2,4,5efe3d722e800832404ef5bb,-463,0,-463,37,-17131,-17131
3,10,6,0,-465,1,2,4,5efe3d722e800832404ef5bb,-465,0,-465,10,-4650,-4650
