metric,num_treatments,mean_sd_ratio,median_sd_ratio,mean_abs_log_sd_ratio,mean_iqr_ratio,median_iqr_ratio,mean_abs_log_iqr_ratio
final_round_normalized_efficiency,40,0.63596206122545,0.4289456713993789,1.9140382768736697,0.9527370664033381,0.5784291225970262,0.8846719170773781
final_total_contribution_rate,40,1.2554546894413732,0.9602019958255952,0.7118971149447685,1.3821337504380398,0.7728070175438594,0.8330525398946389
first_round_normalized_efficiency,40,1.073255974261924,0.8076058280621774,0.520847833902932,1.3294159841310784,0.822851153039832,0.6464011830175295
first_round_total_contribution_rate,40,1.1972582620349652,0.8876525026208775,0.5114692150794963,1.429378393778981,0.9736842105263159,0.6768911046081902
mean_round_normalized_efficiency,40,0.8776109434742597,0.5598571609441461,0.7440782282267951,1.3142759186938577,0.6234388357206897,0.8901096327770606
mean_total_contribution_rate,40,1.2632516242167864,0.8861732467269271,0.5390576723857832,1.528578799340617,0.8804945980318033,0.7223575767268022
