label,kind,row_count,mean_tvd,weighted_mean_tvd_by_group_size,mean_simbench_score,weighted_mean_simbench_score_by_group_size,mean_jsd,modal_match_rate
baseline,baseline,2194,0.30535307645322646,0.3049276693764302,9.97794219007718,12.444664259640918,0.09925962618903517,0.4462169553327256
full_card,full_card,2194,0.3207110706349753,0.262610385564163,11.876875025541313,24.248255655511496,0.09624659393437004,0.6020966271649955
background_only,ablation,2194,0.30663767170265305,0.24370767358646878,15.683094462584174,29.709435797178166,0.08984726582842163,0.609845031905196
direct_social_only,ablation,2194,0.33855491036434254,0.2684317588916147,7.266414053598923,22.691304307576075,0.10424993263980632,0.5072926162260711
self_report_social_only,ablation,2194,0.3366517506986793,0.29659022980289124,7.474499086791371,14.681006751552959,0.1014436491869191,0.49225159525979945
non_social_econ_only,ablation,2194,0.3395872243884733,0.2845796947652553,6.601903096886921,17.914809674962715,0.10403167648740808,0.48678213309024615
cognitive_only,ablation,2194,0.33315699528219567,0.27752914023252345,8.737861122945661,20.10183409532106,0.1011844642041064,0.5054694621695534
misc_heuristics_pricing_text_only,ablation,2194,0.3261178497876852,0.2660569333781627,11.177227195951202,23.053773470478525,0.09897009911215204,0.48997265268915224
