metric,num_treatments,mean_sd_ratio,median_sd_ratio,mean_abs_log_sd_ratio,mean_iqr_ratio,median_iqr_ratio,mean_abs_log_iqr_ratio
final_round_normalized_efficiency,40,0.5482246098548416,0.5080934618220792,0.9013225114631666,0.8225287913562948,0.6570906480214824,0.7360280511880118
final_total_contribution_rate,40,1.2334251256674524,0.9184737012177477,0.6459976900723208,1.328203649318343,0.9318181818181819,0.7373533400173056
first_round_normalized_efficiency,40,0.8485507878898062,0.7893230214547706,0.4059938628036762,0.8152313037109667,0.7921807747489247,0.5097336853822778
first_round_total_contribution_rate,40,0.9312361109718499,0.848489605659164,0.39440875756772903,1.0589750282105914,0.8439009661835745,0.4749140950887964
mean_round_normalized_efficiency,40,0.6943355307285449,0.5627220201091474,0.6091799247985124,1.0353567061234732,0.6836925886408471,0.6679135696024645
mean_total_contribution_rate,40,1.1163815144597826,0.9005536666321918,0.4573537269464259,1.3722223643312552,0.8098634396086397,0.6580288577201061
