metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.5228044036738267,0.5939898960900157,0.10919324577861166
final_total_contribution_rate,40,0.451585608613834,0.505081429760966,0.31744840525328333
first_round_normalized_efficiency,40,0.10216549742467447,0.13029890309680273,0.3714821763602252
first_round_total_contribution_rate,40,0.09242013548099073,0.11858038734297933,0.4562341683084718
mean_round_normalized_efficiency,40,0.2954125739871654,0.3664476919246668,-0.03846153846153847
mean_total_contribution_rate,40,0.25236856712930084,0.3150162751192186,0.2078799249530957
