metric,num_treatments,mean_sd_ratio,median_sd_ratio,mean_abs_log_sd_ratio,mean_iqr_ratio,median_iqr_ratio,mean_abs_log_iqr_ratio
final_round_normalized_efficiency,40,0.5027501767866008,0.4548369918615406,0.8606295369058902,0.7326354264448955,0.5433407011688839,0.6767554282509239
final_total_contribution_rate,40,1.1092055309257531,0.8694376913845264,0.4611948673700668,1.2633527154997912,0.706671136439826,0.6920221317337562
first_round_normalized_efficiency,40,0.7173681868792524,0.6222275181483896,0.5411758066410859,0.7222175131908305,0.611017108479037,0.5830859607783152
first_round_total_contribution_rate,40,0.787805459533705,0.6697099659916339,0.5088377391040243,0.7873351779793027,0.6666666666666663,0.5509253993669992
mean_round_normalized_efficiency,40,0.5921016845758803,0.5449944259233721,0.7099875031424713,0.7554059995005172,0.5054173444544953,0.7210435658190141
mean_total_contribution_rate,40,0.9210065913362989,0.8083405168211306,0.4724440783112108,1.0465300757253944,0.6678321678321676,0.6463763227700057
