metric,num_treatments,mae,rmse,spearman
mean_round_normalized_efficiency,40,0.20594728605244028,0.2534344987450353,0.07448754640212842
mean_total_contribution_rate,40,0.15948572547138368,0.20356163490886742,0.21248651461060564
