metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.27078233323208156,0.23723390230241986,-7.2430831491181245,40
punishment_rate,0.3578658399281548,0.21439388755807853,-13.608491857893153,40
reward_rate,0.5420311956781255,0.3921170028870322,-17.775699481500883,40
normalized_efficiency,1.0509735327401424,0.6652270560539648,-102.01073774371704,40
