metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.20019775850479235,0.16213608592309706,-3.5057537182896867,40
punishment_rate,0.3162031462444242,0.16441193028192702,-10.40505192789374,40
reward_rate,0.5120307109411663,0.3544867611952914,-15.75481284932803,40
normalized_efficiency,36.74124210444026,6.190554656424119,-125893.45671461718,40
