model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
linear,5,0.47430000000000005,0.9079407811164856,0.0014969085277107188,0.8653445363044738,0.001969585548622935,0.9082308769226074,0.0013759385288512537,0.042886354774236676,0.0015641255546500052,0.020271093529570964,0.008736729045733865,0.06574931992178792,0.00894890410990865,0.0001143643690738827,1.774612719438312e-06
mean,5,0.04672,0.8952647089958191,0.001630940066207435,0.8488240599632263,0.004355560134281966,0.9082308769226074,0.0013759385288512537,0.05940681248903275,0.0034429188421346785,0.0010958986368822434,0.0013422046306081558,0.015344069808475825,0.008788599453242875,0.00012923351605422794,1.9025221415073386e-06
ridge,5,0.09982,0.9082504987716675,0.0014563050460248332,0.865628695487976,0.002072860947681646,0.9082308769226074,0.0013759385288512537,0.04260218665003777,0.001613217576044216,0.01972314832409151,0.0088729493887633,0.06739616622616848,0.008733847709309581,0.00011398717033443973,1.7248723996473912e-06
