metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.29508251504394173,0.3793367302748778,0.09174484052532834
final_total_contribution_rate,40,0.20942623066539356,0.2567769919402919,0.24577861163227022
first_round_normalized_efficiency,40,0.15795280365247527,0.1752485066172577,0.5724202626641651
first_round_total_contribution_rate,40,0.1476585402749054,0.16427881205684705,0.6581922236238451
mean_round_normalized_efficiency,40,0.1400743068271623,0.1722989843345777,0.02476547842401501
mean_total_contribution_rate,40,0.11146088012110193,0.13375825433241534,0.23977485928705441
