tag,heldout_config,heldout_value,model_name,accuracy,macro_f1,log_loss,n_train_rows,n_test_rows,n_train_games,n_test_games,train_class_counts,test_class_counts
COMMUNICATION,CONFIG_showRewardId,False,config_plus_tag,0.590146750524109,0.4471897239234162,0.8378230167391625,805,954,76,88,"{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}","{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}"
COMMUNICATION,CONFIG_showRewardId,True,dummy_prior,0.40248447204968946,0.14348981399468555,1.159118842806275,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_showRewardId,True,config_only,0.591304347826087,0.4277615941491423,0.8199607888389798,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_showRewardId,True,tag_only,0.4372670807453416,0.3180001541676498,1.1308676799922757,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_showRewardId,True,config_plus_tag,0.6049689440993788,0.44354484887295814,0.7971786156607761,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_showNRounds,False,dummy_prior,0.44154228855721395,0.15314926660914582,1.1394793564204817,955,804,88,76,"{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}","{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}"
COMMUNICATION,CONFIG_showNRounds,False,config_only,0.5783582089552238,0.42597478271795597,0.8392877810483619,955,804,88,76,"{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}","{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}"
COMMUNICATION,CONFIG_showNRounds,False,tag_only,0.4291044776119403,0.279884934751064,1.116026981846385,955,804,88,76,"{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}","{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}"
COMMUNICATION,CONFIG_showNRounds,False,config_plus_tag,0.582089552238806,0.4367132602621964,0.8190809782678953,955,804,88,76,"{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}","{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}"
COMMUNICATION,CONFIG_showNRounds,True,dummy_prior,0.36649214659685864,0.13409961685823754,1.20935453290445,804,955,76,88,"{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}","{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}"
COMMUNICATION,CONFIG_showNRounds,True,config_only,0.5497382198952879,0.32583319928494037,0.86943977770978,804,955,76,88,"{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}","{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}"
COMMUNICATION,CONFIG_showNRounds,True,tag_only,0.36020942408376966,0.1816449981359245,1.1821262800134738,804,955,76,88,"{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}","{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}"
COMMUNICATION,CONFIG_showNRounds,True,config_plus_tag,0.5979057591623037,0.4334640446363136,0.8451064870833473,804,955,76,88,"{""always_full"": 355, ""always_zero"": 10, ""binary_0_20"": 203, ""other"": 236}","{""always_full"": 350, ""always_zero"": 28, ""binary_0_20"": 257, ""other"": 320}"
COMMUNICATION,CONFIG_showPunishmentId,False,dummy_prior,0.39937106918238996,0.14269662921348314,1.1686646661206532,805,954,76,88,"{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}","{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}"
COMMUNICATION,CONFIG_showPunishmentId,False,config_only,0.5943396226415094,0.4425531969983519,0.8479518664313799,805,954,76,88,"{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}","{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}"
COMMUNICATION,CONFIG_showPunishmentId,False,tag_only,0.4171907756813417,0.2873563537547944,1.1497492359078532,805,954,76,88,"{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}","{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}"
COMMUNICATION,CONFIG_showPunishmentId,False,config_plus_tag,0.590146750524109,0.4471897239234162,0.83782301674193,805,954,76,88,"{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}","{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}"
COMMUNICATION,CONFIG_showPunishmentId,True,dummy_prior,0.40248447204968946,0.14348981399468555,1.159118842806275,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_showPunishmentId,True,config_only,0.591304347826087,0.4277615941491423,0.8199607888389818,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_showPunishmentId,True,tag_only,0.4372670807453416,0.3180001541676498,1.1308676799922757,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_showPunishmentId,True,config_plus_tag,0.6049689440993788,0.44354484887295814,0.7971783902143247,954,805,88,76,"{""always_full"": 381, ""always_zero"": 22, ""binary_0_20"": 250, ""other"": 301}","{""always_full"": 324, ""always_zero"": 16, ""binary_0_20"": 210, ""other"": 255}"
COMMUNICATION,CONFIG_rewardExists,False,dummy_prior,0.3845350052246604,0.13886792452830188,1.1807110432980243,802,957,74,90,"{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}","{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}"
COMMUNICATION,CONFIG_rewardExists,False,config_only,0.587251828631139,0.41167451944077166,0.8397257265659492,802,957,74,90,"{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}","{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}"
COMMUNICATION,CONFIG_rewardExists,False,tag_only,0.4012539184952978,0.26577727668974804,1.165304807134357,802,957,74,90,"{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}","{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}"
COMMUNICATION,CONFIG_rewardExists,False,config_plus_tag,0.6050156739811913,0.43298005909179815,0.8149646710220397,802,957,74,90,"{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}","{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}"
COMMUNICATION,CONFIG_rewardExists,True,dummy_prior,0.42019950124688277,0.1479367866549605,1.1517368126465788,957,802,90,74,"{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}","{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}"
COMMUNICATION,CONFIG_rewardExists,True,config_only,0.5548628428927681,0.4118181818181818,0.8357235857211656,957,802,90,74,"{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}","{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}"
COMMUNICATION,CONFIG_rewardExists,True,tag_only,0.4177057356608479,0.2781195131859831,1.126261909421388,957,802,90,74,"{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}","{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}"
COMMUNICATION,CONFIG_rewardExists,True,config_plus_tag,0.5922693266832918,0.4424471459726963,0.813209039384168,957,802,90,74,"{""always_full"": 368, ""always_zero"": 24, ""binary_0_20"": 249, ""other"": 316}","{""always_full"": 337, ""always_zero"": 14, ""binary_0_20"": 211, ""other"": 240}"
COMMUNICATION,CONFIG_showOtherSummaries,False,dummy_prior,0.4337078651685393,0.15125391849529782,1.1650819554826426,869,890,81,83,"{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}","{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}"
COMMUNICATION,CONFIG_showOtherSummaries,False,config_only,0.5662921348314607,0.4210824245318898,0.8885306190738433,869,890,81,83,"{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}","{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}"
COMMUNICATION,CONFIG_showOtherSummaries,False,tag_only,0.42359550561797754,0.2778556080159603,1.1602379532919014,869,890,81,83,"{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}","{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}"
COMMUNICATION,CONFIG_showOtherSummaries,False,config_plus_tag,0.5674157303370787,0.42906640630984205,0.8781975672183793,869,890,81,83,"{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}","{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}"
COMMUNICATION,CONFIG_showOtherSummaries,True,dummy_prior,0.3670886075949367,0.13425925925925927,1.1822587089559553,890,869,83,81,"{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}","{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}"
COMMUNICATION,CONFIG_showOtherSummaries,True,config_only,0.6248561565017261,0.42912378674776247,0.8119528267457385,890,869,83,81,"{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}","{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}"
COMMUNICATION,CONFIG_showOtherSummaries,True,tag_only,0.37744533947065595,0.20033688016104517,1.172088789825423,890,869,83,81,"{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}","{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}"
COMMUNICATION,CONFIG_showOtherSummaries,True,config_plus_tag,0.6041426927502876,0.44293377918588683,0.8021610788408692,890,869,83,81,"{""always_full"": 386, ""always_zero"": 19, ""binary_0_20"": 233, ""other"": 252}","{""always_full"": 319, ""always_zero"": 19, ""binary_0_20"": 227, ""other"": 304}"
COMMUNICATION,CONFIG_allOrNothing,False,dummy_prior,0.2833530106257379,0.11039558417663294,22.932035269726224,912,847,86,78,"{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}","{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}"
COMMUNICATION,CONFIG_allOrNothing,False,config_only,0.18299881936245574,0.1177864693873426,22.936304547632034,912,847,86,78,"{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}","{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}"
COMMUNICATION,CONFIG_allOrNothing,False,tag_only,0.2089728453364817,0.1370741246259646,22.919374393812653,912,847,86,78,"{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}","{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}"
COMMUNICATION,CONFIG_allOrNothing,False,config_plus_tag,0.20306965761511217,0.1298821296573769,22.924754376487613,912,847,86,78,"{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}","{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}"
COMMUNICATION,CONFIG_allOrNothing,True,dummy_prior,0.0,0.0,2.1550305173661584,847,912,78,86,"{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}","{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}"
COMMUNICATION,CONFIG_allOrNothing,True,config_only,0.0,0.0,2.2065618035853776,847,912,78,86,"{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}","{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}"
COMMUNICATION,CONFIG_allOrNothing,True,tag_only,0.0,0.0,2.2074329760341427,847,912,78,86,"{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}","{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}"
COMMUNICATION,CONFIG_allOrNothing,True,config_plus_tag,0.05592105263157895,0.04766355140186916,2.258471204169424,847,912,78,86,"{""always_full"": 240, ""always_zero"": 7, ""binary_0_20"": 44, ""other"": 556}","{""always_full"": 465, ""always_zero"": 31, ""binary_0_20"": 416}"
COMMUNICATION,CONFIG_defaultContribProp,0,dummy_prior,0.39447513812154694,0.14144215530903329,1.1607176553422738,854,905,79,85,"{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}","{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}"
COMMUNICATION,CONFIG_defaultContribProp,0,config_only,0.5966850828729282,0.42322911533622326,0.8188001896011283,854,905,79,85,"{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}","{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}"
COMMUNICATION,CONFIG_defaultContribProp,0,tag_only,0.40331491712707185,0.28000505561172906,1.1452402802021657,854,905,79,85,"{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}","{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}"
COMMUNICATION,CONFIG_defaultContribProp,0,config_plus_tag,0.5834254143646409,0.42853585394828986,0.8060635147484778,854,905,79,85,"{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}","{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}"
COMMUNICATION,CONFIG_defaultContribProp,1,dummy_prior,0.40749414519906324,0.1447587354409318,1.1792206058031574,905,854,85,79,"{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}","{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}"
COMMUNICATION,CONFIG_defaultContribProp,1,config_only,0.5550351288056206,0.38447832721631237,0.8779949674449937,905,854,85,79,"{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}","{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}"
COMMUNICATION,CONFIG_defaultContribProp,1,tag_only,0.4297423887587822,0.2921068075117371,1.1502981902152525,905,854,85,79,"{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}","{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}"
COMMUNICATION,CONFIG_defaultContribProp,1,config_plus_tag,0.5901639344262295,0.43936349084706555,0.8438789944021791,905,854,85,79,"{""always_full"": 357, ""always_zero"": 17, ""binary_0_20"": 222, ""other"": 309}","{""always_full"": 348, ""always_zero"": 21, ""binary_0_20"": 238, ""other"": 247}"
PUNISHMENT,CONFIG_chat,False,dummy_prior,0.2695961995249406,0.10617399438727783,1.242378714705983,854,842,80,84,"{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}","{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}"
PUNISHMENT,CONFIG_chat,False,config_only,0.5676959619952494,0.3344181558976427,0.7969989553374646,854,842,80,84,"{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}","{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}"
PUNISHMENT,CONFIG_chat,False,tag_only,0.34085510688836107,0.20388210894917302,1.215588272566657,854,842,80,84,"{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}","{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}"
PUNISHMENT,CONFIG_chat,False,config_plus_tag,0.6080760095011877,0.4134651827880282,0.7617892214113744,854,842,80,84,"{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}","{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}"
PUNISHMENT,CONFIG_chat,True,dummy_prior,0.297423887587822,0.11462093862815885,1.2027753519344555,842,854,84,80,"{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}","{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}"
PUNISHMENT,CONFIG_chat,True,config_only,0.5152224824355972,0.3361226620918567,0.8908160382133816,842,854,84,80,"{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}","{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}"
PUNISHMENT,CONFIG_chat,True,tag_only,0.40866510538641687,0.2936018063069408,1.1563229549755571,842,854,84,80,"{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}","{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}"
PUNISHMENT,CONFIG_chat,True,config_plus_tag,0.5819672131147541,0.42923363610328913,0.8353717186969509,842,854,84,80,"{""always_full"": 227, ""always_zero"": 20, ""binary_0_20"": 266, ""other"": 329}","{""always_full"": 384, ""always_zero"": 14, ""binary_0_20"": 202, ""other"": 254}"
PUNISHMENT,CONFIG_showRewardId,False,dummy_prior,0.32855436081242534,0.12365107913669064,1.175524550367261,859,837,84,80,"{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}","{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}"
PUNISHMENT,CONFIG_showRewardId,False,config_only,0.6284348864994026,0.45945557649508684,0.8106056068522383,859,837,84,80,"{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}","{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}"
PUNISHMENT,CONFIG_showRewardId,False,tag_only,0.4038231780167264,0.23771303800777804,1.1677196812367663,859,837,84,80,"{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}","{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}"
PUNISHMENT,CONFIG_showRewardId,False,config_plus_tag,0.6188769414575866,0.4564385198327309,0.8029942479676172,859,837,84,80,"{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}","{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}"
PUNISHMENT,CONFIG_showRewardId,True,dummy_prior,0.3538998835855646,0.13069647463456577,1.1648705733109352,837,859,80,84,"{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}","{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}"
PUNISHMENT,CONFIG_showRewardId,True,config_only,0.6484284051222352,0.4691900870566366,0.7515003855748283,837,859,80,84,"{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}","{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}"
PUNISHMENT,CONFIG_showRewardId,True,tag_only,0.4412107101280559,0.32455203384041376,1.130551611037837,837,859,80,84,"{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}","{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}"
PUNISHMENT,CONFIG_showRewardId,True,config_plus_tag,0.6554132712456344,0.47706864842153884,0.7312280249038278,837,859,80,84,"{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}","{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}"
PUNISHMENT,CONFIG_showNRounds,False,dummy_prior,0.37740384615384615,0.13699825479930192,1.158293207991068,864,832,84,80,"{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}","{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}"
PUNISHMENT,CONFIG_showNRounds,False,config_only,0.5985576923076923,0.4178741066480647,0.7969027073058859,864,832,84,80,"{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}","{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}"
PUNISHMENT,CONFIG_showNRounds,False,tag_only,0.3954326923076923,0.28409224436536873,1.147270016099492,864,832,84,80,"{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}","{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}"
PUNISHMENT,CONFIG_showNRounds,False,config_plus_tag,0.6189903846153846,0.4462385127369695,0.7883889156219325,864,832,84,80,"{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}","{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}"
PUNISHMENT,CONFIG_showNRounds,True,dummy_prior,0.34375,0.12790697674418605,1.1845826317812091,832,864,80,84,"{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}","{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}"
PUNISHMENT,CONFIG_showNRounds,True,config_only,0.6238425925925926,0.4596398616212078,0.7919801591328602,832,864,80,84,"{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}","{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}"
PUNISHMENT,CONFIG_showNRounds,True,tag_only,0.4131944444444444,0.2935114321461387,1.1729097300831168,832,864,80,84,"{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}","{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}"
PUNISHMENT,CONFIG_showNRounds,True,config_plus_tag,0.6238425925925926,0.4640293296033901,0.7917178298855408,832,864,80,84,"{""always_full"": 314, ""always_zero"": 14, ""binary_0_20"": 217, ""other"": 287}","{""always_full"": 297, ""always_zero"": 20, ""binary_0_20"": 251, ""other"": 296}"
PUNISHMENT,CONFIG_showPunishmentId,False,dummy_prior,0.32855436081242534,0.12365107913669064,1.175524550367261,859,837,84,80,"{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}","{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}"
PUNISHMENT,CONFIG_showPunishmentId,False,config_only,0.6284348864994026,0.45945557649508684,0.8106056068524096,859,837,84,80,"{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}","{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}"
PUNISHMENT,CONFIG_showPunishmentId,False,tag_only,0.4038231780167264,0.23771303800777804,1.1677196812367663,859,837,84,80,"{""always_full"": 304, ""always_zero"": 16, ""binary_0_20"": 231, ""other"": 308}","{""always_full"": 307, ""always_zero"": 18, ""binary_0_20"": 237, ""other"": 275}"
