metric_family,metric,distance_kind,bootstrap_mean,bootstrap_median,bootstrap_p05,bootstrap_p95,n_treatments,model_score,median_value
distribution_distance,final_surplus_ratio,wasserstein_1d,0.08901851546699298,0.08347733132518645,0.04970850032862624,0.14341178745433047,2,0.2619394236013035,0.2619394236013035
distribution_distance,proposer_net_surplus,wasserstein_1d,0.259708846769702,0.25140194235588986,0.14948464912280693,0.3983000034809246,2,1.264967975494291,1.264967975494291
distribution_distance,trade_ratio,wasserstein_1d,0.06451388448436407,0.06247656309333943,0.039951326516045604,0.09765342190578459,2,0.44679693850929236,0.44679693850929236
distribution_distance,acceptance_rate,wasserstein_1d,0.04733239348370927,0.04221491228070176,0.012349450013923697,0.09835265246449458,2,0.10347048175995543,0.10347048175995543
distribution_distance,accepted_proposer_net_surplus,wasserstein_1d,0.26755215176111846,0.26114478498227756,0.16842693804174733,0.3995914267697902,2,0.9323128845785873,0.9323128845785873
distribution_distance,declined_proposer_net_surplus,wasserstein_1d,0.365074404204425,0.35101827959373694,0.1927581022713885,0.5639905034593018,2,1.67146386657926,1.67146386657926
distribution_distance,accepted_trade_ratio,wasserstein_1d,0.08404759510632143,0.07913707285388541,0.04774232857686216,0.12361858094919904,2,0.4119764222244282,0.4119764222244282
distribution_distance,declined_trade_ratio,wasserstein_1d,0.07505735163091332,0.07015147128513975,0.04077912597129374,0.12137840239438187,2,0.4473961192806876,0.4473961192806876
distribution_distance,final_total_surplus,wasserstein_1d,1.897190789473684,1.7808740601503759,1.184508145363408,2.9510800438596476,2,4.068843984962405,4.068843984962405
distribution_distance,mean_player_final_surplus,wasserstein_1d,0.6323969298245613,0.5936246867167919,0.3948360484544694,0.983693347953216,2,1.3562813283208017,1.3562813283208017
