tag,mpcr_bin,cluster_id,proportion,n_in_bin
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",6,0.1111111111111111,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",7,0.12012012012012012,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",8,0.07807807807807808,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",9,0.04504504504504504,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",10,0.08408408408408409,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",11,0.06606606606606606,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",12,0.042042042042042045,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",13,0.05105105105105105,333
RESPONSE_TO_OTHERS_OUTCOME,"(0.59, 0.7]",14,0.03303303303303303,333
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",0,0.07142857142857142,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",1,0.07692307692307693,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",2,0.08241758241758242,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",3,0.07142857142857142,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",4,0.09340659340659341,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",5,0.054945054945054944,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",6,0.0989010989010989,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",7,0.04395604395604396,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",8,0.054945054945054944,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",9,0.06043956043956044,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",10,0.01098901098901099,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",11,0.038461538461538464,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",12,0.0989010989010989,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",13,0.09340659340659341,182
RESPONSE_TO_PUNISHER,"(0.059, 0.2]",14,0.04945054945054945,182
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",0,0.023255813953488372,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",1,0.03488372093023256,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",2,0.040697674418604654,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",3,0.03488372093023256,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",4,0.08139534883720931,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",5,0.09883720930232558,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",6,0.06395348837209303,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",7,0.12209302325581395,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",8,0.05813953488372093,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",9,0.06976744186046512,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",10,0.029069767441860465,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",11,0.0755813953488372,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",12,0.05232558139534884,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",13,0.09302325581395349,172
RESPONSE_TO_PUNISHER,"(0.2, 0.32]",14,0.12209302325581395,172
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",0,0.048484848484848485,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",1,0.10303030303030303,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",2,0.048484848484848485,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",3,0.04242424242424243,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",4,0.04242424242424243,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",5,0.07878787878787878,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",6,0.09090909090909091,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",7,0.09090909090909091,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",8,0.09696969696969697,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",9,0.09696969696969697,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",10,0.03636363636363636,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",11,0.06666666666666667,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",12,0.05454545454545454,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",13,0.03636363636363636,165
RESPONSE_TO_PUNISHER,"(0.32, 0.46]",14,0.06666666666666667,165
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",0,0.04430379746835443,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",1,0.05063291139240506,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",2,0.03164556962025317,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",3,0.0379746835443038,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",4,0.03164556962025317,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",5,0.06329113924050633,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",6,0.0189873417721519,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",7,0.08860759493670886,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",8,0.0759493670886076,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",9,0.13924050632911392,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",10,0.13924050632911392,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",11,0.10759493670886076,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",12,0.06329113924050633,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",13,0.03164556962025317,158
RESPONSE_TO_PUNISHER,"(0.46, 0.578]",14,0.0759493670886076,158
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",0,0.1411764705882353,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",1,0.11176470588235295,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",2,0.07058823529411765,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",3,0.052941176470588235,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",4,0.06470588235294118,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",5,0.07647058823529412,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",6,0.03529411764705882,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",7,0.08235294117647059,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",8,0.07647058823529412,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",9,0.052941176470588235,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",10,0.058823529411764705,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",11,0.052941176470588235,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",12,0.03529411764705882,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",13,0.052941176470588235,170
RESPONSE_TO_PUNISHER,"(0.578, 0.7]",14,0.03529411764705882,170
RESPONSE_TO_REWARDER,"(0.069, 0.18]",0,0.0893854748603352,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",1,0.0782122905027933,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",2,0.05027932960893855,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",3,0.07262569832402235,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",4,0.0670391061452514,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",5,0.1005586592178771,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",6,0.05027932960893855,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",7,0.027932960893854747,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",8,0.05027932960893855,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",9,0.07262569832402235,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",10,0.03910614525139665,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",11,0.12290502793296089,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",12,0.08379888268156424,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",13,0.0446927374301676,179
RESPONSE_TO_REWARDER,"(0.069, 0.18]",14,0.05027932960893855,179
RESPONSE_TO_REWARDER,"(0.18, 0.34]",0,0.045454545454545456,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",1,0.017045454545454544,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",2,0.11931818181818182,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",3,0.11931818181818182,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",4,0.07954545454545454,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",5,0.10795454545454546,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",6,0.07954545454545454,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",7,0.045454545454545456,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",8,0.045454545454545456,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",9,0.09659090909090909,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",10,0.07954545454545454,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",11,0.07386363636363637,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",12,0.017045454545454544,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",13,0.03977272727272727,176
RESPONSE_TO_REWARDER,"(0.18, 0.34]",14,0.03409090909090909,176
RESPONSE_TO_REWARDER,"(0.34, 0.45]",0,0.1165644171779141,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",1,0.018404907975460124,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",2,0.04294478527607362,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",3,0.049079754601226995,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",4,0.006134969325153374,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",5,0.06748466257668712,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",6,0.03067484662576687,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",7,0.0,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",8,0.12269938650306748,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",9,0.0736196319018405,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",10,0.06748466257668712,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",11,0.09202453987730061,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",12,0.06134969325153374,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",13,0.15950920245398773,163
RESPONSE_TO_REWARDER,"(0.34, 0.45]",14,0.09202453987730061,163
RESPONSE_TO_REWARDER,"(0.45, 0.56]",0,0.17058823529411765,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",1,0.03529411764705882,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",2,0.058823529411764705,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",3,0.09411764705882353,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",4,0.01764705882352941,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",5,0.03529411764705882,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",6,0.08235294117647059,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",7,0.01764705882352941,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",8,0.10588235294117647,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",9,0.023529411764705882,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",10,0.07058823529411765,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",11,0.07647058823529412,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",12,0.08823529411764706,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",13,0.1,170
RESPONSE_TO_REWARDER,"(0.45, 0.56]",14,0.023529411764705882,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",0,0.07647058823529412,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",1,0.052941176470588235,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",2,0.058823529411764705,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",3,0.023529411764705882,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",4,0.052941176470588235,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",5,0.052941176470588235,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",6,0.047058823529411764,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",7,0.1,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",8,0.09411764705882353,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",9,0.08235294117647059,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",10,0.058823529411764705,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",11,0.07058823529411765,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",12,0.047058823529411764,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",13,0.07058823529411765,170
RESPONSE_TO_REWARDER,"(0.56, 0.7]",14,0.11176470588235295,170
REWARD,"(0.069, 0.22]",0,0.061068702290076333,393
REWARD,"(0.069, 0.22]",1,0.035623409669211195,393
REWARD,"(0.069, 0.22]",2,0.061068702290076333,393
REWARD,"(0.069, 0.22]",3,0.06870229007633588,393
REWARD,"(0.069, 0.22]",4,0.035623409669211195,393
REWARD,"(0.069, 0.22]",5,0.08142493638676845,393
REWARD,"(0.069, 0.22]",6,0.08651399491094147,393
REWARD,"(0.069, 0.22]",7,0.04580152671755725,393
REWARD,"(0.069, 0.22]",8,0.06361323155216285,393
REWARD,"(0.069, 0.22]",9,0.07888040712468193,393
REWARD,"(0.069, 0.22]",10,0.06615776081424936,393
REWARD,"(0.069, 0.22]",11,0.0737913486005089,393
REWARD,"(0.069, 0.22]",12,0.09414758269720101,393
REWARD,"(0.069, 0.22]",13,0.09923664122137404,393
REWARD,"(0.069, 0.22]",14,0.04834605597964377,393
REWARD,"(0.22, 0.34]",0,0.07848837209302326,344
REWARD,"(0.22, 0.34]",1,0.05813953488372093,344
REWARD,"(0.22, 0.34]",2,0.0872093023255814,344
REWARD,"(0.22, 0.34]",3,0.061046511627906974,344
REWARD,"(0.22, 0.34]",4,0.04941860465116279,344
REWARD,"(0.22, 0.34]",5,0.09302325581395349,344
REWARD,"(0.22, 0.34]",6,0.08139534883720931,344
REWARD,"(0.22, 0.34]",7,0.03488372093023256,344
REWARD,"(0.22, 0.34]",8,0.05813953488372093,344
REWARD,"(0.22, 0.34]",9,0.029069767441860465,344
REWARD,"(0.22, 0.34]",10,0.055232558139534885,344
REWARD,"(0.22, 0.34]",11,0.0755813953488372,344
REWARD,"(0.22, 0.34]",12,0.10465116279069768,344
REWARD,"(0.22, 0.34]",13,0.05813953488372093,344
REWARD,"(0.22, 0.34]",14,0.0755813953488372,344
REWARD,"(0.34, 0.46]",0,0.11576354679802955,406
REWARD,"(0.34, 0.46]",1,0.06403940886699508,406
REWARD,"(0.34, 0.46]",2,0.06403940886699508,406
REWARD,"(0.34, 0.46]",3,0.059113300492610835,406
REWARD,"(0.34, 0.46]",4,0.014778325123152709,406
REWARD,"(0.34, 0.46]",5,0.06157635467980296,406
REWARD,"(0.34, 0.46]",6,0.07389162561576355,406
REWARD,"(0.34, 0.46]",7,0.04433497536945813,406
REWARD,"(0.34, 0.46]",8,0.05172413793103448,406
REWARD,"(0.34, 0.46]",9,0.03940886699507389,406
REWARD,"(0.34, 0.46]",10,0.0665024630541872,406
REWARD,"(0.34, 0.46]",11,0.06896551724137931,406
REWARD,"(0.34, 0.46]",12,0.10098522167487685,406
REWARD,"(0.34, 0.46]",13,0.06157635467980296,406
REWARD,"(0.34, 0.46]",14,0.11330049261083744,406
REWARD,"(0.46, 0.59]",0,0.08719346049046321,367
REWARD,"(0.46, 0.59]",1,0.1008174386920981,367
REWARD,"(0.46, 0.59]",2,0.07356948228882834,367
REWARD,"(0.46, 0.59]",3,0.04904632152588556,367
REWARD,"(0.46, 0.59]",4,0.02997275204359673,367
REWARD,"(0.46, 0.59]",5,0.1553133514986376,367
REWARD,"(0.46, 0.59]",6,0.0326975476839237,367
REWARD,"(0.46, 0.59]",7,0.07356948228882834,367
REWARD,"(0.46, 0.59]",8,0.04087193460490463,367
REWARD,"(0.46, 0.59]",9,0.07901907356948229,367
REWARD,"(0.46, 0.59]",10,0.04087193460490463,367
REWARD,"(0.46, 0.59]",11,0.04087193460490463,367
REWARD,"(0.46, 0.59]",12,0.043596730245231606,367
REWARD,"(0.46, 0.59]",13,0.0681198910081744,367
REWARD,"(0.46, 0.59]",14,0.08446866485013624,367
REWARD,"(0.59, 0.7]",0,0.08852459016393442,305
REWARD,"(0.59, 0.7]",1,0.07213114754098361,305
REWARD,"(0.59, 0.7]",2,0.03278688524590164,305
REWARD,"(0.59, 0.7]",3,0.09836065573770492,305
REWARD,"(0.59, 0.7]",4,0.013114754098360656,305
REWARD,"(0.59, 0.7]",5,0.04590163934426229,305
REWARD,"(0.59, 0.7]",6,0.05901639344262295,305
REWARD,"(0.59, 0.7]",7,0.05901639344262295,305
REWARD,"(0.59, 0.7]",8,0.04918032786885246,305
REWARD,"(0.59, 0.7]",9,0.09508196721311475,305
REWARD,"(0.59, 0.7]",10,0.04262295081967213,305
REWARD,"(0.59, 0.7]",11,0.04590163934426229,305
REWARD,"(0.59, 0.7]",12,0.10491803278688525,305
REWARD,"(0.59, 0.7]",13,0.06885245901639345,305
REWARD,"(0.59, 0.7]",14,0.12459016393442623,305
