metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.38866051225099363,0.45665758702247106,0.18461538461538465
final_total_contribution_rate,40,0.31799546943405665,0.36803123345154143,0.269243398204167
first_round_normalized_efficiency,40,0.07830794032972617,0.0970113584301988,0.6146341463414635
first_round_total_contribution_rate,40,0.0538232289153342,0.06623304476405689,0.750809214130064
mean_round_normalized_efficiency,40,0.20594728605244028,0.2534344987450353,0.07448754640212842
mean_total_contribution_rate,40,0.15948572547138368,0.20356163490886742,0.21248651461060564
