model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
elastic_net,5,94.0818,0.8864673495292663,0.0037360547401201925,0.8372904896736145,0.0052724100899714035,0.9065151453018189,0.0017541097138362824,0.06922464668750763,0.005742631861165993,0.010875697507914187,0.007723841456323558,0.04561188059049784,0.018250542998232425,0.00013950362044852228,4.340846278261477e-06
mlp,5,202.35312,0.7636926651000977,0.008503209916645046,0.8313213229179383,0.003943615370132025,0.9065151453018189,0.0017541097138362824,0.07519383728504181,0.004360382363081174,0.010840252226567267,0.009672802748927062,0.038038437582272225,0.009737142582079202,0.00033192833070643245,1.8182892074147912e-05
