style_source,eval_granularity,model,n_splits,r2_win_rate,r2_oos_train_mean_win_rate,rmse_win_rate,mae_win_rate,r2_rmse_win_rate,all3_win_rate,mean_delta_r2,mean_delta_r2_oos_train_mean,mean_delta_rmse,mean_delta_mae,median_delta_r2,median_delta_r2_oos_train_mean,median_delta_rmse,median_delta_mae
oracle,config_treatment,linear,2,1.0,1.0,1.0,1.0,1.0,1.0,0.4674014347324144,0.4535609902233465,-0.017008355930658796,-0.011690821634522418,0.4674014347324144,0.4535609902233465,-0.017008355930658796,-0.011690821634522418
oracle,config_treatment,ridge,2,1.0,1.0,1.0,1.0,1.0,1.0,0.39137245441804214,0.37978245648789777,-0.014348993474756912,-0.009925993194010416,0.39137245441804214,0.37978245648789777,-0.014348993474756912,-0.009925993194010416
oracle,game,linear,2,1.0,1.0,1.0,1.0,1.0,1.0,0.2763073746371554,0.2729360369151642,-0.019128648805834765,-0.017769330891734852,0.2763073746371554,0.2729360369151642,-0.019128648805834765,-0.017769330891734852
oracle,game,ridge,2,1.0,1.0,1.0,1.0,1.0,1.0,0.27225450416525204,0.26898222748255113,-0.019002088598778735,-0.01773968912468807,0.27225450416525204,0.26898222748255113,-0.019002088598778735,-0.01773968912468807
synthetic,config_treatment,linear,2,1.0,1.0,1.0,1.0,1.0,1.0,0.14453259589130152,0.14035229955393225,-0.004920951717166035,-0.0016979543116637519,0.14453259589130152,0.14035229955393225,-0.004920951717166035,-0.0016979543116637519
synthetic,config_treatment,ridge,2,1.0,1.0,1.0,1.0,1.0,1.0,0.08718190086303257,0.08477841432776845,-0.003003122489885962,-0.0021098924322476773,0.08718190086303257,0.08477841432776845,-0.003003122489885962,-0.0021098924322476773
synthetic,game,linear,2,1.0,1.0,1.0,1.0,1.0,1.0,0.04318519608059734,0.04269011924402,-0.0028408240576971305,-0.0018960217488463924,0.04318519608059734,0.04269011924402,-0.0028408240576971305,-0.0018960217488463924
synthetic,game,ridge,2,1.0,1.0,1.0,1.0,1.0,1.0,0.032574061847752356,0.032195826252868986,-0.002151425938027446,-0.0012399867562873923,0.032574061847752356,0.032195826252868986,-0.002151425938027446,-0.0012399867562873923
