metric_id,metric_label,variable_code,cond1_label,cond2_label,direction,cond1_mean,cond1_sd,cond1_n,cond2_mean,cond2_sd,cond2_n,effect,supports_direction
trust_in_llm,Less trust in LLM,TGSender_raw,AgainstAI,AgainstHuman,less,0.6581632653061225,0.47553984855816145,196,0.8112244897959183,0.39233231676958524,196,-0.15306122448979587,True
trustworthy_against_llm,Less trustworthy against LLM,TGReceiver_raw,AgainstAI,AgainstHuman,less,2.204081632653061,1.1273675593233805,196,2.413265306122449,1.1175190245706528,196,-0.20918367346938815,True
pd_against_llm,Less cooperation in PD,PD_raw,AgainstAI,AgainstHuman,less,0.7295918367346939,0.4453081177430871,196,0.8571428571428571,0.3508232077228114,196,-0.12755102040816324,True
sh_against_llm,Less cooperation in SH,SH_raw,AgainstAI,AgainstHuman,less,0.7448979591836735,0.4370348689907507,196,0.8163265306122449,0.3882092688495753,196,-0.0714285714285714,True
coordination_against_llm,Less predictability in C,Earth,AgainstAI,AgainstHuman,less,0.9948979591836735,0.07142857142857144,196,1.0,0.0,196,-0.005102040816326481,True
ug_offer_against_llm,Lower offers against LLM,UGProposer_raw,AgainstAI,AgainstHuman,less,4.025510204081633,1.1297207482940692,196,4.494897959183674,1.050018065678979,196,-0.46938775510204067,True
ug_threshold_against_llm,Tolerate less inequality,UGResponder_raw,AgainstAI,AgainstHuman,less,1.9846938775510203,1.2668436076806413,196,2.2806122448979593,1.319608190744534,196,-0.295918367346939,True
