metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.41354161288160274,0.5055262317525993,0.17902045727093555
final_total_contribution_rate,40,0.38015861537680784,0.4572993280133955,0.28373053605204873
first_round_normalized_efficiency,40,0.15810114303665102,0.18093052084217912,0.053283302063789874
first_round_total_contribution_rate,40,0.14989484084385402,0.1740957102150317,0.06314209323455583
mean_round_normalized_efficiency,40,0.19155870657955454,0.2466475658326952,0.05609756097560976
mean_total_contribution_rate,40,0.15908711525953714,0.20415239885668135,0.20393996247654786
