metric,n,mean_diff,request_se,bootstrap_ci_low,bootstrap_ci_high,paired_sign_p,game_id_cluster_ci_low,game_id_cluster_ci_high,persona_pid_cluster_ci_low,persona_pid_cluster_ci_high
mean_contribution_rate,1280,0.11268753450947959,0.003083381440878433,0.10681400494388986,0.1187319737240047,1.783162283397073e-181,0.081384227903404,0.1455639428274662,0.10941599850306867,0.11569704489474822
full_contribution_rate,1280,0.12503058707177578,0.004079694564871216,0.11702276752011248,0.13311533485407687,6.185389090417875e-130,0.08476238069901224,0.16524414503407633,0.12049053339523266,0.1293490677842857
zero_contribution_rate,1280,-0.07742832180886064,0.0027685562905905843,-0.08288185413381946,-0.07208812444159278,7.575041270327257e-201,-0.10882615942848459,-0.049414433097980964,-0.0793941940034459,-0.07535029226278359
contribution_sd,1280,-1.5066194119889584,0.054579035116006196,-1.6121722211643035,-1.3995206004873917,6.317204741042979e-82,-2.034201286536894,-0.9938426346221081,-1.5999356217181078,-1.4077082416924782
messages_per_round,1280,0.0855048312609998,0.004914148910961136,0.07582473985335718,0.09516488713435031,9.43880489101915e-66,0.041025236875817994,0.1385473617630309,0.07881734696158174,0.09159197007843344
reward_given_round_rate,1280,0.06487102352617322,0.004368624357101922,0.05621449976441655,0.073491509686517,1.1470956368383591e-27,0.024137201899316396,0.11092281682687008,0.05852866613802434,0.07093444246073644
punish_given_round_rate,1280,0.010892422754198734,0.0024117629526806466,0.006221372843005322,0.01564042898047179,0.30559473291089373,-0.0032336531222366006,0.02759729414779922,0.0032443960137222274,0.01872931294515281
punish_received_round_rate,1280,-0.030513754858006066,0.0018957987233534598,-0.034269696525581754,-0.026800698484934982,2.828376156801965e-59,-0.050639360767550316,-0.012563352106072385,-0.031824028736527434,-0.02916532937734376
