n_questions_evaluated,mean_accuracy,mean_mad,mean_correlation,median_correlation,n_significant_correlations,n_participants,mode
14,0.5728571428571428,0.737142857142857,0.3117378377743367,0.3388080040439736,10,100,archetype
14,0.61,0.6507142857142857,0.39484701397226,0.43251665596837263,8,100,demographics_only
14,0.5671428571428571,0.7257142857142854,0.2996824949190852,0.365167471231163,9,100,random_archetype
