metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.22436077862682235,0.19734462329835423,-4.99944985642999,31
punishment_rate,0.20411766233365503,0.12185733628292802,-4.903728866691019,31
reward_rate,0.22427984936189416,0.15221620513209122,-2.1880266107351853,31
normalized_efficiency,0.35913415148261946,0.2876416874487724,-11.400290157697274,31
