style_source,eval_granularity,model,n_splits,r2_win_rate,rmse_win_rate,mae_win_rate,r2_rmse_win_rate,all3_win_rate,mean_delta_r2,mean_delta_rmse,mean_delta_mae,median_delta_r2,median_delta_rmse,median_delta_mae
oracle,config_treatment,linear,1,0.0,0.0,0.0,0.0,0.0,-0.001256880460732912,3.580757458235273e-05,0.005610361566467215,-0.001256880460732912,3.580757458235273e-05,0.005610361566467215
oracle,config_treatment,ridge,1,1.0,1.0,0.0,1.0,0.0,0.07524528546110121,-0.0023013313404731117,0.0023561565024084186,0.07524528546110121,-0.0023013313404731117,0.0023561565024084186
oracle,game,linear,1,1.0,1.0,1.0,1.0,1.0,0.06523737332899193,-0.007562723728022747,-0.0116032139942365,0.06523737332899193,-0.007562723728022747,-0.0116032139942365
oracle,game,ridge,1,1.0,1.0,1.0,1.0,1.0,0.07325472073246186,-0.008689726110869822,-0.012143461065686256,0.07325472073246186,-0.008689726110869822,-0.012143461065686256
synthetic,config_treatment,linear,1,1.0,1.0,1.0,1.0,1.0,0.26953440932469297,-0.007822775877398352,-0.007251989284153354,0.26953440932469297,-0.007822775877398352,-0.007251989284153354
synthetic,config_treatment,ridge,1,1.0,1.0,1.0,1.0,1.0,0.32759468909460576,-0.010222842316497338,-0.007083235954092326,0.32759468909460576,-0.010222842316497338,-0.007083235954092326
synthetic,game,linear,1,1.0,1.0,1.0,1.0,1.0,0.0024917690995005515,-0.00028541071251481087,-6.786061921293385e-05,0.0024917690995005515,-0.00028541071251481087,-6.786061921293385e-05
synthetic,game,ridge,1,1.0,1.0,1.0,1.0,1.0,0.02933441788122315,-0.003449020600335473,-0.0022305780791215812,0.02933441788122315,-0.003449020600335473,-0.0022305780791215812
