model,folds_ok,fit_eval_seconds_mean,pred_true_cosine_mean_mean,pred_true_cosine_mean_std,retrieved_true_cosine_mean_mean,retrieved_true_cosine_mean_std,oracle_true_cosine_mean_mean,oracle_true_cosine_mean_std,retrieval_cosine_regret_mean_mean,retrieval_cosine_regret_mean_std,oracle_hit_at_1_mean,oracle_hit_at_1_std,oracle_hit_at_5_mean,oracle_hit_at_5_std,embedding_mse_mean_mean,embedding_mse_mean_std
elastic_net,5,5.243639999999999,0.9280627012252808,0.001499737161710338,0.8940197348594665,0.0028483402337581626,0.943955147266388,0.0014359515465322483,0.049935432523489,0.00268891430191032,0.016,0.012409673645990858,0.049999999999999996,0.01414213562373095,9.03520209249109e-05,1.8408606829479266e-06
mlp,5,233.54666000000003,0.8344226598739624,0.004752627158092249,0.8894035339355468,0.0037838699156935098,0.943955147266388,0.0014359515465322483,0.05455161184072495,0.003301068308352212,0.006,0.007348469228349534,0.032,0.0116619037896906,0.0002339242782909423,1.410198015531399e-05
