style_source,eval_granularity,model,n_splits,r2_win_rate,rmse_win_rate,mae_win_rate,r2_rmse_win_rate,all3_win_rate,mean_delta_r2,mean_delta_rmse,mean_delta_mae,median_delta_r2,median_delta_rmse,median_delta_mae
oracle,config_treatment,linear,18,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.6111111111111112,0.34621977282683336,-0.015992334390906034,-0.013146132134445696,0.21265646931708343,-0.00909589106566885,-0.0119906261135551
oracle,config_treatment,ridge,18,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.26268616020659696,-0.013580851820900457,-0.011512515599579306,0.16254005992998455,-0.00820575400251405,-0.010601709848375749
oracle,game,linear,18,0.8333333333333334,0.8333333333333334,0.9444444444444444,0.8333333333333334,0.8333333333333334,0.16492976129210782,-0.017922175804409936,-0.01696396028863456,0.10360429473167765,-0.0103542380838345,-0.012355195442637499
oracle,game,ridge,18,0.8888888888888888,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.14185862533070695,-0.017135099744403012,-0.01746520320987742,0.0915223154130418,-0.00860589543016735,-0.012867556237827
synthetic,config_treatment,linear,18,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.5555555555555556,-0.10993101369566499,0.0021146537878333664,0.0010816549923057777,0.0130017909025136,-0.00043852913788555,-0.00368622508185645
synthetic,config_treatment,ridge,18,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.7222222222222222,0.6666666666666666,0.053842820129013494,-0.003372741419981756,-0.002985150550075011,0.05217276470371855,-0.00260252845392435,-0.0026878714365959
synthetic,game,linear,18,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.4444444444444444,-0.034486362107214105,0.0024577942896755996,0.0033058900707578,0.00964352047410395,-0.0011963162677173,-0.00022392690273325002
synthetic,game,ridge,18,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.7777777777777778,0.5555555555555556,0.0008949708073232843,-0.0006359764317564955,0.00028743771525543103,0.014816827047853599,-0.00153954920754135,-0.0009190230659321501
