factor,direction,split,style_source,eval_granularity,model,k_clusters,baseline_r2,augmented_r2,delta_r2,baseline_rmse,augmented_rmse,delta_rmse,baseline_mae,augmented_mae,delta_mae,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae,win_r2,win_rmse,win_mae,win_r2_rmse,win_all
reward_exists,true_to_false,reward_exists/true_to_false,oracle,config_treatment,linear,12,-0.1447999189707929,0.2817062731331224,0.4265061921039154,0.1479712732225937,0.1172097264883907,-0.0307615467342029,0.115174888497391,0.0993547737995893,-0.0158201146978016,96,18,0.0,0.0,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,game,ridge,4,0.0199182560146471,0.0470534957870867,0.0271352397724395,0.2670270377028709,0.2633045407430998,-0.0037224969597711,0.1939268764255175,0.2034436167339342,0.0095167403084167,97,112,0.2828943108980219,0.2077525003924515,True,True,False,True,False
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,game,linear,4,-0.0071027378735342,0.0205684552824733,0.0276711931560075,0.2706829970172505,0.2669384483629459,-0.0037445486543046,0.1946713645595235,0.208632352772334,0.0139609882128104,97,112,0.2828943108980219,0.2077525003924515,True,True,False,True,False
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,config_treatment,ridge,4,-0.1085767306218867,-0.1348269272033584,-0.0262501965814716,0.1456114393717402,0.1473253331380482,0.001713893766308,0.1133239336168794,0.1179096092076658,0.0045856755907864,96,18,0.2828943108980219,0.2077525003924515,False,False,False,False,False
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,config_treatment,linear,4,-0.1447999189707929,-0.1879699420241434,-0.0431700230533504,0.1479712732225937,0.1507354291906284,0.0027641559680347,0.115174888497391,0.1195014266195378,0.0043265381221467,96,18,0.2828943108980219,0.2077525003924515,False,False,False,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,game,ridge,8,-0.1286019061672774,0.0822327980042928,0.2108347041715702,0.3021229747908154,0.2724454938334835,-0.0296774809573318,0.2263981774526727,0.1973857431038062,-0.0290124343488665,100,180,0.0,0.0,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,game,linear,8,-0.180998512406286,0.0819863885791192,0.2629849009854053,0.3090566108744241,0.2724820655435404,-0.0365745453308837,0.2308336120310575,0.196598781710378,-0.0342348303206795,100,180,0.0,0.0,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,config_treatment,ridge,4,-0.2682095916412517,-0.0415013089219886,0.226708282719263,0.152572793639988,0.1382647560190108,-0.0143080376209772,0.1278393320682742,0.1128098803031708,-0.0150294517651033,98,28,0.0,0.0,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,config_treatment,linear,8,-0.4481157666568722,-0.0705258694539192,0.377589897202953,0.1630358915029688,0.1401780986069753,-0.0228577928959934,0.1337047307542067,0.1144200544414254,-0.0192846763127813,98,28,0.0,0.0,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,game,ridge,4,-0.1286019061672774,-0.1472993887876641,-0.0186974826203867,0.3021229747908154,0.3046153214932043,0.0024923467023889,0.2263981774526727,0.2307029957103795,0.0043048182577067,100,180,0.2560975230758525,0.1820422791893169,False,False,False,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,game,linear,4,-0.180998512406286,-0.2858788455338226,-0.1048803331275365,0.3090566108744241,0.3224878733640509,0.0134312624896267,0.2308336120310575,0.2443699417787787,0.0135363297477211,100,180,0.2560975230758525,0.1820422791893169,False,False,False,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,config_treatment,ridge,4,-0.2682095916412517,-0.282534669723895,-0.0143250780826433,0.152572793639988,0.1534320679638006,0.0008592743238126,0.1278393320682742,0.12735939845745,-0.0004799336108241,98,28,0.2560975230758525,0.1820422791893169,False,False,True,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,config_treatment,linear,4,-0.4481157666568722,-0.7231563749489751,-0.2750406082921028,0.1630358915029688,0.177845928488102,0.0148100369851332,0.1337047307542067,0.1401723296888955,0.0064675989346887,98,28,0.2560975230758525,0.1820422791893169,False,False,False,False,False
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,game,ridge,6,0.0237988218263334,0.1238581916883047,0.1000593698619712,0.1788887137811964,0.1694729854662906,-0.0094157283149058,0.1464016574730103,0.1349042611955488,-0.0114973962774615,114,69,0.0,0.0,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,game,linear,16,-0.0329470004158332,0.0736814562899726,0.1066284567058059,0.1840146064373914,0.1742582935481487,-0.0097563128892426,0.1483914541523246,0.1418455695762055,-0.0065458845761191,114,69,0.0,0.0,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,config_treatment,ridge,8,-0.5890892341912894,-0.4447713294493993,0.1443179047418901,0.1296468202475003,0.1236195858533495,-0.0060272343941507,0.1017109144645795,0.094467526770644,-0.0072433876939355,108,12,0.0,0.0,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,config_treatment,linear,8,-1.091653905747854,-0.8518535444411182,0.2398003613067358,0.1487416654176833,0.1399558465407974,-0.0087858188768859,0.1141018268583281,0.1076505420650624,-0.0064512847932656,108,12,0.0,0.0,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,game,ridge,6,0.0237988218263334,0.0439117252742456,0.0201129034479122,0.1788887137811964,0.1770362793744156,-0.0018524344067808,0.1464016574730103,0.1428469078369848,-0.0035547496360255,114,69,0.2120001161945248,0.1449965629700812,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,game,linear,4,-0.0329470004158332,-0.05069950823932,-0.0177525078234868,0.1840146064373914,0.1855891327112292,0.0015745262738378,0.1483914541523246,0.1489666240806615,0.0005751699283368,114,69,0.267995561956036,0.2019664993960799,False,False,False,False,False
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,config_treatment,ridge,6,-0.5890892341912894,-0.5391043993338027,0.0499848348574867,0.1296468202475003,0.1275915069182879,-0.0020553133292124,0.1017109144645795,0.0957892573557278,-0.0059216571088517,108,12,0.2120001161945248,0.1449965629700812,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,config_treatment,linear,4,-1.091653905747854,-1.1547785661271024,-0.0631246603792483,0.1487416654176833,0.1509694421810029,0.0022277767633196,0.1141018268583281,0.1119329741377101,-0.002168852720618,108,12,0.267995561956036,0.2019664993960799,False,False,True,False,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,game,ridge,4,-0.0901666816355695,-0.1041988978807808,-0.0140322162452113,0.2883038333876891,0.2901533701343533,0.0018495367466641,0.2167912172382284,0.2238779468700082,0.0070867296317798,100,173,0.0,0.0,False,False,False,False,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,game,linear,4,-0.0944482884192114,-0.121377996841173,-0.0269297084219615,0.2888694322177657,0.2924017582487986,0.0035323260310328,0.21792324197564,0.2266912255699872,0.0087679835943471,100,173,0.0,0.0,False,False,False,False,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,config_treatment,ridge,4,-1.1481002199674544,-1.6109083120603205,-0.4628080920928661,0.1795526279450797,0.1979521880300672,0.0183995600849875,0.1468413487352919,0.1566965889897927,0.0098552402545008,98,26,0.0,0.0,False,False,False,False,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,config_treatment,linear,4,-1.2900815808760528,-1.9305705337710988,-0.6404889528950459,0.1853915660035211,0.2097203555690877,0.0243287895655665,0.1523277628968263,0.1659734633275895,0.0136457004307632,98,26,0.0,0.0,False,False,False,False,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,game,ridge,12,-0.0901666816355695,-0.0537039436000346,0.0364627380355349,0.2883038333876891,0.2834413888310569,-0.0048624445566322,0.2167912172382284,0.216720256379525,-7.096085870333946e-05,100,173,0.1849715026592025,0.1040577579691609,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,game,linear,12,-0.0944482884192114,-0.075778600469371,0.0186696879498404,0.2888694322177657,0.2863949891072425,-0.0024744431105231,0.21792324197564,0.2218448000445716,0.0039215580689316,100,173,0.1849715026592025,0.1040577579691609,True,True,False,True,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,config_treatment,ridge,12,-1.1481002199674544,-0.9906061884975206,0.1574940314699338,0.1795526279450797,0.17284513933211,-0.0067074886129696,0.1468413487352919,0.1426962521455239,-0.0041450965897679,98,26,0.1849715026592025,0.1040577579691609,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,config_treatment,linear,6,-1.2900815808760528,-1.4250424068268202,-0.1349608259507673,0.1853915660035211,0.1907761872002255,0.0053846211967044,0.1523277628968263,0.1622236450285755,0.0098958821317491,98,26,0.2335115709013567,0.158627703253091,False,False,False,False,False
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,game,ridge,6,-0.0623881200935469,0.1052412444163081,0.1676293645098551,0.2292255985276827,0.2103654874379446,-0.0188601110897381,0.1722257242089102,0.1487595178972674,-0.0234662063116428,114,76,0.0,0.0,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,game,linear,6,-0.1170317128577584,0.0238913917698604,0.1409231046276189,0.2350467573144564,0.2197205026901521,-0.0153262546243043,0.1761317587663174,0.1568899143044989,-0.0192418444618185,114,76,0.0,0.0,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,config_treatment,ridge,10,-0.447282427889454,-0.156700699808953,0.290581728080501,0.1480337583115105,0.1323410633416085,-0.015692694969902,0.1270478398345381,0.1086169430384865,-0.0184308967960515,108,14,0.0,0.0,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,config_treatment,linear,10,-0.6241817599966171,-0.2676078449738635,0.3565739150227536,0.1568199947994879,0.1385404454823737,-0.0182795493171142,0.1346481369454637,0.1172119861717731,-0.0174361507736905,108,14,0.0,0.0,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,game,ridge,4,-0.0623881200935469,-0.061538310694011,0.0008498093995359,0.2292255985276827,0.2291339008537699,-9.169767391281614e-05,0.1722257242089102,0.1729628261080598,0.0007371018991495,114,76,0.2667021372574237,0.1930128967576444,True,True,False,True,False
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,game,linear,4,-0.1170317128577584,-0.1104401185754924,0.006591594282266,0.2350467573144564,0.2343522267732101,-0.0006945305412463,0.1761317587663174,0.1746792957543172,-0.0014524630120002,114,76,0.2667021372574237,0.1930128967576444,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,config_treatment,ridge,4,-0.447282427889454,-0.4274040292769006,0.0198783986125534,0.1480337583115105,0.1470136227849896,-0.0010201355265209,0.1270478398345381,0.1271834018402061,0.000135562005668,108,14,0.2667021372574237,0.1930128967576444,True,True,False,True,False
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,config_treatment,linear,4,-0.6241817599966171,-0.5285293350469813,0.0956524249496357,0.1568199947994879,0.1521321523419124,-0.0046878424575754,0.1346481369454637,0.1309084763666847,-0.0037396605787789,108,14,0.2667021372574237,0.1930128967576444,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,game,ridge,8,-0.0414534625145066,0.0415317984496057,0.0829852609641124,0.1917000583255813,0.1839039957801523,-0.0077960625454289,0.1526013725968925,0.1466156685770289,-0.0059857040198635,114,125,0.0,0.0,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,game,linear,8,-0.0972856344090851,0.0111809170869119,0.108466551495997,0.1967714824949502,0.1867930573366901,-0.0099784251582601,0.1564440206512848,0.1487710544247452,-0.0076729662265396,114,125,0.0,0.0,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,config_treatment,ridge,8,-0.4039374599225644,-0.4112831095980898,-0.0073456496755253,0.1307643917404726,0.1311060366763027,0.00034164493583,0.094585774747153,0.1092092425851627,0.0146234678380097,110,20,0.0,0.0,False,False,False,False,False
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,config_treatment,linear,8,-0.4538195873436772,-0.4191242605309218,0.0346953268127554,0.133067155978137,0.1314697476262039,-0.0015974083519331,0.0963136823948668,0.1115586511531855,0.0152449687583186,110,20,0.0,0.0,True,True,False,True,False
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,game,ridge,4,-0.0414534625145066,-0.0392206459038446,0.0022328166106619,0.1917000583255813,0.1914944510878603,-0.000205607237721,0.1526013725968925,0.1529217205030562,0.0003203479061636,114,125,0.2441418584642182,0.1800170607213092,True,True,False,True,False
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,game,linear,4,-0.0972856344090851,-0.0797545924480187,0.0175310419610663,0.1967714824949502,0.1951932705149665,-0.0015782119799837,0.1564440206512848,0.1554806904473564,-0.0009633302039284,114,125,0.2441418584642182,0.1800170607213092,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,config_treatment,ridge,4,-0.4039374599225644,-0.4617434299694267,-0.0578059700468622,0.1307643917404726,0.1334292952676729,0.0026649035272002,0.094585774747153,0.0929391775627534,-0.0016465971843996,110,20,0.2441418584642182,0.1800170607213092,False,False,True,False,False
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,config_treatment,linear,4,-0.4538195873436772,-0.4569643378121004,-0.0031447504684232,0.133067155978137,0.1332109967116446,0.0001438407335076,0.0963136823948668,0.0915965564893905,-0.0047171259054762,110,20,0.2441418584642182,0.1800170607213092,False,False,True,False,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,game,ridge,4,0.0107417340023613,0.0332270761974373,0.022485342195076,0.3121533440122063,0.3085854089816185,-0.0035679350305878,0.2403886322543758,0.2378146832343944,-0.0025739490199813,100,124,0.0,0.0,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,game,linear,4,0.0069340941042544,0.0223004453261987,0.0153663512219442,0.3127535037829184,0.3103243515372222,-0.0024291522456961,0.2418895898612571,0.2408682950752374,-0.0010212947860196,100,124,0.0,0.0,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,config_treatment,ridge,4,-0.1175321870258212,-0.4399714640411547,-0.3224392770153335,0.1279086179487159,0.1451933511199888,0.0172847331712728,0.1075074910600799,0.1155451988037563,0.0080377077436764,96,20,0.0,0.0,False,False,False,False,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,config_treatment,linear,4,-0.1540838317052215,-0.4815648640260455,-0.3274810323208239,0.1299835711543691,0.1472753695494893,0.0172917983951201,0.108629845817452,0.1182187436490935,0.0095888978316414,96,20,0.0,0.0,False,False,False,False,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,game,ridge,4,0.0107417340023613,0.0181913142099285,0.0074495802075672,0.3121533440122063,0.3109757921658013,-0.001177551846405,0.2403886322543758,0.2382859436472715,-0.0021026886071042,100,124,0.2723943455759961,0.195502021227819,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,game,linear,4,0.0069340941042544,0.0095537904686273,0.0026196963643728,0.3127535037829184,0.3123407113063713,-0.000412792476547,0.2418895898612571,0.240593529128542,-0.0012960607327151,100,124,0.2723943455759961,0.195502021227819,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,config_treatment,ridge,4,-0.1175321870258212,-0.0631714924758708,0.0543606945499504,0.1279086179487159,0.1247588743700796,-0.0031497435786363,0.1075074910600799,0.1031415757731754,-0.0043659152869045,96,20,0.2723943455759961,0.195502021227819,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,config_treatment,linear,4,-0.1540838317052215,-0.1467310086280482,0.0073528230771733,0.1299835711543691,0.1295688381250326,-0.0004147330293365,0.108629845817452,0.1049970562325179,-0.003632789584934,96,20,0.2723943455759961,0.195502021227819,True,True,True,True,True
