metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.48728581409775246,0.5552395317295663,0.07166979362101314
final_total_contribution_rate,40,0.4210896917322263,0.4719265911549736,0.27731131884721866
first_round_normalized_efficiency,40,0.09221461429077984,0.1256634288911191,0.47917448405253293
first_round_total_contribution_rate,40,0.08189043604421894,0.10615234149231596,0.6306111925882962
mean_round_normalized_efficiency,40,0.2770221099753516,0.34048837594966097,-0.026829268292682933
mean_total_contribution_rate,40,0.231292734107035,0.28534433318425206,0.26210131332082554
