split_slug,direction,target,model_label,feature_source,k,oracle,env_val_mean_cluster_mae,env_val_avg_l1,mae,rmse,corr
player_count,high_to_low,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.07471404613214973,0.09422502999271398,0.5603353922659583
player_count,high_to_low,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.13933411969503343,0.1668845618889524,0.44156501884230115
player_count,high_to_low,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.2218189191448191,0.8872756765792763,0.0883823928349691,0.11212561421584975,0.15034502761272833
player_count,high_to_low,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.2218189191448191,0.8872756765792763,0.1346759931887661,0.16281573252424117,0.28787281080368304
player_count,high_to_low,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.07581552838790821,0.0963460810827814,0.5288971877198781
player_count,high_to_low,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.09922269092299713,0.1274819726064713,0.550100376182982
player_count,high_to_low,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.15818053002879598,0.9490831801727757,0.1360500697075557,0.15823491460393826,0.2868744302432666
player_count,high_to_low,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.15818053002879598,0.9490831801727757,0.14017921637586947,0.17230207161106964,0.35427206167875347
player_count,low_to_high,contribution_rate,ridge_config,config,,False,,,0.07085675890366286,0.08922372907727137,0.42161853721885956
player_count,low_to_high,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.05518781590678659,0.06400487010365816,0.7279577143665394
player_count,low_to_high,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.061345812528321914,0.07345704556818222,0.6692056890980332
player_count,low_to_high,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.19175569695483033,0.7670227878193213,0.06718000206459034,0.08242053014231726,0.5061225875699887
player_count,low_to_high,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.19175569695483033,0.7670227878193213,0.06891775955520663,0.08183276610757968,0.49269633964581994
player_count,low_to_high,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.03715225245172525,0.043871060054200446,0.8778964722206741
player_count,low_to_high,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.04257508701511863,0.05031486150894816,0.8425507192538412
player_count,low_to_high,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.1290039835129789,0.7740239010778736,0.08487100390737522,0.10444467912764584,0.2959763072111299
player_count,low_to_high,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.1290039835129789,0.7740239010778736,0.0788297058742336,0.09488731852626589,0.3800813203455069
player_count,low_to_high,normalized_efficiency,ridge_config,config,,False,,,0.10640461576095589,0.12588937401323175,0.5784983677372211
player_count,low_to_high,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.0997348275627212,0.13001900612231343,0.7156704425774056
player_count,low_to_high,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.11851888612726245,0.148009243610466,0.6719407165847235
player_count,low_to_high,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.19175569695483033,0.7670227878193213,0.10240051083789038,0.14058411709873195,0.23555729734791714
player_count,low_to_high,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.19175569695483033,0.7670227878193213,0.12331441903010774,0.13874946238411745,0.45966727266545704
player_count,low_to_high,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.09020857107992288,0.11347053796211384,0.717037651706734
player_count,low_to_high,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.10062799998199139,0.12031623636678522,0.7716354605074832
player_count,low_to_high,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.1290039835129789,0.7740239010778736,0.09766435096414651,0.1178431008354113,0.3364616343463406
player_count,low_to_high,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.1290039835129789,0.7740239010778736,0.10208329942638888,0.1280315564766029,0.5108452318555018
reward_exists,false_to_true,contribution_rate,ridge_config,config,,False,,,0.06934643149356096,0.09802836881026239,0.45823011421642396
reward_exists,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.0539105674812447,0.07337333589361372,0.6604608576973018
reward_exists,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.06748426279087914,0.0964172424955204,0.5358350876823422
reward_exists,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.21443788979624887,0.8577515591849956,0.05486213935380319,0.0839664120559548,0.5932331199220553
reward_exists,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.21443788979624887,0.8577515591849956,0.06589329929384591,0.09820129251128684,0.4759247106907696
reward_exists,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.16589572165145242,0.18068986514658059,0.6829319459989305
reward_exists,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.17413371868933233,0.19068896513921618,0.6349874498679088
reward_exists,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.14546778858637063,0.872806731518224,0.07161952017144578,0.09900066688885065,0.4866934551333118
reward_exists,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.14546778858637063,0.872806731518224,0.06483863985423893,0.09600504172003863,0.5094678088753405
reward_exists,false_to_true,normalized_efficiency,ridge_config,config,,False,,,0.12272538061759236,0.15247363358844795,0.40389091651557574
reward_exists,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.08336716775473563,0.09885282785046252,0.5994707414176643
reward_exists,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.13059356538474118,0.16913447457412362,0.464147183217845
reward_exists,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.21443788979624887,0.8577515591849956,0.09356731226171934,0.11547842331498072,0.33390675639087547
reward_exists,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.21443788979624887,0.8577515591849956,0.1355776080286091,0.1912685567891575,0.18912617144664293
reward_exists,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.2771996582614875,0.29297891305752355,0.5007605123958871
reward_exists,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.29867078145841913,0.31880377777296953,0.36563893037418693
reward_exists,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.14546778858637063,0.872806731518224,0.10497609225923134,0.12467743412171434,0.44647373752097286
reward_exists,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.14546778858637063,0.872806731518224,0.12595611760539158,0.15423191779889941,0.4614917472179809
reward_exists,true_to_false,contribution_rate,ridge_config,config,,False,,,0.08524155778688128,0.10336081989578862,0.17036081822871016
reward_exists,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.05852072186947911,0.0736193256928238,0.6368317517490015
reward_exists,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.07318053792083015,0.09571919443659394,0.4170091489784709
reward_exists,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.22439352702481938,0.8975741080992774,0.0804008996709753,0.09523342307736242,0.0546548172986937
reward_exists,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.22439352702481938,0.8975741080992774,0.0862412866898538,0.10002149241739962,0.0040668125683752795
reward_exists,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.05011266225970515,0.06211978202569714,0.7993886668125018
reward_exists,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.060333748772274966,0.07383836160160615,0.6406568343053135
reward_exists,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.12349603563004663,0.7409762137802798,0.10917479208821851,0.14153499436222275,0.2393267275310339
reward_exists,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.12349603563004663,0.7409762137802798,0.09033573123378628,0.10840747768108502,0.2179079073018188
reward_exists,true_to_false,normalized_efficiency,ridge_config,config,,False,,,0.10099306124886659,0.12923509633101102,0.5179036419678654
reward_exists,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.09980330797387002,0.11488792904118886,0.4797616962905446
reward_exists,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.10537877015886685,0.13090018170516335,0.480242699167766
reward_exists,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.22439352702481938,0.8975741080992774,0.10048900760007849,0.12809822568204493,0.022285517866486543
reward_exists,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.22439352702481938,0.8975741080992774,0.12291818223021732,0.14744710012362217,0.3716023415175122
reward_exists,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.07816990958209723,0.09555927991019698,0.6308906781912198
reward_exists,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.07557045487000197,0.08998892481136105,0.7497593792348858
reward_exists,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.12349603563004663,0.7409762137802798,0.1449132467200403,0.19236987130844996,0.2848600030587137
reward_exists,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.12349603563004663,0.7409762137802798,0.12962109632929547,0.16744909838792785,0.3435998568160812
show_n_rounds,false_to_true,contribution_rate,ridge_config,config,,False,,,0.06965605791289199,0.08745962185113706,0.3807057976890534
show_n_rounds,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.06514523035313309,0.07560631968495982,0.6136229388314266
show_n_rounds,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.06784067914721584,0.08636024920460571,0.43748827944901747
show_n_rounds,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.20884063886119894,0.8353625554447958,0.07385203190329577,0.08455247205024885,0.3979671047906841
show_n_rounds,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.20884063886119894,0.8353625554447958,0.073082197472403,0.0888940413069614,0.38668577970945234
show_n_rounds,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.06963881959159669,0.08816264329210599,0.5683151164707505
show_n_rounds,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.07288814793735938,0.09580879380559279,0.3705433553769515
show_n_rounds,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.1559560157093924,0.9357360942563542,0.07093738307578004,0.08773708333084455,0.4844567996686699
show_n_rounds,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.1559560157093924,0.9357360942563542,0.07384963017428402,0.09028309118836497,0.3640504255385516
show_n_rounds,false_to_true,normalized_efficiency,ridge_config,config,,False,,,0.12070127856581918,0.1434030841413407,0.3381721249753442
show_n_rounds,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.09013383111871164,0.1036448058382079,0.551286865376587
show_n_rounds,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.11606996045953864,0.14284162962168095,0.3391231815340593
show_n_rounds,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.20884063886119894,0.8353625554447958,0.08626231373724304,0.10993739748091978,0.4443800438369439
show_n_rounds,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.20884063886119894,0.8353625554447958,0.1184238089482453,0.1382943250249875,0.36656584601248016
show_n_rounds,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.08966829584177957,0.11021480094459353,0.5218285688328027
show_n_rounds,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.11325019805261127,0.13918859940850412,0.30856981325462607
show_n_rounds,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.1559560157093924,0.9357360942563542,0.08962753265124947,0.10730558528079291,0.5361739886244594
show_n_rounds,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.1559560157093924,0.9357360942563542,0.1198857774206145,0.1429896932086274,0.3210134268042215
show_n_rounds,true_to_false,contribution_rate,ridge_config,config,,False,,,0.07388918523913189,0.10216511618400227,0.48735963116136627
show_n_rounds,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.08854825728424076,0.1121290177989742,0.21371335995219912
show_n_rounds,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.07991741545269662,0.11419017361341113,0.4484976675665645
show_n_rounds,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.2119769643899163,0.8479078575596652,0.11450124499804222,0.1333471991592995,-0.028970178093083884
show_n_rounds,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.2119769643899163,0.8479078575596652,0.08667881768459185,0.11057856563289162,0.41229402420457806
show_n_rounds,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.05463327314962027,0.06574840349882137,0.8704108153115109
show_n_rounds,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.0595727187195692,0.0702513702360631,0.7945369582226484
show_n_rounds,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.11854880971846259,0.7112928583107756,0.11438232904112648,0.12655624704570848,-0.05262962455990443
show_n_rounds,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.11854880971846259,0.7112928583107756,0.08314015626355836,0.10300324123994764,0.44408925112956765
show_n_rounds,true_to_false,normalized_efficiency,ridge_config,config,,False,,,0.10101781460610064,0.12147037840034858,0.4502923536774815
show_n_rounds,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.10896292260332062,0.12388010041436597,0.09021933579781642
show_n_rounds,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.11958175702011252,0.14292160133963205,0.4093584454032172
show_n_rounds,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.2119769643899163,0.8479078575596652,0.1379366259297407,0.1624188114169421,-0.3521354999550307
show_n_rounds,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.2119769643899163,0.8479078575596652,0.09912539126822721,0.11799261296296075,0.35185764621907045
show_n_rounds,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.0908413375871339,0.11131422201255,0.6320952835897828
show_n_rounds,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.07166180896152995,0.08751167444420656,0.66992123144796
show_n_rounds,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.11854880971846259,0.7112928583107756,0.11808054418875136,0.14369529311409052,-0.26741452164018154
show_n_rounds,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.11854880971846259,0.7112928583107756,0.11087846150590164,0.12076582338287893,0.3485657699489686
show_other_summaries,false_to_true,contribution_rate,ridge_config,config,,False,,,0.07592309133449399,0.10231316742620436,0.4299171484631482
show_other_summaries,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.06515923494253319,0.08578178674431354,0.527813439473049
show_other_summaries,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.07734451302624291,0.10277648224860239,0.5274343762788412
show_other_summaries,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.2140721782891993,0.8562887131567972,0.07757255645047306,0.0978460005876029,0.24082292915317743
show_other_summaries,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.2140721782891993,0.8562887131567972,0.077004519277816,0.10474185448159419,0.3784473873202913
show_other_summaries,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.09111340246977376,0.10330010260391523,0.5863474870631857
show_other_summaries,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.07808753306731259,0.09136465180477003,0.5689196994939232
show_other_summaries,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.151981342049721,0.9118880522983259,0.09667769472934915,0.11965041918019233,0.2642691741324174
show_other_summaries,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.151981342049721,0.9118880522983259,0.0846089801559411,0.10612124577733112,0.3844231490132858
show_other_summaries,false_to_true,normalized_efficiency,ridge_config,config,,False,,,0.11699866068126792,0.14366898845393858,0.3482270101929671
show_other_summaries,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.07788076324876649,0.09597170115220116,0.47355680970047576
show_other_summaries,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.12191792888909887,0.15234403120474999,0.3556111276005236
show_other_summaries,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.2140721782891993,0.8562887131567972,0.0809207872504338,0.10639698729958177,0.28864121748284516
show_other_summaries,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.2140721782891993,0.8562887131567972,0.11364887422922172,0.1436297897575472,0.32937351229690925
show_other_summaries,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.12109537718065216,0.14323380616549208,0.31584559423710623
show_other_summaries,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.10881927397647721,0.13340874913221426,0.34987169926328904
show_other_summaries,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.151981342049721,0.9118880522983259,0.11454047186781463,0.14396148311355889,0.25424819105568225
show_other_summaries,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.151981342049721,0.9118880522983259,0.11415826337471098,0.14258524976326828,0.32855105653110395
show_other_summaries,true_to_false,contribution_rate,ridge_config,config,,False,,,0.0795336291059761,0.08862868390659624,0.6009948708647443
show_other_summaries,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.06553752818239646,0.07352206954966906,0.6805557174476433
show_other_summaries,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.06784286023953937,0.07917327163866587,0.7748006373943277
show_other_summaries,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.19985032835170174,0.7994013134068069,0.08205073769903069,0.10044251237531017,0.3969074893416994
show_other_summaries,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.19985032835170174,0.7994013134068069,0.0879969852272585,0.096492987886975,0.6163281501579866
show_other_summaries,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.055034775127912515,0.0741123240015944,0.7429779056452149
show_other_summaries,true_to_false,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.060088468778282215,0.06878085866901239,0.8369437189114225
show_other_summaries,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.12364806189365209,0.7418883713619125,0.06840171334836143,0.08108518253940113,0.5820736095078813
show_other_summaries,true_to_false,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.12364806189365209,0.7418883713619125,0.07914284023028333,0.08725160535918206,0.6350274705443624
show_other_summaries,true_to_false,normalized_efficiency,ridge_config,config,,False,,,0.08376843824318266,0.09559330810876608,0.6562673962012061
show_other_summaries,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.06969935701903089,0.08465728884754986,0.7315926136413611
show_other_summaries,true_to_false,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.07212930743239125,0.08394227133132004,0.79345918963202
show_other_summaries,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.19985032835170174,0.7994013134068069,0.09385636196054789,0.12069959700390065,0.5930381034066982
show_other_summaries,true_to_false,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.19985032835170174,0.7994013134068069,0.10971125380291183,0.13338230887197622,0.61339903840429
show_other_summaries,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.07766999982159363,0.09653250004352205,0.7002418765150443
show_other_summaries,true_to_false,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.055681817550230585,0.07084261070834337,0.8131676662407596
show_other_summaries,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.12364806189365209,0.7418883713619125,0.09371104350475885,0.11728343422674517,0.5404073510570557
show_other_summaries,true_to_false,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.12364806189365209,0.7418883713619125,0.08490806282338077,0.1015420118697315,0.6505977969574687
show_punishment_id,false_to_true,contribution_rate,ridge_config,config,,False,,,0.07676600060622223,0.1036803119682068,0.3216026863138062
show_punishment_id,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.07140262128852005,0.08451814363557132,0.5216639515088517
show_punishment_id,false_to_true,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.07182844247204737,0.09408466754285115,0.4493523583537005
show_punishment_id,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.18897328366670368,0.7558931346668147,0.08698172996200342,0.10493054657047193,0.19949947577182042
show_punishment_id,false_to_true,contribution_rate,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.18897328366670368,0.7558931346668147,0.08610825977900605,0.11050474866025041,0.2739116472166963
show_punishment_id,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.05163249607821481,0.06263162303755297,0.7824513111906647
show_punishment_id,false_to_true,contribution_rate,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.06376558303080626,0.08047335805353929,0.643449368252801
show_punishment_id,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.14454050585290168,0.86724303511741,0.07923186085231451,0.09643985311115576,0.4642810681049871
show_punishment_id,false_to_true,contribution_rate,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.14454050585290168,0.86724303511741,0.08642829719982091,0.10226293127816989,0.362832518425028
show_punishment_id,false_to_true,normalized_efficiency,ridge_config,config,,False,,,0.09928505850783104,0.13643200468438701,0.2701224832631875
show_punishment_id,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.076053536577826,0.08826041327408382,0.6287060495067192
show_punishment_id,false_to_true,normalized_efficiency,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.09415752133970393,0.11421602296908234,0.43456595030017126
show_punishment_id,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.18897328366670368,0.7558931346668147,0.10242961611888304,0.12024076372381645,0.1937859451566588
show_punishment_id,false_to_true,normalized_efficiency,ridge_raw_cluster_pred_cluster_plus_config,cluster_plus_config,4.0,False,0.18897328366670368,0.7558931346668147,0.10492942442689737,0.13695914459911734,0.22106332011505264
show_punishment_id,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_only,cluster_only,6.0,True,,,0.08516921536292962,0.09410345170026901,0.605937303711745
show_punishment_id,false_to_true,normalized_efficiency,ridge_text_cluster_oracle_cluster_plus_config,cluster_plus_config,6.0,True,,,0.08451032077768819,0.11446634655127837,0.44171116977419633
show_punishment_id,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_only,cluster_only,6.0,False,0.14454050585290168,0.86724303511741,0.11857658183158715,0.1381876854447603,0.20575185410433683
show_punishment_id,false_to_true,normalized_efficiency,ridge_text_cluster_pred_cluster_plus_config,cluster_plus_config,6.0,False,0.14454050585290168,0.86724303511741,0.10913708146904419,0.13669057444603258,0.1893206123688835
show_punishment_id,true_to_false,contribution_rate,ridge_config,config,,False,,,0.07009419789293736,0.08594420974866451,0.26401445857493283
show_punishment_id,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_only,cluster_only,4.0,True,,,0.056032257466277754,0.07530069298905107,0.4754802068443578
show_punishment_id,true_to_false,contribution_rate,ridge_raw_cluster_oracle_cluster_plus_config,cluster_plus_config,4.0,True,,,0.06631673170801662,0.08115091063462335,0.34408331296038897
show_punishment_id,true_to_false,contribution_rate,ridge_raw_cluster_pred_cluster_only,cluster_only,4.0,False,0.21636055599284904,0.8654422239713961,0.07367930354231575,0.08977200507295194,0.07414886520276806
