unique_id,game_id,up_choice,row_form_matrix,role,topology,logrt,logrt_norm,delta,delta_norm,choice_br,choice_psne
15,8,0.1282051282051282,[ 7  1 40 20  5 27 19  5],rowplayer,"('deadlock', 'leader')",8.398184404834035,-0.348353318,0.10938792390405293,-0.054406416,0.8717948717948718,0.8717948717948718
16,8,0.631578947,[ 5 19 27  5  7 40  1 20],colplayer,"('leader', 'deadlock')",8.711272633,0.085740012,0.20095693779904308,0.5892774660045116,0.631578947,0.631578947
17,9,0.6595744680851063,[41  2 11  5  1 31  1 27],rowplayer,"('staghunt', 'compromise')",8.904086913938967,0.19964995678126635,0.035834266517357195,-0.188068696,0.6595744680851063,0.3404255319148936
18,9,0.1111111111111111,[ 1  1 31 27 41 11  2  5],colplayer,"('compromise', 'staghunt')",8.363808885,-0.458854367,0.10736220786472042,-0.185793458,0.8888888888888888,0.8888888888888888
19,10,0.8571428571428571,[11 31 31  4 12 23  6 10],rowplayer,"('leader', 'dilemma')",8.498414526744487,0.043547616596081966,0.1098522167487685,-0.090567732,0.8571428571428571,0.8571428571428571
20,10,0.1,[12  6 23 10 11 31 31  4],colplayer,"('dilemma', 'leader')",8.116090551708123,-0.198673793,0.047297297,-0.312006606,0.9,0.9
21,11,0.15151515151515152,[ 1  9 22  6 27 14 11 10],rowplayer,"('hero', 'concord')",8.851090687664982,-0.117033046,0.1337448559670782,0.061961299731935926,0.8484848484848485,0.8484848484848485
22,11,0.84,[27 11 14 10  1 22  9  6],colplayer,"('concord', 'hero')",8.423428042032231,0.066026506,0.033589164785553065,-0.303426594,0.84,0.84
23,12,0.8918918918918919,[31 17  1 13 37  1 26  2],rowplayer,"('peace', 'peace')",7.964155718840937,-0.693218837,0.10018907796685574,-0.293627489,0.8918918918918919,0.8918918918918919
24,12,0.9024390243902439,[37 26  1  2 31  1 17 13],colplayer,"('peace', 'peace')",7.767687277186908,-0.578178608,0.094542108,-0.214800736,0.9024390243902439,0.9024390243902439
25,13,0.9433962264150944,[32 18 13  3  3 16  5  6],rowplayer,"('harmony', 'compromise')",8.346642090221199,-0.486572599,0.044002203553229584,-0.271674817,0.9433962264150944,0.9433962264150944
26,13,0.14634146341463414,[ 3  5 16  6 32 13 18  3],colplayer,"('compromise', 'harmony')",8.305731144875866,-0.533935964,0.11682270856938398,-0.066538698,0.8536585365853658,0.8536585365853658
27,14,0.125,[ 1  4 12  4 28 10 11 15],rowplayer,"('hero', 'safecoord')",8.185108044,-0.365069241,0.099506579,-0.137207329,0.875,0.875
28,14,0.6875,[28 11 10 15  1 12  4  4],colplayer,"('safecoord', 'hero')",8.645754806985142,-0.188758309,0.059782608695652176,-0.154600396,0.3125,0.3125
29,15,0.9302325581395349,[18 14  2  8  5 31  9  6],rowplayer,"('peace', 'hero')",8.127109185346375,-0.859105165,0.032435741,-0.36204105,0.9302325581395349,0.9302325581395349
30,15,0.0625,[ 5  9 31  6 18  2 14  8],colplayer,"('hero', 'peace')",8.347436523376118,-0.458624323,0.051222178060413355,-0.242063812,0.9375,0.9375
31,16,0.25,[33  3 12 16  9 20  4 15],rowplayer,"('assurance', 'deadlock')",8.607382359731584,0.14124905887778982,0.1913343558282209,0.3600575557079937,0.75,0.75
32,16,0.024390243902439025,[ 9  4 20 15 33 12  3 16],colplayer,"('deadlock', 'assurance')",8.377471248,-0.419485541,0.016510319,-0.426236227,0.975609756,0.975609756
33,17,0.9111111111111111,[44 17  7  3 11  1 10  3],rowplayer,"('harmony', 'peace')",8.093767758,-0.343571916,0.07471746,-0.238292873,0.9111111111111111,0.9111111111111111
34,17,0.9512195121951219,[11 10  1  3 44  7 17  3],colplayer,"('peace', 'harmony')",8.217708406845306,-0.177083867,0.043514977,-0.352124183,0.9512195121951219,0.9512195121951219
35,18,0.37142857142857144,[ 3  1  4  2 14  6  8  7],rowplayer,"('dilemma', 'peace')",8.738414897167749,-0.01444763,0.0975,0.030753400790783987,0.6285714285714286,0.6285714285714286
36,18,0.9047619047619048,[14  8  6  7  3  4  1  2],colplayer,"('peace', 'dilemma')",8.371757615333646,-0.650526861,0.033519553,-0.366867928,0.9047619047619048,0.9047619047619048
37,19,0.15789473684210525,[ 5  3 26 23 27  5  7  9],rowplayer,"('deadlock', 'safecoord')",8.038511968880476,-0.403896919,0.13063390520500145,-0.075463966,0.8421052631578947,0.8421052631578947
38,19,0.6551724137931034,[27  7  5  9  5 26  3 23],colplayer,"('safecoord', 'deadlock')",8.731806091624652,0.2788464897458852,0.060746829,-0.147986902,0.6551724137931034,0.3448275862068966
39,20,0.6666666666666666,[20  1  3 10 24 13 13  6],rowplayer,"('assurance', 'harmony')",8.388222810119277,-0.014496229,0.2833333333333333,0.6354049264537411,0.6666666666666666,0.6666666666666666
40,20,1,[24 13 13  6 20  3  1 10],colplayer,"('harmony', 'assurance')",7.913155185928068,-0.358917423,0,-0.524114652,1,1
41,21,0.22,[19  5 31  5 41  6 34 35],rowplayer,"('chicken', 'safecoord')",8.618180866158939,-0.212679746,0.083739566,-0.142974368,0.78,0.78
42,21,0.9047619047619048,[41 34  6 35 19 31  5  5],colplayer,"('safecoord', 'chicken')",8.446514163673108,-0.515563501,0.018543827210118706,-0.421429125,0.9047619047619048,0.095238095
43,22,0.8947368421052632,[14  9  9  2 19 25  5  8],rowplayer,"('harmony', 'dilemma')",8.094061214,-0.53500656,0.063880017,-0.256074778,0.8947368421052632,0.8947368421052632
44,22,0.3055555555555556,[19  5 25  8 14  9  9  2],colplayer,"('dilemma', 'harmony')",8.41461357,0.21644493322914032,0.074829932,0.15919800787331084,0.6944444444444444,0.6944444444444444
45,23,0.8275862068965517,[17  7  1 12 41  5 25  9],rowplayer,"('safecoord', 'peace')",8.58876939,-0.162872776,0.14462967191900739,0.014854282260402208,0.8275862068965517,0.8275862068965517
46,23,0.8620689655172413,[41 25  5  9 17  1  7 12],colplayer,"('peace', 'safecoord')",8.290041618704489,-0.169413684,0.11740928453717235,-0.115479728,0.8620689655172413,0.8620689655172413
47,24,0.40425531914893614,[27  8 42 21 25 10  5 13],rowplayer,"('dilemma', 'assurance')",8.401108712395436,-0.345869737,0.19183873109038185,0.5520609888444179,0.5957446808510638,0.5957446808510638
48,24,0.38095238095238093,[25  5 10 13 27 42  8 21],colplayer,"('assurance', 'dilemma')",8.527989233459468,0.1485791731319282,0.061401471,-0.089070715,0.38095238095238093,0.6190476190476191
49,25,0.9142857142857143,[18  7  3  9 38 20 14  2],rowplayer,"('safecoord', 'concord')",8.430763463,-0.534748927,0.067591837,-0.267648985,0.9142857142857143,0.9142857142857143
50,25,0.9032258064516129,[38 14 20  2 18  3  7  9],colplayer,"('concord', 'safecoord')",8.247220052745229,-0.444623077,0.047079337,-0.340055016,0.9032258064516129,0.9032258064516129
51,26,0.7575757575757576,[14 11 27  7 15 21  1  3],rowplayer,"('chicken', 'dilemma')",8.311643949,-0.314145178,0.03870825,-0.326667678,0.24242424242424243,0.7575757575757576
52,26,0.2727272727272727,[15  1 21  3 14 27 11  7],colplayer,"('dilemma', 'chicken')",8.511376306094673,-0.167843645,0.082463984,-0.035413869,0.7272727272727273,0.7272727272727273
53,27,0.7777777777777778,[34 13 19 24 19 10 12  1],rowplayer,"('assurance', 'harmony')",8.716337178410171,-0.017464866,0.083707985,0.024377463,0.7777777777777778,0.7777777777777778
54,27,0.8787878787878788,[19 12 10  1 34 19 13 24],colplayer,"('harmony', 'assurance')",8.243282523048375,-0.63989195,0.065624397,-0.264861707,0.8787878787878788,0.8787878787878788
55,28,0.7906976744186046,[33  3  4 12 38 36  2  1],rowplayer,"('assurance', 'concord')",7.963807953231451,-0.592959412,0.17843456349414666,0.17563349982910578,0.7906976744186046,0.7906976744186046
56,28,0.9302325581395349,[38  2 36  1 33  4  3 12],colplayer,"('concord', 'assurance')",8.429017500512511,-0.343031902,0.004100834,-0.417486327,0.9302325581395349,0.9302325581395349
57,29,0.065217391,[ 7  4 15 14 13  6  2 10],rowplayer,"('deadlock', 'assurance')",8.208582409326262,-0.593511662,0.043139909,-0.271662554,0.9347826086956522,0.9347826086956522
58,29,0.2777777777777778,[13  2  6 10  7 15  4 14],colplayer,"('assurance', 'deadlock')",8.784508659168383,0.3606231584914069,0.20027281746031747,0.2616506886993501,0.7222222222222222,0.7222222222222222
59,30,0.9473684210526315,[24 23  4 11 18 14  7  1],rowplayer,"('peace', 'concord')",8.428683293417112,-0.377787559,0.042572301059816776,-0.374455574,0.9473684210526315,0.9473684210526315
60,30,0.9183673469387755,[18  7 14  1 24  4 23 11],colplayer,"('concord', 'peace')",8.445911989411274,-0.194349342,0.019236698,-0.391011249,0.9183673469387755,0.9183673469387755
61,31,0.15151515151515152,[ 3  1 28 11 10  4  2  3],rowplayer,"('deadlock', 'staghunt')",8.115819701211327,-0.207237994,0.1358880282647099,0.023554740544118283,0.8484848484848485,0.8484848484848485
62,31,0.5454545454545454,[10  2  4  3  3 28  1 11],colplayer,"('staghunt', 'deadlock')",8.531687638,0.1453303169148124,0.008576329,-0.378921494,0.5454545454545454,0.45454545454545453
63,32,0.6666666666666666,[31  2  9 12 18 11  3 10],rowplayer,"('assurance', 'staghunt')",8.466983398105919,-0.265476463,0.18402342116269343,0.4311028139448879,0.6666666666666666,1
64,32,0.6944444444444444,[18  3 11 10 31  9  2 12],colplayer,"('staghunt', 'assurance')",8.364160341114427,-0.298955083,0.054843304843304824,-0.176824438,0.6944444444444444,1
65,33,0.6285714285714286,[39  3 17 17 48 37 11  6],rowplayer,"('staghunt', 'concord')",8.475328987317539,0.28925319622053386,0.1980952380952381,0.36900987570678684,0.6285714285714286,0.6285714285714286
66,33,0.9285714285714286,[48 11 37  6 39 17  3 17],colplayer,"('concord', 'staghunt')",8.351323182,-0.321030244,0.018289050399142137,-0.461346716,0.9285714285714286,0.9285714285714286
67,34,0.9333333333333333,[31 10  6  1  8  4  8  7],rowplayer,"('harmony', 'peace')",8.044295313635342,-0.450057797,0.054020619,-0.237528209,0.9333333333333333,0.9333333333333333
68,34,0.8823529411764706,[ 8  8  4  7 31  6 10  1],colplayer,"('peace', 'harmony')",8.607708469989108,-0.269212368,0.055882352941176466,-0.266898317,0.8823529411764706,0.8823529411764706
69,35,0.076923077,[ 4 13 32 13 11  1  9 10],rowplayer,"('hero', 'safecoord')",8.404696160189092,-0.2837206,0.062130177514792904,-0.287228223,0.9230769230769231,0.9230769230769231
70,35,0.8297872340425532,[11  9  1 10  4 32 13 13],colplayer,"('safecoord', 'hero')",8.161375023197486,-0.242357622,0.013715491471777691,-0.304749587,0.1702127659574468,0.1702127659574468
71,36,0.16666666666666666,[ 2  8 45  4  1 10  9  1],rowplayer,"('hero', 'leader')",8.348738237223474,-0.097977537,0.13922429564581046,0.008971209,0.8333333333333334,1
72,36,0.5757575757575758,[ 1  9 10  1  2 45  8  4],colplayer,"('leader', 'hero')",8.686429508661536,0.075496055,0.2859025032938076,0.760059138,0.5757575757575758,1
73,37,0.8541666666666666,[19  8 16  2 11 38  6 11],rowplayer,"('concord', 'deadlock')",8.669394108892615,-0.102829115,0.08488806,-0.116920157,0.8541666666666666,0.8541666666666666
74,37,0.14285714285714285,[11  6 38 11 19 16  8  2],colplayer,"('deadlock', 'concord')",8.531073610094431,-0.13656087,0.099781564,0.001600804,0.8571428571428571,0.8571428571428571
75,38,0.9230769230769231,[24  4 21  1 20 33  2 29],rowplayer,"('concord', 'deadlock')",8.625868208041894,-0.154118148,0.020927602,-0.397861858,0.9230769230769231,0.9230769230769231
76,38,0.35135135135135137,[20  2 33 29 24 21  4  1],colplayer,"('deadlock', 'concord')",8.274102002,-0.660316573,0.15128775834658184,0.14121473314083324,0.6486486486486487,0.6486486486486487
77,39,0.55,[13  3 22  1 14 22  4 10],rowplayer,"('chicken', 'dilemma')",8.981957686505659,0.18743104686471984,0.13666666666666663,0.49192349408032676,0.45,0.55
78,39,0.3888888888888889,[14  4 22 10 13 22  3  1],colplayer,"('dilemma', 'chicken')",8.390353099177926,-0.346197315,0.16633199464524767,0.34920407746872456,0.6111111111111112,0.6111111111111112
79,40,0.032258065,[ 2 13 42 22 40  7 24 28],rowplayer,"('compromise', 'safecoord')",8.244859395911256,-0.512642233,0.028196459595248156,-0.349306714,0.967741935,0.967741935
80,40,0.7567567567567568,[40 24  7 28  2 42 13 22],colplayer,"('safecoord', 'compromise')",8.475746001502063,-0.159039331,0.077730623,0.11647755419540083,0.24324324324324326,0.24324324324324326
81,41,0.6842105263157895,[19  5  6  3  4 23 15 18],rowplayer,"('concord', 'compromise')",8.690517164009565,0.11629227229422928,0.1859083191850594,0.16068243995686804,0.6842105263157895,0.6842105263157895
82,41,0.34210526315789475,[ 4 15 23 18 19  6  5  3],colplayer,"('compromise', 'concord')",8.330185784260344,-0.071114377,0.22274667011509117,0.29162586189693623,0.6578947368421053,0.6578947368421053
83,42,0.071428571,[ 2  3 16 11  8 20 18 10],rowplayer,"('compromise', 'hero')",8.284162749370916,-0.198796391,0.058201058,-0.27386167,0.9285714285714286,0.9285714285714286
84,42,0.5,[ 8 18 20 10  2 16  3 11],colplayer,"('hero', 'compromise')",8.516682931139234,0.12044911953124127,0.19008264462809918,0.42036914040117784,0.5,0.5
85,43,0.16666666666666666,[ 3 13 39  8  1 29 24  8],rowplayer,"('hero', 'hero')",8.987504850759944,0.043873272,0.10992907801418439,0.11316606708961208,0.8333333333333334,1
86,43,0.5,[ 1 24 29  8  3 39 13  8],colplayer,"('hero', 'hero')",8.455117747687481,0.17888825764038346,0.21487603305785125,0.6295232716757235,0.5,1
87,44,0.35294117647058826,[ 1 12 22  3 24 23  4  4],rowplayer,"('hero', 'staghunt')",8.320664904719944,-0.219075956,0.17814329523278505,0.3079735041918684,0.6470588235294118,0.6470588235294118
88,44,0.5151515151515151,[24  4 23  4  1 22 12  3],colplayer,"('staghunt', 'hero')",8.512582578858554,0.37489980390953026,0.015473888,-0.372542202,0.5151515151515151,0.5151515151515151
89,45,0.24242424242424243,[18  2 47  5  4  9  3  6],rowplayer,"('dilemma', 'deadlock')",8.325548307161398,-0.149092509,0.1490130664442591,0.1666109922574761,0.7575757575757576,0.7575757575757576
90,45,0.4,[ 4  3  9  6 18 47  2  5],colplayer,"('deadlock', 'dilemma')",8.414717399827001,-0.239161477,0.20720720720720723,0.3626704718349625,0.6,0.6
91,46,0.7428571428571429,[28  5 12  6  6 31  2 14],rowplayer,"('staghunt', 'deadlock')",8.46884293,-0.216590335,0.031471215,-0.237452567,0.7428571428571429,0.2571428571428571
92,46,0.11363636363636363,[ 6  2 31 14 28 12  5  6],colplayer,"('deadlock', 'staghunt')",8.213804403351766,-0.27554242,0.092420991,-0.166224317,0.8863636363636364,0.8863636363636364
93,47,0.75,[24 12 30  5  3 33  2  8],rowplayer,"('chicken', 'deadlock')",8.477394108167932,-0.102324846,0.074695122,-0.116123974,0.75,0.75
94,47,0.20588235294117646,[ 3  2 33  8 24 30 12  5],colplayer,"('deadlock', 'chicken')",8.726545727259456,-0.133046969,0.18471687740516768,0.1808032271380446,0.7941176470588235,0.7941176470588235
95,48,0.9,[16  5  7  4  1 12  6  1],rowplayer,"('concord', 'leader')",8.385479304519684,-0.154032972,0.043835616438356165,-0.136925364,0.9,0.9
96,48,0.375,[ 1  6 12  1 16  7  5  4],colplayer,"('leader', 'concord')",8.547790221244203,0.12241406861821527,0.32339449541284404,0.5683189696518052,0.625,0.625
97,49,0.35135135135135137,[16  3 13 12 21  1  5 14],rowplayer,"('staghunt', 'safecoord')",8.680331928793418,-0.041960937,0.054637791,-0.171181254,0.35135135135135137,1
98,49,0.8484848484848485,[21  5  1 14 16 13  3 12],colplayer,"('safecoord', 'staghunt')",8.484463367,-0.305165533,0.016963528,-0.419487007,0.8484848484848485,1
99,50,0.8863636363636364,[11  9  2  1 10 31  4 11],rowplayer,"('harmony', 'deadlock')",8.193267061164821,-0.683802162,0.099001377,-0.125787099,0.8863636363636364,0.8863636363636364
100,50,0.21428571428571427,[10  4 31 11 11  2  9  1],colplayer,"('deadlock', 'harmony')",8.336098129102815,-0.074320662,0.14477848101265822,0.079443638,0.7857142857142857,0.7857142857142857
101,51,0.8085106382978723,[34  1 11  9 26  2  9  7],rowplayer,"('staghunt', 'peace')",8.301273485191347,-0.188405961,0.12558422056118923,0.14847374949662842,0.8085106382978723,0.8085106382978723
102,51,0.925,[26  9  2  7 34 11  1  9],colplayer,"('peace', 'staghunt')",8.181134381426325,-0.808245201,0.065247895,-0.294682716,0.925,0.925
103,52,0.22727272727272727,[15  1 37 18 12  2  7  6],rowplayer,"('deadlock', 'peace')",8.334002960464298,-0.150711457,0.1404437550579984,0.040911181,0.7727272727272727,0.7727272727272727
104,52,0.8717948717948718,[12  7  2  6 15 37  1 18],colplayer,"('peace', 'deadlock')",8.435549202375727,-0.284152261,0.047987394,-0.295408119,0.8717948717948718,0.8717948717948718
105,53,0.6571428571428571,[13  1  6  4 12  2  5  8],rowplayer,"('staghunt', 'safecoord')",8.473241303887054,-0.044227662,0.17655434266729947,0.2200119223521865,0.6571428571428571,1
106,53,0.92,[12  5  2  8 13  6  1  4],colplayer,"('safecoord', 'staghunt')",8.302513718514158,-0.214873094,0.046190476,-0.287899918,0.92,1
107,54,0.5,[14  1  1  6  4 37  8 13],rowplayer,"('assurance', 'compromise')",8.718697999,-0.022136704,0.20707070707070707,0.6297366456388941,0.5,0.5
108,54,0.15789473684210525,[ 4  8 37 13 14  1  1  6],colplayer,"('compromise', 'assurance')",8.202499184896475,-0.466357476,0.12000000000000001,-0.071092399,0.8421052631578947,0.8421052631578947
109,55,0.8478260869565217,[34 13 16 12 11  1  4  7],rowplayer,"('concord', 'safecoord')",8.441816931357458,-0.26687898,0.077512777,-0.152514597,0.8478260869565217,0.8478260869565217
110,55,0.8918918918918919,[11  4  1  7 34 16 13 12],colplayer,"('safecoord', 'concord')",8.100161446936607,-0.264695475,0.087290792,-0.208630133,0.8918918918918919,0.8918918918918919
111,56,0.967741935,[24 16  7  1  5 12  4  1],rowplayer,"('harmony', 'chicken')",7.843848638152472,-0.721616758,0.027349229,-0.399609977,0.967741935,0.967741935
112,56,0.3,[ 5  4 12  1 24  7 16  1],colplayer,"('chicken', 'harmony')",8.787114262954432,-0.133685533,0.17202216066481993,0.29417906905148505,0.7,0.7
113,57,0.76,[19 34 35  7 16  5  7  6],rowplayer,"('leader', 'peace')",8.182387778,-0.381853934,0.3474285714285714,1.294626442021568,0.24,0.24
114,57,1,[16  7  5  6 19 35 34  7],colplayer,"('peace', 'leader')",8.057060681965766,-0.425367106,0,-0.526931554,1,1
115,58,0.2619047619047619,[ 8  2 28  8 10 15  3  5],rowplayer,"('deadlock', 'dilemma')",8.708259496,0.2936848671877559,0.19013989776701642,0.2759594558114603,0.7380952380952381,0.7380952380952381
116,58,0.3695652173913043,[10  3 15  5  8 28  2  8],colplayer,"('dilemma', 'deadlock')",8.334261275034999,0.027939453626988117,0.13512228260869563,0.10671915563350441,0.6304347826086957,0.6304347826086957
117,59,0.6829268292682927,[14 10 21  2 22 43 21 34],rowplayer,"('chicken', 'deadlock')",8.834482608620677,0.44860769842894843,0.002731707,-0.372490775,0.3170731707317073,0.6829268292682927
118,59,0.5365853658536586,[22 21 43 34 14 21 10  2],colplayer,"('deadlock', 'chicken')",8.458716261657262,-0.076833752,0.2467771093263788,0.6663400460928275,0.4634146341463415,0.4634146341463415
119,60,0.8571428571428571,[15  1  3  6 28 15 10 12],rowplayer,"('assurance', 'staghunt')",8.697846691109495,-0.149589031,0.10802052389954091,-0.036951972,0.8571428571428571,1
120,60,0.8974358974358975,[28 10 15 12 15  3  1  6],colplayer,"('staghunt', 'assurance')",8.698514248,-0.365882852,0.043791415,-0.239178253,0.8974358974358975,1
121,61,0.05,[ 3  6 19 10 23  5  7  5],rowplayer,"('compromise', 'peace')",8.622367347548504,-0.350738544,0.040449438,-0.34333704,0.95,0.95
122,61,0.8666666666666667,[23  7  5  5  3 19  6 10],colplayer,"('peace', 'compromise')",8.514589805546123,0.21531914189971305,0.047863248,-0.280114292,0.8666666666666667,0.8666666666666667
123,62,1,[32  1  6  1 33 17  5 12],rowplayer,"('staghunt', 'staghunt')",8.188411308079031,-0.716221235,0,-0.45889206,1,1
124,62,0.6818181818181818,[33  5 17 12 32  6  1  1],colplayer,"('staghunt', 'staghunt')",8.347917954,-0.152713081,0.15426997245179064,0.11069671407579838,0.6818181818181818,1
125,63,0.3333333333333333,[18  1 34  2 28 19 11 14],rowplayer,"('dilemma', 'staghunt')",8.819960901,0.2545959488542625,0.15702479338842978,0.14095623158936915,0.6666666666666666,0.6666666666666666
126,63,0.7777777777777778,[28 11 19 14 18 34  1  2],colplayer,"('staghunt', 'dilemma')",8.599878558034845,-0.20733502,0.013333333333333289,-0.264698808,0.7777777777777778,0.2222222222222222
127,64,0.90625,[16  8  1  7 33 27  4  2],rowplayer,"('peace', 'concord')",8.317745423872703,-0.811621069,0.079427083,-0.203457318,0.90625,0.90625
128,64,0.8,[33  4 27  2 16  1  8  7],colplayer,"('concord', 'peace')",8.518759475606412,-0.228065953,0.037151703,-0.346754939,0.8,0.8
129,65,0.8888888888888888,[32 21 11 23 12 17  1  3],rowplayer,"('safecoord', 'dilemma')",8.224699561967235,-0.395075225,0.021537690959178565,-0.392468267,0.8888888888888888,0.1111111111111111
130,65,0.2909090909090909,[12  1 17  3 32 11 21 23],colplayer,"('dilemma', 'safecoord')",8.492695559815838,0.11603835697292764,0.087900589,-0.020734167,0.7090909090909091,0.7090909090909091
131,66,0.6,[19  9 39  1 15  5  8  4],rowplayer,"('chicken', 'harmony')",8.319854637218459,-0.088565825,0.28422664624808575,0.9085300131251045,0.4,0.4
132,66,0.847457627,[15  8  5  4 19 39  9  1],colplayer,"('harmony', 'chicken')",8.328209491748732,-0.498597172,0.095026396,-0.097350781,0.847457627,0.847457627
133,67,0.047619047619047616,[ 9  4 23 19 11 36 21 11],rowplayer,"('deadlock', 'leader')",8.399632086499313,-0.410037311,0.031930993,-0.370036242,0.9523809523809523,0.9523809523809523
134,67,0.6136363636363636,[11 21 36 11  9 23  4 19],colplayer,"('leader', 'deadlock')",8.708209487380937,0.2592561030318673,0.15687618645855309,0.27955792565322884,0.6136363636363636,0.6136363636363636
135,68,0.7777777777777778,[10  7  2  5  1  8  8  6],rowplayer,"('peace', 'hero')",8.193624371091156,-0.107333903,0.063492063,-0.221341698,0.7777777777777778,0.7777777777777778
136,68,0,[ 1  8  8  6 10  2  7  5],colplayer,"('hero', 'peace')",8.520587424484253,-0.366916828,0,-0.5220247,1,1
137,69,0.8055555555555556,[31 12 12 11  3 21 17  6],rowplayer,"('harmony', 'hero')",8.50739599,-0.22427224,0.059224319,-0.162656894,0.8055555555555556,0.8055555555555556
138,69,0.21739130434782608,[ 3 17 21  6 31 12 12 11],colplayer,"('hero', 'harmony')",8.671187904063121,0.11639767105732313,0.1486008147999733,0.16270812744414595,0.782608696,0.782608696
139,70,0.7419354838709677,[22  5  9 13 12 11  4  7],rowplayer,"('assurance', 'staghunt')",8.718500048121273,0.23029685453753806,0.083781362,-0.076592203,0.7419354838709677,1
140,70,0.6216216216216216,[12  4 11  7 22  9  5 13],colplayer,"('staghunt', 'assurance')",8.680162019694377,-0.032719602,0.00201172,-0.378280693,0.3783783783783784,1
141,71,0.13333333333333333,[ 3 10 10  8 24  4 12  9],rowplayer,"('hero', 'peace')",8.345692873253865,-0.152537623,0.064102564,-0.246774694,0.8666666666666667,0.8666666666666667
142,71,0.7272727272727273,[24 12  4  9  3 10 10  8],colplayer,"('peace', 'hero')",8.136225555,-0.473937354,0.10561497326203209,-0.106079508,0.7272727272727273,0.7272727272727273
143,72,0.066666667,[ 1  2 12  8 19  2  5 10],rowplayer,"('compromise', 'safecoord')",8.338305731356565,-0.280160614,0.058641975308641965,-0.253593869,0.9333333333333333,0.9333333333333333
144,72,0.7,[19  5  2 10  1 12  2  8],colplayer,"('safecoord', 'compromise')",8.521312079495846,0.24898003509397626,0.2612676056338028,0.9935079411468284,0.3,0.3
145,73,0.2631578947368421,[ 1  3 18  7 31 22  6  7],rowplayer,"('compromise', 'staghunt')",8.192962133161053,-0.436204528,0.2266746411483254,0.39628057643725234,0.7368421052631579,0.7368421052631579
146,73,0.5757575757575758,[31  6 22  7  1 18  3  7],colplayer,"('staghunt', 'compromise')",8.483429561263428,0.19958482154304374,0.05502726,-0.185123602,0.5757575757575758,0.42424242424242425
147,74,0.7941176470588235,[35  2  2 31 29 24  1 13],rowplayer,"('assurance', 'staghunt')",8.407122784393497,-0.1183186,0.24434389140271506,0.9361152298306926,0.20588235294117646,1
148,74,0.36666666666666664,[29  1 24 13 35  2  2 31],colplayer,"('staghunt', 'assurance')",8.425366730082079,-0.14841663,0.040886075949367086,-0.215256423,0.36666666666666664,1
149,75,0.9259259259259259,[12 10  2  3  8 27  2  1],rowplayer,"('peace', 'chicken')",7.967270687338905,-0.77716158,0.054195438,-0.284007848,0.9259259259259259,0.9259259259259259
