target,style_source,eval_granularity,group_col,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,baseline_r2_oos_train_mean,augmented_r2_oos_train_mean,delta_r2_oos_train_mean,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,12,0.06796580969806154,0.09035840052729593,0.07468191988722252,0.413280253720683,0.07169154916327788,0.05634308343742207,0.34531444402262146,0.1780088489919074,0.48255284561280454,0.30454399662089715,-0.01866685136401805,-0.018338836449800444,0,0,114,20,0.1615441484304537,0.08841703933056737
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,10,0.06796580969806154,0.09035840052729593,0.07468191988722252,0.357557728207357,0.07501872301467083,0.06187108832545166,0.28959191850929544,0.1780088489919074,0.4334093449125369,0.2554004959206295,-0.015339677512625105,-0.012810831561770854,0,0,114,20,0.1912719239040538,0.10954583898829713
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,8,0.06796580969806154,0.09035840052729593,0.07468191988722252,0.2797107054238527,0.07943393783249146,0.06311265957220408,0.21174489572579114,0.1780088489919074,0.3647535332200108,0.18674468422810342,-0.010924462694804474,-0.01156926031501844,0,0,114,20,0.19882305044590964,0.1264033676809469
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,6,0.06796580969806154,0.09035840052729593,0.07468191988722252,0.24381508621802084,0.08138916951346142,0.06387532839981044,0.1758492765199593,0.1780088489919074,0.3330960235984043,0.1550871746064969,-0.008969231013834511,-0.010806591487412073,0,0,114,20,0.22951659692260618,0.15333694177853172
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,16,0.06796580969806154,0.09035840052729593,0.07468191988722252,-0.18025304751018223,0.10168108643223334,0.08403352730449139,-0.24821885720824377,0.1780088489919074,-0.040903403650262016,-0.2189122526421694,0.011322685904937402,0.00935160741726887,0,0,114,20,0.15284139692822432,0.07740803802132518
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,ridge,4,0.06796580969806154,0.09035840052729593,0.07468191988722252,-1.12543479997503,0.13645093193238925,0.10639345435400409,-1.1934006096730916,0.1780088489919074,-0.8744898157203325,-1.0524986647122399,0.04609253140509331,0.03171153446678157,0,0,114,20,0.21348142481491125,0.16100973738237662
itt_efficiency,synthetic,game,,linear,10,-0.12109296126648217,0.13722653848854144,0.11925363077363856,0.08310574746930044,0.12410146855401864,0.10411843575660196,0.2041987087357826,-0.10085148012433187,0.09966039401795057,0.20051187414228244,-0.013125069934522796,-0.015135195017036598,0,0,120,79,0.1912719239040538,0.10954583898829713
itt_efficiency,synthetic,game,,linear,12,-0.12109296126648217,0.13722653848854144,0.11925363077363856,0.061994543126716484,0.1255220368663639,0.10914027324159807,0.18308750439319865,-0.10085148012433187,0.07893035525159664,0.1797818353759285,-0.011704501622177538,-0.010113357532040484,0,0,120,79,0.1615441484304537,0.08841703933056737
itt_efficiency,synthetic,game,,linear,8,-0.12109296126648217,0.13722653848854144,0.11925363077363856,-0.0632790370034173,0.133641370708084,0.11426978673520939,0.057813924263064864,-0.10085148012433187,-0.044081393881980846,0.056770086242351026,-0.003585167780457449,-0.004983844038429164,0,0,120,79,0.19882305044590964,0.1264033676809469
itt_efficiency,synthetic,game,,linear,16,-0.12109296126648217,0.13722653848854144,0.11925363077363856,-0.06692429583034865,0.13387025727070637,0.11202384307238103,0.05416866543613352,-0.10085148012433187,-0.047660837080455876,0.053190643043875996,-0.003356281217835072,-0.007229787701257526,0,0,120,79,0.15284139692822432,0.07740803802132518
itt_efficiency,synthetic,game,,linear,6,-0.12109296126648217,0.13722653848854144,0.11925363077363856,-0.08070559119198673,0.13473207386910827,0.11545733847872607,0.04038737007449544,-0.10085148012433187,-0.06119330933837741,0.03965817078595446,-0.002494464619433173,-0.00379629229491249,0,0,120,79,0.22951659692260618,0.15333694177853172
itt_efficiency,synthetic,game,,linear,4,-0.12109296126648217,0.13722653848854144,0.11925363077363856,-0.4373278770795428,0.15538003679853074,0.13069198497486112,-0.3162349158130606,-0.10085148012433187,-0.41137673286209453,-0.31052525273776266,0.018153498309989302,0.011438354201222564,0,0,120,79,0.21348142481491125,0.16100973738237662
itt_efficiency,synthetic,game,,ridge,10,-0.0771453875990249,0.13450996466538778,0.11663545091354569,0.0933998040157904,0.1234028528326485,0.10249784516165496,0.1705451916148153,-0.057697385690414826,0.1097685900170452,0.16746597570746002,-0.011107111832739283,-0.014137605751890728,0,0,120,79,0.1912719239040538,0.10954583898829713
itt_efficiency,synthetic,game,,ridge,12,-0.0771453875990249,0.13450996466538778,0.11663545091354569,0.0636411957895926,0.12541181256800277,0.10809728418804834,0.1407865833886175,-0.057697385690414826,0.08054727738366496,0.1382446630740798,-0.009098152097385015,-0.008538166725497343,0,0,120,79,0.1615441484304537,0.08841703933056737
itt_efficiency,synthetic,game,,ridge,8,-0.0771453875990249,0.13450996466538778,0.11663545091354569,-0.0008276225368735179,0.12965728913719285,0.11203026973239683,0.07631776506215138,-0.057697385690414826,0.017242452067143033,0.07493983775755786,-0.004852675528194933,-0.00460518118114886,0,0,120,79,0.19882305044590964,0.1264033676809469
itt_efficiency,synthetic,game,,ridge,6,-0.0771453875990249,0.13450996466538778,0.11663545091354569,-0.0370999626628179,0.13198592026514508,0.10995811418806195,0.040045424936207,-0.057697385690414826,-0.018374986178218977,0.03932239951219585,-0.002524044400242703,-0.006677336725483735,0,0,120,79,0.22951659692260618,0.15333694177853172
itt_efficiency,synthetic,game,,ridge,16,-0.0771453875990249,0.13450996466538778,0.11663545091354569,-0.061535565086823896,0.13353175904442702,0.1128543003365962,0.015609822512201,-0.057697385690414826,-0.04236940058057881,0.015327985109836018,-0.0009782056209607648,-0.003781150576949485,0,0,120,79,0.15284139692822432,0.07740803802132518
itt_efficiency,synthetic,game,,ridge,4,-0.0771453875990249,0.13450996466538778,0.11663545091354569,-0.39238068322822794,0.15293126833026843,0.13044609646997432,-0.31523529562920305,-0.057697385690414826,-0.36724106651845956,-0.30954368082804473,0.01842130366488065,0.013810645556428636,0,0,120,79,0.21348142481491125,0.16100973738237662
