factor,direction,split,style_source,eval_granularity,model,k_clusters,baseline_r2,augmented_r2,delta_r2,baseline_rmse,augmented_rmse,delta_rmse,baseline_mae,augmented_mae,delta_mae,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae,win_r2,win_rmse,win_mae,win_r2_rmse,win_all
all_or_nothing,false_to_true,all_or_nothing/false_to_true,oracle,config_treatment,linear,16,-2.74711619402505,-1.1275782559987175,1.6195379380263324,0.21352292011118282,0.1608935712702292,-0.052629348840953605,0.16812095780060166,0.1338893937754191,-0.03423156402518254,100,18,0.0,0.0,True,True,True,True,True
all_or_nothing,false_to_true,all_or_nothing/false_to_true,oracle,config_treatment,ridge,16,-2.289593657680525,-0.9412039548186,1.3483897028619252,0.2000631248250011,0.153685007885401,-0.04637811693960012,0.15643075129252107,0.12656403108703734,-0.029866720205483727,100,18,0.0,0.0,True,True,True,True,True
all_or_nothing,false_to_true,all_or_nothing/false_to_true,oracle,game,linear,16,-0.33086785167412147,-0.15515396124250502,0.17571389043161645,0.3047361524696312,0.28390722749166625,-0.020828924977964958,0.2430958919666387,0.22044459475266148,-0.022651297213977212,104,102,0.0,0.0,True,True,True,True,True
all_or_nothing,false_to_true,all_or_nothing/false_to_true,oracle,game,ridge,16,-0.2765850328198154,-0.11404420376771385,0.16254082905210154,0.2984567372100869,0.27880960069442695,-0.01964713651565997,0.23832653437090623,0.2139687541942771,-0.024357780176629124,104,102,0.0,0.0,True,True,True,True,True
all_or_nothing,false_to_true,all_or_nothing/false_to_true,synthetic,config_treatment,linear,4,-2.74711619402505,-2.477581784700357,0.26953440932469297,0.21352292011118282,0.20570014423378447,-0.007822775877398352,0.16812095780060166,0.1608689685164483,-0.007251989284153354,100,18,0.24731852529315163,0.1756062818031912,True,True,True,True,True
all_or_nothing,false_to_true,all_or_nothing/false_to_true,synthetic,config_treatment,ridge,12,-2.289593657680525,-1.8184035248126422,0.4711901328678829,0.2000631248250011,0.1851814612194976,-0.014881663605503498,0.15643075129252107,0.15546431661063018,-0.0009664346818908931,100,18,0.15810544092924247,0.08703406465355017,True,True,True,True,True
all_or_nothing,false_to_true,all_or_nothing/false_to_true,synthetic,game,linear,16,-0.33086785167412147,-0.32101379517500606,0.009854056499115416,0.3047361524696312,0.30360588756252477,-0.0011302649071064375,0.2430958919666387,0.2435988525223947,0.0005029605557559935,104,102,0.14445719155780087,0.07684521368880487,True,True,False,True,False
all_or_nothing,false_to_true,all_or_nothing/false_to_true,synthetic,game,ridge,16,-0.2765850328198154,-0.21811613857619538,0.05846889424362001,0.2984567372100869,0.2915418204570043,-0.006914916753082645,0.23832653437090623,0.23361734309281096,-0.0047091912780952705,104,102,0.14445719155780087,0.07684521368880487,True,True,True,True,True
