game,persona_source,persona_order,run,unit_id,treatment_name,n_players,n_features,features,kernel_sigma,q_raw_probability_total,q_unmatched_probability,p_kernel_effective_n,q_kernel_effective_n,kernel_effective_support_ratio,p_probability_effective_n,q_probability_effective_n,probability_effective_support_ratio,p_expected_pairwise_distance,q_expected_pairwise_distance,pairwise_distance_ratio
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.335749706782183,32.000000000000014,0.0,1.4275230405920596,1.3872156459114884,0.9717641022005123,5.999999999999998,3.8757841460746705,0.6459640243457786,1.8053154183839872,1.6604078777741054,0.9197328405140446
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.7987586308138188,32.00000000000001,0.0,1.5477244395348955,1.5067266614749093,0.9735109319122037,12.999999999999995,5.556387566714635,0.42741442820881825,1.6238605095257648,1.5191011574259856,0.9354874686062947
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.9935000198441424,32.0,0.0,1.2378735797148925,1.1098491613809018,0.8965771461383987,3.0,2.372953154104305,0.7909843847014351,1.500622918509869,0.8556221736085493,0.5701779994525136
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,16,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.3470048919517406,32.00000000000001,0.0,1.6886420796467634,1.6266807750365273,0.9633070232247218,16.0,5.331100934816879,0.33319380842605495,1.378744283342314,1.2782868984206592,0.9271384939648644
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,HmA52oSS75D5Z2W8a,VALIDATION_9_C,15,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.894366302745074,32.00000000000001,0.0,1.596678492800253,1.7531334542484378,1.09798776782782,14.999999999999995,5.389916224700554,0.3593277483133704,2.7330015156439824,2.9612572663407484,1.083518340326636
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,PmcxhmDRj2tN3cECC,VALIDATION_11_C,12,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.044003031512819,32.000000000000014,0.0,1.6896348209808851,1.2541507892289696,0.7422614482464893,11.999999999999998,3.6776642235100434,0.306472018625837,3.1250883151083864,1.7688902445861674,0.5660288818189183
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,PrfKWppTZdvPhe4oN,VALIDATION_19_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.513939397481257,32.000000000000014,0.0,1.3670317306909936,1.1948955967128128,0.8740803668901151,4.0,2.678854057391309,0.6697135143478272,2.458718983132993,1.6747614079127702,0.6811520224156425
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,SFohXkBYvScM7Y7rC,VALIDATION_7_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,0.9346969948262119,31.999999999999993,0.0,1.5318630766437702,1.3230859632565406,0.8637103298784059,9.999999999999996,3.6206185741975765,0.36206185741975777,0.8196909565556483,0.5942424539992237,0.7249591437439276
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,fMhhGrfpZH9ign2AK,VALIDATION_15_T,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.1363749988947554,32.000000000000014,0.0,1.570276803054001,1.5172370924973002,0.966222700065654,12.999999999999995,5.293505220616137,0.40719270927816453,1.9661438473071926,1.8120373842953452,0.9216199449379506
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,i7C4Y4NiesraiSwwb,VALIDATION_16_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.9384884793219928,32.00000000000001,0.0,1.5812369304278855,1.701745381239287,1.076211507897676,9.999999999999996,5.887913447672319,0.588791344767232,1.7596743980795828,1.9017616662447283,1.0807463405276636
Public goods game,Twin-2K-500,2,twin_direct_summary_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,19,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.617083278127646,32.0,0.0,1.568474776454927,1.6714699701164972,1.0656658272148696,18.99999999999999,10.405784966079581,0.5476728929515572,2.3780391780701082,2.5935093277349432,1.0906083262428414
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.5434679066337234,32.00000000000002,0.0,1.3976611765770035,1.3099459543550003,0.9372414261109938,4.0,2.7745354007957284,0.6936338501989321,1.1221735967902946,0.9337428288958882,0.8320841192188384
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,5.1048911913992185,32.0,0.0,1.380358119819448,1.2204902548946033,0.8841837762031237,4.0,1.9503743995075298,0.48759359987688244,3.653413868816109,2.3878750232777954,0.653601017847887
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2TquMDieEiixty8AN,VALIDATION_0_T,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.2816279932097676,32.0,0.0,1.6188762859073904,1.1268373518731343,0.696061435751735,9.999999999999996,3.21259941332413,0.3212599413324131,3.154834667698445,1.2723636251909856,0.40330596028324245
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,2khRAszouj8vP8ZfP,VALIDATION_18_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.7690140968039425,32.00000000000001,0.0,1.369162270340986,1.2118880384602821,0.8851310503600606,4.0,2.0767817022552144,0.5191954255638036,1.2182018208630527,0.8177091775172314,0.671242780558244
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.1236461436796743,32.0,0.0,1.407681940112129,1.2000398718014655,0.8524936191948845,3.0,1.732578533690362,0.5775261778967874,2.2269749294288714,1.3236951841054185,0.5943915966961032
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,3EQGxadfbmAKaACgZ,VALIDATION_5_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.849458537650126,32.000000000000014,0.0,1.3538353471887432,1.2474806690492952,0.9214419402179926,4.0,1.884516671163251,0.47112916779081276,2.5090659929760752,1.8948091699740832,0.7551850669844661
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,7,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,4.162167154684459,32.00000000000001,0.0,1.4703587443665573,1.2515788187205361,0.8512064307542352,6.999999999999997,2.9005918453712614,0.41437026362446605,3.410135014779283,2.2322799188603386,0.6546016240371118
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,5R7YRmti4R5GiJKpi,VALIDATION_7_T,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.2240144168726461,32.0,0.0,1.548774450037891,1.3317610340091892,0.859880555220037,9.999999999999996,4.758616395106432,0.47586163951064336,1.0980526237895691,0.8298505730786645,0.7557475435145421
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,5mhtM66ewYHNxSp4q,VALIDATION_0_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.520722706963738,32.00000000000002,0.0,1.6565332900250622,1.1176904917159598,0.67471658942577,9.999999999999996,2.7201126296635723,0.2720112629663573,2.4460602969808996,0.6735176847614712,0.2753479485329018
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,65crAkEscRbHNJXbW,VALIDATION_10_C,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.600142042853393,32.0,0.0,1.2151336908639894,1.1948600665409668,0.9833157252774322,3.0,1.8190273816912756,0.6063424605637585,1.649652794816879,1.4925165709718076,0.9047458808673042
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6BxRfLcBtXYodAS8h,VALIDATION_8_C,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.2259151828068195,32.0,0.0,1.5016571155042717,1.5545820510787063,1.0352443544055407,5.999999999999998,2.565509431504155,0.42758490525069265,2.704296400325876,2.642588695741924,0.9771816045842772
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.535472600552717,32.00000000000001,0.0,1.3471593593206328,1.2701747083236854,0.9428540874067264,3.0,2.0627951922367993,0.6875983974122665,1.011717240868586,0.8164451957007519,0.8069895052888613
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6pQRuemJv5faRcZft,VALIDATION_9_T,15,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.828000295870744,32.00000000000001,0.0,1.5597367505242832,1.400261076454114,0.89775474994959,14.999999999999995,3.1378836323209365,0.20919224215472917,3.5062439759047797,2.734413793825895,0.7798698015931091
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,6sSM4xSyZQkaxyHav,VALIDATION_5_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.114354670917861,32.000000000000014,0.0,1.3922297325407242,1.091862477684956,0.7842545322548036,4.0,2.1316874929481533,0.5329218732370383,2.2221821317101034,0.8505747030916297,0.38276552176083833
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7FQezekfKk3zctLN8,VALIDATION_17_T,19,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.923833253440947,32.000000000000014,0.0,1.672500700429656,1.1811886838037,0.7062410697348344,18.99999999999999,2.9840185988284222,0.15705361046465388,3.949680793188276,1.783368715024191,0.45152223898696725
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.9643105260793376,32.00000000000003,0.0,1.5164307841364897,1.3209030765668233,0.8710605788176432,5.999999999999998,2.6418620586813297,0.4403103431135551,3.3848985473937967,2.4607232577370954,0.7269710519482866
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7oRFMBwqmesGX7t3H,VALIDATION_15_C,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.758664794080282,32.00000000000002,0.0,1.620050018778341,1.0862982167175463,0.670533751505222,12.999999999999995,2.9977072223666426,0.2305928632589726,2.6419977695074937,0.7594980895134418,0.28747113198926855
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.6861239853746395,32.00000000000001,0.0,1.771535418179058,1.866825750147321,1.0537896849198822,9.999999999999996,3.9027126902191314,0.3902712690219133,2.977661882952584,3.0081355338556017,1.0102340870457733
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7ywewvEuctuz4Rq8j,VALIDATION_3_C,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.693948825705198,32.000000000000014,0.0,1.4632160823438949,1.112694975726312,0.7604447416569599,5.999999999999998,2.462499783569355,0.41041663059489264,2.1780618520371515,0.9507634020810044,0.43651809116061185
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,8GneB6qmtDLSnbcJT,VALIDATION_4_T,7,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,4.177941410802461,32.00000000000002,0.0,1.5203435818098432,1.134972708748626,0.7465238268033697,6.999999999999997,2.9798244929933384,0.4256892132847628,3.598539058457959,1.7039114863241513,0.4735009009612665
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,925LF9k9CXpz8KjQm,VALIDATION_11_T,12,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.6957634928651903,32.000000000000014,0.0,1.5715030190776953,1.4727167860320722,0.937139011604572,11.999999999999998,2.751691053886924,0.22930758782391036,3.4228813113014906,2.7984743100396523,0.8175785414468787
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,9oyspxPncwXdAkruR,VALIDATION_2_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.2802701173174003,32.00000000000002,0.0,1.4378242581129614,1.446511277738591,1.0060417812375975,4.0,2.8771722791194274,0.7192930697798569,0.9789090563864875,0.9482165720005915,0.9686462351270984
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.8275602553452222,32.000000000000014,0.0,1.3321954867456707,1.164488262557777,0.8741121510645753,5.999999999999998,3.342217626672984,0.5570362711121641,1.184958271789469,0.7328866437529097,0.618491520925997
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,ASQtYBWx6cGN27KxL,VALIDATION_12_C,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.1896783555662105,32.000000000000014,0.0,1.3795773840046435,1.186163521385686,0.8598020923933134,5.999999999999998,2.168061156262584,0.36134352604376413,2.2995260196128697,1.3939125242062536,0.6061738429212998
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.9602024321347906,32.00000000000001,0.0,1.6725991071804176,1.2016724605292644,0.7184461927371124,12.999999999999995,4.5142189078764305,0.3472476082981871,1.9969736718319233,1.0021331727947729,0.5018259313731794
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,AyQkFs97hRTki5zWR,VALIDATION_14_T,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.500450055999515,32.00000000000001,0.0,1.6346125471081658,1.1507799480836145,0.70400777855247,5.999999999999998,2.8650777795871036,0.4775129632645174,3.3745460479388827,1.4794069260707683,0.4384017598379983
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.5565157110085,32.000000000000014,0.0,1.4736337880953583,1.3734407345369088,0.9320095302049589,5.999999999999998,3.2407011814001483,0.5401168635666915,1.2798914367085907,1.0734132809794785,0.8386752580671233
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,CbDvrXGkphmfGtH3G,VALIDATION_13_C,16,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.769370580556347,32.0,0.0,1.6866654470432738,1.6361728496892431,0.9700636558112077,16.0,4.237565187739864,0.2648478242337415,1.823306396822612,1.6727592392333919,0.9174317833516236
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,CoHyYysb84APn5gDE,VALIDATION_18_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.0678483400769556,32.000000000000014,0.0,1.471331679434892,1.209374510816907,0.8219591324788185,4.0,2.4943062101891442,0.6235765525472861,0.8601839952288983,0.5259246719244018,0.6114095063864229
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,6,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.335749706782183,32.00000000000001,0.0,1.4275230405920596,1.3658547794244387,0.9568005143076049,5.999999999999998,4.986307133146087,0.8310511888576815,1.8053154183839872,1.6488055119674305,0.9133060600808167
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.7987586308138188,32.00000000000001,0.0,1.5477244395348955,1.315541081415922,0.8499840461337249,12.999999999999995,5.306969854960098,0.40822845038154615,1.6238605095257648,1.1888126479355874,0.732090374118877
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,3,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.9935000198441424,32.0,0.0,1.2378735797148925,1.0439060184087676,0.8433058395585117,3.0,1.8504336411727265,0.6168112137242422,1.500622918509869,0.44059637902827203,0.2936089897026149
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,16,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.3470048919517406,32.000000000000014,0.0,1.6886420796467634,1.5911197550142022,0.9422480786141719,16.0,3.524326110300395,0.22027038189377468,1.378744283342314,1.2078096332892416,0.8760214986069083
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,HmA52oSS75D5Z2W8a,VALIDATION_9_C,15,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.894366302745074,32.000000000000014,0.0,1.596678492800253,1.4778284308416485,0.9255641868450514,14.999999999999995,2.5991681646573026,0.17327787764382024,2.7330015156439824,2.183316292045478,0.798871233531321
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,PmcxhmDRj2tN3cECC,VALIDATION_11_C,12,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.044003031512819,32.00000000000002,0.0,1.6896348209808851,1.0684638501774804,0.6323637728756112,11.999999999999998,2.590774515077347,0.21589787625644563,3.1250883151083864,0.8361076444597049,0.2675468851288148
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,PrfKWppTZdvPhe4oN,VALIDATION_19_T,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,3.513939397481257,32.00000000000001,0.0,1.3670317306909936,1.3089005437625814,0.957476344094055,4.0,3.270514333092943,0.8176285832732357,2.458718983132993,2.192354893686991,0.891665500907879
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,SFohXkBYvScM7Y7rC,VALIDATION_7_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,0.9346969948262119,32.000000000000014,0.0,1.5318630766437702,1.379966505315726,0.9008419396981344,9.999999999999996,3.676275243876345,0.36762752438763463,0.8196909565556483,0.6577975764769806,0.8024946124098457
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,fMhhGrfpZH9ign2AK,VALIDATION_15_T,13,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.1363749988947554,32.000000000000014,0.0,1.570276803054001,1.376908914137198,0.8768574505203632,12.999999999999995,4.4021653150643445,0.3386281011587959,1.9661438473071926,1.5388681437543268,0.7826833961624641
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,i7C4Y4NiesraiSwwb,VALIDATION_16_C,10,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.9384884793219928,32.000000000000014,0.0,1.5812369304278855,1.3503816355352292,0.8540033498773733,9.999999999999996,3.479991408771209,0.347999140877121,1.7596743980795828,1.3141571996343675,0.7468183892818867
Public goods game,Synthetic (Nemotron),3,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,19,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,2.617083278127646,32.00000000000001,0.0,1.568474776454927,1.1464962765790845,0.7309625209086243,18.99999999999999,4.788237395572937,0.2520124945038389,2.3780391780701082,1.0047110961611245,0.4224956028590308
Public goods game,Task-adaptive (Concordia),4,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,4,8,mean_contribution_rate|full_contribution_rate|zero_contribution_rate|contribution_sd|messages_per_round|reward_given_round_rate|punish_given_round_rate|punish_received_round_rate,1.5434679066337234,32.00000000000001,0.0,1.3976611765770035,1.3708879095629805,0.9808442364553667,4.0,3.4667137923072815,0.8666784480768204,1.1221735967902946,1.0634150162218805,0.9476386000022824
