game,persona_source,persona_order,run,unit_id,treatment_name,n_players,top1_total,top1_unique_players,top1_effective_n,top1_effective_n_share_of_players,top1_top_player,top1_top_player_count,top1_top_player_share,uniform_null_low,uniform_null_mean,uniform_null_high,excess_modal_share
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7FQezekfKk3zctLN8,VALIDATION_17_T,19,32,4,1.9064553316130282,0.10033975429542254,GORILLA,26,0.8125,0.09375,0.138953125,0.1875,0.673546875
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,6,32,2,1.7547653506033232,0.2924608917672205,CHICKEN,24,0.75,0.1875,0.262771875,0.34375,0.487228125
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7oRFMBwqmesGX7t3H,VALIDATION_15_C,13,32,3,2.2480046710829824,0.1729234362371525,COW,16,0.5,0.125,0.16825625,0.25,0.33174375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,10,32,5,3.1206414391021347,0.3120641439102135,CHICKEN,17,0.53125,0.15625,0.193640625,0.28125,0.337609375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,7ywewvEuctuz4Rq8j,VALIDATION_3_C,6,32,2,1.3649655016647284,0.22749425027745473,SLOTH,29,0.90625,0.1875,0.262771875,0.34375,0.643478125
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,8GneB6qmtDLSnbcJT,VALIDATION_4_T,7,32,3,2.327774743589413,0.33253924908420185,MOOSE,21,0.65625,0.1875,0.238915625,0.3125,0.41733437500000004
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,925LF9k9CXpz8KjQm,VALIDATION_11_T,12,32,2,2.0,0.16666666666666666,SLOTH,16,0.5,0.125,0.175390625,0.25,0.324609375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,9oyspxPncwXdAkruR,VALIDATION_2_C,4,32,3,2.414596666096506,0.6036491665241265,DUCK,16,0.5,0.28125,0.343021875,0.4375,0.15697812500000002
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,6,32,4,2.7032333446228805,0.4505388907704801,GORILLA,20,0.625,0.1875,0.262771875,0.34375,0.362228125
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,ASQtYBWx6cGN27KxL,VALIDATION_12_C,6,32,1,1.0,0.16666666666666666,GORILLA,32,1.0,0.1875,0.262771875,0.34375,0.737228125
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,13,32,5,3.5100685915962546,0.27000527627663495,RABBIT,14,0.4375,0.125,0.16825625,0.25,0.26924375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,AyQkFs97hRTki5zWR,VALIDATION_14_T,6,32,3,2.070367140598382,0.3450611900997303,DUCK,24,0.75,0.1875,0.262771875,0.34375,0.487228125
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,6,32,4,2.5398680241073484,0.4233113373512247,CHICKEN,20,0.625,0.1875,0.262771875,0.34375,0.362228125
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,CbDvrXGkphmfGtH3G,VALIDATION_13_C,16,32,6,4.207288421546401,0.26295552634665004,GORILLA,14,0.4375,0.09375,0.150709375,0.21875,0.28679062499999997
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,CoHyYysb84APn5gDE,VALIDATION_18_T,4,32,2,1.9960950200730567,0.4990237550182642,SLOTH,17,0.53125,0.28125,0.343021875,0.4375,0.18822812500000002
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,6,32,6,4.307285564094169,0.7178809273490282,DOG,11,0.34375,0.1875,0.262771875,0.34375,0.08097812500000001
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,13,32,7,4.582590268959494,0.35250694376611497,MOOSE,15,0.46875,0.125,0.16825625,0.25,0.30049375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,3,32,2,1.4575692649810903,0.4858564216603634,SLOTH,28,0.875,0.34375,0.420984375,0.53125,0.454015625
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,16,32,4,3.5043351577609045,0.21902094736005653,SNAKE,11,0.34375,0.09375,0.150709375,0.21875,0.193040625
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,HmA52oSS75D5Z2W8a,VALIDATION_9_C,15,32,4,1.7893969167136061,0.11929312778090707,COW,27,0.84375,0.125,0.15623125,0.21875,0.68751875
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,PmcxhmDRj2tN3cECC,VALIDATION_11_C,12,32,2,1.9843952490181156,0.16536627075150964,CHICK,18,0.5625,0.125,0.175390625,0.25,0.387109375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,PrfKWppTZdvPhe4oN,VALIDATION_19_T,4,32,4,3.08333994589669,0.7708349864741725,SLOTH,17,0.53125,0.28125,0.343021875,0.4375,0.18822812500000002
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,SFohXkBYvScM7Y7rC,VALIDATION_7_C,10,32,4,3.0295346482820245,0.30295346482820246,DOG,16,0.5,0.15625,0.193640625,0.28125,0.306359375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,fMhhGrfpZH9ign2AK,VALIDATION_15_T,13,32,6,4.61805773713689,0.3552352105489915,GORILLA,13,0.40625,0.125,0.16825625,0.25,0.23799375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,i7C4Y4NiesraiSwwb,VALIDATION_16_C,10,32,5,3.2473977385818804,0.32473977385818803,CHICKEN,15,0.46875,0.15625,0.193640625,0.28125,0.275109375
Public goods game,Synthetic (Nemotron),2,nemotron_raw_fields_adult_to_pgg_stratified_32x40_top3_gpt_5_mini_seed_2,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,19,32,4,2.9112039663075606,0.15322126138460845,DOG,18,0.5625,0.09375,0.138953125,0.1875,0.423546875
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,2KKC9nMd8nRXfgH5G,VALIDATION_19_C,4,32,4,3.271309724538882,0.8178274311347205,GORILLA,16,0.5,0.28125,0.343021875,0.4375,0.15697812500000002
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,2TDnnb4wn9rwy3CYZ,VALIDATION_2_T,4,32,4,3.7823397886425543,0.9455849471606386,DUCK,11,0.34375,0.28125,0.343021875,0.4375,0.0007281250000000239
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,2TquMDieEiixty8AN,VALIDATION_0_T,10,32,8,6.52848194146168,0.652848194146168,SLOTH,8,0.25,0.15625,0.193640625,0.28125,0.05635937499999999
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,2khRAszouj8vP8ZfP,VALIDATION_18_C,4,32,3,2.4602329762891006,0.6150582440722752,DUCK,20,0.625,0.28125,0.343021875,0.4375,0.281978125
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,3EG5RaDj4z7hkT2JD,VALIDATION_10_T,3,32,3,2.9629872703959244,0.9876624234653081,DUCK,13,0.40625,0.34375,0.420984375,0.53125,-0.014734375000000022
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,3EQGxadfbmAKaACgZ,VALIDATION_5_T,4,32,4,3.8584438638713507,0.9646109659678377,GORILLA,11,0.34375,0.28125,0.343021875,0.4375,0.0007281250000000239
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,3v9ji6wNY7sXHe8cM,VALIDATION_4_C,7,32,6,4.509579341284335,0.6442256201834764,DUCK,14,0.4375,0.1875,0.238915625,0.3125,0.198584375
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,5R7YRmti4R5GiJKpi,VALIDATION_7_T,10,32,7,6.068793643085331,0.6068793643085331,OWL,8,0.25,0.15625,0.193640625,0.28125,0.05635937499999999
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,5mhtM66ewYHNxSp4q,VALIDATION_0_C,10,32,8,7.00389438333069,0.700389438333069,CHICKEN,6,0.1875,0.15625,0.193640625,0.28125,-0.006140625000000011
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,65crAkEscRbHNJXbW,VALIDATION_10_C,3,32,3,2.8898482033797173,0.9632827344599058,DUCK,14,0.4375,0.34375,0.420984375,0.53125,0.016515624999999978
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,6BxRfLcBtXYodAS8h,VALIDATION_8_C,6,32,6,4.738234839490466,0.7897058065817443,GORILLA,12,0.375,0.1875,0.262771875,0.34375,0.11222812500000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,6Pxb9DsQpyk22cJNr,VALIDATION_1_C,3,32,3,2.9043725797781224,0.9681241932593742,SLOTH,13,0.40625,0.34375,0.420984375,0.53125,-0.014734375000000022
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,6pQRuemJv5faRcZft,VALIDATION_9_T,15,32,9,7.891709210617315,0.5261139473744877,OWL,8,0.25,0.125,0.15623125,0.21875,0.09376875000000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,6sSM4xSyZQkaxyHav,VALIDATION_5_C,4,32,4,3.363585661014858,0.8408964152537145,DUCK,16,0.5,0.28125,0.343021875,0.4375,0.15697812500000002
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,7FQezekfKk3zctLN8,VALIDATION_17_T,19,32,11,8.655448037854432,0.45554989672918067,GORILLA,8,0.25,0.09375,0.138953125,0.1875,0.11104687499999999
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,7Y6PBvgZNqtriKzaZ,VALIDATION_8_T,6,32,6,5.239565388733408,0.8732608981222346,GORILLA,11,0.34375,0.1875,0.262771875,0.34375,0.08097812500000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,7oRFMBwqmesGX7t3H,VALIDATION_15_C,13,32,9,7.195361117363984,0.5534893167203065,SLOTH,9,0.28125,0.125,0.16825625,0.25,0.11299375
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,7tfDsTHHnxsgrhE3d,VALIDATION_16_T,10,32,9,6.757775573913123,0.6757775573913123,CHICKEN,9,0.28125,0.15625,0.193640625,0.28125,0.08760937499999999
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,7ywewvEuctuz4Rq8j,VALIDATION_3_C,6,32,5,4.013150519721989,0.6688584199536649,SLOTH,12,0.375,0.1875,0.262771875,0.34375,0.11222812500000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,8GneB6qmtDLSnbcJT,VALIDATION_4_T,7,32,7,5.999608487953829,0.857086926850547,DOG,9,0.28125,0.1875,0.238915625,0.3125,0.04233437500000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,925LF9k9CXpz8KjQm,VALIDATION_11_T,12,32,9,6.963857227153053,0.5803214355960877,MOOSE,9,0.28125,0.125,0.175390625,0.25,0.105859375
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,9oyspxPncwXdAkruR,VALIDATION_2_C,4,32,4,2.714012292083171,0.6785030730207927,SLOTH,15,0.46875,0.28125,0.343021875,0.4375,0.12572812500000002
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,AJ4ikZuWJeJcEXhgZ,VALIDATION_3_T,6,32,6,4.704356004128977,0.7840593340214962,SLOTH,13,0.40625,0.1875,0.262771875,0.34375,0.143478125
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,ASQtYBWx6cGN27KxL,VALIDATION_12_C,6,32,6,4.351354524129892,0.7252257540216487,PARROT,15,0.46875,0.1875,0.262771875,0.34375,0.205978125
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,Aj2G7CTuhLZ7Z2SPK,VALIDATION_6_C,13,32,9,8.311083280731872,0.6393140985178363,PARROT,6,0.1875,0.125,0.16825625,0.25,0.019243750000000004
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,AyQkFs97hRTki5zWR,VALIDATION_14_T,6,32,5,4.551995789120184,0.758665964853364,DUCK,10,0.3125,0.1875,0.262771875,0.34375,0.04972812500000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,C5Cd8Yq5dDbdycXKB,VALIDATION_14_C,6,32,5,4.460796510838321,0.7434660851397202,SLOTH,11,0.34375,0.1875,0.262771875,0.34375,0.08097812500000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,CbDvrXGkphmfGtH3G,VALIDATION_13_C,16,32,7,4.530078794247251,0.28312992464045317,GORILLA,15,0.46875,0.09375,0.150709375,0.21875,0.31804062499999997
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,CoHyYysb84APn5gDE,VALIDATION_18_T,4,32,4,3.4273739934421785,0.8568434983605446,SLOTH,15,0.46875,0.28125,0.343021875,0.4375,0.12572812500000002
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,DYFJDsdGg8bppBJ7P,VALIDATION_12_T,6,32,6,4.509579341284335,0.7515965568807225,SLOTH,14,0.4375,0.1875,0.262771875,0.34375,0.174728125
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,FAuuG8S2iw8wkGRnA,VALIDATION_6_T,13,32,8,7.173308480950027,0.551792960073079,SLOTH,7,0.21875,0.125,0.16825625,0.25,0.050493750000000004
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,Fm7uYc98E2b6kcoDE,VALIDATION_1_T,3,32,3,2.4471461657205658,0.8157153885735219,SLOTH,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,FvbM5EM5aB5pcjLpA,VALIDATION_13_T,16,32,11,7.608171028615933,0.4755106892884958,SNAKE,11,0.34375,0.09375,0.150709375,0.21875,0.193040625
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,HmA52oSS75D5Z2W8a,VALIDATION_9_C,15,32,8,6.23253527291872,0.41550235152791465,CHICK,8,0.25,0.125,0.15623125,0.21875,0.09376875000000001
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,PmcxhmDRj2tN3cECC,VALIDATION_11_C,12,32,10,7.651912524422478,0.6376593770352065,CHICK,11,0.34375,0.125,0.175390625,0.25,0.168359375
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,PrfKWppTZdvPhe4oN,VALIDATION_19_T,4,32,4,3.10779450163392,0.77694862540848,GORILLA,16,0.5,0.28125,0.343021875,0.4375,0.15697812500000002
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,SFohXkBYvScM7Y7rC,VALIDATION_7_C,10,32,7,5.727636510319091,0.5727636510319092,SLOTH,8,0.25,0.15625,0.193640625,0.28125,0.05635937499999999
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,fMhhGrfpZH9ign2AK,VALIDATION_15_T,13,32,9,7.812723204874722,0.6009787080672863,GORILLA,6,0.1875,0.125,0.16825625,0.25,0.019243750000000004
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,i7C4Y4NiesraiSwwb,VALIDATION_16_C,10,32,8,6.0636559174875515,0.6063655917487552,RABBIT,9,0.28125,0.15625,0.193640625,0.28125,0.08760937499999999
Public goods game,Task-adaptive (Concordia),3,concordia_pgg_game_grounded_alphaevolve_5_compact_to_pgg_stratified_32x40_top3_gpt_5_mini,r7Bk7fEwX3HSRrXMZ,VALIDATION_17_C,19,32,13,11.066591696007539,0.5824521945267126,DOG,6,0.1875,0.09375,0.138953125,0.1875,0.04854687499999999
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_01_m7xia7__game_1,CHIP2__GAME_1,3,32,2,1.2633812503027273,0.42112708343424243,dog-orange-384,30,0.9375,0.34375,0.420984375,0.53125,0.516515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_02_m7xiz2__game_1,CHIP2__GAME_1,3,32,3,1.845116947259154,0.615038982419718,otter-blue-1497,26,0.8125,0.34375,0.420984375,0.53125,0.391515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_03_m8aexq__game_1,CHIP2__GAME_1,3,32,3,2.736465162693914,0.9121550542313046,owl-orange-1045,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_04_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.1578810218811197,0.7192936739603732,ram-red-5745,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m7xjzy__game_1,CHIP2__GAME_1,3,32,2,1.6202453123826384,0.5400817707942128,owl-yellow-7660,26,0.8125,0.34375,0.420984375,0.53125,0.391515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m7xjzy__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,1.8497199775389868,0.616573325846329,owl-yellow-7660,25,0.78125,0.34375,0.420984375,0.53125,0.360265625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_05_m8aexq__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.675366828465664,0.891788942821888,gorilla-purple-6898,18,0.5625,0.34375,0.420984375,0.53125,0.14151562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_07_m8ag8i__game_1,CHIP2__GAME_1,3,32,3,2.2965374234073592,0.7655124744691197,whale-green-1798,22,0.6875,0.34375,0.420984375,0.53125,0.266515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_12_m8agmu__game_1,CHIP2__GAME_1,3,32,3,2.339359233680122,0.7797864112267073,buffalo-orange-6610,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_12_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.193800143154352,0.731266714384784,goose-purple-9985,19,0.59375,0.34375,0.420984375,0.53125,0.17276562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_14_m8agmu__game_1,CHIP2__GAME_1,3,32,3,2.556795936414349,0.8522653121381163,ram-pink-8623,15,0.46875,0.34375,0.420984375,0.53125,0.04776562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_14_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,2,1.2633812503027273,0.42112708343424243,otter-pink-5988,30,0.9375,0.34375,0.420984375,0.53125,0.516515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_15_m8agmu__game_1,CHIP2__GAME_1,3,32,2,1.2633812503027273,0.42112708343424243,camel-pink-767,30,0.9375,0.34375,0.420984375,0.53125,0.516515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_15_m8agmu__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,1.7630720877647699,0.58769069592159,camel-pink-767,26,0.8125,0.34375,0.420984375,0.53125,0.391515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_18_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.736465162693914,0.9121550542313046,elephant-yellow-5788,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip2__cohort_20_m8agzl__game_2_alt_profile,CHIP2__GAME_2_ALT_PROFILE,3,32,3,2.4117158828471004,0.8039052942823668,tiger-yellow-3019,21,0.65625,0.34375,0.420984375,0.53125,0.23526562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_01_m8aiq8__game_1,CHIP3__GAME_1,3,32,3,2.838720512650752,0.946240170883584,buffalo-green-2230,14,0.4375,0.34375,0.420984375,0.53125,0.016515624999999978
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_01_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.0599357721347684,0.6866452573782561,goose-green-3433,22,0.6875,0.34375,0.420984375,0.53125,0.266515625
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_02_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.238942669899854,0.7463142232999513,peacock-red-3668,17,0.53125,0.34375,0.420984375,0.53125,0.11026562499999998
Bargaining game,Demographic surveys,0,argyle_anes2016_backstory_to_chip_bargain_stratified_32x48_top3_gpt_5_mini_seed_2,chip3__cohort_03_m8aiq8__game_2_alt_profile,CHIP3__GAME_2_ALT_PROFILE,3,32,3,2.5130406413348823,0.837680213778294,badger-red-5032,20,0.625,0.34375,0.420984375,0.53125,0.20401562499999998
