tag,alignment_score_word_mask,sil_with_word_mask,sil_without_word_mask,alignment_score_drop_sections,sil_with_drop_sections,sil_without_drop_sections
PUNISHMENT,0.6424263159868223,0.3615745306015014,0.4035766720771789,0.5714836469996344,0.438320130109787,0.4485348761081695
REWARD,0.7977607075738319,0.3727318346500397,0.3808048367500305,0.4895360698369108,0.3953585028648376,0.4164086580276489
COMMUNICATION,0.6425544017077504,0.3737906813621521,0.3861479461193084,0.3602475155860153,0.4007272720336914,0.4136203527450561
