tag,alignment_score_orig,sil_with_orig,sil_without_orig,alignment_score_delex,sil_with_delex,sil_without_delex
PUNISHMENT,1.07155924032831,0.44081664860248565,0.4110242170095444,0.5720420261030983,0.44042204022407533,0.45159425258636476
REWARD,0.9247405113003226,0.4215264013409615,0.4549474409222603,0.4743029091686139,0.4014530694484711,0.42003262639045713
COMMUNICATION,0.904467248419752,0.4077428647875786,0.47285582304000856,0.35528369950014416,0.40573529690504073,0.4169342643022537
