tag,alignment_mean_word_mask,sil_with_mean_word_mask,sil_without_mean_word_mask,alignment_mean_drop_sections,sil_with_mean_drop_sections,sil_without_mean_drop_sections
PUNISHMENT,0.7043881608277435,0.3706063258647918,0.4070841509103775,0.5720420261030983,0.4404220402240753,0.4515942525863647
REWARD,0.8230515123970791,0.3769492867588997,0.3880392947793007,0.4743029091686139,0.4014530694484711,0.4200326263904571
COMMUNICATION,0.6198057393140384,0.377385187447071,0.3915895012021064,0.3552836995001441,0.4057352969050407,0.4169342643022537
