Event.Index;UTC.Timestamp;UTC.Date;Local.Timestamp;Local.Timezone;Local.Date;Experiment.ID;Experiment.Version;Tree.Node.Key;Repeat.Key;Schedule.ID;Participant.Public.ID;Participant.Private.ID;Participant.Starting.Group;Participant.Status;Participant.Completion.Code;Participant.External.Session.ID;Participant.Device.Type;Participant.Device;Participant.OS;Participant.Browser;Participant.Monitor.Size;Participant.Viewport.Size;Checkpoint;Task.Name;Task.Version;randomiser.3zw7;randomiser.tygv;randomiser.eo93;branch.wr7f;branch.9coe;branch.rxc5;branch.fz1e;branch.kqoq;branch.56os;branch.bnrh;branch.l7jq;branch.gk6r;branch.6ucl;Randomise.questionnaire.elements.;Question.Key;Response
8;1,65E+12;08/06/2022 11:24:04;1,65E+12;1;08/06/2022 12:24:04;89054;14;questionnaire-89wj;NA;22356131;60b8b5dcb46db8ae98d0b047;6589782;NA;complete;NA;62a07c75a089f0a4a1534c10;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education;Master's degree (e.g. MA / MSc / MEd)
9;1,65E+12;08/06/2022 11:24:04;1,65E+12;1;08/06/2022 12:24:04;89054;14;questionnaire-89wj;NA;22356131;60b8b5dcb46db8ae98d0b047;6589782;NA;complete;NA;62a07c75a089f0a4a1534c10;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-quantised;4
10;1,65E+12;08/06/2022 11:24:04;1,65E+12;1;08/06/2022 12:24:04;89054;14;questionnaire-89wj;NA;22356131;60b8b5dcb46db8ae98d0b047;6589782;NA;complete;NA;62a07c75a089f0a4a1534c10;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-text;
11;1,65E+12;08/06/2022 11:24:04;1,65E+12;1;08/06/2022 12:24:04;89054;14;questionnaire-89wj;NA;22356131;60b8b5dcb46db8ae98d0b047;6589782;NA;complete;NA;62a07c75a089f0a4a1534c10;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1536x864;1519x714;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;END QUESTIONNAIRE;11086
1;1,65E+12;08/06/2022 11:24:10;1,65E+12;2;08/06/2022 13:24:10;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;age;32
3;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;age-quantised;16
4;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;gender;Female
5;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;gender-quantised;1
6;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;nationality;Germany
7;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;nationality-quantised;64
8;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education;High school degree or equivalent
9;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-quantised;2
10;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;education-text;
11;1,65E+12;08/06/2022 11:24:32;1,65E+12;2;08/06/2022 13:24:32;89054;14;questionnaire-89wj;NA;22356137;56d8ed30d13f6b000c542ce7;6589791;NA;complete;NA;62a0853f3b76bd34d862bf5d;computer;Desktop or Laptop;Windows 10;Firefox 101.0;1920x1080;1920x955;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;END QUESTIONNAIRE;21781
1;1,65E+12;08/06/2022 11:24:45;1,65E+12;2;08/06/2022 13:24:46;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;age;20
3;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;age-quantised;4
4;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;gender;Female
5;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;gender-quantised;1
6;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;nationality;Poland
7;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;nationality-quantised;140
8;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;education;High school degree or equivalent
9;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;education-quantised;2
10;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;education-text;
11;1,65E+12;08/06/2022 11:25:26;1,65E+12;2;08/06/2022 13:25:27;89054;14;questionnaire-89wj;NA;22356153;6108f1b88fcaa95e51f5efc9;6589776;NA;complete;NA;62a0865a15753dc40e5cd6f7;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x754;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_1;;accept;Consent;Continue;Continue;;;;;;;No;END QUESTIONNAIRE;41093
1;1,65E+12;08/06/2022 11:24:58;1,65E+12;1;08/06/2022 12:24:54;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1366x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;age;36
3;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;age-quantised;20
4;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;gender;Female
5;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;gender-quantised;1
6;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;nationality;Ireland (Republic of)
7;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;nationality-quantised;80
8;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education;Master's degree (e.g. MA / MSc / MEd)
9;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education-quantised;4
10;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education-text;
11;1,65E+12;08/06/2022 11:25:13;1,65E+12;1;08/06/2022 12:25:09;89054;14;questionnaire-89wj;NA;22356164;5ff1e9e97e067a6157742ad3;6589795;NA;complete;NA;62a086c77b4d0ffa598edd66;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1366x768;1349x617;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;END QUESTIONNAIRE;15352
1;1,65E+12;08/06/2022 11:25:50;1,65E+12;1;08/06/2022 12:25:51;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;age;50
3;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;age-quantised;34
4;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;gender;Male
5;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;gender-quantised;2
6;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;nationality;Ireland (Republic of)
7;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;nationality-quantised;80
8;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;education;Bachelor's degree (e.g. BA / BS)
9;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;education-quantised;3
10;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;education-text;
11;1,65E+12;08/06/2022 11:26:06;1,65E+12;1;08/06/2022 12:26:07;89054;14;questionnaire-89wj;NA;22356192;5ec96e3609117f0a67231842;6589802;NA;complete;NA;62a086b09bdf0dc468c63a99;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1440x900;1440x789;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_1;accept;Consent;;;;;Continue;;Continue;;No;END QUESTIONNAIRE;15460
1;1,65E+12;08/06/2022 11:26:41;1,65E+12;2;08/06/2022 13:26:42;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1536x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;age;25
3;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;age-quantised;9
4;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;gender;Male
5;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;gender-quantised;2
6;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;nationality;Italy
7;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;nationality-quantised;82
8;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education;Bachelor's degree (e.g. BA / BS)
9;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education-quantised;3
10;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;education-text;
11;1,65E+12;08/06/2022 11:26:55;1,65E+12;2;08/06/2022 13:26:56;89054;14;questionnaire-89wj;NA;22356219;5efe57bc6e799918cdd29caa;6589806;NA;complete;NA;62a0872d7dbfb7e2163ca7ff;computer;Desktop or Laptop;Windows 10;Chrome 102.0.0.0;1536x864;1519x722;NA;Socio_Demographic_Characteristics;10;Adjudication;;Version_2;accept;Consent;;;;;;Continue;;Continue;No;END QUESTIONNAIRE;13779
1;1,65E+12;08/06/2022 11:27:18;1,65E+12;2;08/06/2022 13:27:18;89054;14;questionnaire-89wj;NA;22356236;5f7f93d23baaf8161cd10edd;6589813;NA;complete;NA;62a087690da93aed38d4a802;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x969;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;BEGIN QUESTIONNAIRE;
2;1,65E+12;08/06/2022 11:27:29;1,65E+12;2;08/06/2022 13:27:29;89054;14;questionnaire-89wj;NA;22356236;5f7f93d23baaf8161cd10edd;6589813;NA;complete;NA;62a087690da93aed38d4a802;computer;Desktop or Laptop;Windows 10;Chrome 102.0.5005.63;1920x1080;1920x969;NA;Socio_Demographic_Characteristics;10;NoAdjudication;Version_2;;accept;Consent;;;Continue;Continue;;;;;No;age;23
