factor,direction,split,style_source,eval_granularity,model,k_clusters,baseline_r2,augmented_r2,delta_r2,baseline_r2_oos_train_mean,augmented_r2_oos_train_mean,delta_r2_oos_train_mean,baseline_rmse,augmented_rmse,delta_rmse,baseline_mae,augmented_mae,delta_mae,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae,win_r2,win_r2_oos_train_mean,win_rmse,win_mae,win_r2_rmse,win_all
player_count,low_to_high,player_count/low_to_high,oracle,game,linear,4,-0.12109296126648217,-0.13653059275159318,-0.015437631485111014,-0.10085148012433187,-0.11601038313876177,-0.015158903014429903,0.13722653848854144,0.13816812394522823,0.0009415854566867943,0.11925363077363856,0.11960994124187811,0.0003563104682395568,120,79,0.0,0.0,False,False,False,False,False,False
player_count,low_to_high,player_count/low_to_high,oracle,game,ridge,8,-0.0771453875990249,0.09695368114869629,0.1740990687477212,-0.057697385690414826,0.11325830143002191,0.17095568712043674,0.13450996466538778,0.12316074544553902,-0.011349219219848758,0.11663545091354569,0.10590672460020348,-0.010728726313342207,120,79,0.0,0.0,True,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,synthetic,config_treatment,linear,12,-0.058745563356710884,0.33567941811589885,0.39442498147260974,0.06625798355491475,0.4141141543698341,0.3478561708149194,0.09630490659393558,0.07628540681553801,-0.020019499778397565,0.07781576475098086,0.05944147283575156,-0.018374291915229296,114,20,0.1615441484304537,0.08841703933056737,True,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,synthetic,config_treatment,ridge,12,0.06796580969806154,0.413280253720683,0.34531444402262146,0.1780088489919074,0.48255284561280454,0.30454399662089715,0.09035840052729593,0.07169154916327788,-0.01866685136401805,0.07468191988722252,0.05634308343742207,-0.018338836449800444,114,20,0.1615441484304537,0.08841703933056737,True,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,synthetic,game,linear,10,-0.12109296126648217,0.08310574746930044,0.2041987087357826,-0.10085148012433187,0.09966039401795057,0.20051187414228244,0.13722653848854144,0.12410146855401864,-0.013125069934522796,0.11925363077363856,0.10411843575660196,-0.015135195017036598,120,79,0.1912719239040538,0.10954583898829713,True,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,synthetic,game,ridge,10,-0.0771453875990249,0.0933998040157904,0.1705451916148153,-0.057697385690414826,0.1097685900170452,0.16746597570746002,0.13450996466538778,0.1234028528326485,-0.011107111832739283,0.11663545091354569,0.10249784516165496,-0.014137605751890728,120,79,0.1912719239040538,0.10954583898829713,True,True,True,True,True,True
reward_exists,false_to_true,reward_exists/false_to_true,oracle,config_treatment,linear,4,-0.12693872053339073,-0.16273825072664017,-0.03579953019324944,-0.12357793807674922,-0.15927070609133076,-0.035692768014581544,0.08064754462860763,0.08191849763419772,0.0012709530055900892,0.06284877330107551,0.06255523557173537,-0.00029353772934014033,110,22,0.0,0.0,False,False,False,True,False,False
reward_exists,false_to_true,reward_exists/false_to_true,oracle,config_treatment,ridge,8,-0.10188643467351821,-0.12320984922322875,-0.02132341454971054,-0.09860036371740688,-0.11986018709199087,-0.021259823374583986,0.07974609343452452,0.0805140087560484,0.0007679153215238849,0.061575270923587985,0.06208124916228264,0.0005059782386946515,110,22,0.0,0.0,False,False,False,False,False,False
reward_exists,false_to_true,reward_exists/false_to_true,oracle,game,linear,8,0.021304586785407142,0.19307174692499907,0.17176716013959192,0.026060475428877017,0.1969929473956229,0.17093247196674588,0.12855543079813625,0.11673043728599933,-0.011824993512136922,0.0975049070695891,0.09037150448336348,-0.007133402586225621,117,137,0.0,0.0,True,True,True,True,True,True
reward_exists,false_to_true,reward_exists/false_to_true,oracle,game,ridge,8,0.02999397134688031,0.20748982501254898,0.17749585366566867,0.03470763465160176,0.2113409620365566,0.17663332738495485,0.12798346626715265,0.11568287543228956,-0.012300590834863095,0.09707589761521968,0.08923629923863655,-0.007839598376583129,117,137,0.0,0.0,True,True,True,True,True,True
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,config_treatment,linear,6,-0.12693872053339073,-0.11399759952683142,0.012941121006559309,-0.12357793807674922,-0.11067541037757733,0.012902527699171884,0.08064754462860763,0.08018315239086345,-0.0004643922377441795,0.06284877330107551,0.06278476251889421,-6.401078218129519e-05,110,22,0.20794669697868126,0.14225044582331772,True,True,True,True,True,True
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,config_treatment,ridge,6,-0.10188643467351821,-0.0751261129432188,0.026760321730299408,-0.09860036371740688,-0.0719198472313205,0.02668051648608638,0.07974609343452452,0.07877178812628811,-0.0009743053082364034,0.061575270923587985,0.06204308892089236,0.00046781799730437335,110,22,0.20794669697868126,0.14225044582331772,True,True,True,False,True,False
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,game,linear,6,0.021304586785407142,0.010900720460022217,-0.010403866325384925,0.026060475428877017,0.015707165823220293,-0.010353309605656724,0.12855543079813625,0.1292369185303346,0.0006814877321983381,0.0975049070695891,0.09880533198620561,0.0013004249166165133,117,137,0.20794669697868126,0.14225044582331772,False,False,False,False,False,False
reward_exists,false_to_true,reward_exists/false_to_true,synthetic,game,ridge,6,0.02999397134688031,0.016247623691902024,-0.013746347654978286,0.03470763465160176,0.021028086225289178,-0.013679548426312582,0.12798346626715265,0.12888712871394847,0.0009036624467958221,0.09707589761521968,0.09869619057782987,0.0016202929626101953,117,137,0.20794669697868126,0.14225044582331772,False,False,False,False,False,False
reward_exists,true_to_false,reward_exists/true_to_false,oracle,config_treatment,linear,12,0.28213558292086227,0.4397173952231366,0.1575818123022743,0.36019969885411873,0.5006452879757122,0.14044558912159344,0.07240327958039132,0.06396473346142172,-0.008438546118969603,0.05869079171228125,0.052857806151286296,-0.005832985560994951,96,18,0.0,0.0,True,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,oracle,config_treatment,ridge,12,0.24777958642207576,0.4718167972407452,0.22403721081866945,0.3295797427967798,0.5292540427612342,0.1996742999644544,0.0741155921087192,0.06210539350674324,-0.012010198601975955,0.05900200678430259,0.05207844770853132,-0.006923559075771274,96,18,0.0,0.0,True,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,oracle,game,linear,10,-0.011467194816428217,0.2235728301056309,0.2350400249220591,0.0007805320627032319,0.23297448738837556,0.23219395532567233,0.1516255814124175,0.13284552839153016,-0.01878005302088734,0.11618722167762612,0.09588421004665094,-0.02030301163097517,97,112,0.0,0.0,True,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,oracle,game,ridge,10,-0.020732006358937127,0.21554481882864462,0.23627682518758175,-0.008372093061955743,0.22504368627303062,0.23341577933498636,0.15231842652913058,0.1335305525776666,-0.018787873951463974,0.11640708613175134,0.09542867164076714,-0.0209784144909842,97,112,0.0,0.0,True,True,True,True,True,True
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,config_treatment,linear,12,0.28213558292086227,0.15604560957556057,-0.1260899733453017,0.36019969885411873,0.2478213708600363,-0.11237832799408243,0.07240327958039132,0.07850485457390144,0.00610157499351012,0.05869079171228125,0.06100411573885632,0.002313324026575074,96,18,0.18960969181395024,0.10714435657744416,False,False,False,False,False,False
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,config_treatment,ridge,12,0.24777958642207576,0.08736259028987192,-0.16041699613220384,0.3295797427967798,0.18660728171296603,-0.14297246108381378,0.0741155921087192,0.08163683487977397,0.007521242771054773,0.05900200678430259,0.06471460929854939,0.005712602514246795,96,18,0.18960969181395024,0.10714435657744416,False,False,False,False,False,False
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,game,linear,12,-0.011467194816428217,-0.0713159139947912,-0.059848719178362986,0.0007805320627032319,-0.058343486630741515,-0.059124018693444746,0.1516255814124175,0.15604697580353988,0.00442139439112238,0.11618722167762612,0.12123432221330666,0.00504710053568054,97,112,0.18960969181395024,0.10714435657744416,False,False,False,False,False,False
reward_exists,true_to_false,reward_exists/true_to_false,synthetic,game,ridge,4,-0.020732006358937127,-0.05276935596932675,-0.03203734961038962,-0.008372093061955743,-0.0400215065040046,-0.03164941344204886,0.15231842652913058,0.15469034064377304,0.002371914114642465,0.11640708613175134,0.12446601656593306,0.008058930434181724,97,112,0.2828943108980219,0.20775250039245155,False,False,False,False,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,config_treatment,linear,12,-0.19218575312799246,0.06538016619079179,0.25756591931878425,-0.18951565996682174,0.06747339874285063,0.25698905870967237,0.08484173792765748,0.07511991518252198,-0.0097218227451355,0.06854948797036384,0.05892971769871025,-0.009619770271653588,98,28,0.0,0.0,True,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,config_treatment,ridge,12,-0.15001521773880722,0.0706533492826098,0.22066856702141702,-0.14743957232443305,0.07273477168673315,0.2201743440111662,0.08332769833886607,0.0749076998148681,-0.008419998523997968,0.06632665118486226,0.058401261134748354,-0.00792539005011391,98,28,0.0,0.0,True,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,game,linear,12,-0.06891678439775806,0.10035430143908564,0.1692710858368437,-0.06793357603291938,0.10118181129684733,0.16911538732976672,0.14871873203152386,0.13643615748051927,-0.012282574551004594,0.11411628866299783,0.10485643761386486,-0.009259851049132975,100,180,0.0,0.0,True,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,oracle,game,ridge,12,-0.050229087632886804,0.11127404863688073,0.16150313626976753,-0.049263068538576205,0.11209151432006914,0.16135458285864535,0.14741298724087126,0.13560561003320054,-0.011807377207670722,0.11301805692926416,0.10369374325946788,-0.009324313669796275,100,180,0.0,0.0,True,True,True,True,True,True
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,config_treatment,linear,4,-0.19218575312799246,-0.3908870284009367,-0.19870127527294423,-0.18951565996682174,-0.3877719115386944,-0.19825625157187265,0.08484173792765748,0.09163967088534099,0.0067979329576835085,0.06854948797036384,0.07302239428545017,0.004472906315086331,98,28,0.2560975230758525,0.18204227918931698,False,False,False,False,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,config_treatment,ridge,4,-0.15001521773880722,-0.15902432341351713,-0.009009105674709916,-0.14743957232443305,-0.1564285006472601,-0.00898892832282705,0.08332769833886607,0.08365345208371588,0.0003257537448498188,0.06632665118486226,0.06735237766537815,0.0010257264805158817,98,28,0.2560975230758525,0.18204227918931698,False,False,False,False,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,game,linear,4,-0.06891678439775806,-0.16226251391391777,-0.09334572951615971,-0.06793357603291938,-0.16119344451347573,-0.09325986848055634,0.14871873203152386,0.15507644663269296,0.006357714601169101,0.11411628866299783,0.12182473510754933,0.0077084464445515005,100,180,0.2560975230758525,0.18204227918931698,False,False,False,False,False,False
show_n_rounds,false_to_true,show_n_rounds/false_to_true,synthetic,game,ridge,4,-0.050229087632886804,-0.06765716620094131,-0.017428078568054506,-0.049263068538576205,-0.06667511645496416,-0.01741204791638795,0.14741298724087126,0.14863108066159852,0.001218093420727262,0.11301805692926416,0.11600078846700883,0.0029827315377446706,100,180,0.2560975230758525,0.18204227918931698,False,False,False,False,False,False
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,config_treatment,linear,4,0.4427865454093195,0.5016931547496237,0.05890660934030423,0.5234305207883942,0.5738117380833936,0.050381217294999336,0.0611489033555799,0.05782641945783944,-0.0033224838977404664,0.04647175131445181,0.05217152104871375,0.005699769734261936,108,12,0.0,0.0,True,True,True,False,True,False
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,config_treatment,ridge,4,0.4337164747724266,0.5463756217487405,0.11265914697631396,0.5156731366042457,0.6120274341550208,0.09635429755077507,0.06164457163929355,0.05517293259864083,-0.0064716390406527186,0.04610364490808383,0.05001702784105209,0.003913382932968258,108,12,0.0,0.0,True,True,True,False,True,False
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,game,linear,6,0.06785690770141284,0.2953759074296779,0.22751899972826506,0.06942767219471169,0.29656327717459885,0.22713560497988716,0.12374811228248503,0.10759102232821526,-0.016157089954269774,0.10233922142846533,0.08420402845733285,-0.018135192971132474,114,69,0.0,0.0,True,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,oracle,game,ridge,6,0.05799161229107075,0.2878900499112006,0.22989843762012985,0.0595790009012831,0.28909003415628687,0.22951103325500377,0.12440123012088233,0.10816103065460651,-0.01624019946627582,0.10199489740990844,0.08449098094774837,-0.01750391646216007,114,69,0.0,0.0,True,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,config_treatment,linear,6,0.4427865454093195,0.5715585898206081,0.12877204441128864,0.5234305207883942,0.6335657403106545,0.11013521952226024,0.0611489033555799,0.05361960318367943,-0.007529300171900476,0.04647175131445181,0.04380884058823067,-0.0026629107262211432,108,12,0.21200011619452486,0.1449965629700812,True,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,config_treatment,ridge,6,0.4337164747724266,0.5363979667187835,0.1026814919463569,0.5156731366042457,0.6034938177783797,0.087820681174134,0.06164457163929355,0.0557764079142144,-0.005868163725079152,0.04610364490808383,0.04407491143403461,-0.0020287334740492213,108,12,0.21200011619452486,0.1449965629700812,True,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,game,linear,6,0.06785690770141284,0.10977997713987431,0.04192306943846147,0.06942767219471169,0.11128009661153637,0.041852424416824685,0.12374811228248503,0.12093331812072577,-0.0028147941617592542,0.10233922142846533,0.098681979171492,-0.0036572422569733226,114,69,0.21200011619452486,0.1449965629700812,True,True,True,True,True,True
show_n_rounds,true_to_false,show_n_rounds/true_to_false,synthetic,game,ridge,6,0.05799161229107075,0.09741978026365217,0.03942816797258142,0.0595790009012831,0.09894072803790399,0.039361727136620894,0.12440123012088233,0.12176996907301964,-0.0026312610478626958,0.10199489740990844,0.09907769827452813,-0.0029171991353803134,114,69,0.21200011619452486,0.1449965629700812,True,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,config_treatment,linear,8,-0.16482521213627876,0.08748341556904582,0.2523086277053246,0.12294901885784604,0.3129238984998707,0.18997487964202464,0.08640671418147715,0.07647817087763796,-0.009928543303839188,0.06906025111842809,0.06293493847604854,-0.006125312642379546,98,26,0.0,0.0,True,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,config_treatment,ridge,8,-0.17916053964851764,0.06943217990340922,0.24859271955192686,0.11215528523274299,0.2993322851089316,0.18717699987618863,0.08693678546583916,0.07723090506828151,-0.009705880397557654,0.06976955930434778,0.06366509978950805,-0.006104459514839733,98,26,0.0,0.0,True,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,game,linear,6,-0.05960118472937159,0.10762202499183549,0.16722320972120708,-0.016021360283538177,0.1443242069548698,0.16034556723840798,0.15240541082010153,0.13986324164054828,-0.012542169179553253,0.12292856846456302,0.11405223895999733,-0.008876329504565683,100,173,0.0,0.0,True,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,oracle,game,ridge,6,-0.05954510478176234,0.10324218793483009,0.16278729271659242,-0.015967586820960333,0.1401245060970273,0.15609209291798765,0.15240137769864628,0.14020604952204285,-0.012195328176603432,0.12250520247979714,0.1140115721745512,-0.008493630305245942,100,173,0.0,0.0,True,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,config_treatment,linear,8,-0.16482521213627876,-0.10141944124045787,0.06340577089582089,0.12294901885784604,0.1706901674824245,0.047741148624578456,0.08640671418147715,0.08402208963639969,-0.0023846245450774572,0.06906025111842809,0.06960954356683975,0.0005492924484116618,98,26,0.22233350435749222,0.13495585032384588,True,True,True,False,True,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,config_treatment,ridge,10,-0.17916053964851764,-0.1540420104958835,0.025118529152634128,0.11215528523274299,0.1310681920007568,0.018912906768013826,0.08693678546583916,0.08600583539889416,-0.0009309500669450049,0.06976955930434778,0.06500921880492003,-0.004760340499427751,98,26,0.1948221021214789,0.11171192484952715,True,True,True,True,True,True
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,game,linear,10,-0.05960118472937159,-0.053545451889427165,0.006055732839944428,-0.016021360283538177,-0.010214690749542177,0.005806669533996001,0.15240541082010153,0.1519692802731463,-0.0004361305469552379,0.12292856846456302,0.124184382654955,0.0012558141903919878,100,173,0.1948221021214789,0.11171192484952715,True,True,True,False,True,False
show_other_summaries,false_to_true,show_other_summaries/false_to_true,synthetic,game,ridge,10,-0.05954510478176234,-0.044387832043928155,0.015157272737834182,-0.015967586820960333,-0.0014337102198158647,0.014533876601144469,0.15240137769864628,0.15130736564453806,-0.0010940120541082232,0.12250520247979714,0.12246118426312574,-4.401821667139594e-05,100,173,0.1948221021214789,0.11171192484952715,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,config_treatment,linear,12,-1.2828775499719516,-1.0238030728150114,0.2590744771569402,-0.8414841045280093,-0.6325015721187384,0.2089825324092709,0.10923937698578716,0.1028542002104967,-0.006385176775290463,0.09066481728809035,0.08200749422119083,-0.008657323066899522,108,14,0.0,0.0,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,config_treatment,ridge,12,-1.0624758908358376,-0.8844037506284483,0.17807214020738926,-0.6636970165101954,-0.5200550521590113,0.14364196435118415,0.10383226941354934,0.09924871349878424,-0.0045835559147651,0.08370749056197337,0.07718689564392735,-0.006520594918046019,108,14,0.0,0.0,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,game,linear,10,-0.3448203539116934,-0.11190258254870611,0.2329177713629873,-0.2126620558226311,-0.002633599131669495,0.2100284566909616,0.13286548424661362,0.12081292729704682,-0.012052556949566806,0.10599992914152175,0.09100985550924655,-0.014990073632275197,114,76,0.0,0.0,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,oracle,game,ridge,10,-0.2801075710847354,-0.04761674567788465,0.23249082540685073,-0.15430873299205228,0.055334734611416914,0.2096434676034692,0.1296293284123238,0.11726846861959052,-0.012360859792733284,0.10487770580213733,0.08782637708594486,-0.01705132871619247,114,76,0.0,0.0,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,config_treatment,linear,12,-1.2828775499719516,-1.0848596425537598,0.1980179074181918,-0.8414841045280093,-0.6817528789408203,0.159731225587189,0.10923937698578716,0.10439418720521726,-0.0048451897805699,0.09066481728809035,0.0847730498112337,-0.0058917674768566575,108,14,0.164806576697699,0.09286149699990119,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,config_treatment,ridge,12,-1.0624758908358376,-0.9856113757450291,0.0768645150908085,-0.6636970165101954,-0.6016942241380352,0.06200279237216022,0.10383226941354934,0.10187908413662305,-0.0019531852769262836,0.08370749056197337,0.08344205018038196,-0.00026544038159140304,108,14,0.164806576697699,0.09286149699990119,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,game,linear,4,-0.3448203539116934,-0.3383840686972699,0.0064362852144235205,-0.2126620558226311,-0.20685827776611898,0.00580377805651211,0.13286548424661362,0.132547157043926,-0.0003183272026876238,0.10599992914152175,0.10582455764569547,-0.00017537149582627642,114,76,0.26670213725742375,0.1930128967576444,True,True,True,True,True,True
show_other_summaries,true_to_false,show_other_summaries/true_to_false,synthetic,game,ridge,10,-0.2801075710847354,-0.2665084025506228,0.013599168534112582,-0.15430873299205228,-0.1420459830834213,0.012262749908630965,0.1296293284123238,0.12893893408425205,-0.0006903943280717473,0.10487770580213733,0.10070742549363842,-0.004170280308498905,114,76,0.17556986684465087,0.10432841751036023,True,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,config_treatment,linear,8,-0.04958204715657355,0.26680042347851185,0.3163824706350854,-0.03619598258622325,0.2761514379140759,0.3123474205002992,0.0712086364595662,0.05951625223469482,-0.011692384224871379,0.05685271659659963,0.04886238847326375,-0.007990328123335881,110,20,0.0,0.0,True,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,config_treatment,ridge,8,-0.010764172309445819,0.2310004171605211,0.24176458946996693,0.0021268203600508517,0.24080801447828093,0.23868119411823008,0.06987943625199328,0.06095193887778418,-0.008927497374209094,0.053934155009277715,0.05036781159635546,-0.0035663434129222515,110,20,0.0,0.0,True,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,game,linear,6,-0.09423722628663267,0.143187235836029,0.23742446212266166,-0.09327000075286107,0.14394459554126682,0.2372145962941279,0.12456141132586555,0.11022262288055344,-0.014338788445312112,0.09875572163296645,0.08666744169402779,-0.012088279938938656,114,125,0.0,0.0,True,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,oracle,game,ridge,6,-0.05322628492373527,0.16124221160515417,0.21446849652888944,-0.05229531005727539,0.16198361203469203,0.21427892209196742,0.12220490058858847,0.10905512012958732,-0.013149780459001156,0.09745673417290339,0.08567978220435703,-0.011776951968546362,114,125,0.0,0.0,True,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,config_treatment,linear,16,-0.04958204715657355,-0.1298635459819979,-0.08028149882542435,-0.03619598258622325,-0.11545359449399983,-0.07925761190777658,0.0712086364595662,0.07388180061443032,0.002673164154864127,0.05685271659659963,0.05928869576042235,0.002435979163822724,110,20,0.14497015446854258,0.07315633242032446,False,False,False,False,False,False
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,config_treatment,ridge,10,-0.010764172309445819,0.07528703214824539,0.08605120445769121,0.0021268203600508517,0.08708055275031534,0.08495373239026449,0.06987943625199328,0.0668386927092576,-0.0030407435427356744,0.053934155009277715,0.05069823347583381,-0.003235921533443903,110,20,0.1807995965436555,0.10576682093605776,True,True,True,True,True,True
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,game,linear,10,-0.09423722628663267,-0.11417731425490629,-0.019940087968273623,-0.09327000075286107,-0.11319246314437215,-0.019922462391511075,0.12456141132586555,0.12569121758539456,0.0011298062595290065,0.09875572163296645,0.09679348126429546,-0.0019622403686709866,114,125,0.1807995965436555,0.10576682093605776,False,False,False,True,False,False
show_punishment_id,false_to_true,show_punishment_id/false_to_true,synthetic,game,ridge,10,-0.05322628492373527,-0.019708513588247545,0.03351777133548772,-0.05229531005727539,-0.018807165975816442,0.03348814408145895,0.12220490058858847,0.12024466040902337,-0.001960240179565101,0.09745673417290339,0.09421925288553532,-0.003237481287368074,114,125,0.1807995965436555,0.10576682093605776,True,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,config_treatment,linear,12,-0.10552900251260744,0.06876805058378721,0.17429705309639465,0.020911775308675273,0.17527424965102745,0.15436247434235217,0.0889894627717357,0.08167374100809606,-0.007315721763639635,0.07315489659967898,0.06716548124291569,-0.005989415356763297,96,20,0.0,0.0,True,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,config_treatment,ridge,12,-0.09786225706672469,0.1395977356213598,0.2374599926880845,0.027701665190088764,0.23800305226160556,0.2103013870715168,0.08868035892706212,0.07850625978802706,-0.010174099139035067,0.0737760143002546,0.06301125113861845,-0.010764763161636146,96,20,0.0,0.0,True,True,True,True,True,True
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,game,linear,4,-0.013252688573206939,0.005183247271819291,0.01843593584502623,-0.010439884461125315,0.007944872959466664,0.01838475742059198,0.15830149869587634,0.1568547551725452,-0.0014467435233311288,0.12086334461356592,0.12107362533496273,0.00021028072139681053,100,124,0.0,0.0,True,True,True,False,True,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,oracle,game,ridge,12,-0.01639959619949516,0.03378625567238902,0.05018585187188418,-0.013578056226348112,0.03646847899520245,0.05004653522155056,0.1585471304166529,0.15458336241779078,-0.003963767998862111,0.12118561029624751,0.12126069086440924,7.508056816173114e-05,100,124,0.0,0.0,True,True,True,False,True,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,config_treatment,linear,6,-0.10552900251260744,-0.19224241679014908,-0.08671341427754164,0.020911775308675273,-0.055884113943405644,-0.07679588925208092,0.0889894627717357,0.0924135809586354,0.003424118186899708,0.07315489659967898,0.07747146514335293,0.004316568543673946,96,20,0.259156049682257,0.17002981424466226,False,False,False,False,False,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,config_treatment,ridge,6,-0.09786225706672469,-0.13869784648779326,-0.040835589421068574,0.027701665190088764,-0.008463505203115673,-0.03616517039320444,0.08868035892706212,0.09031455874647769,0.001634199819415566,0.0737760143002546,0.07552694569218876,0.001750931391934163,96,20,0.259156049682257,0.17002981424466226,False,False,False,False,False,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,game,linear,6,-0.013252688573206939,-0.06282228785336885,-0.04956959928016191,-0.010439884461125315,-0.05987187781705727,-0.04943199335593196,0.15830149869587634,0.16212741964613822,0.0038259209502618796,0.12086334461356592,0.1195080604340125,-0.001355284179553412,100,124,0.259156049682257,0.17002981424466226,False,False,False,True,False,False
show_punishment_id,true_to_false,show_punishment_id/true_to_false,synthetic,game,ridge,4,-0.01639959619949516,-0.05284368694858865,-0.036444090749093494,-0.013578056226348112,-0.04992097765264969,-0.03634292142630158,0.1585471304166529,0.1613645357340473,0.0028174053173944114,0.12118561029624751,0.12152818468157649,0.00034257438532897533,100,124,0.2723943455759961,0.19550202122781907,False,False,False,False,False,False
