factor,direction,split,style_source,eval_granularity,model,k_clusters,baseline_r2,augmented_r2,delta_r2,baseline_r2_oos_train_mean,augmented_r2_oos_train_mean,delta_r2_oos_train_mean,baseline_rmse,augmented_rmse,delta_rmse,baseline_mae,augmented_mae,delta_mae,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae,win_r2,win_r2_oos_train_mean,win_rmse,win_mae,win_r2_rmse,win_all
all_or_nothing,true_to_false,all_or_nothing/true_to_false,oracle,game,linear,10,-0.13546315850465973,0.15926319516906406,0.2947263536737238,-0.11805668430663108,0.17215156005436338,0.29020824436099446,0.14407110392901307,0.12397108154480212,-0.02010002238421095,0.10813078672177946,0.09405700839275186,-0.014073778329027606,110,147,0.0,0.0,True,True,True,True,True,True
all_or_nothing,true_to_false,all_or_nothing/true_to_false,oracle,game,ridge,10,-0.11752751595263033,0.1580750591138731,0.27560257506650343,-0.10039599237450414,0.1709816379407112,0.27137763031521533,0.14292870958088463,0.12405864908569494,-0.01887006049518969,0.10654181074681422,0.09388123585874666,-0.012660574888067558,110,147,0.0,0.0,True,True,True,True,True,True
all_or_nothing,true_to_false,all_or_nothing/true_to_false,synthetic,config_treatment,linear,6,-0.3544220736123702,-0.207529657109778,0.14689241650259222,-0.2830279157173925,-0.14387847725811476,0.13914943845927774,0.08876347669319014,0.08381199835377959,-0.0049514783394105505,0.06536423986500214,0.06533703019637248,-2.7209668629665784e-05,106,22,0.24284881571199785,0.16467805286855208,True,True,True,True,True,True
all_or_nothing,true_to_false,all_or_nothing/true_to_false,synthetic,config_treatment,ridge,4,-0.2975579698439912,-0.2138345367371044,0.08372343310688679,-0.22916122677419293,-0.1498510147150114,0.07931021205918154,0.0868801731159312,0.08403051745448398,-0.002849655661447223,0.06364416173686048,0.06291490562579219,-0.000729256111068291,106,22,0.2569660385726146,0.18763348992969067,True,True,True,True,True,True
all_or_nothing,true_to_false,all_or_nothing/true_to_false,synthetic,game,linear,6,-0.13546315850465973,-0.09889926896300771,0.03656388954165202,-0.11805668430663108,-0.08205331352344292,0.03600337078318816,0.14407110392901307,0.14173245258740488,-0.0023386513416081833,0.10813078672177946,0.10646753325660169,-0.0016632534651777747,110,147,0.24284881571199785,0.16467805286855208,True,True,True,True,True,True
all_or_nothing,true_to_false,all_or_nothing/true_to_false,synthetic,game,ridge,10,-0.11752751595263033,-0.0885142322867829,0.029013283665847434,-0.10039599237450414,-0.07182747784955468,0.028568514524949462,0.14292870958088463,0.14106114867791164,-0.0018675609029729923,0.10654181074681422,0.10595885724198369,-0.0005829535048305357,110,147,0.2014058927335734,0.1171930419845207,True,True,True,True,True,True
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,oracle,config_treatment,linear,16,-1.1204187712395126,-0.43469507142192687,0.6857236998175857,-1.0973613069996655,-0.4190941765642291,0.6782671304354364,0.11174387805617557,0.09191633990964004,-0.019827538146535525,0.08760229281461077,0.07440038867598527,-0.0132019041386255,102,16,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,oracle,config_treatment,ridge,16,-1.1197666748304362,-0.37541863453885727,0.744348040291579,-1.0967163014963273,-0.36046231250905336,0.7362539889872739,0.11172669433148907,0.08999748461694013,-0.021729209714548947,0.08737747544467474,0.07242156547920085,-0.014955909965473885,102,16,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,oracle,game,linear,6,-0.28341821631438124,-0.12349690671724245,0.1599213095971388,-0.2754221619173831,-0.11649720680121023,0.15892495511617288,0.1517535513703467,0.14198442409515663,-0.009769127275190082,0.11326576916587548,0.10447895786002578,-0.008786811305849698,110,109,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,oracle,game,ridge,6,-0.3042516196829206,-0.1291715317187916,0.175080087964129,-0.2961257673568516,-0.12213647730208432,0.17398929005476726,0.15298028162319333,0.14234254414840225,-0.010637737474791076,0.11404354869991112,0.10485834870066132,-0.009185199999249799,110,109,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,synthetic,config_treatment,linear,4,-1.1204187712395126,-1.1433880866125152,-0.02296931537300262,-1.0973613069996655,-1.1200808537066806,-0.022719546707015148,0.11174387805617557,0.11234747743722932,0.0006035993810537543,0.08760229281461077,0.08722429877629204,-0.0003779940383187297,102,16,0.283347490496875,0.2098163713072999,False,False,False,True,False,False
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,synthetic,config_treatment,ridge,4,-1.1197666748304362,-1.137407934558214,-0.017641259727777747,-1.0967163014963273,-1.1141657299118966,-0.01744942841556929,0.11172669433148907,0.11219064063205149,0.00046394630056241504,0.08737747544467474,0.0871261844409928,-0.00025129100368194435,102,16,0.283347490496875,0.2098163713072999,False,False,False,True,False,False
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,synthetic,game,linear,12,-0.28341821631438124,-0.19795292819175936,0.08546528812262189,-0.2754221619173831,-0.19048934644022997,0.08493281547715315,0.1517535513703467,0.14661372921000967,-0.0051398221603370375,0.11326576916587548,0.11069673882594026,-0.002569030339935219,110,109,0.20277646970318028,0.10880170654357152,True,True,True,True,True,True
default_contrib_prop,false_to_true,default_contrib_prop/false_to_true,synthetic,game,ridge,12,-0.3042516196829206,-0.20905319447074389,0.0951984252121767,-0.2961257673568516,-0.2015204549560945,0.09460531240075709,0.15298028162319333,0.14729142645470297,-0.005688855168490353,0.11404354869991112,0.11108332703358252,-0.0029602216663286024,110,109,0.20277646970318028,0.10880170654357152,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,oracle,config_treatment,linear,8,-0.13906844008524177,0.27932791982595606,0.41839635991119783,-0.10004812546336272,0.30401550690851176,0.4040636323718745,0.08868283330625443,0.07053968222538341,-0.018143151080871014,0.07349726021399317,0.05594356662305644,-0.017553693590936725,104,24,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,oracle,config_treatment,ridge,10,-0.11953037506260245,0.3326285601046397,0.45215893516724215,-0.08117936301944195,0.355490262385167,0.43666962540460896,0.08791896987822918,0.06788103552076061,-0.020037934357468576,0.07192730396744554,0.05588026204873209,-0.01604704191871345,104,24,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,oracle,game,linear,8,-0.1537493818514244,0.20154918225367835,0.35529856410510274,-0.14215922469277364,0.20957013602986396,0.3517293607226376,0.1544801663932367,0.12851122780633753,-0.025968938586899165,0.12033140480008103,0.09640562448968991,-0.023925780310391123,104,140,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,oracle,game,ridge,8,-0.12615283504856967,0.2593986390589825,0.3855514741075522,-0.11483990301308022,0.26683845770611603,0.38167836071919625,0.1526214780497077,0.12376824726991592,-0.028853230779791766,0.11952841827820825,0.09410506780506107,-0.02542335047314717,104,140,0.0,0.0,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,synthetic,config_treatment,linear,16,-0.13906844008524177,0.013105509131621673,0.15217394921686345,-0.10004812546336272,0.0469129013629449,0.14696102682630763,0.08868283330625443,0.08254675637242015,-0.006136076933834278,0.07349726021399317,0.06369639025291057,-0.009800869961082592,104,24,0.15671676234491563,0.07953708624911174,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,synthetic,config_treatment,ridge,16,-0.11953037506260245,0.0011434039879828495,0.1206737790505853,-0.08117936301944195,0.03536057414819849,0.11653993716764044,0.08791896987822918,0.08304552236400138,-0.004873447514227802,0.07192730396744554,0.06367877252078498,-0.00824853144666056,104,24,0.15671676234491563,0.07953708624911174,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,synthetic,game,linear,16,-0.1537493818514244,-0.13337856900741274,0.020370812844011654,-0.14215922469277364,-0.12199304981089254,0.020166174881881105,0.1544801663932367,0.15311032771455604,-0.0013698386786806516,0.12033140480008103,0.11782972022175167,-0.0025016845783293606,104,140,0.15671676234491563,0.07953708624911174,True,True,True,True,True,True
default_contrib_prop,true_to_false,default_contrib_prop/true_to_false,synthetic,game,ridge,16,-0.12615283504856967,-0.10072197610177902,0.025430858946790647,-0.11483990301308022,-0.08966451345722426,0.025175389555855965,0.1526214780497077,0.15088838373385174,-0.001733094315855943,0.11952841827820825,0.11754168243131902,-0.0019867358468892288,104,140,0.15671676234491563,0.07953708624911174,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,config_treatment,linear,6,-0.8374113092025361,-0.7363654395222345,0.1010458696803016,-0.8368462216928925,-0.7358314282112468,0.10101479348164566,0.10957709631433377,0.10652147264246609,-0.00305562367186768,0.09107801956091409,0.08355493790278669,-0.007523081658127401,100,22,0.0,0.0,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,config_treatment,ridge,16,-0.8796802263391228,-0.7484714765101794,0.13120874982894337,-0.8791021392158378,-0.7479337420424554,0.13116839717338236,0.11083031860733879,0.10689216447708697,-0.0039381541302518225,0.09130794516223832,0.086672970678843,-0.004634974483395324,100,22,0.0,0.0,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,game,linear,6,-0.2737813173588004,-0.12447892489183165,0.14930239246696875,-0.2734993974007147,-0.12423004932186243,0.14926934807885228,0.14295358096320604,0.13431461191370608,-0.008638969049499956,0.11270746488203734,0.10215976044602217,-0.010547704436015173,105,134,0.0,0.0,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,oracle,game,ridge,6,-0.2500598673287626,-0.12958933663859318,0.12047053069016944,-0.24978319752634115,-0.12933933000550835,0.1204438675208328,0.14161622314551026,0.13461947528184046,-0.0069967478636698,0.11021666700954301,0.10100278285871096,-0.009213884150832047,105,134,0.0,0.0,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,config_treatment,linear,16,-0.8374113092025361,-0.30245259590226503,0.5349587133002711,-0.8368462216928925,-0.3020520325171585,0.534794189175734,0.10957709631433377,0.09225662399465295,-0.017320472319680813,0.09107801956091409,0.07466151846339776,-0.01641650109751633,100,22,0.15659235096140442,0.08134742373818894,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,config_treatment,ridge,16,-0.8796802263391228,-0.4893794778339122,0.39030074850521057,-0.8791021392158378,-0.4889214259345751,0.3901807132812627,0.11083031860733879,0.09865504023081277,-0.012175278376526016,0.09130794516223832,0.07766991120217646,-0.013638033960061857,100,22,0.15659235096140442,0.08134742373818894,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,game,linear,16,-0.2737813173588004,-0.11654494370822088,0.15723637365057952,-0.2734993974007147,-0.11629782412855572,0.157201573272159,0.14295358096320604,0.13383993161263713,-0.009113649350568909,0.11270746488203734,0.10136242512074095,-0.011345039761296388,105,134,0.15659235096140442,0.08134742373818894,True,True,True,True,True,True
mpcr,high_to_low,mpcr/high_to_low,synthetic,game,ridge,16,-0.2500598673287626,-0.10733339459814184,0.14272647273062078,-0.24978319752634115,-0.10708831376681083,0.14269488375953032,0.14161622314551026,0.13328669527899464,-0.008329527866515612,0.11021666700954301,0.09949096675634214,-0.010725700253200868,105,134,0.15659235096140442,0.08134742373818894,True,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,oracle,config_treatment,linear,4,-0.8913093520800506,-0.022398670348425798,0.8689106817316248,-0.6939009359081925,0.0843158139783845,0.778216749886577,0.10361943467657526,0.07618510519093837,-0.0274343294856369,0.0893333502862447,0.06447514793917129,-0.024858202347073408,106,18,0.0,0.0,True,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,oracle,config_treatment,ridge,4,-0.4180569503491134,0.09427519961348763,0.512332149962601,-0.2700450049198575,0.18881166353739987,0.45885666845725737,0.08972361640018486,0.07170642376726909,-0.018017192632915777,0.07746182262279304,0.06269858494690467,-0.014763237675888372,106,18,0.0,0.0,True,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,oracle,game,linear,4,-0.2928956532821292,0.1277607767627854,0.4206564300449146,-0.2884125705470091,0.13078524404493808,0.41919781459194716,0.17357595276534732,0.14256917164595614,-0.031006781119391175,0.14901515745584407,0.11960483306068041,-0.029410324395163653,109,115,0.0,0.0,True,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,oracle,game,ridge,8,-0.16039845225369742,0.1800471679256781,0.3404456201793755,-0.15637480018715033,0.18289033347871664,0.33926513366586697,0.16444148518830165,0.13822998319921265,-0.026211501989089003,0.14182596768077202,0.11434568437204497,-0.027480283308727052,109,115,0.0,0.0,True,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,synthetic,config_treatment,linear,16,-0.8913093520800506,-0.6973905506660669,0.19391880141398365,-0.6939009359081925,-0.5202227172476215,0.17367821866057098,0.10361943467657526,0.098163678318853,-0.005455756357722261,0.0893333502862447,0.08885984292328154,-0.00047350736296315754,106,18,0.16014924901685554,0.0796298416467224,True,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,synthetic,config_treatment,ridge,16,-0.4180569503491134,-0.5099179570208032,-0.09186100667168984,-0.2700450049198575,-0.352317873186232,-0.08227286826637448,0.08972361640018486,0.09258414250268789,0.002860526102503022,0.07746182262279304,0.08442300514410762,0.006961182521314585,106,18,0.16014924901685554,0.0796298416467224,False,False,False,False,False,False
mpcr,low_to_high,mpcr/low_to_high,synthetic,game,linear,16,-0.2928956532821292,-0.2296600573636265,0.0632355959185027,-0.2884125705470091,-0.225396242446128,0.06301632810088109,0.17357595276534732,0.1692779352896415,-0.004298017475705823,0.14901515745584407,0.14646368489434494,-0.002551472561499124,109,115,0.16014924901685554,0.0796298416467224,True,True,True,True,True,True
mpcr,low_to_high,mpcr/low_to_high,synthetic,game,ridge,16,-0.16039845225369742,-0.15970575655108554,0.0006926957026118785,-0.15637480018715033,-0.15568450638923736,0.0006902937979129664,0.16444148518830165,0.16439239648338083,-4.908870492081885e-05,0.14182596768077202,0.14287754353655088,0.0010515758557788635,109,115,0.16014924901685554,0.0796298416467224,True,True,True,False,True,False
num_rounds,high_to_low,num_rounds/high_to_low,oracle,config_treatment,linear,4,0.366442500008893,0.36542783302019377,-0.001014666988699231,0.6222384933811106,0.6216334936291183,-0.0006049997519922412,0.05633959873965716,0.05638469572054899,4.509698089182751e-05,0.04779662292495884,0.04746296127503622,-0.00033366164992262165,104,18,0.0,0.0,False,False,False,True,False,False
num_rounds,high_to_low,num_rounds/high_to_low,oracle,config_treatment,ridge,4,0.3670725060731874,0.38604060120369577,0.018968095130508345,0.622614137328235,0.6339239492936711,0.011309811965436123,0.05631157988021085,0.05546136542072383,-0.0008502144594870198,0.048580126974877805,0.047023713156739116,-0.0015564138181386883,104,18,0.0,0.0,True,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,oracle,game,linear,4,0.03013141309620393,0.06428267843958535,0.03415126534338142,0.1005002065500662,0.1321736276065134,0.031673421056447215,0.12979134377153145,0.12748574221958356,-0.0023056015519478945,0.10258309595818989,0.10111077631746301,-0.001472319640726874,107,132,0.0,0.0,True,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,oracle,game,ridge,4,0.034664847901248574,0.0648543061916168,0.030189458290368232,0.10470471809505233,0.13270378091988555,0.02799906282483322,0.12948764809471644,0.12744679588415442,-0.002040852210562022,0.10244890674150277,0.10077193050445778,-0.0016769762370449914,107,132,0.0,0.0,True,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,config_treatment,linear,4,0.366442500008893,0.3828631367397035,0.01642063673081051,0.6222384933811106,0.6320293718272809,0.009790878446170326,0.05633959873965716,0.05560469663858228,-0.0007349021010748802,0.04779662292495884,0.04774048193833874,-5.614098662010125e-05,104,18,0.2427834554103839,0.17943085478448503,True,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,config_treatment,ridge,10,0.3670725060731874,0.44451858990258264,0.07744608382939522,0.622614137328235,0.6687917128593206,0.04617757553108559,0.05631157988021085,0.05275401226541511,-0.0035575676147957397,0.048580126974877805,0.044900461457764176,-0.0036796655171136283,104,18,0.17865704306973673,0.10574590258359948,True,True,True,True,True,True
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,game,linear,4,0.03013141309620393,0.02882998946251558,-0.0013014236336883478,0.1005002065500662,0.09929320767877503,-0.001206998871291165,0.12979134377153145,0.12987839520205915,8.705143052770148e-05,0.10258309595818989,0.10348433286208639,0.000901236903896499,107,132,0.2427834554103839,0.17943085478448503,False,False,False,False,False,False
num_rounds,high_to_low,num_rounds/high_to_low,synthetic,game,ridge,10,0.034664847901248574,0.043195131356842276,0.008530283455593701,0.10470471809505233,0.1126160870268692,0.007911368931816876,0.12948764809471644,0.12891426312337334,-0.0005733849713430994,0.10244890674150277,0.10235194034752475,-9.696639397802076e-05,107,132,0.17865704306973673,0.10574590258359948,True,True,True,True,True,True
num_rounds,low_to_high,num_rounds/low_to_high,oracle,config_treatment,linear,16,-0.13140536955337523,-1.9634058989823404,-1.8320005294289652,0.00982067039265122,-1.5935030408836752,-1.6033237112763263,0.0870808072098471,0.14093176757564135,0.05385096036579426,0.0687583015267089,0.11022914164046194,0.04147084011375303,102,22,0.0,0.0,False,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,oracle,config_treatment,ridge,4,-0.15283089350896528,-1.667576365886298,-1.5147454723773328,-0.008930443503164076,-1.334600001670836,-1.3256695581676718,0.08790146868625583,0.13371242305347925,0.04581095436722342,0.06908574899222669,0.1067066069632939,0.037620857971067206,102,22,0.0,0.0,False,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,oracle,game,linear,16,-0.005660585334611445,-0.3264722641970952,-0.32081167886248374,0.04448570326710999,-0.2603290127337059,-0.3048147160008159,0.14689958344205026,0.16871120853679705,0.021811625094746795,0.11611739693631176,0.12453440006195492,0.008417003125643155,107,117,0.0,0.0,False,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,oracle,game,ridge,16,-0.012743637829752297,-0.2818479410865047,-0.2691043032567524,0.03775584030706902,-0.21792983816527034,-0.25568567847233936,0.14741599613440703,0.16584909451072138,0.01843309837631435,0.11594679417800914,0.12198790055621098,0.006041106378201835,107,117,0.0,0.0,False,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,config_treatment,linear,8,-0.13140536955337523,-0.42776598124614384,-0.2963606116927686,0.00982067039265122,-0.2495471562986873,-0.2593678266913385,0.0870808072098471,0.09782319504317309,0.010742387833325998,0.0687583015267089,0.07522702530643559,0.006468723779726682,102,22,0.2216618001592874,0.1340758159763274,False,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,config_treatment,ridge,6,-0.15283089350896528,-0.23763634769816444,-0.08480545418919916,-0.008930443503164076,-0.0831501794491376,-0.07421973594597353,0.08790146868625583,0.09107723891761776,0.003175770231361938,0.06908574899222669,0.06804495333213224,-0.0010407956600944485,102,22,0.2458369514623275,0.16359262454354487,False,False,False,True,False,False
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,game,linear,8,-0.005660585334611445,-0.09611390231680628,-0.09045331698219483,0.04448570326710999,-0.041457246892999455,-0.08594295016010944,0.14689958344205026,0.15336374062913602,0.006464157187085762,0.11611739693631176,0.11640128156706175,0.00028388463074999204,107,117,0.2216618001592874,0.1340758159763274,False,False,False,False,False,False
num_rounds,low_to_high,num_rounds/low_to_high,synthetic,game,ridge,8,-0.012743637829752297,-0.06665413682339039,-0.05391049899363809,0.03775584030706902,-0.013466464000786216,-0.05122230430785524,0.14741599613440703,0.15128875908217274,0.003872762947765701,0.11594679417800914,0.11545033632360166,-0.000496457854407481,107,117,0.2216618001592874,0.1340758159763274,False,False,False,True,False,False
player_count,high_to_low,player_count/high_to_low,oracle,config_treatment,linear,4,-0.5682521320338556,-0.44349151718827384,0.12476061484558176,-0.4898750883476022,-0.3713496750747385,0.1185254132728637,0.08018554013179523,0.07692991165086716,-0.0032556284809280717,0.0640679440494911,0.06315568689929255,-0.0009122571501985477,92,20,0.0,0.0,True,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,oracle,config_treatment,ridge,4,-0.5153352961930495,-0.3903744745776634,0.12496082161538613,-0.4396028943151604,-0.3208872800709368,0.11871561424422361,0.07882109887999582,0.07550122684889841,-0.003319872031097404,0.06293004159869968,0.062258769613483464,-0.0006712719852162152,92,20,0.0,0.0,True,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,oracle,game,linear,4,-0.1107669226988024,-0.06238427684095971,0.04838264585784269,-0.09749223252295125,-0.04968780394951433,0.04780442857343692,0.15197518557584583,0.14862847796284492,-0.0033467076130009044,0.11648666859149456,0.11445765700181032,-0.002029011589684243,94,170,0.0,0.0,True,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,oracle,game,ridge,4,-0.10107018601357409,-0.05648637155900049,0.0445838144545736,-0.08791138079304761,-0.04386038408056536,0.04405099671248225,0.15131037749284676,0.14821534275549758,-0.0030950347373491782,0.1158205265346381,0.11409756512987139,-0.0017229614047667152,94,170,0.0,0.0,True,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,synthetic,config_treatment,linear,6,-0.5682521320338556,-0.38361332003105386,0.18463881200280174,-0.4898750883476022,-0.314464029930414,0.17541105841718818,0.08018554013179523,0.0753174283202019,-0.004868111811593329,0.0640679440494911,0.05925402142563899,-0.0048139226238521,92,20,0.2536803430593127,0.16626113041737509,True,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,synthetic,config_treatment,ridge,6,-0.5153352961930495,-0.3451368077939314,0.1701984883991181,-0.4396028943151604,-0.27791047078157627,0.16169242353358415,0.07882109887999582,0.07426280413799516,-0.00455829474200066,0.06293004159869968,0.05833255921841968,-0.004597482380280002,92,20,0.2536803430593127,0.16626113041737509,True,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,synthetic,game,linear,6,-0.1107669226988024,-0.07637578302175974,0.03439113967704266,-0.09749223252295125,-0.06351209871462671,0.03398013380832454,0.15197518557584583,0.14960398852186313,-0.0023711970539826988,0.11648666859149456,0.11433959600095295,-0.0021470725905416155,94,170,0.2536803430593127,0.16626113041737509,True,True,True,True,True,True
player_count,high_to_low,player_count/high_to_low,synthetic,game,ridge,6,-0.10107018601357409,-0.061400802327684634,0.03966938368588946,-0.08791138079304761,-0.04871608286460716,0.03919529792844045,0.15131037749284676,0.14855966756735994,-0.002750709925486816,0.1158205265346381,0.11218627013638796,-0.0036342563982501436,94,170,0.2536803430593127,0.16626113041737509,True,True,True,True,True,True
player_count,low_to_high,player_count/low_to_high,oracle,config_treatment,linear,4,-0.058745563356710884,-0.13187943463365515,-0.07313387127694426,0.06625798355491475,0.001758852885536455,-0.06449913066937829,0.09630490659393558,0.09957554618129616,0.0032706395873605826,0.07781576475098086,0.08284092859982234,0.005025163848841482,114,20,0.0,0.0,False,False,False,False,False,False
player_count,low_to_high,player_count/low_to_high,oracle,config_treatment,ridge,4,0.06796580969806154,0.25816356665049267,0.19019775695243113,0.1780088489919074,0.34575041339292856,0.16774156440102117,0.09035840052729593,0.08061329854071399,-0.009745101986581947,0.07468191988722252,0.06597059450427953,-0.008711325382942989,114,20,0.0,0.0,True,True,True,True,True,True
