question_id,question_human,variable_code_human,variable_label_human,cond1_label_human,cond2_label_human,left_role_human,right_role_human,left_treatments_human,right_treatments_human,direction_human,cond1_mean_human,cond1_sd_human,cond1_n_human,cond2_mean_human,cond2_sd_human,cond2_n_human,effect_human,supports_direction_human,question_model,variable_code_model,variable_label_model,cond1_label_model,cond2_label_model,left_role_model,right_role_model,left_treatments_model,right_treatments_model,direction_model,cond1_mean_model,cond1_sd_model,cond1_n_model,cond2_mean_model,cond2_sd_model,cond2_n_model,effect_model,supports_direction_model,effect_abs_error,cond1_mean_abs_error,cond2_mean_abs_error,direction_match
Q1,Does interacting with AI decrease payoffs?,WI,payoff index,AI in TRU,Human in TRU,AI,human,['TRU'],['TRU'],less,0.6442857142857144,0.16944170383680854,50,0.7092380952380951,0.14406811008469378,50,-0.06495238095238076,True,Does interacting with AI decrease payoffs?,WI,payoff index,AI in TRU,Human in TRU,AI,human,['TRU'],['TRU'],less,0.3715393133997785,0.22816831509922142,43,0.7900332225913622,0.12748687588887314,43,-0.4184939091915837,True,0.35354152823920293,0.2727464008859358,0.0807951273532671,True
Q2,Is opaque delegation more frequent?,DI,delegation frequency,Support in ODU/ODP,Support in TDU/TDP,support,support,"['ODU', 'ODP']","['TDU', 'TDP']",greater,0.43285714285714294,0.3226200460041101,100,0.37285714285714294,0.2934697776777444,100,0.06,True,Is opaque delegation more frequent?,DI,delegation frequency,Support in ODU/ODP,Support in TDU/TDP,support,support,"['ODU', 'ODP']","['TDU', 'TDP']",greater,0.4242857142857142,0.14565089303795592,100,0.3985714285714285,0.1886219268603653,100,0.02571428571428569,True,0.03428571428571431,0.00857142857142873,0.02571428571428558,True
Q3,Does opaque interaction decrease payoffs?,WI,payoff index,Unknown in ODU,Human in TRU,unknown,human,['ODU'],['TRU'],less,0.6865714285714286,0.1699664730804308,50,0.7092380952380951,0.14406811008469378,50,-0.022666666666666502,True,Does opaque interaction decrease payoffs?,WI,payoff index,Unknown in ODU,Human in TRU,unknown,human,['ODU'],['TRU'],less,0.8008571428571429,0.11376497007399855,50,0.7900332225913622,0.12748687588887314,43,0.010823920265780718,False,0.03349058693244722,0.11428571428571432,0.0807951273532671,False
Q4,Does delegation crowd-out prosociality?,PSI,prosociality index,AI in TDU,AI in TRU,AI,AI,['TDU'],['TRU'],less,0.5107777777777777,0.1792716781677923,50,0.5436666666666666,0.1910507537974687,50,-0.03288888888888897,True,Does delegation crowd-out prosociality?,PSI,prosociality index,AI in TDU,AI in TRU,AI,AI,['TDU'],['TRU'],less,0.415,0.20993301190745625,50,0.3590439276485789,0.20812078489415414,43,0.05595607235142108,False,0.08884496124031005,0.09577777777777768,0.18462273901808773,False
Q5,Does personalizing the AI restore payoffs?,WI,payoff index,AI in TRP,AI in TRU,AI,AI,['TRP'],['TRU'],greater,0.6461904761904762,0.1931906916573661,50,0.6442857142857144,0.16944170383680854,50,0.0019047619047618536,True,Does personalizing the AI restore payoffs?,WI,payoff index,AI in TRP,AI in TRU,AI,AI,['TRP'],['TRU'],greater,0.3360119047619048,0.18055175148432245,48,0.3715393133997785,0.22816831509922142,43,-0.035527408637873736,False,0.03743217054263559,0.3101785714285714,0.2727464008859358,False
Q6,Does personalizing the AI increase delegation?,DI,delegation frequency,Support in TDP/ODP,Support in TDU/ODU,support,support,"['TDP', 'ODP']","['TDU', 'ODU']",greater,0.3671428571428571,0.30743886538176557,100,0.4385714285714286,0.3081086530329832,100,-0.07142857142857151,False,Does personalizing the AI increase delegation?,DI,delegation frequency,Support in TDP/ODP,Support in TDU/ODU,support,support,"['TDP', 'ODP']","['TDU', 'ODU']",greater,0.43142857142857144,0.1598546030770547,100,0.39142857142857146,0.17539894744493412,100,0.03999999999999998,True,0.11142857142857149,0.06428571428571433,0.04714285714285715,False
Q7,Does personalizing the AI change payoffs if delegation is opaque?,WI,payoff index,Unknown in ODP,Unknown in ODU,unknown,unknown,['ODP'],['ODU'],greater,0.707904761904762,0.17383477591232574,50,0.6865714285714286,0.1699664730804308,50,0.021333333333333426,True,Does personalizing the AI change payoffs if delegation is opaque?,WI,payoff index,Unknown in ODP,Unknown in ODU,unknown,unknown,['ODP'],['ODU'],greater,0.8143809523809523,0.10192051865866938,50,0.8008571428571429,0.11376497007399855,50,0.013523809523809383,True,0.007809523809524044,0.10647619047619028,0.11428571428571432,True
Q8,Does personalizing the AI change prosocial behavior?,PSI,prosociality index,AI in TDP,AI in TDU,AI,AI,['TDP'],['TDU'],greater,0.5411111111111111,0.23683263106530353,50,0.5107777777777777,0.1792716781677923,50,0.030333333333333434,True,Does personalizing the AI change prosocial behavior?,PSI,prosociality index,AI in TDP,AI in TDU,AI,AI,['TDP'],['TDU'],greater,0.4346666666666666,0.22063366449339808,50,0.415,0.20993301190745625,50,0.01966666666666661,True,0.010666666666666824,0.10644444444444451,0.09577777777777768,True
