baseline,k,game_id,num_rounds,num_players,future_rounds,actor_rows,contribution_mae,contribution_rate_mae,contribution_exact_rate,round_payoff_mae,round_coin_gen_mae,round_relative_efficiency_mae,round_normalized_efficiency_mae,total_contribution_mae,total_contribution_rate_mae,actual_future_relative_efficiency,predicted_future_relative_efficiency,future_relative_efficiency_abs_error,actual_future_normalized_efficiency,predicted_future_normalized_efficiency,future_normalized_efficiency_abs_error,target_precision,target_recall,target_f1,target_set_exact_rate,action_exact_match_rate,punish_target_precision,punish_target_recall,punish_target_f1,reward_target_precision,reward_target_recall,reward_target_f1,punish_any_accuracy,reward_any_accuracy,unit_mae_on_overlap,punish_unit_mae_on_overlap,reward_unit_mae_on_overlap,cumulative_future_payoff_mae
ewma,1,5QNEkruDSQpYQ54a7,20,3,19,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
ewma,1,5R4kRpHMWpazH7csB,11,3,10,30,3.0,0.15,0.4666666666666667,4.933333333333334,12.4,0.4133333333333333,0.4133333333333333,9.0,0.15,0.5866666666666667,0.7333333333333333,0.1466666666666666,0.5866666666666667,0.7333333333333333,0.1466666666666666,0.0,0.0,0.0,0.7333333333333333,0.7333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,0.7333333333333333,1.0,,,,38.0
ewma,1,5t4Ap8vtxqkcQ9zKZ,21,4,20,80,4.4125,0.22062500000000002,0.3875,11.7125,30.35,0.22316176470588234,0.22316176470588234,9.25,0.115625,0.21360294117647058,0.33088235294117646,0.11727941176470588,0.21360294117647058,0.33088235294117646,0.11727941176470588,0.0,0.0,0.0,0.675,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.7375,0.9,,,,84.75
ewma,1,5wPa3KXc3CN6CzKyT,17,10,16,160,5.175,0.25875,0.425,14.0625,116.125,0.11849489795918366,0.11849489795918366,25.25,0.12625000000000003,0.7987244897959184,0.7336734693877551,0.06505102040816324,0.7987244897959184,0.7336734693877551,0.06505102040816324,0.041666666666666664,0.022988505747126436,0.02962962962962963,0.69375,0.69375,0.0,0.0,0.0,0.041666666666666664,0.1111111111111111,0.06060606060606061,0.75625,0.875,0.0,,0.0,112.6
ewma,1,6AnZ2gcC3gTC5kA9j,22,9,21,189,5.407407407407407,0.27037037037037037,0.4603174603174603,6.645502645502646,17.714285714285715,0.08557625948930295,0.08557625948930295,14.476190476190476,0.08042328042328042,0.5527950310559007,0.5652173913043478,0.012422360248447117,0.5527950310559007,0.5652173913043478,0.012422360248447117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,103.11111111111111
ewma,1,6g6EedD8XEyQjFWFq,29,5,28,140,5.0,0.25,0.75,10.442857142857143,29.714285714285715,0.18571428571428572,0.18571428571428572,17.857142857142858,0.17857142857142858,0.88125,0.8125,0.06874999999999998,0.88125,0.8125,0.06874999999999998,0.0,0.0,0.0,0.9785714285714285,0.9785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.9857142857142858,0.9928571428571429,,,,212.0
ewma,1,7Dqmxs3oHzzCzEY25,13,11,12,132,5.803030303030303,0.2901515151515151,0.3560606060606061,45.21212121212121,437.5,0.36826599326599324,0.36826599326599324,54.666666666666664,0.2484848484848485,0.9785353535353535,0.6102693602693603,0.3682659932659932,0.9785353535353535,0.6102693602693603,0.3682659932659932,0.4791666666666667,0.1908713692946058,0.2729970326409495,0.25,0.22727272727272727,0.2916666666666667,0.14893617021276595,0.19718309859154928,0.5059523809523809,0.19540229885057472,0.28192371475953565,0.8333333333333334,0.7121212121212122,3.869565217391304,2.5714285714285716,3.976470588235294,477.27272727272725
ewma,1,7XaGiWpfnXcbSBRB7,22,5,21,105,2.0,0.1,0.8,5.0,15.0,0.10714285714285712,0.10714285714285712,10.0,0.1,1.0,0.8928571428571429,0.1071428571428571,1.0,0.8928571428571429,0.1071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,105.0
ewma,1,8Q9xrERA837uZzPPq,23,6,22,132,8.151515151515152,0.40757575757575754,0.21212121212121213,6.712121212121212,8.454545454545455,0.3522727272727273,0.3522727272727273,39.45454545454545,0.32878787878787874,0.3522727272727273,0.5416666666666666,0.18939393939393934,0.3522727272727273,0.5416666666666666,0.18939393939393934,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,,,,134.0
ewma,1,8YXh4RiGFyz2WzNsM,22,5,21,105,7.8,0.39,0.1523809523809524,9.914285714285715,46.714285714285715,0.3336734693877551,0.3336734693877551,32.04761904761905,0.3204761904761904,0.826530612244898,0.4928571428571429,0.3336734693877551,0.826530612244898,0.4928571428571429,0.3336734693877551,0.0,0.0,0.0,0.9904761904761905,0.9904761904761905,0.0,0.0,0.0,1.0,1.0,1.0,0.9904761904761905,1.0,,,,196.2
ewma,1,8hq66JYxzJDaMrXT3,24,3,23,69,10.72463768115942,0.5362318840579711,0.463768115942029,9.73913043478261,4.521739130434782,0.3768115942028985,0.3768115942028985,13.043478260869565,0.21739130434782605,0.043478260869565216,0.3333333333333333,0.28985507246376807,0.043478260869565216,0.3333333333333333,0.28985507246376807,0.17391304347826086,0.14814814814814814,0.15999999999999998,0.6376811594202898,0.6376811594202898,0.0,0.0,0.0,0.17391304347826086,0.3076923076923077,0.2222222222222222,0.8405797101449275,0.8260869565217391,3.0,,3.0,204.66666666666666
ewma,1,9ASf6qit6vvva9hTQ,27,7,26,182,6.587912087912088,0.3293956043956044,0.2087912087912088,6.368131868131868,10.884615384615385,0.11106750392464672,0.11106750392464672,10.73076923076923,0.07664835164835167,0.6448194662480377,0.5408163265306123,0.10400313971742536,0.6448194662480377,0.5408163265306123,0.10400313971742536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,157.28571428571428
ewma,1,9dyp2Lrvn5EkHXHdL,11,15,10,150,6.113333333333333,0.30566666666666664,0.31333333333333335,7.486666666666666,78.1,0.16795698924731178,0.16795698924731178,47.9,0.15966666666666662,0.5610752688172043,0.7225806451612903,0.16150537634408602,0.5610752688172043,0.7225806451612903,0.16150537634408602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,57.0
ewma,1,CATbsDaTRRiuSjM6F,19,8,18,144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
ewma,1,CXhR5Losv8TykWDsP,15,19,14,266,4.135338345864661,0.20676691729323307,0.793233082706767,14.962406015037594,243.14285714285714,0.08048422944152836,0.08048422944152836,30.0,0.07894736842105263,0.8291483425544994,0.8315127441244621,0.0023644015699626486,0.8291483425544994,0.8315127441244621,0.0023644015699626486,0.0,0.0,0.0,0.8233082706766918,0.8233082706766918,0.0,0.0,0.0,1.0,1.0,1.0,0.8571428571428571,1.0,,,,71.36842105263158
ewma,1,CanYG4YQsqhfKD3Xd,22,20,21,420,6.985714285714286,0.34928571428571425,0.4523809523809524,37.76190476190476,702.7619047619048,0.22524420024420022,0.22524420024420022,98.57142857142857,0.24642857142857133,0.9072954822954823,0.6820512820512821,0.22524420024420022,0.9072954822954823,0.6820512820512821,0.22524420024420022,0.0,0.0,0.0,0.7738095238095238,0.7738095238095238,0.0,0.0,0.0,1.0,1.0,1.0,0.7857142857142857,1.0,,,,737.9
ewma,1,D3pgvsuYGiHAwiKqT,13,4,12,48,3.7083333333333335,0.18541666666666667,0.4166666666666667,10.520833333333334,25.25,6.3125,6.3125,13.166666666666666,0.1645833333333333,5.8125,0.25,5.5625,5.8125,0.25,5.5625,0.6666666666666666,0.43243243243243246,0.5245901639344263,0.5416666666666666,0.4791666666666667,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7291666666666666,0.9583333333333334,0.8125,,0.8125,81.75
ewma,1,DSsdrRSwh7dgd9Bjr,21,5,20,100,11.6,0.58,0.42,13.3,61.6,0.7699999999999998,0.7699999999999998,54.0,0.5399999999999999,0.795,0.025,0.77,0.795,0.025,0.77,0.26666666666666666,0.22857142857142856,0.24615384615384614,0.46,0.46,0.05,0.14285714285714285,0.07407407407407408,0.7,0.25,0.3684210526315789,0.62,0.8,0.0,0.0,0.0,248.0
ewma,1,E5tqSkPqBYAYuYAdK,20,3,19,57,4.912280701754386,0.24561403508771928,0.7543859649122807,8.052631578947368,7.315789473684211,0.17418546365914786,0.17418546365914786,10.526315789473685,0.1754385964912281,0.7443609022556391,0.6904761904761905,0.053884711779448646,0.7443609022556391,0.6904761904761905,0.053884711779448646,0.05263157894736842,0.3333333333333333,0.09090909090909091,0.6491228070175439,0.6491228070175439,1.0,1.0,1.0,0.05263157894736842,0.3333333333333333,0.09090909090909091,1.0,0.6666666666666666,0.0,,0.0,115.66666666666667
ewma,1,EEe5Aynbvexiu25Q4,18,4,17,68,9.117647058823529,0.45588235294117646,0.5441176470588235,8.397058823529411,22.41176470588235,0.9338235294117647,0.9338235294117647,36.470588235294116,0.45588235294117646,-0.7916666666666666,-0.5,0.29166666666666663,-0.7916666666666666,-0.5,0.29166666666666663,0.47058823529411764,0.3508771929824561,0.4020100502512563,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.5675675675675675,0.47727272727272724,0.5588235294117647,0.24675324675324675,0.34234234234234234,0.7352941176470589,0.5882352941176471,1.225,2.142857142857143,0.21052631578947367,69.75
ewma,1,EEpd3uZzuS7TShmdH,30,11,29,319,4.012539184952978,0.2006269592476489,0.799373040752351,8.015673981191222,52.310344827586206,0.06019602396730288,0.06019602396730288,11.03448275862069,0.050156739811912196,0.8559184159358756,0.8181818181818182,0.037736597754057355,0.8559184159358756,0.8181818181818182,0.037736597754057355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,180.63636363636363
ewma,1,FPPMdHLDRKNWZpFjA,28,9,27,243,9.794238683127572,0.4897119341563786,0.5102880658436214,15.831275720164609,133.88888888888889,0.3165221959548201,0.3165221959548201,64.44444444444444,0.3580246913580247,0.23666929340688206,0.5531914893617021,0.3165221959548201,0.23666929340688206,0.5531914893617021,0.3165221959548201,0.018518518518518517,0.02857142857142857,0.02247191011235955,0.6049382716049383,0.6049382716049383,0.018518518518518517,0.02857142857142857,0.02247191011235955,1.0,1.0,1.0,0.6584362139917695,1.0,0.0,0.0,,401.6666666666667
ewma,1,Fj9DT3BL4SG26wNCY,20,10,19,190,5.052631578947368,0.25263157894736843,0.7473684210526316,10.821052631578947,67.36842105263158,0.14035087719298253,0.14035087719298253,27.36842105263158,0.1368421052631579,0.9144736842105263,0.7916666666666666,0.1228070175438597,0.9144736842105263,0.7916666666666666,0.1228070175438597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,189.6
ewma,1,FpYh3P5jAMzox9jXF,24,15,23,345,4.2898550724637685,0.2144927536231884,0.7855072463768116,21.30144927536232,225.52173913043478,0.1708498023715415,0.1708498023715415,52.17391304347826,0.17391304347826092,0.8066534914361001,0.668939393939394,0.13771409749670616,0.8066534914361001,0.668939393939394,0.13771409749670616,0.12173913043478261,0.14583333333333334,0.13270142180094788,0.553623188405797,0.553623188405797,0.13526570048309178,0.18791946308724833,0.15730337078651685,0.0,0.0,0.0,0.6956521739130435,0.9565217391304348,0.2857142857142857,0.2857142857142857,,400.3333333333333
ewma,1,G7MK9MeuEdEmnrf8g,14,16,13,208,2.1634615384615383,0.10817307692307693,0.6923076923076923,11.908653846153847,190.3846153846154,0.09369321623258636,0.09369321623258636,33.53846153846154,0.10480769230769235,0.9836841308298001,0.8917322834645669,0.09195184736523321,0.9836841308298001,0.8917322834645669,0.09195184736523321,0.0,0.0,0.0,0.9759615384615384,0.9759615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.9903846153846154,0.9855769230769231,,,,152.6875
ewma,1,GEg4HoG4betWJeQrA,24,15,23,345,4.2898550724637685,0.2144927536231884,0.7855072463768116,13.895652173913044,179.56521739130434,0.0880221653878943,0.0880221653878943,22.608695652173914,0.07536231884057973,0.7644927536231884,0.7303921568627451,0.0341005967604433,0.7644927536231884,0.7303921568627451,0.0341005967604433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,145.6
ewma,1,GtzSjujsFLASFExF2,19,2,18,36,0.5555555555555556,0.027777777777777776,0.9722222222222222,0.5555555555555556,0.3333333333333333,0.027777777777777776,0.027777777777777776,1.1111111111111112,0.027777777777777776,0.9722222222222222,1.0,0.02777777777777779,0.9722222222222222,1.0,0.02777777777777779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,10.0
ewma,1,HBxzHrnfDWC4phmdw,12,4,11,44,4.2727272727272725,0.21363636363636365,0.5,6.25,13.0,0.1625,0.1625,12.909090909090908,0.16136363636363635,0.7011363636363637,0.8,0.09886363636363638,0.7011363636363637,0.8,0.09886363636363638,0.3181818181818182,0.4375,0.3684210526315789,0.5909090909090909,0.5681818181818182,1.0,1.0,1.0,0.3181818181818182,0.4375,0.3684210526315789,1.0,0.7727272727272727,0.5714285714285714,,0.5714285714285714,41.25
ewma,1,JFERtdbEhHGdPKL5G,12,17,11,187,8.95187165775401,0.44759358288770046,0.19786096256684493,6.983957219251337,36.72727272727273,,,114.54545454545455,0.33689839572192515,,,,,,,0.0,0.0,0.0,0.9251336898395722,0.9251336898395722,0.0,0.0,0.0,1.0,1.0,1.0,0.9251336898395722,1.0,,,,61.294117647058826
ewma,1,JLFHg4eNsf6DvtZwo,15,17,14,238,5.882352941176471,0.29411764705882354,0.7058823529411765,20.73949579831933,257.7142857142857,0.09077643033261211,0.09077643033261211,34.285714285714285,0.10084033613445377,0.6250691893523876,0.597393448397323,0.027675740955064643,0.6250691893523876,0.597393448397323,0.027675740955064643,0.08116883116883117,0.12315270935960591,0.09784735812133072,0.5672268907563025,0.5672268907563025,0.11734693877551021,0.18548387096774194,0.14375000000000002,0.017857142857142856,0.02531645569620253,0.02094240837696335,0.680672268907563,0.8781512605042017,3.88,4.217391304347826,0.0,101.41176470588235
ewma,1,JhMYTnbwHvyhTu8Ls,29,2,28,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
ewma,1,Jk2TeDi3nXCYfBfYp,24,16,23,368,4.076086956521739,0.20380434782608695,0.7961956521739131,22.266304347826086,301.9130434782609,0.12924359737939248,0.12924359737939248,39.130434782608695,0.12228260869565218,0.7214115544967242,0.6095890410958904,0.11182251340083382,0.7214115544967242,0.6095890410958904,0.11182251340083382,0.19202898550724637,0.21115537848605578,0.20113851992409865,0.5869565217391305,0.5869565217391305,0.19202898550724637,0.21115537848605578,0.20113851992409865,1.0,1.0,1.0,0.7690217391304348,1.0,0.20754716981132076,0.20754716981132076,,375.5
ewma,1,JmYG5zXxdsfdzSnMx,27,7,26,182,7.571428571428571,0.3785714285714286,0.17582417582417584,6.412087912087912,31.653846153846153,0.32299843014128726,0.32299843014128726,44.53846153846154,0.31813186813186817,0.7507849293563579,0.5204081632653061,0.23037676609105173,0.7507849293563579,0.5204081632653061,0.23037676609105173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,116.42857142857143
ewma,1,JzBnLNCjZmuywFp5a,25,9,24,216,7.935185185185185,0.39675925925925926,0.2222222222222222,19.97222222222222,175.91666666666666,0.2538480038480039,0.2538480038480039,46.083333333333336,0.2560185185185185,0.48003848003848004,0.733044733044733,0.253006253006253,0.48003848003848004,0.733044733044733,0.253006253006253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,467.55555555555554
ewma,1,KuH5GTYQGFgwSdN9M,12,4,11,44,3.3863636363636362,0.1693181818181818,0.5,5.386363636363637,15.727272727272727,0.11564171122994647,0.11564171122994647,10.454545454545455,0.13068181818181818,0.696524064171123,0.5808823529411765,0.11564171122994649,0.696524064171123,0.5808823529411765,0.11564171122994649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,52.25
ewma,1,Ln9Kqj8uXAbkFSouT,23,10,22,220,1.0909090909090908,0.05454545454545454,0.9454545454545454,4.872727272727273,40.0,0.03773584905660381,0.03773584905660381,7.2727272727272725,0.0363636363636364,0.7358490566037735,0.6981132075471698,0.037735849056603765,0.7358490566037735,0.6981132075471698,0.037735849056603765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,103.2
ewma,1,LsGsx7FwgiRCtsDuF,21,4,20,80,5.0125,0.250625,0.1625,6.9375,24.05,0.17683823529411766,0.17683823529411766,12.95,0.161875,0.7216911764705882,0.8970588235294118,0.17536764705882357,0.7216911764705882,0.8970588235294118,0.17536764705882357,0.0,0.0,0.0,0.8625,0.8625,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8625,,,,119.25
ewma,1,MMjtNevGGub53cyqS,20,18,19,342,4.269005847953216,0.2134502923976608,0.7865497076023392,50.14035087719298,403.36842105263156,0.12312833365464941,0.12312833365464941,57.89473684210526,0.1608187134502924,0.781328320802005,0.7054334554334555,0.0758948653685495,0.781328320802005,0.7054334554334555,0.0758948653685495,0.13573407202216067,0.30246913580246915,0.18738049713193117,0.5584795321637427,0.5584795321637427,0.13573407202216067,0.30246913580246915,0.18738049713193117,1.0,1.0,1.0,0.7017543859649122,1.0,18.653061224489797,18.653061224489797,,805.6666666666666
ewma,1,McPNJRtjH4cL2Qic2,19,10,18,180,4.666666666666667,0.23333333333333334,0.7666666666666667,28.07777777777778,275.55555555555554,0.23352165725047083,0.23352165725047083,46.666666666666664,0.23333333333333328,0.7664783427495292,1.0,0.2335216572504708,0.7664783427495292,1.0,0.2335216572504708,0.9382716049382716,0.35514018691588783,0.5152542372881356,0.6166666666666667,0.55,1.0,1.0,1.0,0.9382716049382716,0.35514018691588783,0.5152542372881356,1.0,0.65,4.171052631578948,,4.171052631578948,496.0
ewma,1,NC8foHQ7K3mkGhhgN,14,16,13,208,5.134615384615385,0.25673076923076926,0.44711538461538464,40.50480769230769,565.7692307692307,0.27842973955178674,0.27842973955178674,66.15384615384616,0.20673076923076922,1.000984251968504,0.7229330708661418,0.27805118110236215,1.000984251968504,0.7229330708661418,0.27805118110236215,0.0,0.0,0.0,0.6153846153846154,0.6153846153846154,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6153846153846154,,,,459.0625
ewma,1,PsqZhCu3YwXicjGGa,12,4,11,44,4.75,0.23750000000000002,0.25,7.931818181818182,28.636363636363637,0.21056149732620322,0.21056149732620322,15.545454545454545,0.1943181818181818,0.8997326203208557,0.6985294117647058,0.20120320855614982,0.8997326203208557,0.6985294117647058,0.20120320855614982,0.18181818181818182,0.4,0.25000000000000006,0.7272727272727273,0.7272727272727273,0.18181818181818182,0.4,0.25000000000000006,1.0,1.0,1.0,0.7272727272727273,1.0,0.0,0.0,,75.25
ewma,1,Q7Lpuz4jZZ9WCd5JG,28,14,27,378,4.264550264550264,0.21322751322751324,0.4523809523809524,7.349206349206349,61.925925925925924,0.06911375661375663,0.06911375661375663,18.962962962962962,0.06772486772486774,0.654183201058201,0.6071428571428571,0.04704034391534395,0.654183201058201,0.6071428571428571,0.04704034391534395,0.0,0.0,0.0,0.8253968253968254,0.8253968253968254,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8253968253968254,,,,124.28571428571429
ewma,1,QDodERxmDfeJhH38w,17,4,16,64,5.03125,0.2515625,0.171875,6.28125,16.25,0.22569444444444442,0.22569444444444442,11.625,0.14531249999999998,0.4600694444444444,0.625,0.16493055555555558,0.4600694444444444,0.625,0.16493055555555558,0.375,0.1276595744680851,0.1904761904761905,0.5625,0.53125,0.0,0.0,0.0,0.375,0.21428571428571427,0.2727272727272727,0.75,0.6875,1.0,,1.0,70.0
ewma,1,QHkAuMSQ3PnXPPZFy,24,3,23,69,0.5797101449275363,0.028985507246376812,0.9710144927536232,2.3768115942028984,0.34782608695652173,0.028985507246376815,0.028985507246376815,1.7391304347826086,0.028985507246376815,0.9710144927536232,1.0,0.02898550724637683,0.9710144927536232,1.0,0.02898550724637683,0.8695652173913043,0.6153846153846154,0.7207207207207207,0.7246376811594203,0.7101449275362319,1.0,1.0,1.0,0.8695652173913043,0.6153846153846154,0.7207207207207207,1.0,0.7536231884057971,0.1,,0.1,43.333333333333336
ewma,1,QK4gCZ7BWrravTaAL,30,4,29,116,7.068965517241379,0.35344827586206895,0.646551724137931,10.379310344827585,18.344827586206897,0.16379310344827586,0.16379310344827586,13.10344827586207,0.16379310344827586,0.8793103448275862,0.75,0.1293103448275862,0.8793103448275862,0.75,0.1293103448275862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,295.0
ewma,1,QK7Qydbg5D3GvBnz6,13,12,12,144,4.534722222222222,0.2267361111111111,0.375,10.4375,81.75,0.06951530612244895,0.06951530612244895,9.25,0.038541666666666675,0.811437074829932,0.8001700680272109,0.01126700680272108,0.811437074829932,0.8001700680272109,0.01126700680272108,0.25,0.10112359550561797,0.144,0.5625,0.5555555555555556,0.25,0.10112359550561797,0.144,1.0,1.0,1.0,0.6180555555555556,1.0,3.888888888888889,3.888888888888889,,71.08333333333333
