baseline,k,game_id,num_rounds,num_players,future_rounds,actor_rows,contribution_mae,contribution_rate_mae,contribution_exact_rate,round_payoff_mae,round_coin_gen_mae,round_relative_efficiency_mae,round_normalized_efficiency_mae,total_contribution_mae,total_contribution_rate_mae,actual_future_relative_efficiency,predicted_future_relative_efficiency,future_relative_efficiency_abs_error,actual_future_normalized_efficiency,predicted_future_normalized_efficiency,future_normalized_efficiency_abs_error,target_precision,target_recall,target_f1,target_set_exact_rate,action_exact_match_rate,punish_target_precision,punish_target_recall,punish_target_f1,reward_target_precision,reward_target_recall,reward_target_f1,punish_any_accuracy,reward_any_accuracy,unit_mae_on_overlap,punish_unit_mae_on_overlap,reward_unit_mae_on_overlap,cumulative_future_payoff_mae
ewma,3,9dyp2Lrvn5EkHXHdL,11,15,8,120,6.525,0.32625,0.15,7.658333333333333,72.625,0.15618279569892474,0.15618279569892474,44.625,0.14875,0.5268817204301075,0.6830645161290323,0.1561827956989248,0.5268817204301075,0.6830645161290323,0.1561827956989248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,46.2
ewma,3,CATbsDaTRRiuSjM6F,19,8,16,128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
ewma,3,CXhR5Losv8TykWDsP,15,19,12,228,2.543859649122807,0.12719298245614036,0.8728070175438597,16.517543859649123,279.1666666666667,0.09240869469270661,0.09240869469270661,35.0,0.09210526315789473,0.8279267350766855,0.8354849387619994,0.007558203685313902,0.8279267350766855,0.8354849387619994,0.007558203685313902,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0,0.8377192982456141,1.0,,,,48.73684210526316
ewma,3,CanYG4YQsqhfKD3Xd,22,20,19,380,2.731578947368421,0.13657894736842108,0.4421052631578947,14.31578947368421,242.8421052631579,0.07783400809716597,0.07783400809716597,28.42105263157895,0.07105263157894731,0.9101551956815115,0.8415991902834008,0.06855600539811069,0.9101551956815115,0.8415991902834008,0.06855600539811069,0.17293233082706766,0.38333333333333336,0.23834196891191708,0.7368421052631579,0.7368421052631579,0.17293233082706766,0.38333333333333336,0.23834196891191708,1.0,1.0,1.0,0.8105263157894737,1.0,1.0,1.0,,221.8
ewma,3,D3pgvsuYGiHAwiKqT,13,4,10,40,3.825,0.19124999999999998,0.35,9.45,21.6,5.4,5.4,8.1,0.10124999999999999,4.675,0.075,4.6,4.675,0.075,4.6,0.3,0.09375,0.14285714285714285,0.425,0.425,0.0,0.0,0.0,0.3,0.15789473684210525,0.20689655172413793,0.675,0.95,3.0,,3.0,61.5
ewma,3,DSsdrRSwh7dgd9Bjr,21,5,18,90,4.888888888888889,0.24444444444444444,0.7555555555555555,10.066666666666666,43.55555555555556,0.5444444444444445,0.5444444444444445,15.555555555555555,0.15555555555555556,0.8319444444444445,0.2875,0.5444444444444445,0.8319444444444445,0.2875,0.5444444444444445,0.2222222222222222,0.25806451612903225,0.2388059701492537,0.4,0.4,0.0,0.0,0.0,0.4444444444444444,0.3137254901960784,0.367816091954023,0.6333333333333333,0.7888888888888889,0.0,,0.0,156.8
ewma,3,E5tqSkPqBYAYuYAdK,20,3,17,51,5.882352941176471,0.29411764705882354,0.7058823529411765,8.352941176470589,12.0,0.28571428571428575,0.28571428571428575,17.647058823529413,0.2941176470588236,0.7142857142857143,1.0,0.2857142857142857,0.7142857142857143,1.0,0.2857142857142857,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,,,,90.66666666666667
ewma,3,EEe5Aynbvexiu25Q4,18,4,15,60,0.6666666666666666,0.03333333333333333,0.9666666666666667,11.983333333333333,37.13333333333333,1.547222222222222,1.547222222222222,2.6666666666666665,0.03333333333333333,-0.8805555555555555,0.6666666666666666,1.547222222222222,-0.8805555555555555,0.6666666666666666,1.547222222222222,0.6,0.44554455445544555,0.5113636363636364,0.23333333333333334,0.18333333333333332,0.06666666666666667,0.03225806451612903,0.043478260869565216,0.7333333333333333,0.6285714285714286,0.6769230769230768,0.5166666666666667,0.5333333333333333,0.28888888888888886,0.0,0.29545454545454547,139.25
ewma,3,EEpd3uZzuS7TShmdH,30,11,27,297,7.2727272727272725,0.36363636363636365,0.6363636363636364,18.575757575757574,198.25925925925927,0.22814644333631676,0.22814644333631676,47.407407407407405,0.2154882154882155,0.8645100796999531,0.6363636363636364,0.22814644333631673,0.8645100796999531,0.6363636363636364,0.22814644333631673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,486.6363636363636
ewma,3,FPPMdHLDRKNWZpFjA,28,9,25,225,8.88888888888889,0.4444444444444444,0.5555555555555556,11.528888888888888,46.72,0.11044917257683216,0.11044917257683216,48.0,0.26666666666666666,0.24066193853427895,0.2688416075650118,0.02817966903073285,0.24066193853427895,0.2688416075650118,0.02817966903073285,0.036,0.19148936170212766,0.0606060606060606,0.5466666666666666,0.5466666666666666,0.036,0.19148936170212766,0.0606060606060606,1.0,1.0,1.0,0.6355555555555555,1.0,0.0,0.0,,193.77777777777777
ewma,3,Fj9DT3BL4SG26wNCY,20,10,17,170,3.6470588235294117,0.18235294117647058,0.8176470588235294,7.7176470588235295,42.94117647058823,0.08946078431372548,0.08946078431372548,17.647058823529413,0.08823529411764706,0.9166666666666666,0.8958333333333334,0.02083333333333326,0.9166666666666666,0.8958333333333334,0.02083333333333326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,80.4
ewma,3,FpYh3P5jAMzox9jXF,24,15,21,315,4.253968253968254,0.2126984126984127,0.7873015873015873,27.603174603174605,316.3333333333333,0.23964646464646464,0.23964646464646464,56.19047619047619,0.18730158730158733,0.8291847041847041,0.5974025974025974,0.23178210678210676,0.8291847041847041,0.5974025974025974,0.23178210678210676,0.0855106888361045,0.24,0.12609457092819612,0.5238095238095238,0.5238095238095238,0.15584415584415584,0.2857142857142857,0.20168067226890757,0.0,0.0,0.0,0.746031746031746,0.8285714285714286,1.0555555555555556,1.0555555555555556,,525.8
ewma,3,G7MK9MeuEdEmnrf8g,14,16,11,176,0.7727272727272727,0.03863636363636364,0.75,4.090909090909091,62.18181818181818,0.03060128847530427,0.03060128847530427,12.363636363636363,0.03863636363636365,0.9923049391553329,0.9617036506800286,0.0306012884753043,0.9923049391553329,0.9617036506800286,0.0306012884753043,0.0,0.0,0.0,0.9886363636363636,0.9886363636363636,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9886363636363636,,,,44.125
ewma,3,GEg4HoG4betWJeQrA,24,15,21,315,5.26984126984127,0.2634920634920635,0.7365079365079366,14.073015873015873,176.42857142857142,0.08648459383753504,0.08648459383753504,31.428571428571427,0.1047619047619048,0.7553688141923436,0.8014705882352942,0.04610177404295057,0.7553688141923436,0.8014705882352942,0.04610177404295057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,170.86666666666667
ewma,3,GtzSjujsFLASFExF2,19,2,16,32,10.0,0.5,0.5,10.0,6.0,0.5,0.5,20.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,160.0
ewma,3,HBxzHrnfDWC4phmdw,12,4,9,36,4.972222222222222,0.2486111111111111,0.4166666666666667,6.75,14.777777777777779,0.18472222222222218,0.18472222222222218,15.444444444444445,0.1930555555555555,0.6569444444444444,0.825,0.1680555555555555,0.6569444444444444,0.825,0.1680555555555555,0.3888888888888889,0.5384615384615384,0.45161290322580644,0.6111111111111112,0.5833333333333334,1.0,1.0,1.0,0.3888888888888889,0.5384615384615384,0.45161290322580644,1.0,0.75,0.5714285714285714,,0.5714285714285714,40.25
ewma,3,JFERtdbEhHGdPKL5G,12,17,9,153,2.9019607843137254,0.14509803921568626,0.24183006535947713,4.69281045751634,41.55555555555556,,,12.222222222222221,0.035947712418300665,,,,,,,0.0,0.0,0.0,0.8627450980392157,0.8627450980392157,0.0,0.0,0.0,1.0,1.0,1.0,0.8627450980392157,1.0,,,,25.176470588235293
ewma,3,JLFHg4eNsf6DvtZwo,15,17,12,204,3.7254901960784315,0.18627450980392157,0.8137254901960784,32.46078431372549,375.1666666666667,0.13214746976634964,0.13214746976634964,53.333333333333336,0.15686274509803913,0.6111306798168369,0.7382881296231067,0.12715744980626986,0.6111306798168369,0.7382881296231067,0.12715744980626986,0.06547619047619048,0.06547619047619048,0.06547619047619048,0.45588235294117646,0.45098039215686275,0.09166666666666666,0.11224489795918367,0.10091743119266056,0.0,0.0,0.0,0.6225490196078431,0.8627450980392157,2.090909090909091,2.090909090909091,,373.4117647058824
ewma,3,JhMYTnbwHvyhTu8Ls,29,2,26,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
ewma,3,Jk2TeDi3nXCYfBfYp,24,16,21,336,3.3333333333333335,0.16666666666666666,0.8333333333333334,12.910714285714286,145.33333333333334,0.06221461187214613,0.06221461187214613,11.428571428571429,0.03571428571428571,0.7286366601435095,0.7517123287671232,0.023075668623613765,0.7286366601435095,0.7517123287671232,0.023075668623613765,0.2751322751322751,0.23008849557522124,0.2506024096385542,0.5297619047619048,0.5178571428571429,0.2751322751322751,0.23008849557522124,0.2506024096385542,1.0,1.0,1.0,0.7529761904761905,1.0,0.4423076923076923,0.4423076923076923,,145.5
ewma,3,JmYG5zXxdsfdzSnMx,27,7,24,168,9.142857142857142,0.4571428571428572,0.08333333333333333,6.815476190476191,41.208333333333336,0.4204931972789116,0.4204931972789116,57.666666666666664,0.41190476190476194,0.7831632653061225,0.3762755102040816,0.40688775510204084,0.7831632653061225,0.3762755102040816,0.40688775510204084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,136.71428571428572
ewma,3,JzBnLNCjZmuywFp5a,25,9,22,198,7.101010101010101,0.35505050505050506,0.20202020202020202,22.005050505050505,197.3181818181818,0.28473042109405744,0.28473042109405744,51.81818181818182,0.28787878787878785,0.4578905942542306,0.7426210153482881,0.28473042109405744,0.4578905942542306,0.7426210153482881,0.28473042109405744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,482.3333333333333
ewma,3,KuH5GTYQGFgwSdN9M,12,4,9,36,3.6944444444444446,0.1847222222222222,0.3888888888888889,5.583333333333333,13.222222222222221,0.0972222222222222,0.0972222222222222,9.0,0.11250000000000002,0.7148692810457516,0.6176470588235294,0.09722222222222221,0.7148692810457516,0.6176470588235294,0.09722222222222221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,49.75
ewma,3,Ln9Kqj8uXAbkFSouT,23,10,20,200,3.4,0.17,0.83,7.43,44.0,0.04150943396226418,0.04150943396226418,8.0,0.040000000000000036,0.7396226415094339,0.6981132075471698,0.04150943396226414,0.7396226415094339,0.6981132075471698,0.04150943396226414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,147.2
ewma,3,LsGsx7FwgiRCtsDuF,21,4,18,72,5.083333333333333,0.25416666666666665,0.09722222222222222,7.166666666666667,25.444444444444443,0.1870915032679738,0.1870915032679738,15.222222222222221,0.19027777777777777,0.7026143790849673,0.8897058823529411,0.18709150326797386,0.7026143790849673,0.8897058823529411,0.18709150326797386,0.2222222222222222,0.4,0.2857142857142857,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,0.2222222222222222,0.4,0.2857142857142857,1.0,0.8611111111111112,0.0,,0.0,114.5
ewma,3,MMjtNevGGub53cyqS,20,18,17,306,2.6143790849673203,0.13071895424836602,0.869281045751634,45.04575163398693,366.8235294117647,0.11197299432593551,0.11197299432593551,42.35294117647059,0.11764705882352935,0.7962543991955756,0.7378618113912232,0.058392587804352414,0.7962543991955756,0.7378618113912232,0.058392587804352414,0.13202247191011235,0.41964285714285715,0.20085470085470086,0.4117647058823529,0.3954248366013072,0.13202247191011235,0.41964285714285715,0.20085470085470086,1.0,1.0,1.0,0.5686274509803921,1.0,17.5531914893617,17.5531914893617,,598.1111111111111
ewma,3,McPNJRtjH4cL2Qic2,19,10,16,160,5.625,0.28125,0.71875,18.025,107.5,0.09110169491525424,0.09110169491525424,18.75,0.09375000000000003,0.7563559322033898,0.7966101694915254,0.0402542372881356,0.7563559322033898,0.7966101694915254,0.0402542372881356,0.6755952380952381,0.6021220159151194,0.6367461430575034,0.39375,0.38125,1.0,1.0,1.0,0.6755952380952381,0.6021220159151194,0.6367461430575034,1.0,0.79375,3.1145374449339207,,3.1145374449339207,164.6
ewma,3,NC8foHQ7K3mkGhhgN,14,16,11,176,2.2443181818181817,0.11221590909090909,0.5,26.960227272727273,238.63636363636363,0.11743915533285615,0.11743915533285615,11.363636363636363,0.03551136363636364,1.0267537580529706,0.9093146027201146,0.1174391553328561,1.0267537580529706,0.9093146027201146,0.1174391553328561,0.5454545454545454,0.0821917808219178,0.14285714285714285,0.5681818181818182,0.5681818181818182,1.0,1.0,1.0,0.5454545454545454,0.0821917808219178,0.14285714285714285,1.0,0.6875,6.333333333333333,,6.333333333333333,229.8125
ewma,3,PsqZhCu3YwXicjGGa,12,4,9,36,2.1666666666666665,0.10833333333333334,0.5277777777777778,4.222222222222222,15.333333333333334,0.11274509803921567,0.11274509803921567,8.222222222222221,0.10277777777777776,0.8937908496732027,0.9526143790849673,0.05882352941176461,0.8937908496732027,0.9526143790849673,0.05882352941176461,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,1.0,1.0,1.0,0.8888888888888888,1.0,,,,18.0
ewma,3,Q7Lpuz4jZZ9WCd5JG,28,14,25,350,4.605714285714286,0.23028571428571426,0.20857142857142857,7.788571428571428,84.64,0.09446428571428572,0.09446428571428572,25.12,0.08971428571428575,0.661875,0.5708928571428571,0.0909821428571429,0.661875,0.5708928571428571,0.0909821428571429,0.47333333333333333,0.27307692307692305,0.3463414634146341,0.7514285714285714,0.7514285714285714,1.0,1.0,1.0,0.47333333333333333,0.27307692307692305,0.3463414634146341,1.0,0.8171428571428572,0.5070422535211268,,0.5070422535211268,145.57142857142858
ewma,3,QDodERxmDfeJhH38w,17,4,14,56,5.482142857142857,0.2741071428571428,0.25,5.196428571428571,13.071428571428571,0.181547619047619,0.181547619047619,11.785714285714286,0.14732142857142858,0.4880952380952381,0.4573412698412698,0.030753968253968256,0.4880952380952381,0.4573412698412698,0.030753968253968256,0.25,0.17073170731707318,0.20289855072463767,0.5178571428571429,0.5178571428571429,0.14285714285714285,0.13333333333333333,0.1379310344827586,0.35714285714285715,0.19230769230769232,0.25,0.625,0.6785714285714286,0.0,0.0,0.0,33.75
ewma,3,QHkAuMSQ3PnXPPZFy,24,3,21,63,6.349206349206349,0.31746031746031744,0.6825396825396826,7.492063492063492,3.8095238095238093,0.3174603174603174,0.3174603174603174,19.047619047619047,0.3174603174603174,0.9841269841269841,0.6666666666666666,0.31746031746031744,0.9841269841269841,0.6666666666666666,0.31746031746031744,0.9047619047619048,0.31666666666666665,0.4691358024691357,0.4603174603174603,0.4603174603174603,1.0,1.0,1.0,0.9047619047619048,0.31666666666666665,0.4691358024691357,1.0,0.746031746031746,0.8947368421052632,,0.8947368421052632,155.33333333333334
ewma,3,QK4gCZ7BWrravTaAL,30,4,27,108,4.2592592592592595,0.21296296296296297,0.7870370370370371,8.185185185185185,19.703703703703702,0.17592592592592593,0.17592592592592593,14.074074074074074,0.17592592592592593,0.8888888888888888,0.75,0.13888888888888884,0.8888888888888888,0.75,0.13888888888888884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,205.0
ewma,3,QK7Qydbg5D3GvBnz6,13,12,10,120,2.8916666666666666,0.14458333333333334,0.4666666666666667,11.5,92.4,0.07857142857142856,0.07857142857142856,10.3,0.04291666666666668,0.8045068027210884,0.7803571428571429,0.024149659863945572,0.8045068027210884,0.7803571428571429,0.024149659863945572,0.4,0.358974358974359,0.37837837837837845,0.575,0.5333333333333333,0.4,0.358974358974359,0.37837837837837845,1.0,1.0,1.0,0.725,1.0,0.7142857142857143,0.7142857142857143,,64.66666666666667
ewma,3,R9mg6ddTdNjw6MLDC,13,9,10,90,3.2666666666666666,0.16333333333333336,0.45555555555555555,6.677777777777778,37.1,0.1084795321637427,0.1084795321637427,19.2,0.10666666666666669,0.5295321637426901,0.5730994152046783,0.043567251461988254,0.5295321637426901,0.5730994152046783,0.043567251461988254,0.3,0.1111111111111111,0.16216216216216217,0.6222222222222222,0.6222222222222222,0.3,0.1111111111111111,0.16216216216216217,1.0,1.0,1.0,0.7333333333333333,1.0,0.0,0.0,,37.666666666666664
ewma,3,RJwRqcdu4bN6ivwb6,24,15,21,315,0.12698412698412698,0.006349206349206349,0.9936507936507937,3.466666666666667,17.428571428571427,0.013203463203463207,0.013203463203463207,1.9047619047619047,0.0063492063492063475,0.9917027417027418,0.9886002886002886,0.003102453102453162,0.9917027417027418,0.9886002886002886,0.003102453102453162,0.04744525547445255,0.23214285714285715,0.0787878787878788,0.780952380952381,0.7777777777777778,1.0,1.0,1.0,0.04744525547445255,0.23214285714285715,0.0787878787878788,1.0,0.8031746031746032,0.23076923076923078,,0.23076923076923078,64.66666666666667
ewma,3,RSkgwZB2KQ6QLEwGR,19,12,16,192,7.8125,0.390625,0.609375,9.46875,28.25,0.39236111111111116,0.39236111111111116,88.75,0.36979166666666663,0.90625,0.5138888888888888,0.39236111111111116,0.90625,0.5138888888888888,0.39236111111111116,0.125,0.14285714285714285,0.13333333333333333,0.921875,0.9166666666666666,1.0,1.0,1.0,0.125,0.14285714285714285,0.13333333333333333,1.0,0.9739583333333334,0.5,,0.5,140.16666666666666
ewma,3,RdnAyEZrrHATsrgMq,18,4,15,60,6.333333333333333,0.31666666666666665,0.6833333333333333,7.15,3.4,0.14166666666666666,0.14166666666666666,14.666666666666666,0.18333333333333332,0.4777777777777778,0.5416666666666666,0.06388888888888883,0.4777777777777778,0.5416666666666666,0.06388888888888883,0.2,0.0967741935483871,0.13043478260869568,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.2,0.0967741935483871,0.13043478260869568,1.0,0.8166666666666667,0.0,,0.0,66.25
ewma,3,Rj95WGKuMYoqNNdqw,25,6,22,132,3.606060606060606,0.1803030303030303,0.5833333333333334,7.037878787878788,30.5,0.1495098039215686,0.1495098039215686,17.363636363636363,0.1446969696969697,0.48975044563279857,0.6392602495543672,0.14950980392156865,0.48975044563279857,0.6392602495543672,0.14950980392156865,0.6136363636363636,0.4909090909090909,0.5454545454545455,0.7121212121212122,0.7045454545454546,1.0,1.0,1.0,0.6136363636363636,0.4909090909090909,0.5454545454545455,1.0,0.7954545454545454,0.4074074074074074,,0.4074074074074074,114.16666666666667
ewma,3,RwK2BFvCRH5G29wNT,11,12,8,96,6.020833333333333,0.3010416666666667,0.11458333333333333,17.770833333333332,210.25,0.1358204134366925,0.1358204134366925,32.75,0.13645833333333332,0.6871770025839793,0.7026808785529716,0.015503875968992276,0.6871770025839793,0.7026808785529716,0.015503875968992276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,23.666666666666668
ewma,3,Ta3gNvC3PqgJugio8,23,10,20,200,3.7,0.185,0.815,18.685,184.35,0.1739150943396226,0.1739150943396226,31.0,0.15499999999999997,0.9295754716981132,0.7839622641509434,0.14561320754716978,0.9295754716981132,0.7839622641509434,0.14561320754716978,0.1,0.11764705882352941,0.1081081081081081,0.865,0.865,0.1,0.11764705882352941,0.1081081081081081,1.0,1.0,1.0,0.89,1.0,0.0,0.0,,314.9
ewma,3,TbL5wguJpyDGWP3Lw,11,3,8,24,5.541666666666667,0.2770833333333333,0.08333333333333333,6.5,13.0,0.43333333333333335,0.43333333333333335,4.875,0.08124999999999999,0.2875,0.6708333333333333,0.3833333333333333,0.2875,0.6708333333333333,0.3833333333333333,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.7916666666666666,1.0,,,,36.0
ewma,3,TzHwDYFvukpQXXmHg,15,4,12,48,5.833333333333333,0.2916666666666667,0.7083333333333334,6.8125,26.25,0.546875,0.546875,16.666666666666668,0.20833333333333334,0.6232638888888888,0.20833333333333334,0.41493055555555547,0.6232638888888888,0.20833333333333334,0.41493055555555547,0.08333333333333333,0.1111111111111111,0.09523809523809525,0.6458333333333334,0.6458333333333334,0.08333333333333333,0.1111111111111111,0.09523809523809525,1.0,1.0,1.0,0.7083333333333334,1.0,0.0,0.0,,59.75
ewma,3,WLCQkELwKKco9q6aq,18,11,15,165,0.24242424242424243,0.012121212121212121,0.9878787878787879,2.6606060606060606,28.466666666666665,0.02174688057040996,0.02174688057040996,2.6666666666666665,0.012121212121212125,0.97825311942959,1.0,0.021746880570409965,0.97825311942959,1.0,0.021746880570409965,0.0,0.0,0.0,0.9818181818181818,0.9818181818181818,0.0,0.0,0.0,1.0,1.0,1.0,0.9818181818181818,1.0,,,,38.81818181818182
ewma,3,Wh693tc2FgzWxBzS4,11,19,8,152,4.519736842105263,0.22598684210526312,0.2631578947368421,6.598684210526316,80.125,0.030122180451127807,0.030122180451127807,10.875,0.028618421052631585,0.5606672932330827,0.5803571428571429,0.019689849624060174,0.5606672932330827,0.5803571428571429,0.019689849624060174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,30.157894736842106
ewma,3,Xh4ppwSFKbzJGxPzB,16,13,13,169,5.023668639053255,0.25118343195266274,0.23076923076923078,17.792899408284022,218.07692307692307,0.19970414201183428,0.19970414201183428,15.307692307692308,0.05887573964497041,0.7241476472245703,0.524443505212736,0.19970414201183428,0.7241476472245703,0.524443505212736,0.19970414201183428,0.13736263736263737,0.18248175182481752,0.15673981191222572,0.4260355029585799,0.42011834319526625,0.1623931623931624,0.2111111111111111,0.18357487922705315,0.09230769230769231,0.1276595744680851,0.10714285714285714,0.6982248520710059,0.8165680473372781,2.2,2.8947368421052633,0.0,218.07692307692307
ewma,3,YSZJmpMs7Ntz9SzAj,26,15,23,345,5.744927536231884,0.2872463768115942,0.15072463768115943,20.092753623188404,298.69565217391306,0.14641943734015345,0.14641943734015345,44.34782608695652,0.14782608695652175,0.5432864450127878,0.6863384484228474,0.14305200341005964,0.5432864450127878,0.6863384484228474,0.14305200341005964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,447.46666666666664
ewma,3,YpkFruWttspZdKQoS,28,7,25,175,2.3257142857142856,0.11628571428571426,0.2742857142857143,22.994285714285713,160.96,2.09038961038961,2.09038961038961,12.12,0.08657142857142856,2.9984415584415585,0.908051948051948,2.0903896103896105,2.9984415584415585,0.908051948051948,2.0903896103896105,0.0,0.0,0.0,0.9828571428571429,0.9828571428571429,0.0,0.0,0.0,1.0,1.0,1.0,0.9828571428571429,1.0,,,,574.8571428571429
ewma,3,ZPG5iDWZzj4rDWWme,28,9,25,225,2.6133333333333333,0.13066666666666668,0.4444444444444444,17.226666666666667,155.04,0.8613333333333333,0.8613333333333333,23.52,0.13066666666666665,1.7,0.8386666666666667,0.8613333333333333,1.7,0.8386666666666667,0.8613333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,430.6666666666667
ewma,3,ZxQqjWcDHRRAA4RNz,26,7,23,161,2.8447204968944098,0.14223602484472048,0.2857142857142857,2.981366459627329,18.52173913043478,0.12027103331451157,0.12027103331451157,18.0,0.1285714285714286,0.987012987012987,0.8667419536984754,0.12027103331451161,0.987012987012987,0.8667419536984754,0.12027103331451161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,64.57142857142857
ewma,3,bAPLKPhrnm4BHekC8,30,4,27,108,5.555555555555555,0.2777777777777778,0.7222222222222222,11.805555555555555,44.48148148148148,0.3971560846560846,0.3971560846560846,16.296296296296298,0.2037037037037037,0.8720238095238095,0.5178571428571429,0.35416666666666663,0.8720238095238095,0.5178571428571429,0.35416666666666663,0.018518518518518517,0.08333333333333333,0.030303030303030304,0.46296296296296297,0.46296296296296297,0.018518518518518517,0.08333333333333333,0.030303030303030304,1.0,1.0,1.0,0.5185185185185185,1.0,0.0,0.0,,267.75
ewma,3,bYTp9675CYN6Ki6dS,12,18,9,162,6.432098765432099,0.3216049382716049,0.2839506172839506,20.104938271604937,276.3333333333333,0.1668679549114332,0.1668679549114332,63.77777777777778,0.17716049382716048,0.5933977455716586,0.7602657004830918,0.16686795491143325,0.5933977455716586,0.7602657004830918,0.16686795491143325,0.04225352112676056,0.030612244897959183,0.03550295857988166,0.5679012345679012,0.5679012345679012,1.0,1.0,1.0,0.04225352112676056,0.030612244897959183,0.03550295857988166,1.0,0.6851851851851852,0.6666666666666666,,0.6666666666666666,152.83333333333334
ewma,3,bhzdfhLFniDEpPwuA,21,5,18,90,8.88888888888889,0.4444444444444444,0.5555555555555556,9.188888888888888,22.5,0.28125,0.28125,26.666666666666668,0.2666666666666667,0.4479166666666667,0.1875,0.2604166666666667,0.4479166666666667,0.1875,0.2604166666666667,0.0,0.0,0.0,0.7888888888888889,0.7888888888888889,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8111111111111111,,,,149.4
ewma,3,cJHD8epdFXtT4QCs5,27,17,24,408,3.286764705882353,0.16433823529411765,0.30392156862745096,8.813725490196079,135.08333333333334,0.06460226366969553,0.06460226366969553,21.541666666666668,0.0633578431372549,0.846385302088315,0.8478997289972899,0.001514426908974964,0.846385302088315,0.8478997289972899,0.001514426908974964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,59.1764705882353
ewma,3,cSxrrpArMP6s8nKys,12,11,9,99,4.2727272727272725,0.21363636363636362,0.45454545454545453,13.8989898989899,140.88888888888889,0.12435029910758061,0.12435029910758061,11.666666666666666,0.05303030303030303,0.6482298715308424,0.7633617730705109,0.11513190153966846,0.6482298715308424,0.7633617730705109,0.11513190153966846,0.044444444444444446,0.03508771929824561,0.039215686274509796,0.5151515151515151,0.5151515151515151,0.07407407407407407,0.03571428571428571,0.04819277108433735,0.0,0.0,0.0,0.7878787878787878,0.8080808080808081,0.0,0.0,,114.9090909090909
ewma,3,dKYyRu3TxjNjcGDAh,17,7,14,98,2.4489795918367347,0.12244897959183673,0.8775510204081632,7.153061224489796,28.357142857142858,0.1125283446712018,0.1125283446712018,17.142857142857142,0.12244897959183668,0.8585600907029478,0.746031746031746,0.11252834467120176,0.8585600907029478,0.746031746031746,0.11252834467120176,0.3333333333333333,0.3684210526315789,0.35,0.5612244897959183,0.5612244897959183,1.0,1.0,1.0,0.3333333333333333,0.3684210526315789,0.35,1.0,0.8367346938775511,0.39285714285714285,,0.39285714285714285,85.28571428571429
