target,style_source,eval_granularity,group_col,model,k_clusters,baseline_r2,baseline_rmse,baseline_mae,augmented_r2,augmented_rmse,augmented_mae,delta_r2,baseline_r2_oos_train_mean,augmented_r2_oos_train_mean,delta_r2_oos_train_mean,delta_rmse,delta_mae,missing_style_games_learn,missing_style_games_val,n_train_eval_rows,n_val_eval_rows,style_map_val_rmse,style_map_val_mae
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,8,-0.04958204715657355,0.0712086364595662,0.05685271659659963,0.26680042347851185,0.05951625223469482,0.04886238847326375,0.3163824706350854,-0.03619598258622325,0.2761514379140759,0.3123474205002992,-0.011692384224871379,-0.007990328123335881,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,6,-0.04958204715657355,0.0712086364595662,0.05685271659659963,0.07083808215243637,0.0669992858906593,0.05412089739910455,0.12042012930900992,-0.03619598258622325,0.08268834337052144,0.1188843259567447,-0.004209350568906894,-0.0027318191974950792,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,16,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.07335780516377666,0.07201065020470075,0.06121541471017333,-0.023775758007203107,-0.03619598258622325,-0.05966851148165242,-0.023472528895429168,0.0008020137451345555,0.004362698113573704,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,4,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.32358091797597077,0.07996495949848087,0.06169384241982839,-0.2739988708193972,-0.03619598258622325,-0.30670035139224505,-0.2705043688060218,0.008756323038914673,0.004841125823228765,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,12,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.49001835013349004,0.08484383318823364,0.06805224160530013,-0.4404363029769165,-0.03619598258622325,-0.4710150888830449,-0.43481910629682163,0.013635196728667448,0.0111995250087005,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,linear,10,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.5338131255373557,0.08608167279670807,0.06953064706765662,-0.48423107838078217,-0.03619598258622325,-0.5142513184419348,-0.4780553358557116,0.014873036337141876,0.012677930471056989,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,8,-0.010764172309445819,0.06987943625199328,0.053934155009277715,0.2310004171605211,0.06095193887778418,0.05036781159635546,0.24176458946996693,0.0021268203600508517,0.24080801447828093,0.23868119411823008,-0.008927497374209094,-0.0035663434129222515,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,6,-0.010764172309445819,0.06987943625199328,0.053934155009277715,0.01787254936806959,0.06888242021740505,0.05588028593491988,0.02863672167751541,0.0021268203600508517,0.030398317607044922,0.02827149724699407,-0.0009970160345882245,0.0019461309256421644,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,16,-0.010764172309445819,0.06987943625199328,0.053934155009277715,-0.09166279340962635,0.07262208731477506,0.06333468539526413,-0.08089862110018053,0.0021268203600508517,-0.07774004322423744,-0.0798668635842883,0.0027426510627817785,0.009400530385986414,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,4,-0.010764172309445819,0.06987943625199328,0.053934155009277715,-0.2765528759712599,0.07853149716471827,0.0631541194075029,-0.26578870366181406,0.0021268203600508517,-0.2602720913756098,-0.26239891173566066,0.008652060912724996,0.009219964398225186,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,12,-0.010764172309445819,0.06987943625199328,0.053934155009277715,-0.47278199504739393,0.08435167405201174,0.0679570188166293,-0.4620178227379481,0.0021268203600508517,-0.4539985612632862,-0.45612538162333705,0.014472237800018467,0.014022863807351585,0,0,110,20,0.0,0.0
itt_efficiency,oracle,config_treatment,CONFIG_treatmentName,ridge,10,-0.010764172309445819,0.06987943625199328,0.053934155009277715,-0.499589508011659,0.08511589488256412,0.06915573845925106,-0.4888253357022132,0.0021268203600508517,-0.48046417899365124,-0.4825909993537021,0.01523645863057084,0.015221583449973347,0,0,110,20,0.0,0.0
itt_efficiency,oracle,game,,linear,6,-0.09423722628663267,0.12456141132586555,0.09875572163296645,0.143187235836029,0.11022262288055344,0.08666744169402779,0.23742446212266166,-0.09327000075286107,0.14394459554126682,0.2372145962941279,-0.014338788445312112,-0.012088279938938656,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,linear,8,-0.09423722628663267,0.12456141132586555,0.09875572163296645,0.1150969451088718,0.11201485595451333,0.08872817987398787,0.20933417139550448,-0.09327000075286107,0.11587913457294963,0.2091491353258107,-0.012546555371352228,-0.010027541758978575,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,linear,16,-0.09423722628663267,0.12456141132586555,0.09875572163296645,0.06060571767954903,0.11541220375045667,0.08998746380421074,0.1548429439661817,-0.09327000075286107,0.06143607339612678,0.15470607414898785,-0.00914920757540888,-0.008768257828755704,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,linear,10,-0.09423722628663267,0.12456141132586555,0.09875572163296645,-0.029193329233867304,0.12080259368036698,0.0977574767401334,0.06504389705276536,-0.09327000075286107,-0.028283597739353628,0.06498640301350744,-0.003758817645498569,-0.0009982448928330528,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,linear,12,-0.09423722628663267,0.12456141132586555,0.09875572163296645,-0.07552179740707365,0.1234915909851432,0.09708588010473646,0.018715428879559015,-0.09327000075286107,-0.07457111494116075,0.018698885811700316,-0.0010698203407223522,-0.0016698415282299928,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,linear,4,-0.09423722628663267,0.12456141132586555,0.09875572163296645,-0.11542164546951983,0.1257613849904744,0.09946744391484719,-0.02118441918288716,-0.09327000075286107,-0.11443569446136337,-0.021165693708502298,0.0011999736646088471,0.0007117222818807389,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,ridge,6,-0.05322628492373527,0.12220490058858847,0.09745673417290339,0.16124221160515417,0.10905512012958732,0.08567978220435703,0.21446849652888944,-0.05229531005727539,0.16198361203469203,0.21427892209196742,-0.013149780459001156,-0.011776951968546362,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,ridge,8,-0.05322628492373527,0.12220490058858847,0.09745673417290339,0.140066437069854,0.11042317426356867,0.08753162278223062,0.19329272199358927,-0.05229531005727539,0.14082655533254163,0.19312186538981702,-0.011781726325019809,-0.009925111390672772,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,ridge,16,-0.05322628492373527,0.12220490058858847,0.09745673417290339,0.08850726230711681,0.11368531878379125,0.0883837652768158,0.14173354723085207,-0.05229531005727539,0.08931295510257731,0.1416082651598527,-0.008519581804797227,-0.009072968896087594,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,ridge,10,-0.05322628492373527,0.12220490058858847,0.09745673417290339,0.005356524123261486,0.11875762309245756,0.09606726607343018,0.05858280904699675,-0.05229531005727539,0.006235716078859532,0.05853102613613492,-0.0034472774961309127,-0.0013894680994732123,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,ridge,12,-0.05322628492373527,0.12220490058858847,0.09745673417290339,-0.03054336890080145,0.12088179884093955,0.09496398420411159,0.02268291602293382,-0.05229531005727539,-0.029632444070138986,0.022662865987136405,-0.001323101747648922,-0.0024927499687917992,0,0,114,125,0.0,0.0
itt_efficiency,oracle,game,,ridge,4,-0.05322628492373527,0.12220490058858847,0.09745673417290339,-0.06818299049138332,0.12306954828925909,0.097964269393676,-0.014956705567648054,-0.05229531005727539,-0.06723879499307284,-0.014943484935797446,0.0008646477006706149,0.0005075352207726119,0,0,114,125,0.0,0.0
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,16,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.1298635459819979,0.07388180061443032,0.05928869576042235,-0.08028149882542435,-0.03619598258622325,-0.11545359449399983,-0.07925761190777658,0.002673164154864127,0.002435979163822724,0,0,110,20,0.14497015446854258,0.07315633242032446
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,4,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.1352710898380869,0.07405838927986973,0.05715792896844794,-0.08568904268151334,-0.03619598258622325,-0.12079217210641047,-0.08459618952018721,0.0028497528203035305,0.00030521237184830824,0,0,110,20,0.2441418584642182,0.18001706072130927
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,10,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.13839327817500102,0.07416015593414117,0.05431314878961453,-0.08881123101842747,-0.03619598258622325,-0.12387454096013917,-0.08767855837391592,0.002951519474574976,-0.0025395678069850963,0,0,110,20,0.1807995965436555,0.10576682093605776
itt_efficiency,synthetic,config_treatment,CONFIG_treatmentName,linear,6,-0.04958204715657355,0.0712086364595662,0.05685271659659963,-0.41040148327776604,0.0825459653742174,0.0688204529792211,-0.3608194361211925,-0.03619598258622325,-0.39241363242187455,-0.3562176498356513,0.01133732891465121,0.011967736382621469,0,0,110,20,0.21459226920958094,0.13963470361634023
