metric,num_treatments,mean_sd_ratio,median_sd_ratio,mean_abs_log_sd_ratio,mean_iqr_ratio,median_iqr_ratio,mean_abs_log_iqr_ratio
final_round_normalized_efficiency,40,0.6260097012779299,0.5073112434157382,0.802044341047873,0.7314627642166789,0.5935046944743728,0.7346423845696467
final_total_contribution_rate,40,1.2665027751495521,0.9102128611199444,0.536165765849696,1.1166563749029828,0.8285714285714288,0.7361239690779655
first_round_normalized_efficiency,40,0.7033705769412515,0.5995017358755091,0.5904387397243157,0.6754148783351938,0.537213002700491,0.6252840390376008
first_round_total_contribution_rate,40,0.721371172431249,0.6105373029773686,0.5573960186197082,0.6932782166166038,0.5634920634920629,0.5816570052815776
mean_round_normalized_efficiency,40,0.5985583633997994,0.5223852423959618,0.805697893244413,0.8222463583112422,0.5443825425301365,0.8124313122158607
mean_total_contribution_rate,40,0.9162102283530643,0.825913923735692,0.5421086168218631,1.0784763083876006,0.7786270187210238,0.6737762363348805
