n_player_game_rows,n_complete_round_coverage,share_complete_round_coverage,n_always_full,share_always_full,n_always_zero,share_always_zero,full_to_zero_count_ratio,n_neither,share_neither
3906,3695,0.9459805427547363,1187,0.30389144905273935,102,0.026113671274961597,11.637254901960784,2617,0.6699948796722991
