treatment_name,metric_family,metric,distance_kind,score,run_name,run_label,cell_label
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.3935185185185185,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip2 / Alt
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2097871631014168,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.1967905707640007,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.3333333333333333,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip3 / Game 1
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.185075441146935,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.2454246499385386,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.4212962962962963,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip3 / Alt
CHIP4__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.178225311859019,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.1693856554967666,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.412037037037037,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip4 / Game 1
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2283598744007024,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.1795414462081128,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.4537037037037037,twin_sampled_unadjusted_seed_0_gpt_5_mini_pgg_aligned_v3,Twin Unadjusted,Chip4 / Alt
CHIP2__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.1617490345027902,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.241037171041256,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.449074074074074,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip2 / Game 1
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.0728197761251632,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.1950759245898135,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.3981481481481481,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip2 / Alt
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.1677689912911695,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.2093878600823045,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.3611111111111111,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip3 / Game 1
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2077726470804991,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.2939328803912138,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.4768518518518518,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip3 / Alt
CHIP4__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2378259763038804,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.1968145336502825,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.4138486312399355,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip4 / Game 1
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2533843290856635,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.165189594356261,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.4861111111111111,twin_sampled_unadjusted_seed_0_gpt_5_mini_bargain_card_v1,Twin Bargain Card,Chip4 / Alt
CHIP2__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.1519047197888341,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.3133859173030457,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.1141304347826087,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip2 / Game 1
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.1583186035318935,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.4801769346908235,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.0412457912457913,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip2 / Alt
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3216310110855073,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.4208076131687244,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.0,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip3 / Game 1
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3662359043225572,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.4370655964405964,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.111111111111111,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip3 / Alt
CHIP4__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2770174402444648,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.4366134893912672,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.1329966329966329,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip4 / Game 1
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3396875262628959,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.4456569664902998,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.1944444444444444,baseline_gpt_5_1_pgg_aligned_v3,Baseline,Chip4 / Alt
CHIP2__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.1479690391741112,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.3188389988430838,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.0871212121212121,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip2 / Game 1
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2869862622782986,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.4335262169874743,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.1106237816764132,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip2 / Alt
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3489273879150513,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.3758891828336273,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.074074074074074,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip3 / Game 1
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3344077536448211,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.3659437499564311,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.0875603864734299,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip3 / Alt
CHIP4__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2474294929016429,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.4136757789535568,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.1574074074074073,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip4 / Game 1
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3724761150086111,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.3238836780503447,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.1254208754208755,twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted,Chip4 / Alt
CHIP2__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.1494119112062612,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.3146607428532337,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip2 / Game 1
CHIP2__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.1334541062801932,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip2 / Game 1
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.0961800047341369,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.3513890559029448,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip2 / Alt
CHIP2__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.0968013468013467,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip2 / Alt
CHIP3__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3792904811333643,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.2931069958847737,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip3 / Game 1
CHIP3__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.0925925925925925,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip3 / Game 1
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2906315163373785,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.365138596977365,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip3 / Alt
CHIP3__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.1407004830917874,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip3 / Alt
CHIP4__GAME_1,distribution_distance,final_surplus_ratio,wasserstein_1d,0.2576881600011371,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,trade_ratio,wasserstein_1d,0.4505023782801562,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip4 / Game 1
CHIP4__GAME_1,distribution_distance,acceptance_rate,wasserstein_1d,0.143097643097643,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip4 / Game 1
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,final_surplus_ratio,wasserstein_1d,0.3508154416487579,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,trade_ratio,wasserstein_1d,0.3515211640211639,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip4 / Alt
CHIP4__GAME_2_ALT_PROFILE,distribution_distance,acceptance_rate,wasserstein_1d,0.1620370370370371,twin_sampled_unadjusted_seed_0_gpt_5_1_bargain_card_v1,Twin Bargain Card,Chip4 / Alt
