run_name,run_label,feature_family,feature_name,metric,n_games,feature_mean,feature_std,outcome_within_treatment_corr,signed_gap_within_treatment_corr,abs_gap_within_treatment_corr
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,communication_coordination,final_surplus_ratio,131,61.94147582697202,7.090680161705769,0.1155042351196544,0.1155042351196544,-0.16412898820769728
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,conditional_cooperation,final_surplus_ratio,131,44.47328244274809,4.96138149331177,-0.18422850315021944,-0.18422850315021946,0.23827165561363126
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,cooperation_orientation,final_surplus_ratio,131,61.47328244274809,6.496409816984359,-0.21262072799123274,-0.21262072799123274,0.23285618926516222
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,exploitation_caution,final_surplus_ratio,131,52.725190839694655,8.330202582778986,0.12260231230805864,0.12260231230805863,-0.18497755448229117
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,generosity_without_return,final_surplus_ratio,131,53.954198473282446,8.185954550041679,-0.23151595168466774,-0.23151595168466774,0.29206500004120667
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,norm_enforcement,final_surplus_ratio,131,33.15012722646311,6.751285251549624,-0.06030836512214753,-0.060308365122147545,0.04153321465629266
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,behavioral_stability,mean_acceptance_rate,131,67.0559796437659,9.453272636577388,0.038223334158854094,0.03822333415885407,0.052045156173825144
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,communication_coordination,mean_acceptance_rate,131,61.94147582697202,7.090680161705769,-0.012845705946298523,-0.012845705946298478,0.10916741179258403
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,conditional_cooperation,mean_acceptance_rate,131,44.47328244274809,4.96138149331177,0.0701376266444783,0.07013762664447834,0.006926645303394824
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,cooperation_orientation,mean_acceptance_rate,131,61.47328244274809,6.496409816984359,0.24800969058176578,0.24800969058176575,0.3231663407488887
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,exploitation_caution,mean_acceptance_rate,131,52.725190839694655,8.330202582778986,-0.3355340983796217,-0.33553409837962167,-0.28171502670719534
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,generosity_without_return,mean_acceptance_rate,131,53.954198473282446,8.185954550041679,0.3099058101844333,0.3099058101844333,0.3142127537663737
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,norm_enforcement,mean_acceptance_rate,131,33.15012722646311,6.751285251549624,-0.07993603560376594,-0.07993603560376594,-0.12017842553776512
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,behavioral_stability,mean_trade_ratio,131,67.0559796437659,9.453272636577388,0.017305904152671553,0.01730590415267157,0.026623559672674206
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,communication_coordination,mean_trade_ratio,131,61.94147582697202,7.090680161705769,-0.09313579969325159,-0.09313579969325159,-0.08947744001593298
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,conditional_cooperation,mean_trade_ratio,131,44.47328244274809,4.96138149331177,0.0929979782549756,0.0929979782549756,0.10212626243970462
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,cooperation_orientation,mean_trade_ratio,131,61.47328244274809,6.496409816984359,-0.03715970118175387,-0.03715970118175389,-0.03470110155055541
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,exploitation_caution,mean_trade_ratio,131,52.725190839694655,8.330202582778986,0.008589401769556153,0.00858940176955615,0.013889292658927337
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,generosity_without_return,mean_trade_ratio,131,53.954198473282446,8.185954550041679,-0.010626068379568455,-0.010626068379568455,-0.00966814940564417
twin_sampled_unadjusted_seed_0_gpt_5_1_pgg_aligned_v3,Twin Unadjusted (PGG Card),explicit_card_cues,norm_enforcement,mean_trade_ratio,131,33.15012722646311,6.751285251549624,0.18507774969484472,0.18507774969484467,0.19521023797111392
