PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcPun;uncalcPun;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punUncalc;noUncalc;punCalc;noCalc;punHid;noPunHid;gender;age;Condition;RecordedDate
1956;1175;;;;;;;;;;;;;;;1;0;1;1;1;1;0;10;10;10;10;;;1;54;5;25/11/2023 21:42
1957;666;;;;;;;;;;;;;;;1;1;1;1;0;1;0;10;5;10;0;;;1;54;5;25/11/2023 21:42
1958;248;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;6;1;24;6;25/11/2023 21:43
1959;328;;;;;;;;;;;;;;;0;0;0;0;1;0;0;;;;;4;0;1;21;6;25/11/2023 21:45
1960;999;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;54;3;25/11/2023 21:46
1961;402;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;30;4;25/11/2023 21:47
1962;160;1;1;0;0;0;1;1;;;0;;1;1;22;;;;;;;;;;;;;;1;51;4;25/11/2023 21:47
1963;338;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;10;3;3;;;2;34;5;25/11/2023 21:48
1964;243;;;;;;;;;;;;;;;0;0;1;0;0;0;1;;;;;5;8;2;24;6;25/11/2023 21:49
1965;739;0;0;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;27;3;25/11/2023 21:52
1966;248;0;0;0;0;0;1;0;1;1;1;;;;6;;;;;;;;;;;;;;2;31;3;25/11/2023 21:53
1967;445;;;;;;;;;;;;;;;1;0;0;1;1;0;1;5;7;5;4;;;2;33;5;25/11/2023 21:55
1968;651;1;0;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;52;4;25/11/2023 22:02
1969;350;;;;;;;;;;;;;;;1;1;1;0;1;0;1;6;2;5;2;;;2;49;5;25/11/2023 22:04
1970;270;0;0;1;0;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;39;4;25/11/2023 22:06
1971;307;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;1;2;35;6;25/11/2023 22:07
1972;184;;;;;;;;;;;;;;;0;0;0;1;0;1;0;8;4;6;6;;;2;36;5;25/11/2023 22:07
1973;350;0;0;1;1;1;1;0;0;1;0;;;;10;;;;;;;;;;;;;;2;40;3;25/11/2023 22:08
1974;327;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;10;2;21;6;25/11/2023 22:13
1975;406;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;33;4;25/11/2023 22:15
1976;654;0;0;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;32;3;25/11/2023 22:19
1977;256;1;1;1;0;1;1;1;0;1;1;;;;53;;;;;;;;;;;;;;1;45;3;25/11/2023 22:23
1978;518;;;;;;;;;;;;;;;1;1;1;1;1;0;1;1;3;4;4;;;2;42;5;25/11/2023 22:26
1979;760;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;2;8;2;42;6;25/11/2023 22:26
1980;201;;;;;;;;;;;;;;;0;0;1;0;0;1;1;;;;;4;2;1;48;6;25/11/2023 22:27
1981;296;0;0;0;0;0;1;0;;;0;;0;1;21;;;;;;;;;;;;;;1;50;4;25/11/2023 22:29
1982;293;0;0;1;0;0;1;1;;;0;;0;1;50;;;;;;;;;;;;;;2;37;4;25/11/2023 22:29
1983;250;0;0;1;0;1;0;1;1;1;0;;;;30;;;;;;;;;;;;;;2;39;3;25/11/2023 22:34
1984;393;0;1;1;1;0;1;1;0;0;;0;;;50;;;;;;;;;;;;;;1;35;3;25/11/2023 22:35
1985;353;;;;;;;;;;;;;;;1;1;1;1;0;1;0;10;6;10;6;;;2;54;5;25/11/2023 22:35
1986;600;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;46;6;25/11/2023 22:37
1987;398;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;0;2;0;;;2;26;5;25/11/2023 22:37
1988;203;0;1;1;0;1;0;1;;;1;;1;1;40;;;;;;;;;;;;;;2;26;4;25/11/2023 22:40
1989;359;;;;;;;;;;;;;;;1;1;0;1;1;0;1;2;5;5;6;;;2;51;5;25/11/2023 22:42
1990;461;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;41;3;25/11/2023 22:45
1991;415;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;42;6;25/11/2023 22:49
1992;585;1;1;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;40;4;25/11/2023 22:51
1993;226;1;1;0;0;0;1;0;0;1;0;;;;16;;;;;;;;;;;;;;2;27;3;25/11/2023 22:59
1994;516;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;5;10;1;37;6;25/11/2023 22:59
1995;488;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;10;10;10;;;2;39;5;25/11/2023 23:03
1996;600;1;1;0;1;1;1;0;;;1;;0;1;50;;;;;;;;;;;;;;1;71;4;25/11/2023 23:03
1997;442;0;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;56;4;25/11/2023 23:04
1998;479;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;2;4;3;;;2;47;5;25/11/2023 23:07
1999;361;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;;;;3;2;2;64;6;25/11/2023 23:11
2000;383;1;1;1;0;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;25;3;25/11/2023 23:15
2001;432;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;29;3;25/11/2023 23:19
2002;365;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;4;1;34;6;25/11/2023 23:27
2003;510;1;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;51;4;25/11/2023 23:35
2004;384;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;10;5;10;;;1;58;5;25/11/2023 23:55
2005;452;0;1;1;0;0;1;0;1;1;1;;;;50;;;;;;;;;;;;;;2;33;3;25/11/2023 23:58
2006;290;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;39;6;25/11/2023 23:59
2007;944;1;0;1;0;1;1;1;;;;0;0;0;50;;;;;;;;;;;;;;2;60;4;26/11/2023 00:00
2008;278;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;10;10;10;;;1;26;5;26/11/2023 00:07
2009;548;0;0;1;1;1;1;1;1;1;0;;;;45;;;;;;;;;;;;;;2;39;3;26/11/2023 00:08
2010;430;;;;;;;;;;;;;;;1;1;0;0;0;1;1;10;2;10;10;;;2;27;5;26/11/2023 00:16
2011;369;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;2;5;3;22;6;26/11/2023 00:17
2012;276;0;0;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;29;4;26/11/2023 00:18
2013;700;1;1;1;1;1;0;1;;;0;;1;1;20;;;;;;;;;;;;;;2;43;4;26/11/2023 00:21
2014;252;;;;;;;;;;;;;;;1;0;1;0;1;1;1;4;1;2;0;;;1;30;5;26/11/2023 00:21
2015;382;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;37;3;26/11/2023 00:28
2016;388;;;;;;;;;;;;;;;0;0;0;1;1;1;1;;;;;5;5;2;54;6;26/11/2023 00:38
2017;1095;0;0;1;1;0;1;0;1;1;1;;;;0;;;;;;;;;;;;;;2;65;3;26/11/2023 00:39
2018;325;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;34;4;26/11/2023 00:41
2019;242;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;0;4;1;23;6;26/11/2023 00:45
2020;198;1;1;1;1;0;1;0;;;1;;0;1;6;;;;;;;;;;;;;;2;49;4;26/11/2023 01:05
2021;242;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;30;5;26/11/2023 01:15
2022;610;;;;;;;;;;;;;;;1;1;1;1;1;0;0;0;0;0;0;;;2;39;5;26/11/2023 01:16
2023;18797;0;0;1;1;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;1;31;3;26/11/2023 01:26
2024;646;1;1;1;0;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;47;4;26/11/2023 01:38
2025;343;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;4;2;26;6;26/11/2023 01:49
2026;538;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;33;3;26/11/2023 02:16
2027;594;1;1;1;0;0;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;40;3;26/11/2023 02:41
2028;324;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;6;2;21;6;26/11/2023 05:00
2029;406;0;0;0;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;62;4;26/11/2023 05:23
2030;325;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;4;2;4;;;1;49;5;26/11/2023 05:38
2031;362;1;1;1;0;0;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;28;3;26/11/2023 06:10
2032;480;0;0;0;0;0;0;1;;;;0;1;0;80;;;;;;;;;;;;;;2;39;4;26/11/2023 06:18
2033;366;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;56;3;26/11/2023 06:21
2034;583;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;8;1;37;6;26/11/2023 06:38
2035;464;;;;;;;;;;;;;;;0;1;0;1;1;0;0;6;5;1;5;;;2;43;5;26/11/2023 06:45
2036;412;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;0;1;42;6;26/11/2023 06:53
2037;563;0;1;0;1;1;0;0;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;26/11/2023 06:55
2038;711;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;1;44;5;26/11/2023 06:57
2039;702;;;;;;;;;;;;;;;1;1;0;1;0;1;1;5;1;5;1;;;1;58;5;26/11/2023 07:03
2040;553;1;0;0;1;0;1;1;;;0;;1;1;51;;;;;;;;;;;;;;2;51;4;26/11/2023 07:04
2041;276;0;0;0;0;0;1;0;0;1;1;;;;19;;;;;;;;;;;;;;2;37;3;26/11/2023 07:21
2042;428;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;1;10;1;36;6;26/11/2023 07:22
2043;1052;0;0;1;1;1;1;1;1;1;1;;;;20;;;;;;;;;;;;;;1;50;3;26/11/2023 07:26
2044;351;0;1;0;1;1;0;1;;;;0;1;0;19;;;;;;;;;;;;;;2;46;4;26/11/2023 07:28
2045;483;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;2;3;2;29;6;26/11/2023 07:35
2046;221;0;0;1;0;0;1;1;;;0;;0;1;20;;;;;;;;;;;;;;2;33;4;26/11/2023 07:38
2047;360;;;;;;;;;;;;;;;1;1;1;1;0;1;1;3;3;3;3;;;2;40;5;26/11/2023 07:40
2048;369;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;49;3;26/11/2023 07:42
2049;623;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;2;39;6;26/11/2023 07:44
2050;302;1;1;1;1;1;1;1;0;1;0;;;;50;;;;;;;;;;;;;;2;21;3;26/11/2023 07:49
2051;487;0;0;1;0;0;1;1;;;0;;0;1;50;;;;;;;;;;;;;;2;33;4;26/11/2023 07:49
2052;648;;;;;;;;;;;;;;;1;1;1;0;0;0;1;5;6;5;2;;;2;52;5;26/11/2023 07:51
2053;490;;;;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;0;0;;;2;36;5;26/11/2023 07:55
2054;487;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;44;3;26/11/2023 07:55
2055;380;1;1;1;0;0;1;1;;;;0;0;0;18;;;;;;;;;;;;;;2;33;4;26/11/2023 07:56
2056;484;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;0;2;27;6;26/11/2023 07:56
2057;170;1;0;0;1;0;0;0;0;1;1;;;;10;;;;;;;;;;;;;;2;40;3;26/11/2023 07:59
2058;446;;;;;;;;;;;;;;;0;1;1;1;1;0;1;2;2;1;2;;;2;65;5;26/11/2023 08:00
2059;365;;;;;;;;;;;;;;;0;0;1;1;1;0;0;;;;;0;10;2;39;6;26/11/2023 08:03
2060;465;;;;;;;;;;;;;;;1;1;1;1;1;0;1;5;2;10;1;;;2;28;5;26/11/2023 08:09
2061;561;1;0;0;0;0;0;0;;;1;;1;1;43;;;;;;;;;;;;;;2;47;4;26/11/2023 08:15
2062;208;0;1;0;0;0;0;1;0;0;;0;;;50;;;;;;;;;;;;;;2;38;3;26/11/2023 08:20
2063;443;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;4;9;2;31;6;26/11/2023 08:21
2064;333;0;0;0;1;0;1;1;;;0;;1;1;52;;;;;;;;;;;;;;2;27;4;26/11/2023 08:21
2065;495;;;;;;;;;;;;;;;1;1;1;1;1;0;1;6;4;10;2;;;1;46;5;26/11/2023 08:26
2066;368;;;;;;;;;;;;;;;1;1;1;1;0;1;0;;;;;0;0;2;39;6;26/11/2023 08:28
2067;508;1;1;1;0;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;37;3;26/11/2023 08:30
2068;982;1;1;1;1;1;0;0;;;0;;0;1;50;;;;;;;;;;;;;;1;37;4;26/11/2023 08:32
2069;383;1;0;1;1;1;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;40;4;26/11/2023 08:35
2070;257;;;;;;;;;;;;;;;1;1;1;1;0;0;0;;;;;10;0;1;51;6;26/11/2023 08:36
2071;904;;;;;;;;;;;;;;;0;0;1;1;0;1;0;;;;;2;10;2;57;6;26/11/2023 08:38
2072;1127;;;;;;;;;;;;;;;0;0;1;1;1;0;1;3;5;5;5;;;1;50;5;26/11/2023 08:40
2073;634;1;0;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;76;3;26/11/2023 08:43
2074;487;;;;;;;;;;;;;;;0;0;1;1;0;0;1;5;8;6;10;;;2;54;5;26/11/2023 08:44
2075;410;1;0;1;1;1;1;1;1;0;;0;;;33;;;;;;;;;;;;;;2;45;3;26/11/2023 08:46
2076;266;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;5;1;37;6;26/11/2023 08:49
2077;542;;;;;;;;;;;;;;;0;0;1;0;1;0;1;0;6;10;10;;;2;31;5;26/11/2023 08:58
2078;573;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;35;6;26/11/2023 09:01
2079;494;0;0;1;1;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;45;4;26/11/2023 09:03
2080;260;1;1;0;0;1;0;1;;;;0;1;0;56;;;;;;;;;;;;;;2;33;4;26/11/2023 09:05
2081;617;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;0;0;;;2;44;5;26/11/2023 09:05
2082;335;;;;;;;;;;;;;;;1;0;1;1;1;1;1;4;8;10;6;;;2;28;5;26/11/2023 09:07
2083;221;0;0;0;0;0;0;0;0;1;0;;;;90;;;;;;;;;;;;;;2;42;3;26/11/2023 09:09
2084;449;;;;;;;;;;;;;;;1;1;0;1;0;1;0;;;;;10;10;1;39;6;26/11/2023 09:11
2085;451;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;4;2;2;54;6;26/11/2023 09:12
2086;178;0;1;1;0;1;0;1;1;0;;1;;;60;;;;;;;;;;;;;;2;62;3;26/11/2023 09:12
2087;461;0;1;0;0;0;1;1;;;;1;1;0;7;;;;;;;;;;;;;;2;52;4;26/11/2023 09:14
2088;185;0;0;0;0;0;0;0;;;1;;1;1;20;;;;;;;;;;;;;;1;44;4;26/11/2023 09:18
2089;1229;1;0;1;1;1;1;1;1;0;;1;;;49;;;;;;;;;;;;;;2;32;3;26/11/2023 09:19
2090;589;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;10;10;10;;;2;40;5;26/11/2023 09:20
2091;642;0;1;1;0;1;1;1;;;;0;1;0;20;;;;;;;;;;;;;;2;30;4;26/11/2023 09:21
2092;955;;;;;;;;;;;;;;;0;0;1;0;1;0;1;2;4;2;4;;;2;26;5;26/11/2023 09:22
2093;361;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;5;5;1;59;6;26/11/2023 09:24
2094;486;;;;;;;;;;;;;;;1;1;1;1;0;1;1;0;5;6;3;;;2;55;5;26/11/2023 09:24
2095;279;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;44;6;26/11/2023 09:25
2096;373;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;54;3;26/11/2023 09:30
2097;630;1;1;1;1;0;1;1;1;0;;0;;;33;;;;;;;;;;;;;;1;47;3;26/11/2023 09:31
2098;384;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;4;6;1;47;6;26/11/2023 09:34
2099;354;0;1;1;0;1;1;1;;;;1;1;0;0;;;;;;;;;;;;;;1;44;4;26/11/2023 09:41
2100;242;;;;;;;;;;;;;;;1;1;1;1;0;0;0;2;10;10;2;;;1;34;5;26/11/2023 09:41
2101;337;1;1;1;1;0;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;36;4;26/11/2023 09:42
2102;210;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;1;25;6;26/11/2023 09:43
2103;351;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;62;3;26/11/2023 09:45
2104;658;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;1;10;0;;;2;43;5;26/11/2023 09:47
2105;493;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;4;4;1;50;6;26/11/2023 09:47
2106;424;1;1;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;67;3;26/11/2023 09:49
2107;81;;;;;;;;;;;;;;;0;0;0;0;0;1;1;0;3;5;2;;;2;52;5;26/11/2023 09:53
2108;579;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;6;5;1;64;6;26/11/2023 09:54
2109;249;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;5;3;5;;;2;35;5;26/11/2023 09:54
2110;576;0;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;49;4;26/11/2023 10:00
2111;611;0;1;1;0;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;34;4;26/11/2023 10:01
2112;557;0;0;1;0;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;1;39;3;26/11/2023 10:03
2113;676;;;;;;;;;;;;;;;0;0;1;1;1;0;0;5;5;5;8;;;2;69;5;26/11/2023 10:06
2114;324;0;0;1;1;0;1;0;;;;0;0;0;10;;;;;;;;;;;;;;2;68;4;26/11/2023 10:07
2115;390;;;;;;;;;;;;;;;1;1;1;0;1;1;1;8;8;10;10;;;1;56;5;26/11/2023 10:08
2116;900;;;;;;;;;;;;;;;1;0;0;1;1;1;1;;;;;6;8;1;40;6;26/11/2023 10:09
2117;327;1;0;0;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;60;3;26/11/2023 10:14
2118;395;1;0;1;0;1;0;1;1;1;1;;;;25;;;;;;;;;;;;;;2;23;3;26/11/2023 10:17
2119;256;1;1;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;34;4;26/11/2023 10:17
2120;385;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;3;7;2;34;6;26/11/2023 10:18
2121;315;0;0;1;1;1;1;0;;;0;;0;1;50;;;;;;;;;;;;;;2;50;4;26/11/2023 10:19
2122;598;;;;;;;;;;;;;;;0;0;1;0;1;0;1;0;1;0;1;;;2;28;5;26/11/2023 10:20
2123;368;;;;;;;;;;;;;;;0;0;1;0;1;1;0;;;;;0;0;1;33;6;26/11/2023 10:22
2124;404;;;;;;;;;;;;;;;1;1;1;1;1;0;1;3;3;3;3;;;2;30;5;26/11/2023 10:24
2125;385;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;28;6;26/11/2023 10:25
2126;450;1;1;1;1;0;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;56;3;26/11/2023 10:25
2127;566;1;1;1;1;1;1;1;1;1;0;;;;100;;;;;;;;;;;;;;2;34;3;26/11/2023 10:25
2128;307;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;1;55;6;26/11/2023 10:32
2129;371;1;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;32;4;26/11/2023 10:32
2130;366;;;;;;;;;;;;;;;0;1;0;1;0;0;1;2;4;5;4;;;1;71;5;26/11/2023 10:34
2131;166;;;;;;;;;;;;;;;1;0;1;1;1;0;0;;;;;0;0;1;32;6;26/11/2023 10:35
2132;324;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;41;4;26/11/2023 10:36
2133;152;1;1;1;0;0;1;0;0;1;0;;;;20;;;;;;;;;;;;;;2;66;3;26/11/2023 10:39
2134;823;1;0;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;26;3;26/11/2023 10:51
2135;375;1;1;1;1;1;1;1;;;0;;1;1;45;;;;;;;;;;;;;;1;24;4;26/11/2023 11:00
2136;366;;;;;;;;;;;;;;;1;1;1;1;1;1;1;4;10;8;10;;;2;49;5;26/11/2023 11:02
2137;531;;;;;;;;;;;;;;;0;1;1;0;1;0;1;;;;;2;10;2;40;6;26/11/2023 11:02
2138;105;0;0;0;0;0;1;0;;;1;;0;1;32;;;;;;;;;;;;;;2;52;4;26/11/2023 11:09
2139;635;0;0;1;1;0;1;1;0;1;1;;;;40;;;;;;;;;;;;;;2;55;3;26/11/2023 11:10
2140;680;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;10;5;6;;;1;43;5;26/11/2023 11:14
2141;67;1;1;1;0;0;0;1;;;1;;1;1;20;;;;;;;;;;;;;;1;28;4;26/11/2023 11:16
2142;555;;;;;;;;;;;;;;;1;1;1;1;1;0;0;;;;;10;3;1;26;6;26/11/2023 11:18
2143;344;;;;;;;;;;;;;;;1;1;1;1;1;0;1;2;2;2;2;;;1;40;5;26/11/2023 11:19
2144;312;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;4;5;2;28;6;26/11/2023 11:20
2145;320;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;28;3;26/11/2023 11:23
2146;388;;;;;;;;;;;;;;;1;1;1;1;0;0;1;0;0;0;0;;;1;31;5;26/11/2023 11:38
2147;444;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;39;3;26/11/2023 11:44
2148;300;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;38;6;26/11/2023 11:45
2149;1889;0;0;0;1;0;1;1;;;;1;0;0;44;;;;;;;;;;;;;;2;38;4;26/11/2023 11:45
2150;575;;;;;;;;;;;;;;;0;0;1;1;1;0;1;10;10;10;2;;;1;37;5;26/11/2023 11:49
2151;325;1;1;1;1;1;1;1;;;0;;1;1;10;;;;;;;;;;;;;;2;33;4;26/11/2023 11:53
2152;275;;;;;;;;;;;;;;;1;1;0;1;1;0;1;;;;;10;6;2;24;6;26/11/2023 11:58
2153;419;1;1;1;1;0;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;27;3;26/11/2023 12:02
2154;189;;;;;;;;;;;;;;;0;0;1;0;0;0;1;0;10;0;10;;;2;33;5;26/11/2023 12:08
2155;325;;;;;;;;;;;;;;;1;1;0;0;1;0;1;;;;;0;5;1;34;6;26/11/2023 12:08
2156;728;1;1;1;0;0;0;1;;;0;;1;1;63;;;;;;;;;;;;;;2;61;4;26/11/2023 12:08
2157;431;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;61;3;26/11/2023 12:10
2158;523;;;;;;;;;;;;;;;0;0;1;1;1;0;1;2;0;4;4;;;2;61;5;26/11/2023 12:14
2159;362;0;0;1;0;1;1;1;1;1;1;;;;35;;;;;;;;;;;;;;4;62;3;26/11/2023 12:17
2160;394;1;1;0;0;0;0;1;;;;1;1;0;69;;;;;;;;;;;;;;2;31;4;26/11/2023 12:18
2161;261;;;;;;;;;;;;;;;1;1;1;1;1;0;1;4;6;6;4;;;2;28;5;26/11/2023 12:19
2162;383;1;1;1;0;1;0;1;1;0;;0;;;60;;;;;;;;;;;;;;1;32;3;26/11/2023 12:20
2163;223;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;10;10;10;;;1;52;5;26/11/2023 12:21
2164;590;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;0;1;30;6;26/11/2023 12:23
2165;212;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;10;1;36;6;26/11/2023 12:24
2166;430;0;0;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;1;36;4;26/11/2023 12:28
2167;346;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;10;3;10;;;1;26;5;26/11/2023 12:28
2168;434;1;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;46;4;26/11/2023 12:30
2169;325;0;1;1;1;1;0;1;1;0;;1;;;30;;;;;;;;;;;;;;2;21;3;26/11/2023 12:33
2170;978;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;10;6;2;35;6;26/11/2023 12:36
2171;863;1;0;1;1;1;1;1;;;;0;0;0;50;;;;;;;;;;;;;;2;46;4;26/11/2023 12:38
2172;449;0;0;1;1;1;0;0;1;1;0;;;;30;;;;;;;;;;;;;;2;29;3;26/11/2023 12:39
2173;301;1;1;1;1;1;1;0;;;0;;1;1;50;;;;;;;;;;;;;;2;37;4;26/11/2023 12:43
2174;694;;;;;;;;;;;;;;;0;1;1;0;0;0;1;5;4;2;4;;;2;65;5;26/11/2023 12:44
2175;213;;;;;;;;;;;;;;;0;1;0;1;1;0;1;;;;;4;2;1;58;6;26/11/2023 12:44
2176;1028;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;5;2;34;6;26/11/2023 12:49
2177;542;;;;;;;;;;;;;;;0;0;1;1;1;1;0;5;5;5;5;;;2;64;5;26/11/2023 12:53
2178;438;;;;;;;;;;;;;;;1;1;1;0;1;0;1;4;2;5;4;;;1;56;5;26/11/2023 12:54
2179;334;1;1;1;1;1;1;1;0;0;;0;;;0;;;;;;;;;;;;;;1;23;3;26/11/2023 13:00
2180;515;;;;;;;;;;;;;;;0;1;1;0;1;0;1;;;;;5;4;2;30;6;26/11/2023 13:13
2181;317;1;0;0;1;0;0;1;1;1;0;;;;10;;;;;;;;;;;;;;2;30;3;26/11/2023 13:14
2182;495;;;;;;;;;;;;;;;0;1;0;1;1;1;0;;;;;0;0;2;53;6;26/11/2023 13:18
2183;293;1;1;1;0;1;1;0;;;;0;1;0;30;;;;;;;;;;;;;;1;26;4;26/11/2023 13:19
2184;299;;;;;;;;;;;;;;;0;0;0;0;0;0;1;6;4;2;4;;;2;37;5;26/11/2023 13:19
2185;574;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;;;;0;0;2;57;6;26/11/2023 13:22
2186;244;;;;;;;;;;;;;;;1;1;1;0;1;1;0;8;10;5;10;;;1;23;5;26/11/2023 13:27
