ID;Duration;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punFast;noFast;punSlow;noSlow;punHid;noPunHid;gender;age;Condition;RecordedDate
626;472;0;1;1;0;1;0;1;0;5;0;5;;;2;57;1;18/11/2023 08:41
627;504;1;1;1;1;1;1;1;10;0;10;0;;;1;26;1;18/11/2023 08:41
628;384;1;1;1;0;1;1;1;4;1;4;1;;;2;43;1;18/11/2023 08:41
629;743;1;0;1;1;1;1;1;;;;;5;0;2;51;2;18/11/2023 08:41
630;450;1;1;1;0;0;1;1;10;0;4;0;;;2;31;1;18/11/2023 08:42
631;540;1;1;1;1;1;0;1;;;;;5;10;2;62;2;18/11/2023 08:42
632;294;0;1;0;0;1;1;0;;;;;5;6;1;37;2;18/11/2023 08:44
633;508;1;1;1;1;1;0;0;;;;;0;5;2;25;2;18/11/2023 08:44
634;857;1;1;1;1;1;1;1;10;0;7;2;;;2;40;1;18/11/2023 08:45
635;354;1;1;0;1;1;0;1;0;5;0;5;;;2;50;1;18/11/2023 08:45
636;347;1;1;1;0;1;1;1;10;10;10;10;;;2;40;1;18/11/2023 08:45
637;252;1;1;1;1;1;1;1;;;;;0;0;2;51;2;18/11/2023 08:46
638;808;1;1;1;1;1;1;1;;;;;10;5;1;70;2;18/11/2023 08:46
639;374;0;0;0;1;0;1;0;;;;;0;5;2;44;2;18/11/2023 08:46
640;392;1;1;1;1;1;1;0;;;;;2;2;2;27;2;18/11/2023 08:46
641;217;1;1;1;1;1;1;1;0;6;0;10;;;1;38;1;18/11/2023 08:46
642;689;1;1;1;1;1;1;1;6;0;6;0;;;1;40;1;18/11/2023 08:47
643;299;0;0;0;1;1;0;0;8;5;6;4;;;2;55;1;18/11/2023 08:47
644;275;1;1;1;1;0;1;0;1;2;1;2;;;2;26;1;18/11/2023 08:47
645;385;0;1;1;1;1;1;1;;;;;2;1;2;51;2;18/11/2023 08:48
646;445;0;1;0;1;1;1;1;5;5;5;5;;;1;71;1;18/11/2023 08:48
647;239;0;0;0;1;1;0;0;5;5;0;5;;;2;52;1;18/11/2023 08:48
648;465;0;0;1;0;1;1;1;2;10;5;8;;;2;46;1;18/11/2023 08:49
649;733;0;1;1;1;1;0;1;;;;;10;0;1;57;2;18/11/2023 08:49
650;630;1;1;1;1;1;1;1;;;;;5;5;2;28;2;18/11/2023 08:49
651;435;0;0;1;0;0;1;1;;;;;0;10;2;52;2;18/11/2023 08:50
652;553;1;1;1;1;1;1;1;;;;;10;5;1;34;2;18/11/2023 08:50
653;250;1;1;1;0;1;0;0;0;0;8;2;;;2;41;1;18/11/2023 08:50
654;366;1;1;1;1;0;1;1;;;;;10;10;1;68;2;18/11/2023 08:50
655;306;0;1;1;0;1;0;1;;;;;2;6;2;36;2;18/11/2023 08:50
656;399;0;1;1;1;1;1;1;;;;;10;0;2;28;2;18/11/2023 08:51
657;605;1;1;1;1;1;1;1;10;0;6;2;;;2;54;1;18/11/2023 08:52
658;134;0;0;1;1;1;0;0;6;6;2;4;;;1;54;1;18/11/2023 08:52
659;502;0;0;1;1;0;1;1;2;10;10;10;;;2;30;1;18/11/2023 08:52
660;421;0;0;1;0;0;1;1;5;5;3;10;;;1;57;1;18/11/2023 08:53
661;537;1;1;1;1;1;0;1;;;;;10;10;2;50;2;18/11/2023 08:53
662;364;1;1;1;1;1;1;0;0;10;4;5;;;1;65;1;18/11/2023 08:53
663;642;1;1;0;0;0;0;1;;;;;10;10;1;39;2;18/11/2023 08:53
664;445;0;0;1;0;1;1;1;10;4;10;0;;;2;44;1;18/11/2023 08:55
665;350;0;1;1;0;0;1;1;10;10;10;10;;;1;54;1;18/11/2023 08:55
666;464;1;1;1;0;1;0;1;;;;;10;0;2;57;2;18/11/2023 08:56
667;361;1;1;1;1;1;1;1;;;;;10;10;1;32;2;18/11/2023 08:56
668;445;1;1;1;1;1;0;0;;;;;10;10;1;49;2;18/11/2023 08:57
669;486;0;0;1;1;0;1;1;;;;;8;6;1;39;2;18/11/2023 08:57
670;258;1;1;1;1;1;1;0;;;;;6;3;2;50;2;18/11/2023 08:57
671;587;1;1;1;1;1;0;0;5;2;1;5;;;2;34;1;18/11/2023 08:57
672;1117;1;1;1;1;1;0;0;;;;;5;0;2;34;2;18/11/2023 08:57
673;360;1;1;1;1;1;1;1;2;5;5;10;;;2;25;1;18/11/2023 08:58
674;686;1;1;1;1;1;1;1;0;10;0;5;;;1;54;1;18/11/2023 08:58
675;275;0;0;1;0;0;0;1;10;10;10;10;;;2;44;1;18/11/2023 08:58
676;792;1;1;1;0;0;1;1;;;;;0;7;1;34;2;18/11/2023 08:58
677;389;1;1;0;0;1;1;1;5;2;4;0;;;1;63;1;18/11/2023 08:58
678;573;0;0;0;1;1;0;1;;;;;0;0;2;47;2;18/11/2023 08:58
679;329;0;1;1;0;0;1;0;5;10;10;8;;;1;66;1;18/11/2023 08:59
680;872;1;1;0;0;0;0;1;;;;;10;10;1;58;2;18/11/2023 08:59
681;260;0;0;1;0;1;0;1;;;;;5;5;2;33;2;18/11/2023 08:59
682;677;1;1;1;1;1;0;1;;;;;10;3;2;45;2;18/11/2023 09:00
683;999;0;0;1;0;0;1;1;5;5;5;5;;;1;61;1;18/11/2023 09:00
684;408;1;1;1;1;1;1;1;;;;;10;0;1;26;2;18/11/2023 09:00
685;327;1;1;1;0;1;1;1;5;5;0;4;;;1;33;1;18/11/2023 09:00
686;493;0;1;1;1;1;0;1;10;10;10;10;;;2;48;1;18/11/2023 09:00
687;625;0;0;1;1;1;0;0;;;;;2;0;1;31;2;18/11/2023 09:00
688;422;0;0;1;1;1;1;1;2;2;2;2;;;2;48;1;18/11/2023 09:00
689;421;0;1;0;0;0;0;1;10;10;10;10;;;2;50;1;18/11/2023 09:01
690;400;1;1;1;1;1;1;1;;;;;5;0;2;63;2;18/11/2023 09:01
691;578;1;1;1;1;1;1;1;;;;;8;8;1;29;2;18/11/2023 09:01
692;383;1;1;1;1;0;1;1;0;4;0;4;;;2;34;1;18/11/2023 09:01
693;202;1;1;1;1;0;1;1;;;;;0;2;2;51;2;18/11/2023 09:01
694;393;1;1;1;1;1;1;0;;;;;3;5;2;42;2;18/11/2023 09:01
695;359;1;1;1;1;1;0;0;6;5;6;5;;;1;57;1;18/11/2023 09:02
696;483;0;1;1;1;1;0;1;;;;;0;0;1;46;2;18/11/2023 09:02
697;151;0;1;1;0;0;0;1;10;10;10;10;;;2;45;1;18/11/2023 09:02
698;378;1;1;1;1;1;1;0;10;10;10;10;;;2;39;1;18/11/2023 09:03
699;1059;0;0;1;1;1;1;1;10;10;6;6;;;1;22;1;18/11/2023 09:03
700;260;0;1;1;1;0;1;1;;;;;3;5;2;48;2;18/11/2023 09:04
701;500;0;1;1;1;1;0;1;;;;;1;2;2;33;2;18/11/2023 09:04
702;347;0;1;1;0;1;1;1;0;2;0;2;;;2;42;1;18/11/2023 09:04
703;846;1;1;1;0;1;1;1;1;8;1;6;;;2;32;1;18/11/2023 09:04
704;286;0;0;0;1;1;1;1;;;;;10;0;2;53;2;18/11/2023 09:04
705;560;1;1;1;0;1;1;1;;;;;6;0;2;48;2;18/11/2023 09:05
706;408;1;1;1;1;1;1;1;0;10;10;6;;;1;30;1;18/11/2023 09:05
707;424;1;1;1;1;1;1;1;1;1;1;1;;;1;23;1;18/11/2023 09:05
708;343;0;0;0;0;0;1;0;;;;;1;4;2;54;2;18/11/2023 09:06
709;534;1;1;1;0;1;0;1;2;2;1;2;;;2;38;1;18/11/2023 09:06
710;554;1;0;1;0;1;1;1;;;;;5;0;1;32;2;18/11/2023 09:06
711;376;1;1;1;1;1;1;1;2;6;3;6;;;1;67;1;18/11/2023 09:07
712;457;1;1;1;0;1;1;1;2;6;2;6;;;1;32;1;18/11/2023 09:08
713;561;1;1;1;1;1;1;1;;;;;0;0;1;35;2;18/11/2023 09:08
714;401;1;1;1;0;1;0;1;;;;;10;10;2;77;2;18/11/2023 09:09
715;213;1;1;1;1;1;1;1;;;;;0;0;2;22;2;18/11/2023 09:09
716;287;1;1;1;0;1;1;1;;;;;0;0;1;32;2;18/11/2023 09:09
717;308;1;1;1;1;1;1;0;;;;;2;1;2;39;2;18/11/2023 09:10
718;416;0;1;0;0;1;1;1;5;10;5;10;;;2;61;1;18/11/2023 09:10
719;530;0;0;1;1;1;1;1;8;7;5;2;;;2;52;1;18/11/2023 09:11
720;291;0;1;1;1;1;1;0;0;0;5;0;;;1;32;1;18/11/2023 09:11
721;264;0;0;0;1;0;1;1;2;2;2;2;;;2;36;1;18/11/2023 09:12
722;446;0;0;1;1;1;0;1;;;;;5;10;2;42;2;18/11/2023 09:12
723;758;1;1;1;1;1;0;1;10;5;5;10;;;2;40;1;18/11/2023 09:13
724;355;1;1;1;1;1;1;1;2;4;2;4;;;2;26;1;18/11/2023 09:14
725;361;1;1;1;1;0;1;1;;;;;4;4;2;57;2;18/11/2023 09:14
726;338;1;1;1;1;1;0;1;;;;;4;6;2;30;2;18/11/2023 09:15
727;307;0;1;0;0;1;0;0;1;4;2;4;;;1;68;1;18/11/2023 09:15
728;309;0;1;1;0;0;1;0;0;0;0;0;;;1;59;1;18/11/2023 09:16
729;383;1;1;1;1;1;0;1;;;;;0;1;2;61;2;18/11/2023 09:16
730;422;1;1;1;1;1;0;1;;;;;10;0;1;38;2;18/11/2023 09:16
731;565;1;1;1;1;1;0;1;;;;;6;10;2;44;2;18/11/2023 09:16
732;363;1;1;1;1;1;1;1;4;5;5;2;;;2;36;1;18/11/2023 09:16
733;397;0;1;1;1;1;1;0;;;;;10;10;2;52;2;18/11/2023 09:17
734;384;0;0;1;0;0;0;1;;;;;4;4;2;54;2;18/11/2023 09:18
735;455;1;1;1;1;0;1;0;5;5;5;5;;;2;38;1;18/11/2023 09:18
736;140;1;1;1;1;1;1;1;;;;;10;0;1;34;2;18/11/2023 09:18
737;429;0;1;1;1;1;0;1;10;10;10;10;;;2;45;1;18/11/2023 09:18
738;335;1;1;1;1;1;1;1;8;6;8;5;;;2;32;1;18/11/2023 09:19
739;765;1;1;1;1;0;1;0;;;;;10;10;1;53;2;18/11/2023 09:19
740;1209;0;0;1;1;1;1;1;5;5;4;2;;;2;33;1;18/11/2023 09:19
741;335;0;0;1;1;0;0;0;10;0;3;5;;;2;52;1;18/11/2023 09:20
742;830;1;0;1;1;1;0;1;3;3;4;4;;;1;37;1;18/11/2023 09:21
743;387;0;0;1;1;1;1;1;;;;;3;3;2;35;2;18/11/2023 09:21
744;369;1;1;1;1;1;0;0;5;0;5;0;;;2;43;1;18/11/2023 09:21
745;233;1;0;0;0;0;1;0;;;;;3;5;2;55;2;18/11/2023 09:21
746;329;1;1;0;1;0;0;1;10;10;10;10;;;1;69;1;18/11/2023 09:21
747;344;1;1;1;1;1;1;1;6;10;10;10;;;2;37;1;18/11/2023 09:21
748;242;0;0;1;1;1;0;1;;;;;5;5;2;45;2;18/11/2023 09:22
749;375;1;1;1;1;1;0;1;;;;;3;10;2;35;2;18/11/2023 09:23
750;351;1;1;1;1;1;1;1;5;0;5;3;;;2;33;1;18/11/2023 09:23
751;842;0;0;1;1;1;0;1;;;;;4;4;2;32;2;18/11/2023 09:24
752;373;1;1;1;1;1;1;1;10;10;0;0;;;1;42;1;18/11/2023 09:24
753;314;0;1;1;0;1;1;1;4;10;0;8;;;2;27;1;18/11/2023 09:25
754;362;1;1;1;1;1;1;1;10;0;8;0;;;2;37;1;18/11/2023 09:25
755;514;1;1;1;1;1;1;1;;;;;5;0;2;62;2;18/11/2023 09:25
756;371;1;1;1;1;1;0;1;;;;;5;3;2;39;2;18/11/2023 09:25
757;393;1;1;1;1;1;0;1;;;;;0;0;2;71;2;18/11/2023 09:25
758;282;1;1;0;0;1;1;1;10;10;10;10;;;2;23;1;18/11/2023 09:25
759;480;1;0;1;1;1;1;0;2;5;3;5;;;1;70;1;18/11/2023 09:26
760;572;1;1;1;0;1;1;1;;;;;0;0;2;20;2;18/11/2023 09:26
761;831;0;1;1;1;0;0;0;;;;;5;5;2;54;2;18/11/2023 09:27
762;295;0;0;1;0;1;0;1;0;0;0;0;;;2;66;1;18/11/2023 09:27
763;492;1;1;1;0;1;1;1;;;;;10;0;1;52;2;18/11/2023 09:28
764;506;1;1;1;1;1;1;1;;;;;8;10;2;42;2;18/11/2023 09:28
765;397;1;1;1;1;1;1;1;0;0;4;8;;;2;44;1;18/11/2023 09:29
766;406;1;0;1;0;1;1;1;;;;;10;4;1;33;2;18/11/2023 09:29
767;444;1;0;1;1;1;1;1;4;4;4;4;;;2;41;1;18/11/2023 09:30
768;472;1;1;1;1;1;1;1;;;;;10;2;2;65;2;18/11/2023 09:31
769;209;0;0;1;1;1;0;1;5;10;8;10;;;2;26;1;18/11/2023 09:31
770;252;1;0;1;1;1;0;1;;;;;6;8;2;29;2;18/11/2023 09:32
771;264;1;1;1;1;1;1;0;;;;;10;10;2;32;2;18/11/2023 09:32
772;182;1;1;1;0;0;1;1;0;0;0;0;;;2;32;1;18/11/2023 09:32
773;438;1;1;1;1;1;1;1;8;0;6;2;;;2;55;1;18/11/2023 09:33
774;349;1;1;1;1;1;1;1;10;2;10;2;;;1;51;1;18/11/2023 09:33
775;347;0;1;1;1;1;1;1;;;;;10;0;2;47;2;18/11/2023 09:33
776;681;1;1;1;1;1;1;1;;;;;5;6;2;47;2;18/11/2023 09:34
777;829;0;0;1;0;1;0;1;3;5;5;5;;;1;36;1;18/11/2023 09:34
778;513;1;1;1;1;0;1;1;;;;;10;10;1;62;2;18/11/2023 09:34
779;332;0;1;1;0;0;1;1;;;;;5;5;1;60;2;18/11/2023 09:35
780;326;1;1;1;1;1;1;1;;;;;10;0;2;31;2;18/11/2023 09:35
781;351;0;1;1;0;1;1;1;6;0;2;0;;;2;46;1;18/11/2023 09:35
782;304;1;1;1;0;0;1;1;5;10;5;10;;;1;29;1;18/11/2023 09:36
783;437;0;0;1;0;0;1;1;;;;;10;10;2;39;2;18/11/2023 09:36
784;528;1;1;1;1;1;1;1;10;10;5;5;;;1;65;1;18/11/2023 09:36
785;714;1;1;1;0;1;0;0;4;10;5;10;;;2;40;1;18/11/2023 09:36
786;209;0;0;0;0;1;0;1;3;4;2;2;;;2;35;1;18/11/2023 09:38
787;481;1;1;1;1;0;1;1;5;5;5;5;;;2;37;1;18/11/2023 09:38
788;754;0;0;1;1;1;0;1;;;;;3;2;2;58;2;18/11/2023 09:39
789;521;1;1;1;1;1;1;1;;;;;0;10;2;62;2;18/11/2023 09:39
790;382;1;0;1;0;0;1;0;2;0;1;1;;;2;64;1;18/11/2023 09:40
791;391;0;1;1;0;1;0;1;;;;;10;10;1;24;2;18/11/2023 09:41
792;377;0;0;1;0;1;0;1;5;4;4;0;;;2;40;1;18/11/2023 09:42
793;285;1;1;1;0;1;0;1;8;2;4;1;;;2;38;1;18/11/2023 09:42
794;599;1;1;1;1;1;1;1;;;;;5;0;1;43;2;18/11/2023 09:43
795;345;1;1;1;1;1;1;1;;;;;0;0;2;24;2;18/11/2023 09:43
796;697;1;0;1;1;0;1;0;;;;;0;2;2;43;2;18/11/2023 09:44
797;339;1;1;0;1;0;0;1;;;;;3;0;1;62;2;18/11/2023 09:44
798;357;1;1;1;1;0;1;1;0;10;0;10;;;1;36;1;18/11/2023 09:44
799;418;0;0;1;0;0;0;1;10;10;10;10;;;2;50;1;18/11/2023 09:45
800;323;1;1;1;0;1;0;0;8;8;10;10;;;2;45;1;18/11/2023 09:46
801;213;0;0;0;1;1;0;1;;;;;2;2;2;66;2;18/11/2023 09:46
802;426;0;1;1;0;0;1;1;;;;;2;2;2;37;2;18/11/2023 09:47
803;516;1;1;0;1;1;1;0;5;5;5;5;;;1;36;1;18/11/2023 09:47
804;430;0;0;1;1;1;1;1;10;10;10;10;;;1;48;1;18/11/2023 09:47
805;400;1;1;1;0;1;1;0;;;;;10;5;2;59;2;18/11/2023 09:47
806;601;1;1;1;0;0;1;0;;;;;0;10;1;41;2;18/11/2023 09:48
807;959;0;1;1;1;1;0;1;6;4;4;10;;;1;23;1;18/11/2023 09:48
808;480;1;1;1;1;1;0;0;;;;;10;10;2;56;2;18/11/2023 09:48
809;517;1;1;1;1;1;0;1;;;;;0;0;1;41;2;18/11/2023 09:49
810;352;0;1;1;1;0;1;1;6;0;6;0;;;1;38;1;18/11/2023 09:49
811;280;1;1;1;0;1;0;1;2;4;2;6;;;2;35;1;18/11/2023 09:50
812;212;0;0;1;0;1;0;0;;;;;10;10;1;51;2;18/11/2023 09:50
813;414;1;1;1;0;1;0;1;;;;;4;4;1;37;2;18/11/2023 09:50
814;907;1;1;1;1;1;0;1;2;2;1;2;;;2;48;1;18/11/2023 09:51
815;251;1;1;1;1;0;1;0;10;10;10;10;;;1;42;1;18/11/2023 09:51
816;243;1;1;1;1;1;0;1;9;4;7;4;;;2;33;1;18/11/2023 09:51
817;185;1;1;1;0;1;1;1;;;;;3;8;1;24;2;18/11/2023 09:51
818;245;1;1;1;1;0;1;1;10;0;10;5;;;1;61;1;18/11/2023 09:51
819;315;1;1;1;1;1;1;1;;;;;10;10;2;42;2;18/11/2023 09:52
820;474;1;1;1;1;1;0;1;;;;;0;5;2;38;2;18/11/2023 09:52
821;370;0;1;1;1;0;0;1;1;1;3;1;;;2;43;1;18/11/2023 09:53
822;385;1;1;1;0;1;0;1;5;8;5;2;;;1;49;1;18/11/2023 09:53
823;407;1;1;1;0;1;1;1;;;;;10;0;1;36;2;18/11/2023 09:53
824;463;1;1;1;1;0;1;1;;;;;10;0;1;55;2;18/11/2023 09:54
825;675;1;1;1;1;1;1;1;10;5;5;10;;;2;55;1;18/11/2023 09:54
826;139;0;1;0;1;0;0;0;;;;;4;5;1;46;2;18/11/2023 09:54
827;504;0;1;1;1;1;1;1;10;0;10;5;;;2;38;1;18/11/2023 09:54
828;226;0;0;1;0;1;1;0;4;6;4;8;;;1;46;1;18/11/2023 09:55
829;235;1;1;1;1;0;1;1;;;;;10;5;1;47;2;18/11/2023 09:55
830;410;1;0;1;1;1;0;0;;;;;2;2;2;62;2;18/11/2023 09:55
831;433;1;1;1;1;1;1;1;10;0;0;0;;;1;54;1;18/11/2023 09:56
832;489;1;1;1;1;0;1;1;8;6;10;10;;;1;61;1;18/11/2023 09:56
833;476;0;1;1;0;1;0;1;;;;;2;2;2;23;2;18/11/2023 09:57
834;307;1;1;1;0;0;0;0;3;5;3;3;;;2;27;1;18/11/2023 09:57
835;388;1;1;1;1;1;1;1;;;;;4;4;2;54;2;18/11/2023 09:58
836;295;0;1;1;1;1;1;1;;;;;0;0;1;39;2;18/11/2023 09:58
837;968;0;0;1;0;1;1;1;;;;;5;10;2;43;2;18/11/2023 09:58
838;573;1;1;1;1;1;1;1;10;10;10;10;;;2;52;1;18/11/2023 09:59
839;564;0;1;0;0;1;1;1;3;6;5;6;;;2;44;1;18/11/2023 09:59
840;633;0;1;1;1;1;1;1;4;4;0;4;;;1;39;1;18/11/2023 09:59
841;153;0;0;0;0;0;0;0;;;;;8;3;1;40;2;18/11/2023 10:00
842;736;1;1;1;1;1;1;0;0;5;5;0;;;2;38;1;18/11/2023 10:01
843;454;0;0;1;0;1;0;1;2;3;7;5;;;2;20;1;18/11/2023 10:02
844;919;0;0;1;0;0;0;0;0;10;10;4;;;1;30;1;18/11/2023 10:02
845;496;0;1;1;1;1;0;0;5;10;10;5;;;2;47;1;18/11/2023 10:02
846;431;1;1;1;1;1;0;0;;;;;0;4;2;32;2;18/11/2023 10:02
847;424;0;0;1;1;1;0;1;;;;;10;10;2;38;2;18/11/2023 10:02
848;564;0;0;1;0;1;0;1;;;;;9;9;2;65;2;18/11/2023 10:03
849;661;1;1;1;1;1;0;1;;;;;0;10;2;26;2;18/11/2023 10:03
850;574;1;1;1;0;1;1;1;;;;;10;10;2;37;2;18/11/2023 10:03
851;306;1;1;1;0;0;1;1;0;2;2;1;;;2;67;1;18/11/2023 10:04
852;774;0;0;1;0;1;0;1;4;4;5;5;;;1;41;1;18/11/2023 10:04
853;638;0;0;1;0;1;0;0;1;3;1;2;;;2;29;1;18/11/2023 10:05
854;535;0;1;1;1;1;1;1;2;2;8;4;;;1;27;1;18/11/2023 10:05
855;483;1;1;1;1;1;1;1;;;;;4;6;2;38;2;18/11/2023 10:05
856;248;1;1;1;1;1;1;1;;;;;0;0;2;35;2;18/11/2023 10:07
857;428;1;1;1;1;0;1;1;;;;;5;10;2;52;2;18/11/2023 10:07
858;465;0;0;1;0;0;1;1;;;;;2;5;1;29;2;18/11/2023 10:07
859;419;1;1;1;1;0;1;1;0;5;0;5;;;2;40;1;18/11/2023 10:07
860;474;0;0;1;1;0;0;1;;;;;2;2;2;37;2;18/11/2023 10:07
861;201;1;0;0;1;0;1;1;;;;;2;4;2;27;2;18/11/2023 10:08
862;520;1;1;1;1;1;1;1;2;6;4;8;;;1;60;1;18/11/2023 10:08
863;290;1;1;1;1;1;1;1;0;0;0;0;;;1;61;1;18/11/2023 10:09
864;271;0;1;1;1;1;1;1;;;;;10;5;2;24;2;18/11/2023 10:09
865;149;0;0;0;0;1;0;1;;;;;0;1;1;49;2;18/11/2023 10:10
866;599;1;0;1;0;1;0;1;4;1;2;2;;;2;29;1;18/11/2023 10:11
867;379;0;1;1;1;1;0;1;10;10;10;10;;;2;27;1;18/11/2023 10:11
868;460;0;0;0;0;1;0;0;2;6;2;6;;;2;59;1;18/11/2023 10:11
869;441;1;1;1;1;1;0;1;;;;;2;2;2;42;2;18/11/2023 10:11
870;461;1;1;1;1;1;0;1;2;8;4;4;;;2;34;1;18/11/2023 10:12
871;295;0;0;0;0;1;0;1;8;0;4;2;;;2;32;1;18/11/2023 10:12
872;402;1;1;1;1;0;0;0;10;6;10;10;;;2;45;1;18/11/2023 10:12
873;278;1;1;1;1;1;1;1;;;;;8;4;2;42;2;18/11/2023 10:12
874;263;0;0;1;1;0;0;1;;;;;6;6;2;30;2;18/11/2023 10:13
875;376;1;1;1;1;1;1;1;;;;;10;10;2;31;2;18/11/2023 10:13
876;350;1;1;1;0;1;1;0;6;4;2;2;;;1;68;1;18/11/2023 10:13
877;802;1;1;1;1;1;1;1;;;;;10;5;2;45;2;18/11/2023 10:13
878;183;0;0;1;0;0;1;1;1;4;0;2;;;1;32;1;18/11/2023 10:13
879;311;1;1;1;0;0;1;1;;;;;0;0;2;29;2;18/11/2023 10:14
880;292;1;1;1;0;1;0;0;;;;;10;0;2;53;2;18/11/2023 10:14
881;290;1;1;1;0;1;1;1;10;0;5;4;;;2;29;1;18/11/2023 10:14
882;337;1;1;1;0;1;1;1;6;8;8;8;;;1;36;1;18/11/2023 10:17
883;499;1;1;1;1;1;1;0;;;;;5;1;1;53;2;18/11/2023 10:17
884;351;1;1;0;1;0;0;1;;;;;10;10;2;46;2;18/11/2023 10:18
885;449;1;1;1;1;1;1;1;10;0;0;0;;;2;29;1;18/11/2023 10:18
886;142;0;0;1;0;1;0;1;;;;;4;6;1;41;2;18/11/2023 10:18
887;518;1;1;1;0;1;1;0;5;5;10;10;;;2;52;1;18/11/2023 10:18
888;290;0;1;1;0;0;1;1;;;;;6;2;2;40;2;18/11/2023 10:18
889;553;1;1;1;1;1;1;1;10;0;10;0;;;1;35;1;18/11/2023 10:18
890;415;1;1;1;1;1;0;1;;;;;5;5;2;31;2;18/11/2023 10:20
891;395;1;1;1;1;1;0;1;10;0;3;0;;;2;34;1;18/11/2023 10:20
892;382;0;1;1;1;1;1;0;10;10;10;10;;;1;72;1;18/11/2023 10:20
893;229;0;0;0;0;0;1;1;;;;;6;10;2;37;2;18/11/2023 10:20
894;1162;0;1;0;0;0;1;0;;;;;0;10;1;34;2;18/11/2023 10:20
895;396;0;1;1;1;1;1;1;8;2;4;5;;;1;44;1;18/11/2023 10:20
896;322;1;1;1;1;1;0;0;;;;;5;5;2;39;2;18/11/2023 10:20
897;514;1;1;1;1;1;1;1;5;0;5;0;;;2;60;1;18/11/2023 10:20
898;310;1;1;1;1;0;1;1;0;4;1;4;;;1;44;1;18/11/2023 10:21
899;295;0;1;1;1;1;1;1;5;5;5;0;;;1;30;1;18/11/2023 10:22
900;216;0;1;1;0;1;0;1;;;;;2;6;2;66;2;18/11/2023 10:23
901;395;1;1;1;0;0;0;1;;;;;10;10;4;29;2;18/11/2023 10:23
902;388;0;0;1;0;1;1;1;1;0;1;0;;;2;27;1;18/11/2023 10:23
903;423;1;1;1;0;0;0;1;;;;;10;10;2;40;2;18/11/2023 10:24
904;875;0;1;1;1;1;0;0;0;0;10;10;;;2;76;1;18/11/2023 10:25
905;306;1;1;0;0;1;1;1;5;2;5;5;;;2;33;1;18/11/2023 10:25
906;307;0;1;1;0;1;1;0;;;;;3;2;2;33;2;18/11/2023 10:27
907;487;1;1;1;1;0;0;0;;;;;4;5;1;29;2;18/11/2023 10:27
908;438;1;1;0;0;1;0;1;;;;;10;5;2;65;2;18/11/2023 10:27
909;414;0;0;1;0;1;0;1;;;;;5;5;1;23;2;18/11/2023 10:28
910;388;1;1;1;0;1;0;1;5;5;5;5;;;2;58;1;18/11/2023 10:28
911;586;1;1;1;0;1;1;0;10;10;10;10;;;2;39;1;18/11/2023 10:28
912;760;0;0;1;0;1;0;0;5;7;6;2;;;1;53;1;18/11/2023 10:29
913;462;1;1;0;0;0;1;1;;;;;0;0;1;48;2;18/11/2023 10:29
914;494;1;1;1;1;0;1;0;10;10;10;10;;;2;70;1;18/11/2023 10:29
915;359;1;1;1;0;1;0;1;10;10;10;10;;;2;52;1;18/11/2023 10:30
916;269;0;1;1;1;1;1;1;0;2;6;5;;;2;47;1;18/11/2023 10:31
917;706;0;0;1;1;1;1;0;;;;;5;5;2;50;2;18/11/2023 10:31
918;394;1;1;1;1;1;0;1;;;;;4;10;2;37;2;18/11/2023 10:31
919;444;1;1;1;0;1;1;0;;;;;5;0;2;44;2;18/11/2023 10:32
920;448;1;1;1;1;1;0;1;10;5;10;6;;;1;63;1;18/11/2023 10:32
921;902;1;1;1;1;0;1;1;;;;;10;10;2;35;2;18/11/2023 10:33
922;533;1;0;1;0;0;0;0;3;4;10;6;;;1;44;1;18/11/2023 10:33
923;448;0;0;1;1;0;1;1;;;;;5;10;1;67;2;18/11/2023 10:33
924;650;1;1;1;1;1;1;1;0;6;2;6;;;2;27;1;18/11/2023 10:33
925;420;0;0;1;0;1;0;0;0;2;1;2;;;2;49;1;18/11/2023 10:33
926;255;1;1;1;1;1;0;1;;;;;10;10;1;28;2;18/11/2023 10:34
927;269;1;1;1;1;1;1;1;10;4;8;10;;;1;44;1;18/11/2023 10:34
928;265;0;0;1;0;1;0;1;;;;;2;3;2;25;2;18/11/2023 10:34
929;463;0;1;1;0;1;0;1;2;0;10;6;;;1;28;1;18/11/2023 10:35
930;370;1;1;1;0;1;1;1;;;;;10;2;1;39;2;18/11/2023 10:35
931;391;0;1;1;1;1;1;0;2;5;4;5;;;2;43;1;18/11/2023 10:35
932;620;0;0;1;1;1;0;1;;;;;1;5;2;26;2;18/11/2023 10:36
933;394;1;1;1;1;1;1;1;4;5;3;5;;;2;26;1;18/11/2023 10:37
934;567;1;1;1;1;1;1;1;;;;;10;5;2;24;2;18/11/2023 10:37
935;179;1;1;1;0;0;0;0;;;;;0;10;2;35;2;18/11/2023 10:37
936;348;1;1;1;1;1;1;1;10;1;10;0;;;1;36;1;18/11/2023 10:38
937;158;1;0;1;0;0;0;0;;;;;2;6;2;60;2;18/11/2023 10:38
938;321;0;1;1;1;1;1;1;;;;;2;10;2;44;2;18/11/2023 10:39
939;302;0;0;1;0;0;1;0;0;0;0;0;;;2;41;1;18/11/2023 10:39
940;518;1;1;1;1;1;0;1;0;0;0;0;;;1;42;1;18/11/2023 10:40
