ID;Duration;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punFast;noFast;punSlow;noSlow;punHid;noPunHid;gender;age;Condition;RecordedDate
311;783;0;0;1;0;1;1;1;;;;;8;8;2;67;2;18/11/2023 04:25
312;550;0;0;1;1;1;0;1;;;;;5;5;2;56;2;18/11/2023 04:26
313;306;0;1;1;1;1;0;1;;;;;0;2;2;26;2;18/11/2023 04:28
314;333;1;1;1;1;1;0;1;1;0;10;4;;;1;33;1;18/11/2023 04:30
315;678;1;1;1;0;1;0;1;0;0;0;0;;;1;63;1;18/11/2023 04:30
316;183;1;1;0;0;0;0;0;10;10;10;10;;;1;40;1;18/11/2023 04:32
317;339;0;0;1;0;1;0;1;;;;;5;6;2;61;2;18/11/2023 04:41
318;518;0;1;1;0;1;0;1;;;;;10;10;1;48;2;18/11/2023 04:43
319;553;1;1;1;1;1;1;1;5;4;5;4;;;2;57;1;18/11/2023 04:45
320;770;1;1;1;1;1;1;1;0;0;0;0;;;2;54;1;18/11/2023 04:46
321;462;1;1;1;1;1;1;1;;;;;10;1;2;63;2;18/11/2023 04:51
322;453;1;1;1;1;0;1;1;6;10;8;5;;;2;45;1;18/11/2023 04:59
323;360;1;1;1;0;0;1;1;;;;;5;5;1;29;2;18/11/2023 05:02
324;451;0;1;1;1;1;1;1;;;;;10;10;2;40;2;18/11/2023 05:11
325;409;1;1;1;1;1;1;1;5;0;5;0;;;1;35;1;18/11/2023 05:11
326;780;0;0;1;0;1;0;1;0;10;0;10;;;2;62;1;18/11/2023 05:12
327;579;1;1;1;1;1;0;1;;;;;5;10;1;40;2;18/11/2023 05:14
328;546;0;1;1;0;1;1;1;;;;;2;2;1;47;2;18/11/2023 05:17
329;334;0;1;1;1;1;1;1;5;5;5;5;;;2;33;1;18/11/2023 05:18
330;439;1;1;1;1;1;1;1;;;;;10;10;2;46;2;18/11/2023 05:20
331;328;0;0;0;1;1;1;1;5;5;5;5;;;2;44;1;18/11/2023 05:24
332;1012;1;1;1;1;1;1;1;0;0;2;0;;;1;59;1;18/11/2023 05:26
333;632;1;1;0;1;1;1;1;;;;;3;8;2;75;2;18/11/2023 05:26
334;383;1;0;1;1;1;1;1;;;;;6;10;2;45;2;18/11/2023 05:28
335;339;0;0;1;1;1;1;1;;;;;10;10;2;42;2;18/11/2023 05:29
336;225;0;0;1;0;0;1;0;3;5;8;6;;;1;56;1;18/11/2023 05:29
337;439;1;1;1;1;1;0;1;;;;;10;0;2;54;2;18/11/2023 05:31
338;119;0;1;0;0;0;1;1;;;;;0;7;1;82;2;18/11/2023 05:35
339;461;1;1;1;1;1;0;1;0;10;2;8;;;2;33;1;18/11/2023 05:35
340;428;0;0;0;0;1;0;0;4;4;2;2;;;2;44;1;18/11/2023 05:37
341;456;1;1;1;1;1;1;1;;;;;9;2;1;56;2;18/11/2023 05:44
342;486;1;1;1;1;1;0;1;4;10;4;10;;;2;35;1;18/11/2023 05:44
343;421;1;1;1;1;1;1;1;;;;;0;0;2;56;2;18/11/2023 05:49
344;239;1;1;1;0;1;0;1;;;;;4;0;1;30;2;18/11/2023 05:52
345;390;1;1;1;1;0;1;1;6;8;9;7;;;1;26;1;18/11/2023 05:53
346;646;1;1;1;0;1;1;1;5;4;9;0;;;2;22;1;18/11/2023 05:54
347;361;0;0;1;0;1;1;1;4;8;2;6;;;2;46;1;18/11/2023 05:55
348;554;1;1;1;0;1;1;1;;;;;0;5;1;54;2;18/11/2023 05:56
349;604;0;1;0;0;0;0;0;;;;;10;10;1;46;2;18/11/2023 05:57
350;374;1;1;1;0;1;0;0;0;2;0;2;;;2;31;1;18/11/2023 06:00
351;646;0;1;1;1;1;1;1;;;;;6;4;2;59;2;18/11/2023 06:01
352;320;1;1;1;0;1;1;0;5;5;5;0;;;2;54;1;18/11/2023 06:02
353;296;1;1;1;1;1;1;1;;;;;4;4;1;44;2;18/11/2023 06:04
354;347;0;0;0;0;0;0;1;1;5;8;6;;;2;55;1;18/11/2023 06:05
355;777;1;0;1;0;1;1;1;;;;;4;10;2;36;2;18/11/2023 06:06
356;379;0;0;1;0;0;1;0;10;10;10;10;;;2;43;1;18/11/2023 06:10
357;371;1;1;1;1;1;1;1;10;10;10;10;;;2;37;1;18/11/2023 06:11
358;219;0;0;1;0;0;0;0;;;;;10;5;2;29;2;18/11/2023 06:13
359;249;0;0;0;0;1;1;0;;;;;0;2;1;63;2;18/11/2023 06:13
360;339;1;1;1;1;0;0;0;10;10;10;10;;;1;48;1;18/11/2023 06:19
361;390;1;1;1;1;1;1;1;0;10;0;5;;;2;31;1;18/11/2023 06:19
362;286;1;1;1;1;1;1;1;;;;;4;6;1;53;2;18/11/2023 06:20
363;273;1;1;1;1;1;1;1;;;;;0;2;2;31;2;18/11/2023 06:21
364;563;1;1;1;0;1;0;1;8;10;9;10;;;2;64;1;18/11/2023 06:21
365;391;0;0;1;0;0;1;0;;;;;5;5;2;44;2;18/11/2023 06:22
366;392;0;1;1;1;1;0;1;10;10;10;10;;;2;37;1;18/11/2023 06:22
367;483;1;1;0;1;1;1;1;3;5;2;4;;;2;33;1;18/11/2023 06:22
368;877;1;1;1;1;1;1;1;;;;;0;10;2;50;2;18/11/2023 06:25
369;490;1;1;0;1;0;1;0;2;4;4;2;;;1;40;1;18/11/2023 06:28
370;241;0;0;0;0;1;1;1;;;;;4;10;1;40;2;18/11/2023 06:28
371;357;1;1;1;1;1;1;1;;;;;10;10;1;18;2;18/11/2023 06:29
372;347;1;1;1;0;1;1;1;;;;;5;5;2;72;2;18/11/2023 06:31
373;238;1;1;1;0;1;0;1;10;10;10;10;;;2;27;1;18/11/2023 06:32
374;392;0;1;1;1;0;1;0;;;;;1;2;2;28;2;18/11/2023 06:33
375;427;1;1;1;1;1;0;1;10;10;10;10;;;1;64;1;18/11/2023 06:36
376;338;1;1;1;1;1;0;0;3;1;4;2;;;2;32;1;18/11/2023 06:36
377;431;1;1;1;1;1;0;1;;;;;5;5;2;52;2;18/11/2023 06:41
378;409;1;1;1;1;1;1;1;;;;;6;8;2;52;2;18/11/2023 06:41
379;1017;1;1;1;1;1;0;1;5;0;5;0;;;2;30;1;18/11/2023 06:42
380;283;1;1;1;0;0;1;1;;;;;10;10;2;35;2;18/11/2023 06:42
381;559;1;1;1;1;1;1;1;10;0;10;0;;;1;42;1;18/11/2023 06:43
382;595;1;1;1;0;0;1;1;10;4;10;6;;;2;41;1;18/11/2023 06:43
383;503;1;1;1;0;1;0;1;2;6;4;4;;;2;31;1;18/11/2023 06:43
384;360;0;1;1;1;1;1;1;;;;;10;10;1;39;2;18/11/2023 06:44
385;281;1;1;1;1;1;1;0;0;10;0;10;;;2;38;1;18/11/2023 06:45
386;473;1;1;1;1;1;1;0;;;;;0;10;2;39;2;18/11/2023 06:46
387;339;1;1;1;0;1;0;1;;;;;10;5;1;44;2;18/11/2023 06:47
388;376;0;1;1;1;1;0;1;10;0;4;2;;;2;42;1;18/11/2023 06:48
389;298;1;1;1;1;1;1;1;;;;;10;4;1;29;2;18/11/2023 06:48
390;786;0;1;1;0;1;0;1;1;10;5;5;;;2;62;1;18/11/2023 06:48
391;253;1;1;1;1;1;1;1;;;;;0;6;2;35;2;18/11/2023 06:48
392;330;0;1;1;1;1;0;0;;;;;2;4;1;35;2;18/11/2023 06:50
393;380;1;1;1;0;1;1;1;3;8;5;6;;;2;23;1;18/11/2023 06:51
394;346;0;0;0;0;0;0;1;2;2;0;4;;;2;60;1;18/11/2023 06:53
395;406;0;0;1;0;1;1;1;;;;;4;10;1;53;2;18/11/2023 06:55
396;580;0;1;1;0;1;1;1;2;2;2;2;;;1;62;1;18/11/2023 06:55
397;251;1;1;0;1;1;0;1;;;;;2;4;2;31;2;18/11/2023 06:56
398;516;0;1;1;1;1;1;1;5;5;5;5;;;2;44;1;18/11/2023 06:56
399;465;0;0;0;1;1;1;1;2;10;2;5;;;1;44;1;18/11/2023 06:56
400;473;1;1;1;1;1;1;1;;;;;0;7;2;40;2;18/11/2023 06:56
401;779;0;1;1;1;0;1;0;2;1;1;3;;;2;62;1;18/11/2023 06:58
402;257;1;1;1;1;0;1;1;;;;;0;0;1;50;2;18/11/2023 07:00
403;545;0;1;1;1;1;1;1;;;;;0;4;1;48;2;18/11/2023 07:00
404;423;0;0;1;0;1;0;1;2;5;3;5;;;2;41;1;18/11/2023 07:00
405;404;1;1;1;1;1;0;1;;;;;5;5;2;53;2;18/11/2023 07:01
406;549;0;0;1;0;1;0;0;;;;;2;5;1;44;2;18/11/2023 07:02
407;474;1;1;1;1;1;1;1;2;6;7;4;;;2;43;1;18/11/2023 07:03
408;468;1;1;0;0;1;1;1;2;6;6;6;;;2;72;1;18/11/2023 07:03
409;196;0;1;1;1;1;1;1;;;;;0;5;2;39;2;18/11/2023 07:04
410;439;0;0;0;1;1;1;0;5;0;5;5;;;2;55;1;18/11/2023 07:05
411;242;0;0;1;1;1;1;1;;;;;5;5;2;24;2;18/11/2023 07:06
412;297;0;1;1;0;1;0;0;5;2;7;5;;;2;29;1;18/11/2023 07:06
413;360;0;1;1;1;1;0;1;;;;;10;5;2;37;2;18/11/2023 07:08
414;362;1;1;1;1;1;1;1;10;10;10;0;;;2;52;1;18/11/2023 07:09
415;517;1;1;1;1;1;1;1;;;;;10;5;2;42;2;18/11/2023 07:10
416;344;1;0;1;1;1;1;1;8;4;4;7;;;2;62;1;18/11/2023 07:10
417;632;1;1;1;1;0;0;0;;;;;2;10;2;57;2;18/11/2023 07:12
418;400;0;0;0;0;0;1;1;10;8;8;10;;;2;28;1;18/11/2023 07:14
419;283;0;1;0;1;0;0;1;;;;;5;5;2;28;2;18/11/2023 07:15
420;261;0;0;1;0;1;0;0;0;5;0;5;;;2;36;1;18/11/2023 07:18
421;353;1;1;1;1;1;1;1;;;;;0;5;1;37;2;18/11/2023 07:18
422;593;1;1;1;1;1;1;1;0;5;5;5;;;2;62;1;18/11/2023 07:19
423;392;1;0;1;1;0;1;1;;;;;1;1;1;61;2;18/11/2023 07:19
424;391;1;0;1;0;0;0;1;0;0;0;1;;;2;51;1;18/11/2023 07:20
425;182;0;0;1;1;1;1;0;;;;;4;10;2;32;2;18/11/2023 07:21
426;283;1;1;1;1;1;0;1;3;2;3;2;;;2;34;1;18/11/2023 07:21
427;314;1;1;1;0;0;0;1;0;0;5;0;;;2;42;1;18/11/2023 07:21
428;397;1;1;1;1;1;1;1;5;10;5;10;;;2;36;1;18/11/2023 07:22
429;457;1;0;1;0;0;0;0;;;;;5;5;2;65;2;18/11/2023 07:22
430;492;0;0;1;0;1;0;0;;;;;5;5;1;35;2;18/11/2023 07:22
431;369;0;0;1;1;1;1;1;2;10;10;10;;;1;61;1;18/11/2023 07:25
432;422;1;1;1;1;1;1;1;;;;;0;4;2;41;2;18/11/2023 07:26
433;250;1;1;1;1;1;1;1;6;10;8;10;;;2;53;1;18/11/2023 07:27
434;421;1;1;1;1;1;0;1;;;;;5;5;1;47;2;18/11/2023 07:27
435;492;0;0;1;0;1;0;1;5;10;10;10;;;1;33;1;18/11/2023 07:27
436;268;0;0;1;1;1;0;1;;;;;2;2;2;72;2;18/11/2023 07:27
437;461;1;1;1;1;1;1;1;;;;;10;2;1;66;2;18/11/2023 07:28
438;289;0;1;1;0;1;1;1;;;;;10;10;1;51;2;18/11/2023 07:29
439;292;0;1;1;0;0;1;0;2;4;3;3;;;2;28;1;18/11/2023 07:30
440;705;1;1;1;1;1;1;0;0;0;0;0;;;2;63;1;18/11/2023 07:31
441;212;1;1;1;0;1;1;1;;;;;5;0;2;37;2;18/11/2023 07:32
442;318;0;0;1;0;1;0;1;;;;;5;2;2;32;2;18/11/2023 07:32
443;462;0;0;1;1;0;1;1;2;4;3;3;;;2;35;1;18/11/2023 07:33
444;397;1;1;1;0;1;1;1;2;10;2;0;;;1;22;1;18/11/2023 07:33
445;301;0;1;1;1;0;1;0;10;10;10;10;;;1;47;1;18/11/2023 07:34
446;258;0;0;1;1;1;1;1;0;2;2;4;;;1;34;1;18/11/2023 07:35
447;351;1;1;1;1;1;0;1;;;;;5;5;1;46;2;18/11/2023 07:35
448;407;1;1;1;1;1;1;1;;;;;10;10;2;43;2;18/11/2023 07:36
449;226;0;0;0;0;0;0;0;;;;;2;4;2;37;2;18/11/2023 07:36
450;353;1;1;1;0;1;1;1;;;;;10;4;2;31;2;18/11/2023 07:37
451;283;1;1;0;0;1;1;1;;;;;10;10;2;34;2;18/11/2023 07:37
452;390;1;1;1;1;1;0;0;4;8;8;2;;;2;43;1;18/11/2023 07:37
453;1230;1;1;1;0;1;1;1;10;10;10;10;;;2;35;1;18/11/2023 07:38
454;453;0;0;1;1;1;1;1;2;10;10;10;;;2;25;1;18/11/2023 07:39
455;338;1;1;1;1;0;1;0;4;7;8;10;;;1;58;1;18/11/2023 07:39
456;578;1;1;1;0;1;1;1;;;;;10;5;2;34;2;18/11/2023 07:40
457;473;0;0;1;1;1;1;1;;;;;5;5;2;55;2;18/11/2023 07:40
458;290;1;1;1;0;1;0;1;;;;;10;0;2;67;2;18/11/2023 07:40
459;345;1;1;1;1;1;0;1;0;4;0;2;;;2;33;1;18/11/2023 07:40
460;271;0;1;1;0;1;1;1;;;;;5;10;2;34;2;18/11/2023 07:40
461;206;0;0;0;1;1;0;0;0;0;0;0;;;1;49;1;18/11/2023 07:41
462;803;1;1;1;1;0;0;0;0;10;3;10;;;2;62;1;18/11/2023 07:41
463;443;0;0;1;0;1;0;1;3;5;3;5;;;2;42;1;18/11/2023 07:41
464;628;1;1;1;1;1;1;1;;;;;10;0;2;53;2;18/11/2023 07:42
465;527;1;1;1;1;1;0;1;;;;;10;0;1;42;2;18/11/2023 07:42
466;517;1;1;1;1;1;0;1;2;6;3;3;;;2;32;1;18/11/2023 07:42
467;381;1;1;1;0;1;1;1;;;;;10;10;2;41;2;18/11/2023 07:43
468;575;1;1;1;0;0;0;1;;;;;2;5;2;23;2;18/11/2023 07:43
469;276;0;1;0;0;0;1;1;2;8;2;8;;;1;68;1;18/11/2023 07:44
470;434;1;1;1;0;1;0;0;0;10;0;10;;;2;43;1;18/11/2023 07:45
471;351;1;1;0;0;1;1;1;;;;;10;0;1;34;2;18/11/2023 07:45
472;392;1;1;1;0;1;1;1;4;2;4;0;;;1;43;1;18/11/2023 07:47
473;347;1;1;1;1;1;0;1;5;5;5;5;;;2;42;1;18/11/2023 07:48
474;409;0;0;1;1;1;0;1;;;;;2;8;2;33;2;18/11/2023 07:48
475;267;1;1;1;1;1;1;0;5;10;0;0;;;1;70;1;18/11/2023 07:48
476;396;1;0;1;1;1;1;1;;;;;6;6;1;51;2;18/11/2023 07:49
477;654;0;1;0;0;1;1;0;;;;;5;8;2;62;2;18/11/2023 07:49
478;473;1;1;1;0;1;1;1;1;1;5;1;;;1;27;1;18/11/2023 07:50
479;431;1;1;1;1;1;1;1;6;10;5;7;;;1;36;1;18/11/2023 07:51
480;395;1;1;1;0;1;0;0;4;7;4;6;;;2;40;1;18/11/2023 07:53
481;381;1;1;1;0;0;0;1;;;;;5;5;1;47;2;18/11/2023 07:53
482;629;1;1;1;1;1;1;1;;;;;5;5;2;72;2;18/11/2023 07:53
483;505;0;1;1;1;0;1;1;;;;;10;10;2;79;2;18/11/2023 07:54
484;249;0;0;1;1;1;1;1;4;5;6;4;;;2;27;1;18/11/2023 07:54
485;354;1;1;1;1;1;1;1;;;;;5;5;1;62;2;18/11/2023 07:54
486;371;1;1;1;0;1;0;0;;;;;5;0;1;49;2;18/11/2023 07:54
487;299;1;1;1;1;1;0;1;10;3;8;8;;;2;31;1;18/11/2023 07:54
488;495;0;1;1;0;0;1;1;1;2;3;4;;;2;72;1;18/11/2023 07:55
489;501;1;1;1;1;1;1;1;;;;;10;8;2;38;2;18/11/2023 07:56
490;256;1;1;0;0;0;1;0;0;10;0;0;;;2;54;1;18/11/2023 07:56
491;357;1;1;1;1;1;1;1;;;;;10;2;2;40;2;18/11/2023 07:56
492;328;1;1;1;1;1;0;1;;;;;2;0;2;31;2;18/11/2023 07:57
493;963;1;0;1;0;0;1;0;0;6;2;5;;;2;56;1;18/11/2023 07:58
494;401;1;1;1;1;1;0;0;10;10;10;10;;;2;41;1;18/11/2023 07:58
495;230;1;1;1;1;1;0;1;;;;;5;4;2;45;2;18/11/2023 07:59
496;384;1;1;1;0;1;1;1;2;2;2;2;;;2;48;1;18/11/2023 08:00
497;568;0;0;1;1;1;0;0;;;;;7;5;1;63;2;18/11/2023 08:00
498;386;1;1;1;0;0;1;1;3;0;3;0;;;2;45;1;18/11/2023 08:00
499;485;0;1;1;1;1;1;0;0;0;0;0;;;1;36;1;18/11/2023 08:00
500;354;1;1;1;1;1;1;1;;;;;10;0;2;55;2;18/11/2023 08:01
501;407;0;1;1;1;1;1;1;4;7;8;6;;;2;39;1;18/11/2023 08:01
502;590;1;1;1;1;1;1;1;;;;;10;10;2;52;2;18/11/2023 08:01
503;502;1;0;1;1;1;0;0;2;5;4;2;;;2;59;1;18/11/2023 08:02
504;445;1;0;1;1;1;1;1;;;;;8;3;2;21;2;18/11/2023 08:02
505;381;1;1;1;1;0;1;0;;;;;0;5;2;35;2;18/11/2023 08:02
506;318;1;1;1;0;0;0;1;10;10;0;0;;;1;27;1;18/11/2023 08:02
507;713;0;0;1;1;1;0;0;;;;;8;5;2;59;2;18/11/2023 08:03
508;641;0;1;1;1;1;0;0;;;;;5;4;2;42;2;18/11/2023 08:03
509;662;0;0;1;1;1;0;1;10;0;10;0;;;1;53;1;18/11/2023 08:04
510;479;1;1;1;1;1;0;1;10;10;10;10;;;1;50;1;18/11/2023 08:06
511;336;1;1;1;1;1;0;0;;;;;5;5;2;43;2;18/11/2023 08:06
512;253;1;1;1;0;0;1;0;4;0;10;0;;;1;38;1;18/11/2023 08:06
513;506;0;1;1;1;1;0;1;1;10;3;7;;;2;55;1;18/11/2023 08:06
514;221;1;1;1;1;1;0;1;6;1;5;1;;;2;34;1;18/11/2023 08:07
515;319;1;1;1;1;1;1;1;;;;;10;5;1;35;2;18/11/2023 08:07
516;723;0;0;1;0;1;0;0;;;;;5;2;1;40;2;18/11/2023 08:08
517;458;1;1;1;1;0;0;1;;;;;10;10;1;56;2;18/11/2023 08:08
518;445;1;1;1;1;1;0;1;3;2;2;2;;;1;51;1;18/11/2023 08:08
519;422;1;1;1;0;1;0;1;;;;;0;4;1;54;2;18/11/2023 08:09
520;634;0;0;1;0;0;0;1;4;6;4;6;;;1;31;1;18/11/2023 08:09
521;257;0;0;1;1;1;0;1;;;;;10;10;1;44;2;18/11/2023 08:09
522;512;1;1;1;1;1;1;1;10;10;10;10;;;2;64;1;18/11/2023 08:09
523;291;1;1;1;1;1;0;1;;;;;4;4;2;39;2;18/11/2023 08:09
524;190;0;0;1;0;1;0;1;;;;;10;10;1;26;2;18/11/2023 08:10
525;653;1;1;1;0;1;0;0;5;5;5;5;;;2;44;1;18/11/2023 08:10
526;518;0;1;1;0;1;0;1;;;;;4;2;2;54;2;18/11/2023 08:10
527;311;1;1;1;1;1;0;0;6;0;5;2;;;2;59;1;18/11/2023 08:10
528;488;1;1;1;1;1;1;1;;;;;0;0;1;38;2;18/11/2023 08:10
529;327;1;1;1;1;1;0;1;10;0;10;0;;;2;34;1;18/11/2023 08:10
530;625;1;1;1;1;1;1;1;5;7;6;6;;;2;70;1;18/11/2023 08:11
531;305;0;0;1;0;1;0;0;;;;;6;10;2;39;2;18/11/2023 08:11
532;262;1;1;1;1;1;1;1;10;0;10;0;;;1;55;1;18/11/2023 08:11
533;255;1;1;1;1;1;1;1;;;;;5;2;2;34;2;18/11/2023 08:11
534;286;1;1;1;0;0;1;0;5;1;3;3;;;2;34;1;18/11/2023 08:11
535;216;1;1;1;1;1;1;1;;;;;0;5;1;26;2;18/11/2023 08:12
536;249;0;1;1;0;1;1;1;;;;;0;5;2;29;2;18/11/2023 08:12
537;330;1;1;1;1;0;1;1;2;2;0;2;;;2;32;1;18/11/2023 08:12
538;284;1;1;0;1;0;1;1;0;2;1;2;;;2;23;1;18/11/2023 08:13
539;467;1;1;1;1;1;1;1;;;;;6;8;2;40;2;18/11/2023 08:13
540;334;1;1;1;1;1;0;1;;;;;10;10;2;47;2;18/11/2023 08:13
541;261;1;1;1;0;1;0;1;2;2;2;2;;;2;38;1;18/11/2023 08:13
542;233;0;0;0;1;0;0;1;;;;;2;2;2;35;2;18/11/2023 08:13
543;309;1;0;1;1;1;1;1;;;;;10;10;1;37;2;18/11/2023 08:14
544;724;1;1;1;0;0;1;0;4;2;2;0;;;2;70;1;18/11/2023 08:14
545;535;1;1;1;1;1;1;0;8;8;4;8;;;1;48;1;18/11/2023 08:14
546;228;1;1;1;0;1;1;1;;;;;5;10;1;40;2;18/11/2023 08:15
547;390;1;1;0;0;1;0;0;2;0;0;0;;;1;47;1;18/11/2023 08:15
548;279;1;0;0;1;0;1;0;;;;;0;1;2;23;2;18/11/2023 08:15
549;386;0;0;1;1;1;1;1;;;;;10;0;1;58;2;18/11/2023 08:15
550;384;1;1;1;0;0;1;1;1;0;1;0;;;1;30;1;18/11/2023 08:15
551;492;1;1;1;1;1;1;1;5;0;5;0;;;2;48;1;18/11/2023 08:15
552;279;0;0;1;0;1;0;1;5;5;5;5;;;2;61;1;18/11/2023 08:15
553;315;0;0;1;0;0;0;1;;;;;5;4;2;27;2;18/11/2023 08:16
554;320;0;0;1;0;0;1;1;;;;;2;1;2;33;2;18/11/2023 08:16
555;357;1;1;1;1;1;0;1;0;10;5;10;;;2;25;1;18/11/2023 08:17
556;456;1;1;1;1;1;1;1;4;0;3;5;;;2;44;1;18/11/2023 08:18
557;249;1;1;1;1;1;1;1;10;5;8;6;;;1;32;1;18/11/2023 08:18
558;435;1;1;1;1;0;1;0;;;;;1;0;2;40;2;18/11/2023 08:19
559;449;0;1;1;0;0;1;1;10;0;10;0;;;1;49;1;18/11/2023 08:20
560;794;0;1;1;1;0;1;1;;;;;10;10;2;42;2;18/11/2023 08:20
561;656;1;1;1;1;1;1;1;;;;;0;4;1;56;2;18/11/2023 08:20
562;362;1;1;1;0;0;0;1;;;;;0;0;1;37;2;18/11/2023 08:21
563;439;1;1;1;0;1;1;0;3;7;5;7;;;2;41;1;18/11/2023 08:21
564;267;1;1;1;0;1;1;1;;;;;0;10;2;54;2;18/11/2023 08:21
565;624;1;1;1;1;1;1;1;10;10;10;10;;;2;55;1;18/11/2023 08:21
566;241;1;1;1;1;1;1;1;5;0;5;4;;;2;47;1;18/11/2023 08:22
567;210;0;0;0;0;0;1;0;;;;;4;5;2;34;2;18/11/2023 08:22
568;237;1;1;1;1;1;1;1;;;;;3;1;2;44;2;18/11/2023 08:23
569;703;1;1;1;1;1;1;1;4;2;8;8;;;2;39;1;18/11/2023 08:24
570;341;1;1;1;1;1;1;1;10;10;10;10;;;1;33;1;18/11/2023 08:24
571;945;1;1;1;1;0;1;1;10;10;10;10;;;2;48;1;18/11/2023 08:25
572;996;1;1;1;0;1;1;0;;;;;5;3;1;29;2;18/11/2023 08:25
573;495;0;0;1;0;1;0;0;;;;;5;5;2;43;2;18/11/2023 08:26
574;392;1;1;1;1;1;0;1;5;10;5;10;;;2;41;1;18/11/2023 08:26
575;388;1;1;1;0;1;1;1;10;0;10;0;;;2;36;1;18/11/2023 08:27
576;595;1;1;1;1;1;0;1;;;;;0;0;2;37;2;18/11/2023 08:27
577;555;1;1;1;1;1;0;0;4;2;3;2;;;2;68;1;18/11/2023 08:27
578;316;0;0;1;0;1;0;1;;;;;2;5;2;42;2;18/11/2023 08:27
579;388;1;1;0;1;1;0;1;1;1;1;1;;;2;52;1;18/11/2023 08:28
580;650;1;1;1;0;1;0;0;;;;;0;0;2;39;2;18/11/2023 08:28
581;401;1;1;1;0;1;1;1;;;;;7;5;1;68;2;18/11/2023 08:28
582;127;0;0;0;1;1;0;1;;;;;4;10;2;56;2;18/11/2023 08:29
583;187;0;1;0;0;0;0;1;;;;;4;2;1;34;2;18/11/2023 08:29
584;513;0;0;1;1;1;0;1;2;2;4;4;;;1;54;1;18/11/2023 08:30
585;439;1;1;1;1;1;0;1;0;2;0;2;;;2;45;1;18/11/2023 08:30
586;246;1;1;1;1;1;1;1;;;;;10;5;1;34;2;18/11/2023 08:30
587;283;0;1;1;0;0;1;1;1;10;2;8;;;1;32;1;18/11/2023 08:30
588;340;0;1;1;0;1;0;0;8;2;6;4;;;1;51;1;18/11/2023 08:30
589;449;1;1;0;0;1;0;0;;;;;8;6;1;25;2;18/11/2023 08:30
590;213;1;1;1;0;1;1;1;;;;;0;2;2;41;2;18/11/2023 08:30
591;451;1;1;1;0;0;1;1;;;;;6;5;2;41;2;18/11/2023 08:30
592;472;1;1;1;0;1;1;1;0;0;0;10;;;2;25;1;18/11/2023 08:31
593;307;0;0;0;1;0;1;0;1;4;0;2;;;1;57;1;18/11/2023 08:31
594;458;1;1;1;0;0;1;1;4;4;10;10;;;1;31;1;18/11/2023 08:31
595;426;1;1;1;1;1;1;1;;;;;3;5;2;57;2;18/11/2023 08:31
596;337;1;1;1;0;0;0;1;1;0;0;0;;;1;26;1;18/11/2023 08:32
597;286;0;1;1;1;1;1;1;;;;;4;8;2;32;2;18/11/2023 08:32
598;161;0;0;1;0;0;0;1;;;;;6;9;1;52;2;18/11/2023 08:33
599;249;0;0;0;1;1;0;0;10;10;10;10;;;1;43;1;18/11/2023 08:33
600;360;1;1;1;0;0;0;1;5;5;2;0;;;2;48;1;18/11/2023 08:33
601;339;1;0;1;0;1;1;0;0;0;0;0;;;1;35;1;18/11/2023 08:33
602;402;1;1;1;0;1;0;1;;;;;10;2;2;39;2;18/11/2023 08:34
603;316;1;1;1;1;1;1;1;;;;;4;6;2;45;2;18/11/2023 08:34
604;398;1;1;1;0;0;1;1;;;;;5;5;2;48;2;18/11/2023 08:34
605;621;1;1;1;0;1;1;0;0;10;0;10;;;2;41;1;18/11/2023 08:34
606;219;0;0;1;1;1;0;0;;;;;2;4;2;76;2;18/11/2023 08:34
607;517;1;1;1;1;0;1;1;10;0;10;0;;;2;41;1;18/11/2023 08:34
608;932;0;1;1;1;0;1;1;;;;;5;10;2;49;2;18/11/2023 08:35
609;636;1;1;1;1;1;1;1;8;4;5;3;;;2;38;1;18/11/2023 08:36
610;573;0;0;1;1;1;1;1;4;4;2;4;;;2;75;1;18/11/2023 08:36
611;523;0;0;0;0;0;0;1;;;;;7;5;2;28;2;18/11/2023 08:36
612;237;1;1;1;0;1;1;1;;;;;10;10;1;29;2;18/11/2023 08:36
613;358;0;1;1;0;1;0;0;8;10;8;10;;;1;57;1;18/11/2023 08:37
614;395;0;1;1;1;1;0;1;10;0;10;0;;;2;47;1;18/11/2023 08:37
615;251;1;1;1;1;1;0;0;;;;;0;2;1;23;2;18/11/2023 08:38
616;482;1;1;1;1;1;1;1;1;2;1;2;;;2;68;1;18/11/2023 08:39
617;205;1;1;1;1;1;1;1;;;;;10;2;2;26;2;18/11/2023 08:39
618;491;0;0;1;1;1;1;0;2;5;2;5;;;2;70;1;18/11/2023 08:39
619;362;1;1;1;0;0;1;1;;;;;2;0;1;36;2;18/11/2023 08:39
620;289;0;0;0;0;1;1;1;10;10;10;10;;;2;25;1;18/11/2023 08:39
621;436;1;1;1;1;1;1;1;;;;;10;0;1;41;2;18/11/2023 08:39
622;217;1;1;1;1;1;0;1;;;;;5;0;2;26;2;18/11/2023 08:39
623;254;0;1;1;1;1;1;0;;;;;1;0;2;42;2;18/11/2023 08:40
624;430;0;0;1;0;1;1;1;5;5;2;5;;;2;45;1;18/11/2023 08:40
625;274;1;1;1;0;1;1;0;2;6;4;5;;;2;24;1;18/11/2023 08:40
