PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpHid;noHelpHid;gender;age;Condition;RecordedDate
2198;582;;;;;;;;;;;;;;;0;1;1;1;1;0;0;;;;;5;5;2;62;6;21/11/2023 13:04
2199;582;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;5;0;1;44;6;21/11/2023 13:07
2200;583;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;6;4;2;42;6;21/11/2023 13:07
2201;583;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;5;2;26;6;21/11/2023 13:16
2202;583;1;1;1;1;0;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;36;4;21/11/2023 13:17
2203;583;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;21/11/2023 13:17
2204;583;0;1;0;0;1;0;1;;;1;;1;1;51;;;;;;;;;;;;;;1;76;4;21/11/2023 13:18
2205;584;1;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;22;3;21/11/2023 13:19
2206;584;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;6;0;2;37;6;21/11/2023 13:22
2207;584;0;0;0;1;1;0;1;;;1;;0;1;50;;;;;;;;;;;;;;1;69;4;21/11/2023 13:24
2208;585;1;0;1;0;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;44;3;21/11/2023 13:25
2209;585;;;;;;;;;;;;;;;1;0;1;0;0;1;1;5;5;5;0;;;2;44;5;21/11/2023 13:25
2210;586;;;;;;;;;;;;;;;1;1;0;1;1;1;1;5;0;5;5;;;2;71;5;21/11/2023 13:26
2211;586;;;;;;;;;;;;;;;0;0;1;1;0;0;1;6;4;8;4;;;1;48;5;21/11/2023 13:27
2212;586;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;4;;;2;55;5;21/11/2023 13:27
2213;586;0;0;1;1;1;0;1;;;;1;1;0;20;;;;;;;;;;;;;;2;27;4;21/11/2023 13:29
2214;587;0;0;1;1;1;1;1;0;1;0;;;;50;;;;;;;;;;;;;;2;51;3;21/11/2023 13:31
2215;588;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;39;6;21/11/2023 13:33
2216;589;;;;;;;;;;;;;;;1;1;1;1;1;1;0;5;1;4;1;;;2;23;5;21/11/2023 13:33
2217;589;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;2;4;4;;;2;22;5;21/11/2023 13:33
2218;589;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;10;2;2;32;6;21/11/2023 13:35
2219;589;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;22;3;21/11/2023 13:39
2220;589;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;47;4;21/11/2023 13:39
2221;589;;;;;;;;;;;;;;;0;0;1;1;1;0;1;6;3;7;5;;;2;21;5;21/11/2023 13:40
2222;590;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;51;3;21/11/2023 13:40
2223;590;;;;;;;;;;;;;;;0;1;0;0;0;1;0;;;;;10;0;2;52;6;21/11/2023 13:40
2224;590;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;4;10;0;;;2;28;5;21/11/2023 13:41
2225;591;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;10;1;38;6;21/11/2023 13:41
2226;592;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;21/11/2023 13:43
2227;592;;;;;;;;;;;;;;;1;1;1;1;0;0;0;;;;;10;5;2;29;6;21/11/2023 13:44
2228;592;0;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;19;3;21/11/2023 13:45
2229;593;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;10;2;31;6;21/11/2023 13:52
2230;594;1;1;1;0;1;1;1;1;1;1;;;;51;;;;;;;;;;;;;;2;34;3;21/11/2023 13:53
2231;594;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;8;1;2;71;6;21/11/2023 13:54
2232;595;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;2;2;38;6;21/11/2023 13:55
2233;595;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;1;24;6;21/11/2023 13:56
2234;595;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;31;4;21/11/2023 13:58
2235;595;;;;;;;;;;;;;;;0;1;1;1;0;1;1;6;0;6;0;;;2;50;5;21/11/2023 14:04
2236;596;;;;;;;;;;;;;;;0;0;1;1;0;0;1;;;;;5;0;2;39;6;21/11/2023 14:04
2237;598;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;10;10;10;;;1;36;5;21/11/2023 14:09
2238;600;;;;;;;;;;;;;;;1;1;0;0;0;0;0;5;4;5;0;;;1;51;5;21/11/2023 14:11
2239;601;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;0;0;0;;;1;22;5;21/11/2023 14:11
2240;602;;;;;;;;;;;;;;;1;1;1;0;1;0;0;10;0;10;0;;;2;57;5;21/11/2023 14:12
2241;602;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;32;4;21/11/2023 14:12
2242;602;0;0;1;1;1;1;1;1;1;1;;;;45;;;;;;;;;;;;;;2;30;3;21/11/2023 14:13
2243;603;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;3;3;2;41;6;21/11/2023 14:15
2244;603;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;3;1;4;;;2;36;5;21/11/2023 14:17
2245;603;0;1;0;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;41;3;21/11/2023 14:19
2246;604;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;1;34;5;21/11/2023 14:20
2247;604;;;;;;;;;;;;;;;0;1;1;0;1;0;0;;;;;2;4;2;34;6;21/11/2023 14:22
2248;604;;;;;;;;;;;;;;;0;0;1;1;1;1;1;0;0;0;0;;;1;38;5;21/11/2023 14:22
2249;605;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;10;6;2;58;6;21/11/2023 14:26
2250;606;0;1;1;1;1;1;1;1;1;1;;;;51;;;;;;;;;;;;;;1;57;3;21/11/2023 14:26
2251;607;;;;;;;;;;;;;;;1;1;1;1;1;1;0;5;0;10;0;;;2;65;5;21/11/2023 14:31
2252;608;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;4;0;2;23;6;21/11/2023 14:32
2253;608;1;1;1;1;0;1;0;;;1;;1;1;10;;;;;;;;;;;;;;2;26;4;21/11/2023 14:45
2254;609;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;33;4;21/11/2023 14:47
2255;609;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;0;0;2;52;6;21/11/2023 14:54
2256;610;0;1;0;1;0;0;1;0;1;1;;;;40;;;;;;;;;;;;;;2;56;3;21/11/2023 14:58
2257;610;0;0;1;1;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;1;40;4;21/11/2023 14:59
2258;610;;;;;;;;;;;;;;;1;0;1;0;1;1;0;;;;;10;10;1;48;6;21/11/2023 15:00
2259;610;1;0;0;0;0;1;1;;;1;;0;1;100;;;;;;;;;;;;;;1;43;4;21/11/2023 15:14
2260;611;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;49;4;21/11/2023 15:27
2261;611;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;53;4;21/11/2023 15:28
2262;611;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;26;3;21/11/2023 15:28
2263;611;;;;;;;;;;;;;;;0;1;1;1;0;1;1;4;2;4;4;;;2;40;5;21/11/2023 15:33
2264;612;0;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;57;4;21/11/2023 15:38
2265;612;1;0;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;46;3;21/11/2023 15:44
2266;613;;;;;;;;;;;;;;;1;0;1;1;1;0;1;5;8;1;5;;;1;24;5;21/11/2023 15:45
2267;613;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;0;;;1;33;5;21/11/2023 15:50
2268;613;;;;;;;;;;;;;;;1;1;0;1;1;0;1;5;1;5;1;;;2;36;5;21/11/2023 15:50
2269;613;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;5;;;1;71;5;21/11/2023 15:52
2270;614;0;1;1;0;1;1;1;;;1;;1;1;100;;;;;;;;;;;;;;1;42;4;21/11/2023 15:53
2271;616;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;6;10;2;58;6;21/11/2023 15:54
2272;616;;;;;;;;;;;;;;;1;1;1;1;1;0;0;1;0;1;1;;;2;41;5;21/11/2023 15:54
2273;616;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;47;3;21/11/2023 15:55
2274;617;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;60;4;21/11/2023 15:56
2275;618;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;2;18;6;21/11/2023 15:57
2276;618;1;0;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;28;3;21/11/2023 16:01
2277;618;1;0;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;33;3;21/11/2023 16:01
2278;619;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;24;4;21/11/2023 16:01
2279;619;;;;;;;;;;;;;;;1;1;0;1;1;0;1;10;10;10;10;;;2;28;5;21/11/2023 16:02
2280;619;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;5;1;37;6;21/11/2023 16:02
2281;620;1;0;1;1;0;1;1;1;1;1;;;;30;;;;;;;;;;;;;;2;50;3;21/11/2023 16:02
2282;621;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;46;4;21/11/2023 16:09
2283;622;;;;;;;;;;;;;;;0;0;1;0;1;1;1;4;4;2;4;;;2;50;5;21/11/2023 16:13
2284;622;0;1;1;0;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;1;19;4;21/11/2023 16:14
2285;623;;;;;;;;;;;;;;;0;0;1;1;1;1;0;6;2;10;6;;;2;39;5;21/11/2023 16:24
2286;624;0;0;1;1;1;0;1;1;0;;1;;;72;;;;;;;;;;;;;;2;39;3;21/11/2023 16:25
2287;624;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;0;10;2;;;1;44;5;21/11/2023 16:26
2288;625;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;0;2;51;6;21/11/2023 16:29
2289;625;;;;;;;;;;;;;;;1;0;1;0;1;1;0;;;;;5;4;2;44;6;21/11/2023 16:32
2290;626;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;0;10;0;;;1;43;5;21/11/2023 16:34
2291;626;1;0;1;1;1;0;1;;;0;;1;1;40;;;;;;;;;;;;;;2;38;4;21/11/2023 16:38
2292;627;0;1;0;0;1;0;1;;;1;;1;1;51;;;;;;;;;;;;;;1;26;4;21/11/2023 16:41
2293;627;;;;;;;;;;;;;;;0;1;1;1;0;1;1;8;2;8;2;;;1;56;5;21/11/2023 16:43
2294;628;0;1;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;25;3;21/11/2023 16:45
2295;629;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;2;2;36;6;21/11/2023 16:46
2296;629;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;39;6;21/11/2023 16:48
2297;629;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;0;1;25;6;21/11/2023 16:49
2298;629;;;;;;;;;;;;;;;1;1;0;1;1;0;1;5;0;5;0;;;2;29;5;21/11/2023 16:49
2299;630;0;1;1;1;1;1;1;1;1;1;;;;35;;;;;;;;;;;;;;2;46;3;21/11/2023 16:54
2300;630;1;0;1;1;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;44;3;21/11/2023 16:54
2301;630;1;1;1;0;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;58;4;21/11/2023 17:03
2302;631;1;1;1;1;1;1;0;1;1;1;;;;40;;;;;;;;;;;;;;2;48;3;21/11/2023 17:04
2303;631;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;1;54;5;21/11/2023 17:06
2304;632;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;52;5;21/11/2023 17:07
2305;632;1;1;0;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;2;41;3;21/11/2023 17:11
2306;633;1;0;1;1;0;1;0;1;1;1;;;;50;;;;;;;;;;;;;;2;49;3;21/11/2023 17:12
2307;633;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;43;4;21/11/2023 17:15
2308;634;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;57;3;21/11/2023 17:18
2309;635;;;;;;;;;;;;;;;1;1;1;1;0;1;0;;;;;2;2;1;51;6;21/11/2023 17:21
2310;635;;;;;;;;;;;;;;;0;1;0;1;0;1;1;;;;;5;1;2;41;6;21/11/2023 17:21
2311;636;0;1;1;1;1;0;1;0;1;1;;;;50;;;;;;;;;;;;;;1;54;3;21/11/2023 17:23
2312;637;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;5;0;0;;;2;41;5;21/11/2023 17:24
2313;639;1;1;1;1;1;0;1;;;1;;1;1;49;;;;;;;;;;;;;;2;54;4;21/11/2023 17:29
2314;639;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;2;;;1;43;5;21/11/2023 17:30
2315;639;;;;;;;;;;;;;;;1;0;1;1;0;0;1;;;;;5;0;2;23;6;21/11/2023 17:32
2316;640;0;1;1;1;1;1;1;;;1;;1;1;35;;;;;;;;;;;;;;2;42;4;21/11/2023 17:38
2317;640;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;0;2;49;6;21/11/2023 17:44
2318;641;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;18;3;21/11/2023 17:45
2319;641;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;24;4;21/11/2023 17:46
2320;641;1;1;1;1;1;1;1;1;1;0;;;;75;;;;;;;;;;;;;;1;23;3;21/11/2023 17:47
2321;642;1;0;0;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;35;4;21/11/2023 17:53
2322;644;0;0;1;0;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;40;3;21/11/2023 17:54
2323;644;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;53;6;21/11/2023 17:54
2324;644;;;;;;;;;;;;;;;0;1;1;0;0;0;0;;;;;10;10;2;36;6;21/11/2023 17:55
2325;645;;;;;;;;;;;;;;;0;1;0;1;1;0;0;;;;;5;2;2;63;6;21/11/2023 17:56
2326;646;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;22;3;21/11/2023 17:57
2327;647;;;;;;;;;;;;;;;0;0;0;1;1;1;1;;;;;10;10;2;54;6;21/11/2023 18:02
2328;648;;;;;;;;;;;;;;;1;0;1;1;1;1;1;0;0;1;0;;;1;34;5;21/11/2023 18:04
2329;648;;;;;;;;;;;;;;;0;1;1;1;1;1;0;6;0;6;0;;;2;27;5;21/11/2023 18:04
2330;649;;;;;;;;;;;;;;;0;1;0;0;1;0;1;5;5;5;5;;;1;75;5;21/11/2023 18:05
2331;649;;;;;;;;;;;;;;;0;1;0;1;1;0;1;6;5;4;6;;;2;52;5;21/11/2023 18:07
2332;649;;;;;;;;;;;;;;;0;0;1;1;0;0;1;6;6;6;6;;;1;51;5;21/11/2023 18:08
2333;650;;;;;;;;;;;;;;;1;1;1;1;1;1;1;4;0;4;0;;;2;38;5;21/11/2023 18:10
2334;650;;;;;;;;;;;;;;;0;1;0;1;0;0;1;;;;;5;0;2;60;6;21/11/2023 18:11
2335;651;0;1;0;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;46;4;21/11/2023 18:11
2336;651;1;0;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;58;3;21/11/2023 18:14
2337;651;;;;;;;;;;;;;;;1;0;1;0;1;0;0;10;1;10;2;;;2;51;5;21/11/2023 18:15
2338;653;;;;;;;;;;;;;;;0;0;1;0;1;1;1;3;1;4;1;;;2;24;5;21/11/2023 18:17
2339;653;1;1;1;0;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;21;3;21/11/2023 18:19
2340;653;0;1;1;1;1;1;1;0;0;;1;;;75;;;;;;;;;;;;;;2;40;3;21/11/2023 18:21
2341;656;1;1;1;1;1;1;1;;;1;;1;1;70;;;;;;;;;;;;;;1;30;4;21/11/2023 18:21
2342;658;0;1;1;0;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;45;4;21/11/2023 18:22
2343;658;;;;;;;;;;;;;;;0;1;1;1;1;0;0;4;2;8;6;;;1;34;5;21/11/2023 18:27
2344;658;0;1;0;0;1;1;1;1;1;1;;;;45;;;;;;;;;;;;;;2;40;3;21/11/2023 18:28
2345;659;1;0;1;1;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;54;4;21/11/2023 18:32
2346;659;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;22;4;21/11/2023 18:34
2347;661;0;1;1;1;1;1;1;;;1;;1;1;45;;;;;;;;;;;;;;2;37;4;21/11/2023 18:34
2348;664;1;0;0;0;0;0;0;0;1;0;;;;20;;;;;;;;;;;;;;2;77;3;21/11/2023 18:37
2349;664;;;;;;;;;;;;;;;1;1;1;1;1;1;1;4;2;6;2;;;2;38;5;21/11/2023 18:39
2350;665;;;;;;;;;;;;;;;1;1;1;0;0;1;1;10;0;10;0;;;1;36;5;21/11/2023 18:40
2351;666;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;21/11/2023 18:42
2352;667;1;1;0;0;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;39;4;21/11/2023 18:46
2353;668;;;;;;;;;;;;;;;1;1;1;1;1;1;1;4;5;8;0;;;2;32;5;21/11/2023 18:59
2354;668;1;1;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;25;3;21/11/2023 19:02
2355;670;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;4;2;63;6;21/11/2023 19:08
2356;670;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;0;5;0;;;2;55;5;21/11/2023 19:11
2357;672;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;5;5;0;;;2;48;5;21/11/2023 19:13
2358;673;0;0;1;0;1;1;0;1;1;1;;;;50;;;;;;;;;;;;;;1;44;3;21/11/2023 19:19
2359;674;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;60;4;21/11/2023 19:21
2360;676;0;0;0;1;0;0;1;0;1;0;;;;41;;;;;;;;;;;;;;2;72;3;21/11/2023 19:21
2361;676;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;10;10;2;53;6;21/11/2023 19:26
2362;677;1;0;1;1;1;1;1;;;1;;1;1;46;;;;;;;;;;;;;;2;38;4;21/11/2023 19:26
2363;677;1;0;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;58;4;21/11/2023 19:27
2364;678;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;24;3;21/11/2023 19:31
2365;678;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;0;5;0;;;2;69;5;21/11/2023 19:31
2366;678;0;1;0;0;1;0;1;;;1;;1;1;30;;;;;;;;;;;;;;2;53;4;21/11/2023 19:37
2367;679;0;0;1;1;1;0;0;1;1;1;;;;50;;;;;;;;;;;;;;2;54;3;21/11/2023 19:47
2368;680;;;;;;;;;;;;;;;0;1;1;0;1;1;0;5;0;5;0;;;1;31;5;21/11/2023 19:47
2369;681;1;1;1;1;1;0;1;;;;1;1;0;50;;;;;;;;;;;;;;2;39;4;21/11/2023 19:49
2370;681;;;;;;;;;;;;;;;0;0;1;0;1;0;1;10;0;10;0;;;2;26;5;21/11/2023 19:49
2371;683;;;;;;;;;;;;;;;0;1;0;1;1;1;1;5;2;5;2;;;2;61;5;21/11/2023 19:49
2372;683;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;23;3;21/11/2023 19:50
2373;683;1;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;35;4;21/11/2023 19:53
2374;684;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;6;2;2;26;6;21/11/2023 19:54
2375;684;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;0;10;10;;;1;23;5;21/11/2023 19:54
2376;687;1;0;1;0;1;1;1;1;1;0;;;;2;;;;;;;;;;;;;;2;36;3;21/11/2023 19:56
2377;688;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;24;6;21/11/2023 19:59
2378;688;1;1;1;1;1;0;1;;;;1;1;0;50;;;;;;;;;;;;;;2;25;4;21/11/2023 20:02
2379;691;1;1;1;1;1;1;1;;;1;;1;1;5;;;;;;;;;;;;;;2;25;4;21/11/2023 20:03
2380;691;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;21/11/2023 20:04
2381;692;;;;;;;;;;;;;;;1;1;1;1;1;0;1;10;8;10;8;;;1;33;5;21/11/2023 20:04
2382;692;0;0;1;1;1;0;1;;;1;;1;1;100;;;;;;;;;;;;;;2;59;4;21/11/2023 20:05
2383;693;;;;;;;;;;;;;;;0;0;1;1;1;0;1;6;3;8;5;;;1;21;5;21/11/2023 20:07
2384;695;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;40;3;21/11/2023 20:19
2385;696;;;;;;;;;;;;;;;1;0;1;1;1;1;1;5;2;5;2;;;2;52;5;21/11/2023 20:19
2386;697;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;8;4;1;41;6;21/11/2023 20:20
2387;698;0;1;1;1;1;1;1;1;1;1;;;;41;;;;;;;;;;;;;;2;45;3;21/11/2023 20:25
2388;698;;;;;;;;;;;;;;;0;0;1;1;1;0;1;3;3;3;3;;;2;33;5;21/11/2023 20:26
2389;698;0;1;1;1;1;1;1;1;1;1;;;;20;;;;;;;;;;;;;;2;33;3;21/11/2023 20:29
2390;699;;;;;;;;;;;;;;;1;1;1;0;1;1;1;4;1;4;2;;;2;33;5;21/11/2023 20:29
2391;702;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;54;3;21/11/2023 20:29
2392;702;;;;;;;;;;;;;;;1;0;1;1;0;1;1;6;0;8;0;;;2;50;5;21/11/2023 20:31
2393;703;1;0;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;63;3;21/11/2023 20:32
2394;703;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;2;0;2;56;6;21/11/2023 20:36
2395;703;;;;;;;;;;;;;;;1;1;0;0;1;0;1;10;2;5;0;;;2;35;5;21/11/2023 20:45
2396;704;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;27;4;21/11/2023 20:47
2397;704;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;0;;;2;29;5;21/11/2023 20:48
2398;705;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;26;5;21/11/2023 20:54
2399;706;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;5;0;2;59;6;21/11/2023 20:55
2400;707;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;63;4;21/11/2023 20:55
2401;708;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;21;4;21/11/2023 20:58
2402;710;1;0;1;1;0;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;33;3;21/11/2023 21:02
2403;711;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;5;5;2;52;6;21/11/2023 21:04
2404;711;0;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;75;4;21/11/2023 21:08
2405;712;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;33;4;21/11/2023 21:10
2406;714;;;;;;;;;;;;;;;0;1;0;1;1;1;1;10;10;10;0;;;2;63;5;21/11/2023 21:10
2407;720;1;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;24;3;21/11/2023 21:11
2408;721;1;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;37;4;21/11/2023 21:12
2409;724;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;6;2;1;21;6;21/11/2023 21:14
2410;725;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;49;4;21/11/2023 21:15
2411;725;1;0;1;1;1;1;1;;;1;;1;1;28;;;;;;;;;;;;;;2;26;4;21/11/2023 21:16
2412;726;1;1;1;1;0;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;56;3;21/11/2023 21:17
2413;728;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;4;0;2;36;6;21/11/2023 21:25
2414;728;;;;;;;;;;;;;;;1;0;1;1;1;1;1;10;10;10;10;;;2;51;5;21/11/2023 21:25
2415;728;;;;;;;;;;;;;;;0;1;0;1;1;0;0;;;;;5;5;2;58;6;21/11/2023 21:26
2416;729;;;;;;;;;;;;;;;1;1;1;0;1;0;1;7;6;7;6;;;1;28;5;21/11/2023 21:26
2417;732;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;29;3;21/11/2023 21:26
2418;732;;;;;;;;;;;;;;;0;0;1;1;1;0;1;8;0;6;2;;;2;36;5;21/11/2023 21:27
2419;733;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;0;1;31;6;21/11/2023 21:30
2420;734;;;;;;;;;;;;;;;0;1;1;0;1;0;1;10;1;10;1;;;2;49;5;21/11/2023 21:32
2421;734;1;0;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;21/11/2023 21:36
2422;735;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;5;0;2;44;6;21/11/2023 21:36
2423;736;0;1;1;0;0;1;0;1;1;1;;;;40;;;;;;;;;;;;;;2;33;3;21/11/2023 21:46
2424;738;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;5;4;;;1;35;5;21/11/2023 21:50
2425;739;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;54;4;21/11/2023 21:50
2426;739;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;0;0;0;;;1;56;5;21/11/2023 21:52
2427;740;;;;;;;;;;;;;;;0;1;1;1;1;1;1;5;0;3;2;;;2;56;5;21/11/2023 21:56
2428;740;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;2;2;1;57;6;21/11/2023 21:59
