ID;Duration;Timer1_First Click;Timer1_Last Click;Timer1_Page Submit;Timer1_Click Count;G1comp1;G1comp2;G1comp3;G1comp4;Timer2_First Click;Timer2_Last Click;Timer2_Page Submit;Timer2_Click Count;G2comp1;G2comp2;G2comp3;Timer3obs_First Click;Timer3obs_Last Click;Timer3obs_Page Submit;Timer3obs_Click Count;A2comp4OB;punTimer_First Click;punTimer_Last Click;decisionT;punTimer_Click Count;punishing;Timer3hid_First Click;Timer3hid_Last Click;Timer3hid_Page Submit;Timer3hid_Click Count;A2comp4HID;return;gender;age;Condition;RecordedDate
996;288;62.832;91.335;92.354;4;0;1;1;1;38.058;62.789;64.388;5;1;1;1;16.693;19.916;23.447;2;1;5.526;5.526;7.874;1;0;;;;;;50;1;61;1;17/11/2023 11:29
997;288;4.268;63.917;64.993;26;1;1;1;1;4.889;77.041;78.045;30;1;0;1;;;;;;4.199;4.9;5.763;2;0;4.197;26.217;27.877;9;1;51;2;53;2;17/11/2023 11:31
998;288;4.278;85.749;86.421;16;1;1;0;1;12.618;64.072;64.813;10;1;1;1;4.659;33.244;34.014;10;1;7.865;7.865;8.501;1;0;;;;;;0;2;28;1;17/11/2023 11:32
999;288;2.441;67.839;68.567;20;0;0;1;1;1.888;45.022;46.033;11;1;0;0;;;;;;10.452;10.452;12.537;1;1;1.151;15.235;15.912;5;0;50;2;28;2;17/11/2023 11:32
1000;288;1.457;78.557;79.1;20;1;1;1;1;16.678;54.056;54.501;10;1;1;1;7.458;41.894;42.352;6;1;7.973;7.973;8.528;1;1;;;;;;0;1;33;1;17/11/2023 11:33
1001;287;42.236;71.251;72.753;4;0;1;1;1;41.11;64.783;66.218;3;1;1;1;35.79;35.79;36.812;1;1;11.943;11.943;13.246;1;0;;;;;;50;1;44;1;17/11/2023 11:34
1002;287;75.338;115.53;116.87;7;0;1;1;1;28.263;48.327;49.036;3;1;1;1;;;;;;10.197;10.197;11.041;1;1;24.935;24.935;26.107;1;1;0;1;27;2;17/11/2023 11:36
1003;286;46.795;68.001;69.145;4;0;0;1;1;81.527;92.466;93.103;3;1;1;1;;;;;;6.7;6.7;7.749;1;1;22.282;22.282;23.456;1;0;30;2;28;2;17/11/2023 11:36
1004;286;1.37;59.085;59.624;40;1;1;1;1;1.308;94.747;95.269;20;1;1;1;;;;;;4.2;4.2;4.7;1;0;6.328;43.143;46.292;16;1;50;1;41;2;17/11/2023 11:37
1005;286;5.539;71.558;72.3;22;1;1;1;1;1.193;72.702;73.221;25;0;1;1;;;;;;6.714;6.714;7.366;1;0;8.749;25.728;26.777;6;1;50;2;38;2;17/11/2023 11:37
1006;286;48.112;85.114;86.51;8;1;1;0;1;32.923;55.252;56.173;6;1;1;1;;;;;;6.523;6.523;10.521;1;1;20.05;22.509;24.157;2;1;50;1;43;2;17/11/2023 11:37
1007;286;7.378;98.167;98.793;34;1;1;1;1;3.413;73.417;74.184;27;0;0;0;;;;;;0.825;0.825;1.487;1;1;1.807;33.6;34.263;10;0;19;1;37;2;17/11/2023 11:38
1008;286;50.396;110.18;110.843;8;1;1;1;1;31.77;45.13;45.72;3;1;0;1;;;;;;12.257;12.257;12.752;1;0;23.855;23.855;27.49;1;1;50;2;26;2;17/11/2023 11:38
1009;286;5.515;77.135;78.798;17;1;0;1;1;7.999;69.764;70.301;16;1;1;1;7.87;23.064;23.687;6;1;6.351;6.351;7.053;1;0;;;;;;50;1;31;1;17/11/2023 11:39
1010;285;33.461;77.337;78.79;8;1;1;1;1;31.504;50.611;52.378;6;0;1;1;32.63;38.212;39.499;4;1;3.148;3.148;4.768;1;0;;;;;;50;2;22;1;17/11/2023 11:39
1011;285;0.913;84.098;84.661;25;0;1;0;1;1.336;51.655;52.35;17;0;1;1;4.079;28.015;28.621;11;1;1.456;5.957;6.449;2;0;;;;;;10;2;27;1;17/11/2023 11:39
1012;285;0.972;78.278;78.887;19;0;0;0;0;0.959;69.286;69.841;25;0;0;1;0.708;36.969;37.761;7;1;8.193;8.193;8.917;1;0;;;;;;50;2;25;1;17/11/2023 11:40
1013;285;54.069;94.302;94.701;6;0;1;1;1;37.393;67.562;68.378;3;0;1;1;;;;;;5.546;6.194;6.601;2;0;20.764;20.764;22.041;1;1;20;2;44;2;17/11/2023 11:42
1014;284;1.533;78.122;78.877;38;1;1;1;1;1.641;79.426;80.009;41;1;1;1;;;;;;1.222;1.222;1.857;1;0;2.035;32.246;33.157;12;1;50;1;28;2;17/11/2023 11:43
1015;284;56.26;99.332;100.438;4;1;1;0;1;33.093;41.34;42.1;3;0;1;1;;;;;;8.23;9.303;10.022;3;0;29.914;32.389;32.683;4;1;50;1;20;2;17/11/2023 11:47
1016;284;8.206;93.066;93.626;21;1;1;0;1;13.334;54.103;54.72;11;1;1;1;12.98;25.153;25.849;4;0;2.881;2.881;3.541;1;0;;;;;;50;2;32;1;17/11/2023 11:47
1017;284;3.86;79.174;79.845;16;1;1;1;1;3.82;71.464;72.868;10;1;1;0;;;;;;6.485;6.485;7.197;1;1;14.334;44.826;47.952;2;1;50;1;30;2;17/11/2023 11:51
1018;284;6.768;92.145;93.092;26;1;1;1;1;5.032;61.811;63.293;27;1;1;1;;;;;;2.499;9.106;9.501;3;0;3.444;26.597;27.033;11;1;50;1;30;2;17/11/2023 11:51
1019;283;12.869;79.301;79.997;18;0;1;1;1;4.13;60.98;61.501;8;1;1;1;1.735;24.934;26.513;9;1;12.297;14.318;15.441;2;1;;;;;;50;2;38;1;17/11/2023 11:51
1020;283;50.249;70.234;74.02;4;0;1;1;1;36.758;52.4;53.495;3;1;1;1;;;;;;6.019;6.019;7.762;1;1;38.414;38.414;39.457;1;1;50;1;32;2;17/11/2023 11:51
1021;283;73.244;112.028;112.893;4;1;0;1;1;32.172;53.247;53.601;5;1;1;0;;;;;;8.871;12.585;13.504;2;0;15.086;15.086;15.998;1;1;50;2;36;2;17/11/2023 11:52
1022;282;46.027;86.671;87.292;6;0;0;1;1;41.962;61.161;62.069;3;1;1;1;;;;;;7.359;7.359;8.216;1;0;22.973;22.973;26.109;1;1;70;2;29;2;17/11/2023 11:53
1023;282;14.898;86.429;87.075;14;0;1;1;1;18.73;48.036;48.768;8;1;1;1;;;;;;7.027;7.027;7.78;1;1;20.195;26.202;26.906;2;1;50;1;43;2;17/11/2023 11:55
1024;282;2.984;72.297;72.902;22;1;1;1;1;10.974;60.7;61.596;15;1;1;1;;;;;;4.957;4.957;5.5;1;0;13.697;40.408;41.254;11;1;0;1;32;2;17/11/2023 11:56
1025;282;52.232;83.097;83.579;4;0;1;1;1;35.964;47.79;48.536;4;1;1;1;;;;;;5.007;5.007;5.546;1;0;23.652;23.652;27.222;1;1;50;3;28;2;17/11/2023 11:57
1026;282;29.167;90.267;91.401;9;0;1;0;1;13.634;40.27;41.565;6;1;1;1;13.196;17.994;19.5;2;1;2.092;12.289;15.038;2;0;;;;;;20;2;32;1;17/11/2023 11:57
1027;282;7.236;82.289;82.963;16;1;1;1;1;1.865;53.685;54.357;12;0;1;1;16.306;45.841;46.825;9;1;1.639;7.773;8.394;2;0;;;;;;50;2;33;1;17/11/2023 12:02
1028;282;52.511;95.786;96.459;5;1;1;1;1;33.705;51.354;52.65;3;1;1;1;18.426;22.771;25.203;2;1;4.283;4.283;5.033;1;0;;;;;;50;1;40;1;17/11/2023 12:02
1029;282;4.533;80.029;80.525;25;0;0;0;1;1.209;74.281;74.87;33;0;0;1;2.441;28.07;28.463;10;0;4.294;4.294;4.639;1;1;;;;;;50;1;36;1;17/11/2023 12:02
1030;281;1.531;78.841;80.554;22;1;0;1;1;2.128;67.283;67.968;19;1;1;1;;;;;;8.003;8.003;8.708;1;0;2.239;27.308;28.315;9;1;0;2;31;2;17/11/2023 12:05
1031;281;2.623;60.453;61.299;20;1;1;1;1;3.231;62.502;63.236;14;1;1;1;1.293;35.401;36.301;6;1;5.353;5.353;6.365;1;0;;;;;;20;2;33;1;17/11/2023 12:06
1032;281;68.322;84.908;86.266;4;1;1;1;1;40.073;48.71;49.613;3;1;1;1;;;;;;3.523;3.523;4.361;1;1;22.392;22.392;24.901;1;1;50;2;24;2;17/11/2023 12:06
1033;280;76.141;93.712;94.518;6;1;1;1;1;31.634;41.117;45.746;3;1;1;1;;;;;;15.064;15.064;16.037;1;0;19.843;19.843;21.963;1;1;50;2;29;2;17/11/2023 12:06
1034;280;63.392;83.225;84.804;4;0;1;0;1;35.14;45.372;46.812;3;1;1;1;33.231;33.231;34.636;1;1;1.541;1.541;3.04;1;0;;;;;;50;2;65;1;17/11/2023 12:06
1035;280;35.413;75.58;76.964;5;0;0;1;1;41.62;59.778;64.83;5;1;1;1;;;;;;5.286;5.286;6.547;1;0;42.738;42.738;47.07;1;1;50;3;24;2;17/11/2023 12:07
1036;280;69.602;89.359;90.601;4;1;1;1;1;29.273;39.112;39.923;3;1;1;1;24.574;24.574;25.484;1;1;5.394;5.394;7.923;1;1;;;;;;50;3;35;1;17/11/2023 12:10
1037;280;1.601;81.583;89.59;26;0;0;1;0;1.895;45.442;47.971;13;0;1;0;;;;;;1.084;1.084;4.982;1;1;2.825;29.089;32.601;6;1;40;1;37;2;17/11/2023 12:13
1038;279;56.667;81.236;82.038;4;0;0;1;1;38.527;51.922;66.751;4;1;0;1;24.941;24.941;25.72;1;1;12.214;12.214;18.769;1;1;;;;;;50;2;26;1;17/11/2023 12:16
1039;279;1.37;86.973;87.601;21;0;1;1;1;1.462;59.97;60.581;26;1;1;1;2.18;25.206;26.098;7;1;2.943;2.943;7.513;1;0;;;;;;0;2;25;1;17/11/2023 12:20
1040;279;66.475;99.771;101.645;4;1;0;1;1;33.461;41.256;42.459;3;1;1;1;18.811;18.811;19.918;1;1;8.386;8.386;10.315;1;0;;;;;;50;2;40;1;17/11/2023 12:23
1041;279;33.585;56.159;57.179;4;1;1;1;1;41.842;67.623;73.5;3;1;1;1;;;;;;3.912;3.912;5.017;1;0;20.126;20.126;22.555;1;1;50;1;24;2;17/11/2023 12:27
1042;279;69.899;103.9;104.727;4;1;1;1;1;31.463;48.951;49.898;4;1;1;1;17.976;17.976;18.903;1;1;9.297;9.297;10.264;1;1;;;;;;20;2;50;1;17/11/2023 12:27
1043;279;60.933;112.431;113.446;4;0;1;1;1;39.427;64.33;72.888;3;1;1;1;21.497;21.497;22.511;1;1;4.766;4.766;5.964;1;0;;;;;;50;1;44;1;17/11/2023 12:28
1044;279;59.584;83.582;84.557;9;1;0;0;1;41.674;61.78;63.28;11;1;1;1;;;;;;4.918;6.379;7.407;2;1;21.602;23.948;24.735;4;1;25;2;49;2;17/11/2023 12:30
1045;278;1.737;66.356;67.877;13;1;0;0;1;2.215;54.839;55.768;15;1;0;1;6.474;25.663;26.929;3;0;6.587;6.587;7.369;1;0;;;;;;91;2;64;1;17/11/2023 12:31
1046;278;57.628;77.645;79.036;4;1;1;1;1;35.842;44.14;44.901;3;1;1;1;29.33;29.33;30.592;1;1;7.783;7.783;8.589;1;0;;;;;;45;2;21;1;17/11/2023 12:35
1047;278;4.276;90.986;92.394;17;0;1;1;1;6.614;66.205;67.209;10;1;1;1;;;;;;1.821;4.301;5.682;2;1;10.491;25.496;26.724;9;1;50;1;46;2;17/11/2023 12:36
1048;278;44.69;72.33;73.558;7;1;1;1;1;31.864;51.24;52.1;4;1;1;1;;;;;;5.25;5.25;8.332;1;0;30.286;30.286;32.361;1;1;50;2;33;2;17/11/2023 12:38
1049;278;13.214;77.231;78.566;18;0;0;1;1;9.88;64.665;66.293;12;1;0;1;2.602;20.351;21.877;5;1;6.191;6.191;7.842;1;1;;;;;;0;1;41;1;17/11/2023 12:38
1050;278;54.321;78.802;81.326;4;0;0;0;1;45.27;66.606;68.19;7;1;1;1;18.256;23.847;24.629;3;1;4.524;4.524;5.518;1;1;;;;;;50;2;41;1;17/11/2023 12:40
1051;278;1.82;79.246;79.807;27;1;1;0;1;1.69;77.32;78.083;19;0;1;1;10.624;29.456;29.99;4;1;0.989;1.834;2.256;2;0;;;;;;50;2;33;1;17/11/2023 12:42
1052;278;1.153;85.203;85.656;33;1;0;1;0;1.431;67.929;68.649;27;0;1;1;;;;;;10.926;11.422;11.446;2;1;2.258;29.517;30.142;12;1;50;2;27;2;17/11/2023 12:45
1053;277;11.301;60.744;69.592;24;1;1;0;1;14.99;78.497;79.439;37;0;1;1;10.501;31.282;32.213;25;1;2.17;4.225;5.582;3;0;;;;;;0;2;25;1;17/11/2023 12:45
1054;277;0.907;67.142;68.507;9;0;0;1;1;0.7;45.472;46.667;6;1;1;1;23.543;23.543;24.837;1;1;5.953;5.953;8.218;1;0;;;;;;50;2;36;1;17/11/2023 12:47
1055;277;3.293;94.413;95.298;28;1;1;1;1;2.509;37.643;38.401;18;0;1;0;;;;;;7.702;7.702;8.568;1;0;3.38;26.523;28.563;5;1;50;2;39;2;17/11/2023 12:50
1056;277;50.064;74.462;75.351;8;1;1;1;1;36.962;66.215;67.128;7;1;0;1;;;;;;6.056;6.056;7.486;1;1;22.605;27.401;28.572;2;1;50;2;49;2;17/11/2023 12:50
1057;276;1.742;74.961;75.96;42;1;1;1;1;1.855;63.705;64.536;25;1;1;1;3.754;25.838;26.593;7;1;2.68;2.68;3.382;1;1;;;;;;50;2;37;1;17/11/2023 12:51
1058;276;3.879;76.919;77.82;33;0;0;1;1;1.606;64.452;70.246;21;0;1;1;4.109;31.367;31.984;12;1;9.318;9.318;9.932;1;0;;;;;;51;2;35;1;17/11/2023 12:51
1059;276;19.329;74.259;74.753;14;0;0;1;1;7.835;38.054;38.611;8;1;1;1;;;;;;6.438;6.438;6.942;1;1;9.648;37.197;38.021;4;1;50;2;32;2;17/11/2023 12:53
1060;276;34.807;104.83;106.593;5;1;1;1;1;8.539;65.174;67.462;6;0;1;0;;;;;;1.063;3.794;4.024;2;1;4.149;4.149;4.762;1;1;50;1;28;2;17/11/2023 12:57
1061;275;29.103;87.907;88.931;7;0;1;1;1;9.587;37.824;38.819;10;1;1;1;;;;;;6.11;15.279;16.942;3;1;20.597;25.683;26.256;6;1;20;2;20;2;17/11/2023 12:58
1062;275;52.872;92.778;93.893;4;1;1;1;1;40.776;50.457;51.57;3;1;1;1;35.463;35.463;36.728;1;1;5.763;5.763;6.877;1;1;;;;;;50;2;48;1;17/11/2023 13:01
1063;275;3.791;85.943;86.827;17;1;0;1;1;4.303;40.851;41.313;11;0;1;1;;;;;;1.323;2.272;3.109;2;0;7.473;33.836;34.432;10;1;50;2;34;2;17/11/2023 13:01
1064;275;53.418;91.003;92.434;6;1;1;1;1;29.936;37.037;37.922;3;1;1;1;37.82;37.82;39.93;1;1;12.911;12.911;15.843;1;1;;;;;;50;2;28;1;17/11/2023 13:01
1065;275;12.998;74.289;75.186;16;1;1;1;1;8.522;55.969;56.778;13;1;1;1;12.482;20.287;20.885;3;1;4.64;4.64;5.07;1;0;;;;;;0;2;22;1;17/11/2023 13:02
1066;275;3.828;79.161;79.522;29;0;1;1;1;1.927;54.216;54.5;19;1;1;1;;;;;;12.411;12.411;12.951;1;0;2.594;20.268;20.686;6;1;50;2;26;2;17/11/2023 13:02
1067;274;35.441;83.373;84.254;13;1;0;1;1;11.549;59.952;60.78;13;1;1;1;;;;;;12.367;17.947;18.742;3;0;10.892;25.996;28.046;4;1;50;1;29;2;17/11/2023 13:02
1068;274;33.094;91.049;91.915;5;1;1;1;1;32.284;57.755;58.722;3;1;1;1;;;;;;3.978;3.978;6.025;1;0;20.918;20.918;23.929;1;1;0;2;35;2;17/11/2023 13:03
1069;274;2.652;86.067;86.916;30;0;1;1;1;4.392;42.535;43.202;18;1;1;1;;;;;;6.243;6.243;6.943;1;1;2.792;29.24;30.042;11;1;50;1;51;2;17/11/2023 13:05
1070;274;7.561;80.778;81.96;18;1;1;1;1;6.486;46.262;46.897;13;1;1;1;3.15;25.946;27.135;5;1;9.802;9.802;10.384;1;0;;;;;;28;2;36;1;17/11/2023 13:05
1071;274;72.278;87.382;88.684;4;0;1;1;1;36.088;56.518;57.451;4;1;0;1;25.684;28.12;28.688;3;1;3.941;3.941;4.917;1;1;;;;;;42;2;24;1;17/11/2023 13:06
1072;274;56.698;78.242;79.539;4;0;1;1;1;41.798;51.85;52.89;3;1;1;1;25.857;25.857;26.741;1;1;7.963;7.963;9.179;1;0;;;;;;0;2;60;1;17/11/2023 13:07
1073;274;53.132;72.572;73.573;4;1;1;1;1;25.203;46.812;50.658;4;1;1;1;;;;;;4.969;4.969;6.945;1;1;22.506;22.506;24.042;1;1;50;2;47;2;17/11/2023 13:08
1074;273;49.536;80.968;82.786;5;1;1;1;1;36.079;44.894;45.984;3;1;1;1;18.238;18.238;20.071;1;1;4.245;4.245;5.018;1;0;;;;;;50;2;46;1;17/11/2023 13:08
1075;273;36.298;71.362;72.036;6;0;1;1;1;41.747;58.884;61.366;4;1;1;1;44.29;44.29;51.901;1;0;2.371;2.371;3.158;1;1;;;;;;30;1;36;1;17/11/2023 13:10
1076;273;27.167;71.667;72.852;5;1;1;1;1;30.422;43.455;49.845;3;0;1;0;30.868;41.78;47.88;4;1;1.111;1.111;2.467;1;1;;;;;;50;1;27;1;17/11/2023 13:11
1077;273;5.02;87.515;87.901;28;1;1;1;1;6.782;53.915;54.753;27;1;1;1;;;;;;6.038;6.038;6.62;1;0;4.586;31.36;32.201;6;1;50;1;33;2;17/11/2023 13:12
1078;273;8.454;99.608;100.381;11;1;0;1;1;3.709;52.911;53.735;10;1;0;1;4.397;30.289;31.146;5;1;3.953;3.953;4.724;1;1;;;;;;50;1;48;1;17/11/2023 13:12
1079;273;6.303;75.823;76.799;20;0;0;1;1;14.447;68.328;69.154;24;0;1;1;8.235;26.576;27.238;6;0;1.155;1.155;2.034;1;0;;;;;;50;2;54;1;17/11/2023 13:16
1080;273;3.916;112.587;113.356;36;0;1;1;1;5.093;42.492;43.199;16;1;1;1;;;;;;4.093;4.093;4.829;1;1;7.967;25.131;25.737;7;1;50;2;32;2;17/11/2023 13:16
1081;273;55.126;81.439;82.531;5;1;0;0;1;34.622;57.007;63.658;4;1;1;1;22.045;22.045;25.352;1;1;5.244;5.244;6.636;1;0;;;;;;50;2;27;1;17/11/2023 13:16
1082;272;10.126;90.979;102.751;5;0;1;1;1;38.694;53.148;54.261;5;0;1;1;;;;;;3.918;3.918;5.222;1;1;31.969;37.705;41.878;2;1;49;1;43;2;17/11/2023 13:18
1083;271;2.272;84.134;84.726;31;1;0;1;1;1.978;59.449;60.557;20;1;1;1;;;;;;3.325;3.325;4.458;1;0;3.33;31.004;32.16;8;1;50;2;30;2;17/11/2023 13:18
1084;271;13.072;73.084;73.502;19;1;1;1;1;5.436;72.979;73.756;15;1;1;1;17.121;21.142;21.877;3;0;19.627;19.627;20.002;1;1;;;;;;100;1;35;1;17/11/2023 13:19
1085;270;32.33;75.527;88.838;5;0;1;1;1;22.779;42.105;46.309;5;1;1;1;21.28;21.28;23.503;1;1;10.658;10.658;13.672;1;0;;;;;;60;2;31;1;17/11/2023 13:21
1086;270;39.55;79.942;81.097;4;1;1;1;1;32.445;45.893;46.781;3;1;1;1;25.375;25.375;26.72;1;1;1.31;1.31;5.811;1;0;;;;;;50;2;28;1;17/11/2023 13:23
1087;269;60.973;95.844;97.095;4;0;1;1;1;35.381;45.165;46.264;3;1;1;1;27.049;27.049;28.086;1;1;4.391;4.391;5.155;1;0;;;;;;25;1;35;1;17/11/2023 13:25
1088;269;13.907;82.451;83.183;6;1;1;1;1;23.871;32.671;33.604;3;1;1;1;7.862;69.875;70.811;2;0;4.369;4.369;5.127;1;0;;;;;;40;1;27;1;17/11/2023 13:26
1089;269;50.92;78.693;80.036;6;0;1;1;1;4.74;65.336;66.433;6;1;1;1;;;;;;5.988;5.988;8.438;1;0;6.605;26.362;30.546;7;1;10;1;32;2;17/11/2023 13:26
1090;269;37.476;83.364;83.994;4;0;1;1;1;36.822;45.054;46.652;3;1;1;1;;;;;;5.347;5.347;6.976;1;0;23.873;23.873;24.857;1;1;50;2;45;2;17/11/2023 13:26
1091;269;1.277;83.021;84.05;37;1;0;0;1;4.963;60.225;61.249;18;1;1;1;;;;;;6.41;6.41;6.933;1;1;1.856;22.347;24.594;8;0;50;1;43;2;17/11/2023 13:26
1092;268;8.106;96.062;96.849;19;0;1;1;1;5.549;32.521;33.372;10;1;1;1;;;;;;4.262;5.238;6.327;2;0;5.441;22.614;26.442;5;1;50;3;26;2;17/11/2023 13:27
1093;268;7.48;62.822;63.401;18;1;1;1;1;11.08;49.942;51.299;13;1;1;1;9.54;26.884;28.701;10;1;13.161;13.161;14.004;1;0;;;;;;50;1;24;1;17/11/2023 13:28
1094;268;60.08;85.532;86.747;6;0;1;1;1;27.497;36.082;37.077;3;1;1;1;43.433;43.433;44.539;1;1;5.4;5.4;7.802;1;1;;;;;;50;1;33;1;17/11/2023 13:29
1095;267;39.936;66.414;67.374;8;0;1;1;1;1.467;67.98;69.587;6;1;1;1;1.499;34.598;36.138;3;1;7.503;7.503;8.725;1;0;;;;;;20;2;25;1;17/11/2023 13:29
1096;267;6.694;102.643;103.319;33;1;1;1;1;14.979;52.664;53.193;12;1;1;1;11.304;31.814;32.601;6;1;2.296;5.787;5.803;2;0;;;;;;50;2;33;1;17/11/2023 13:29
1097;267;37.075;78.09;79.167;4;1;1;1;1;41.316;67.508;70.027;4;1;1;1;;;;;;6.014;6.014;7.387;1;1;21.051;21.051;22.657;1;1;100;2;45;2;17/11/2023 13:31
1098;267;46.767;72.708;74.747;4;1;1;1;1;33.701;43.444;44.114;3;1;1;1;27.924;34.245;34.906;2;1;4.141;4.141;4.811;1;1;;;;;;0;1;20;1;17/11/2023 13:32
1099;267;1.394;59.984;60.9;22;0;0;0;0;4.26;62.093;62.979;26;0;0;1;;;;;;10.682;10.682;11.383;1;1;5.248;31.392;32.13;8;0;49;2;32;2;17/11/2023 13:34
1100;266;53.381;89.9;91.411;6;1;1;1;1;38.875;59.802;60.829;3;1;0;1;19.46;19.46;20.981;1;1;8.14;8.14;9.244;1;1;;;;;;30;2;35;1;17/11/2023 13:36
1101;266;34.973;79.89;81.015;12;0;1;1;1;19.451;43.16;44.817;10;1;1;1;;;;;;3.005;3.005;3.995;1;1;22.237;22.237;23.29;1;0;50;2;56;2;17/11/2023 13:37
1102;265;21.63;112.666;113.558;31;0;1;1;1;2.394;38.865;39.701;14;1;0;1;;;;;;3.355;6.699;8.771;4;1;2.856;21.74;28.901;4;1;28;1;32;2;17/11/2023 13:40
1103;265;14.854;59.667;60.762;6;1;1;1;1;1.228;53.46;54.363;8;1;1;1;1.278;29.223;31.234;3;0;4.98;4.98;6.927;1;1;;;;;;50;1;30;1;17/11/2023 13:41
1104;265;7.438;76.571;77.269;17;1;1;1;1;9.296;61.669;62.313;19;0;1;1;12.514;22.843;23.372;6;1;8.471;9.072;9.579;2;0;;;;;;50;2;37;1;17/11/2023 13:43
1105;265;4.493;74.042;74.841;6;0;1;1;1;17.624;40.517;41.296;4;1;1;1;10.304;16.594;57.44;2;1;12.106;12.106;13.182;1;1;;;;;;50;1;33;1;17/11/2023 13:43
1106;264;2.359;82.23;82.88;17;0;0;1;1;5.981;58.679;59.419;11;1;1;1;4.737;20.943;21.709;3;1;8.365;8.365;10.776;1;1;;;;;;0;1;33;1;17/11/2023 13:44
1107;264;28.901;57.682;58.332;4;0;1;1;1;31.5;74.181;78.32;3;1;1;1;18.027;19.738;29.172;2;1;1.574;1.574;2.881;1;1;;;;;;50;1;28;1;17/11/2023 13:44
1108;264;56.067;75.187;76.224;4;1;1;0;1;48.806;64.309;65.212;3;1;1;1;;;;;;2.972;2.972;4.042;1;1;23.291;23.291;25.861;1;1;50;1;32;2;17/11/2023 13:45
1109;264;40.038;70.227;71.044;5;0;0;1;1;47.961;58.729;59.625;3;1;1;1;20.839;31.134;32.483;4;1;5.386;6.195;7.086;2;0;;;;;;50;2;32;1;17/11/2023 13:46
1110;263;59.467;88.652;90.629;5;1;1;1;1;38.237;45.055;46.133;3;1;1;1;32.948;32.948;34.371;1;1;3.901;3.901;5.337;1;1;;;;;;50;2;20;1;17/11/2023 13:49
1111;263;52.752;77.751;78.688;6;1;1;1;1;33.09;54.49;55.295;5;1;1;1;18.656;18.656;21.582;1;1;1.081;1.081;2.055;1;0;;;;;;50;1;31;1;17/11/2023 13:51
1112;263;48.851;90.013;91.532;4;1;1;0;1;32.19;49.34;50.558;4;1;1;1;23.983;25.001;25.448;2;0;8.601;8.601;9.5;1;0;;;;;;50;1;48;1;17/11/2023 13:56
1113;263;37.617;74.415;75.539;5;0;1;1;1;30.945;51.385;52.266;3;1;0;1;30.52;30.52;31.465;1;1;9.497;9.497;10.363;1;0;;;;;;20;1;34;1;17/11/2023 13:56
1114;263;4.939;62.454;63.343;14;1;1;1;1;2.714;41.035;42.868;10;1;1;0;0.129;34.81;36.346;7;1;4.367;4.367;4.865;1;0;;;;;;50;2;32;1;17/11/2023 13:56
1115;262;40.121;57.096;58.971;4;1;0;0;1;45.2;67.328;68.502;5;0;1;1;38.72;38.72;42.666;1;1;3.963;3.963;5.048;1;0;;;;;;50;2;41;1;17/11/2023 13:59
1116;262;9.166;79.284;80.113;12;0;1;1;1;12.314;34.757;35.642;7;1;0;1;14.754;42.49;51.24;3;1;9.178;9.178;9.776;1;1;;;;;;50;1;28;1;17/11/2023 13:59
1117;261;45.796;75.036;76.917;5;0;0;1;1;23.165;56.695;57.207;3;0;1;1;19.462;19.462;20.925;1;0;7.05;7.05;7.934;1;1;;;;;;0;1;42;1;17/11/2023 14:00
1118;261;38.867;73.86;75.437;5;0;1;1;1;35.464;47.75;50.357;4;1;1;1;;;;;;10.258;10.258;11.976;1;0;15.244;15.244;17.96;1;1;40;2;19;2;17/11/2023 14:00
1119;261;57.053;71.58;72.507;4;1;1;1;1;38.35;51.677;52.601;3;0;1;1;;;;;;4.635;5.626;7.024;2;0;20.53;20.53;21.901;1;1;30;2;34;2;17/11/2023 14:01
1120;261;51.163;62.349;64.091;5;1;1;1;1;34.987;41.37;42.408;3;1;1;1;12.047;28.622;29.457;7;1;2.357;2.357;6.266;1;1;;;;;;50;1;20;1;17/11/2023 14:01
1121;261;5.102;60.283;61.521;6;1;1;1;1;7.358;66.454;71.794;8;1;0;1;;;;;;4.678;4.678;5.61;1;0;15.737;24.497;26.437;3;1;7;2;32;2;17/11/2023 14:01
1122;260;7.209;72.731;73.369;18;0;0;1;1;5.767;39.132;39.735;10;1;1;1;;;;;;11.142;11.142;12.164;1;0;12.304;33.688;34.996;10;1;50;2;29;2;17/11/2023 14:03
1123;260;2.777;73.872;74.201;21;0;1;0;1;3.812;60.015;61.578;16;1;0;0;6.132;8.598;9.025;2;0;9.258;9.258;9.601;1;1;;;;;;0;2;37;1;17/11/2023 14:06
1124;260;61.262;76.701;78.179;4;1;1;1;1;34.089;58.184;59.041;4;1;1;0;;;;;;6.571;6.571;7.387;1;1;25.474;25.474;33.113;1;1;50;2;42;2;17/11/2023 14:11
1125;259;2.039;65.211;66.57;8;1;1;1;1;1.87;40.605;42.355;5;1;1;1;1.669;28.715;32.662;3;1;3.184;3.184;4.337;1;0;;;;;;20;2;48;1;17/11/2023 14:14
1126;259;53.619;71.555;72.458;4;1;1;1;1;35.52;52.707;53.496;3;1;1;1;20.952;20.952;21.784;1;1;1.663;1.663;2.322;1;0;;;;;;50;2;35;1;17/11/2023 14:16
1127;259;36.882;58.318;59.294;5;1;1;1;1;40.62;67.992;69.034;4;0;1;1;38.394;38.394;43.421;1;1;3.339;3.339;4.745;1;0;;;;;;10;1;23;1;17/11/2023 14:16
1128;259;42.356;70.325;71.287;5;1;1;1;1;64.919;84.8;85.631;5;1;0;1;22.768;22.768;23.915;1;1;4.259;4.259;5.489;1;0;;;;;;50;2;38;1;17/11/2023 14:16
