PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcHelp;uncalcHelp;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;helpUncalc;noUncalc;helpCalc;noCalc;helpedHidB;noHelpdHidB;gender;age;Condition;RecordedDate
233;323;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;10;1;53;6;13/11/2023 18:50
234;379;1;1;0;1;1;1;1;;;1;;1;1;40;;;;;;;;;;;;;;2;60;4;13/11/2023 18:50
235;309;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;3;10;6;;;2;28;5;13/11/2023 18:50
236;331;1;1;1;0;0;0;1;;;1;;1;1;20;;;;;;;;;;;;;;2;34;4;13/11/2023 18:50
237;361;0;0;0;0;1;0;0;;;0;;1;1;19;;;;;;;;;;;;;;2;68;4;13/11/2023 18:50
238;294;1;1;0;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;1;40;3;13/11/2023 18:50
239;322;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;9;7;1;24;6;13/11/2023 18:51
240;593;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;63;3;13/11/2023 18:51
241;345;;;;;;;;;;;;;;;0;0;1;0;1;0;0;5;5;5;5;;;2;28;5;13/11/2023 18:51
242;317;;;;;;;;;;;;;;;0;1;1;0;1;1;1;7;7;8;7;;;2;28;5;13/11/2023 18:51
243;315;;;;;;;;;;;;;;;1;1;1;1;0;1;0;;;;;4;2;1;45;6;13/11/2023 18:51
244;505;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;0;6;2;;;2;42;5;13/11/2023 18:51
245;580;1;0;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;29;4;13/11/2023 18:51
246;545;1;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;28;3;13/11/2023 18:51
247;263;1;1;0;0;0;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;25;3;13/11/2023 18:51
248;656;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;13/11/2023 18:51
249;457;1;1;1;0;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;68;3;13/11/2023 18:51
250;275;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;1;25;6;13/11/2023 18:51
251;363;;;;;;;;;;;;;;;0;0;0;0;1;1;0;;;;;2;4;1;32;6;13/11/2023 18:51
252;270;;;;;;;;;;;;;;;1;1;1;0;1;0;0;10;0;10;0;;;1;55;5;13/11/2023 18:51
253;424;1;1;1;1;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;42;3;13/11/2023 18:51
254;123;;;;;;;;;;;;;;;1;0;0;1;0;0;1;2;3;3;2;;;1;32;5;13/11/2023 18:51
255;454;1;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;31;4;13/11/2023 18:51
256;221;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;38;4;13/11/2023 18:51
257;682;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;2;10;2;;;2;55;5;13/11/2023 18:51
258;513;1;1;1;0;1;1;1;1;1;0;;;;30;;;;;;;;;;;;;;1;41;3;13/11/2023 18:51
259;354;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;42;3;13/11/2023 18:51
260;742;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;10;2;49;6;13/11/2023 18:51
261;609;1;0;1;1;1;0;1;;;1;;0;1;50;;;;;;;;;;;;;;1;65;4;13/11/2023 18:51
262;1046;;;;;;;;;;;;;;;0;1;0;0;1;1;1;8;5;8;2;;;1;23;5;13/11/2023 18:51
263;279;;;;;;;;;;;;;;;1;1;1;0;0;1;1;10;0;5;0;;;1;44;5;13/11/2023 18:51
264;297;1;1;1;1;1;1;1;1;0;;1;;;40;;;;;;;;;;;;;;2;46;3;13/11/2023 18:51
265;225;;;;;;;;;;;;;;;1;0;1;0;0;0;1;10;0;10;0;;;1;43;5;13/11/2023 18:51
266;375;0;1;0;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;22;3;13/11/2023 18:51
267;245;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;6;0;1;21;6;13/11/2023 18:51
268;295;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;;;;2;2;2;56;6;13/11/2023 18:52
269;858;1;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;44;4;13/11/2023 18:52
270;266;;;;;;;;;;;;;;;0;1;0;0;0;1;1;;;;;0;2;2;59;6;13/11/2023 18:52
271;601;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;49;4;13/11/2023 18:52
272;458;;;;;;;;;;;;;;;0;1;1;1;1;1;0;;;;;10;0;1;45;6;13/11/2023 18:52
273;474;0;0;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;48;3;13/11/2023 18:52
274;357;;;;;;;;;;;;;;;1;1;0;1;1;1;1;10;10;10;10;;;1;42;5;13/11/2023 18:52
275;694;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;26;6;13/11/2023 18:52
276;741;1;1;1;0;0;1;1;0;1;1;;;;30;;;;;;;;;;;;;;2;48;3;13/11/2023 18:52
277;281;0;1;1;1;1;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;34;3;13/11/2023 18:52
278;621;;;;;;;;;;;;;;;1;1;1;1;0;1;0;3;4;3;3;;;1;49;5;13/11/2023 18:52
279;337;;;;;;;;;;;;;;;0;1;1;1;0;0;1;;;;;10;0;1;40;6;13/11/2023 18:52
280;486;0;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;27;4;13/11/2023 18:52
281;262;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;3;45;6;13/11/2023 18:52
282;709;0;1;1;1;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;41;4;13/11/2023 18:52
283;327;0;1;0;0;0;1;1;;;;0;1;0;20;;;;;;;;;;;;;;1;23;4;13/11/2023 18:52
284;293;1;0;0;0;1;1;1;;;0;;0;1;50;;;;;;;;;;;;;;1;47;4;13/11/2023 18:52
285;458;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;31;4;13/11/2023 18:52
286;340;;;;;;;;;;;;;;;0;1;1;1;1;1;0;10;10;10;10;;;2;21;5;13/11/2023 18:52
287;375;;;;;;;;;;;;;;;1;0;0;1;0;1;0;;;;;2;2;1;51;6;13/11/2023 18:52
288;365;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;0;;;1;59;5;13/11/2023 18:52
289;447;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;3;0;2;44;6;13/11/2023 18:52
290;342;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;10;10;2;51;6;13/11/2023 18:52
291;321;;;;;;;;;;;;;;;1;1;1;1;1;0;0;10;10;10;10;;;2;30;5;13/11/2023 18:53
292;481;1;1;1;1;1;1;1;;;;1;1;0;66;;;;;;;;;;;;;;1;64;4;13/11/2023 18:53
293;537;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;0;10;0;;;1;31;5;13/11/2023 18:53
294;287;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;2;57;5;13/11/2023 18:53
295;528;0;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;39;3;13/11/2023 18:53
296;265;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;8;0;2;28;6;13/11/2023 18:53
297;396;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;26;3;13/11/2023 18:53
298;399;0;0;1;0;1;1;1;;;1;;1;1;51;;;;;;;;;;;;;;1;62;4;13/11/2023 18:53
299;912;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;35;3;13/11/2023 18:53
300;493;;;;;;;;;;;;;;;1;1;1;1;0;0;0;5;5;5;5;;;2;46;5;13/11/2023 18:53
301;283;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;5;5;5;;;1;48;5;13/11/2023 18:53
302;257;1;1;1;1;1;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;19;3;13/11/2023 18:53
303;238;1;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;27;4;13/11/2023 18:53
304;737;1;1;0;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;69;4;13/11/2023 18:53
305;424;1;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;53;4;13/11/2023 18:53
306;486;1;1;0;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;52;3;13/11/2023 18:53
307;424;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;0;0;2;28;6;13/11/2023 18:53
308;331;0;1;1;0;0;1;1;1;1;1;;;;0;;;;;;;;;;;;;;1;29;3;13/11/2023 18:53
309;227;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;6;4;1;49;6;13/11/2023 18:53
310;582;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;41;3;13/11/2023 18:53
311;251;;;;;;;;;;;;;;;0;1;1;1;1;1;1;7;4;5;4;;;1;54;5;13/11/2023 18:53
312;385;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;0;1;21;6;13/11/2023 18:53
313;390;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;45;4;13/11/2023 18:54
314;468;;;;;;;;;;;;;;;0;1;1;1;1;0;1;10;0;10;10;;;1;45;5;13/11/2023 18:54
315;777;;;;;;;;;;;;;;;1;0;1;1;1;0;1;10;5;10;5;;;2;33;5;13/11/2023 18:54
316;463;1;1;1;1;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;21;4;13/11/2023 18:54
317;414;0;0;1;0;0;1;1;;;;0;1;0;30;;;;;;;;;;;;;;1;28;4;13/11/2023 18:54
318;238;;;;;;;;;;;;;;;1;1;1;0;1;0;1;;;;;10;10;1;27;6;13/11/2023 18:54
319;350;1;1;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;44;4;13/11/2023 18:54
320;426;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;42;4;13/11/2023 18:54
321;439;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;1;62;6;13/11/2023 18:54
322;592;1;1;1;1;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;55;3;13/11/2023 18:54
323;408;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;55;4;13/11/2023 18:54
324;304;1;0;1;0;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;2;31;4;13/11/2023 18:54
325;592;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;2;22;6;13/11/2023 18:54
326;315;0;0;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;36;4;13/11/2023 18:54
327;736;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;10;10;5;;;2;41;5;13/11/2023 18:54
328;399;0;0;1;0;1;1;1;1;0;;1;;;20;;;;;;;;;;;;;;2;68;3;13/11/2023 18:54
329;836;;;;;;;;;;;;;;;1;0;1;1;1;1;0;2;0;2;0;;;2;46;5;13/11/2023 18:54
330;568;;;;;;;;;;;;;;;0;1;1;1;0;0;1;;;;;0;0;1;44;6;13/11/2023 18:54
331;422;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;58;3;13/11/2023 18:54
332;474;0;1;1;0;1;1;1;1;0;;1;;;30;;;;;;;;;;;;;;1;35;3;13/11/2023 18:54
333;364;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;51;3;13/11/2023 18:54
334;478;1;1;1;1;1;1;0;;;1;;1;1;50;;;;;;;;;;;;;;2;44;4;13/11/2023 18:54
335;561;;;;;;;;;;;;;;;0;0;0;0;1;1;0;2;0;2;2;;;1;47;5;13/11/2023 18:54
336;383;0;1;0;1;0;0;1;0;1;1;;;;100;;;;;;;;;;;;;;2;38;3;13/11/2023 18:54
337;319;0;0;1;1;1;1;1;;;1;;1;1;10;;;;;;;;;;;;;;2;34;4;13/11/2023 18:54
338;353;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;10;10;5;;;1;32;5;13/11/2023 18:54
339;413;1;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;30;3;13/11/2023 18:55
340;449;;;;;;;;;;;;;;;1;1;1;0;1;1;1;8;0;6;0;;;1;53;5;13/11/2023 18:55
341;522;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;51;6;13/11/2023 18:55
342;385;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;53;3;13/11/2023 18:55
343;290;;;;;;;;;;;;;;;0;1;0;0;0;0;1;;;;;5;5;2;41;6;13/11/2023 18:55
344;360;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;5;1;44;6;13/11/2023 18:55
345;632;;;;;;;;;;;;;;;0;0;1;1;1;1;1;8;0;6;2;;;2;43;5;13/11/2023 18:55
346;370;1;1;1;0;1;1;1;;;;0;1;0;10;;;;;;;;;;;;;;1;61;4;13/11/2023 18:55
347;318;1;1;1;0;0;1;1;;;;0;1;0;0;;;;;;;;;;;;;;1;28;4;13/11/2023 18:55
348;569;0;1;1;1;0;0;1;1;1;1;;;;15;;;;;;;;;;;;;;2;35;3;13/11/2023 18:55
349;410;;;;;;;;;;;;;;;1;0;1;1;0;1;1;10;0;5;0;;;2;37;5;13/11/2023 18:55
350;513;;;;;;;;;;;;;;;0;0;1;1;1;1;0;0;0;1;0;;;2;41;5;13/11/2023 18:55
351;346;;;;;;;;;;;;;;;1;0;1;1;0;1;1;10;10;10;2;;;1;34;5;13/11/2023 18:55
352;635;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;4;3;1;46;6;13/11/2023 18:55
353;378;;;;;;;;;;;;;;;1;1;1;0;1;1;1;10;5;8;8;;;1;38;5;13/11/2023 18:55
354;185;0;1;1;0;0;1;1;0;1;1;;;;30;;;;;;;;;;;;;;2;22;3;13/11/2023 18:55
355;388;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;65;4;13/11/2023 18:55
356;559;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;40;3;13/11/2023 18:55
357;254;0;1;1;0;1;0;1;;;;1;1;0;50;;;;;;;;;;;;;;2;43;4;13/11/2023 18:55
358;278;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;5;0;2;34;6;13/11/2023 18:55
359;326;;;;;;;;;;;;;;;0;0;1;0;0;1;0;;;;;10;1;2;26;6;13/11/2023 18:55
360;525;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;45;3;13/11/2023 18:55
361;338;1;1;1;1;1;1;1;;;1;;1;1;25;;;;;;;;;;;;;;1;38;4;13/11/2023 18:55
362;338;1;1;1;1;1;1;1;1;1;1;;;;30;;;;;;;;;;;;;;1;26;3;13/11/2023 18:55
363;404;;;;;;;;;;;;;;;0;0;0;0;1;1;1;;;;;10;8;2;37;6;13/11/2023 18:55
364;494;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;4;0;2;50;6;13/11/2023 18:56
365;437;0;0;1;0;0;1;1;0;0;;0;;;0;;;;;;;;;;;;;;1;27;3;13/11/2023 18:56
366;434;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;0;0;1;50;6;13/11/2023 18:56
367;350;1;1;1;0;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;41;4;13/11/2023 18:56
368;360;;;;;;;;;;;;;;;0;0;1;1;1;0;0;10;10;10;10;;;2;39;5;13/11/2023 18:56
369;865;;;;;;;;;;;;;;;1;1;1;1;0;1;1;10;10;10;0;;;1;28;5;13/11/2023 18:56
370;309;;;;;;;;;;;;;;;1;1;0;1;1;1;0;;;;;1;1;1;26;6;13/11/2023 18:56
371;293;;;;;;;;;;;;;;;1;1;1;0;1;0;1;10;2;10;2;;;1;20;5;13/11/2023 18:56
372;415;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;0;0;1;61;6;13/11/2023 18:56
373;783;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;2;29;6;13/11/2023 18:56
374;623;;;;;;;;;;;;;;;0;0;0;0;1;0;0;3;3;3;10;;;2;45;5;13/11/2023 18:56
375;331;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;21;3;13/11/2023 18:56
376;1482;;;;;;;;;;;;;;;1;1;1;0;1;0;1;5;7;5;5;;;2;55;5;13/11/2023 18:56
377;354;0;0;1;0;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;48;4;13/11/2023 18:56
378;401;0;0;1;1;0;0;1;0;1;1;;;;60;;;;;;;;;;;;;;2;37;3;13/11/2023 18:56
379;400;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;3;30;4;13/11/2023 18:56
380;200;0;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;50;4;13/11/2023 18:56
381;322;0;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;37;3;13/11/2023 18:56
382;346;;;;;;;;;;;;;;;0;1;0;1;0;1;0;5;5;5;5;;;2;56;5;13/11/2023 18:56
383;559;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;3;3;1;25;6;13/11/2023 18:56
384;416;;;;;;;;;;;;;;;0;1;1;0;1;0;1;8;5;8;8;;;2;43;5;13/11/2023 18:56
385;314;;;;;;;;;;;;;;;0;1;1;0;1;0;1;;;;;10;10;2;31;6;13/11/2023 18:56
386;735;0;0;1;1;0;1;1;;;1;;1;1;45;;;;;;;;;;;;;;1;25;4;13/11/2023 18:56
387;438;1;1;1;1;1;1;1;1;1;1;;;;33;;;;;;;;;;;;;;1;20;3;13/11/2023 18:56
388;387;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;1;2;40;6;13/11/2023 18:56
389;410;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;51;4;13/11/2023 18:56
390;338;1;1;1;0;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;13/11/2023 18:56
391;576;0;1;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;55;4;13/11/2023 18:56
392;350;;;;;;;;;;;;;;;0;1;1;0;1;1;1;4;10;10;10;;;1;32;5;13/11/2023 18:56
393;367;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;32;3;13/11/2023 18:56
394;401;0;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;60;3;13/11/2023 18:56
395;534;1;1;1;1;1;1;1;1;0;;1;;;49;;;;;;;;;;;;;;2;45;3;13/11/2023 18:56
396;384;0;1;0;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;31;4;13/11/2023 18:57
397;883;0;0;1;0;1;0;1;;;1;;0;1;20;;;;;;;;;;;;;;2;61;4;13/11/2023 18:57
398;389;1;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;64;3;13/11/2023 18:57
399;638;0;0;1;0;1;1;1;;;1;;0;1;50;;;;;;;;;;;;;;1;26;4;13/11/2023 18:57
400;830;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;1;48;3;13/11/2023 18:57
401;551;;;;;;;;;;;;;;;0;1;1;1;0;0;1;10;10;10;10;;;1;28;5;13/11/2023 18:57
402;446;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;6;1;65;6;13/11/2023 18:57
403;370;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;6;0;2;32;6;13/11/2023 18:57
404;451;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;28;4;13/11/2023 18:57
405;397;;;;;;;;;;;;;;;1;1;1;1;1;1;0;;;;;10;0;1;33;6;13/11/2023 18:57
406;347;;;;;;;;;;;;;;;0;0;0;1;1;0;0;5;5;10;0;;;1;48;5;13/11/2023 18:57
407;347;0;1;1;0;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;35;3;13/11/2023 18:57
408;451;0;1;1;1;1;1;1;0;1;0;;;;10;;;;;;;;;;;;;;1;62;3;13/11/2023 18:57
409;358;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;58;3;13/11/2023 18:57
410;534;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;5;5;;;1;31;5;13/11/2023 18:57
411;524;0;0;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;2;64;4;13/11/2023 18:58
412;511;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;3;2;2;56;6;13/11/2023 18:58
413;470;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;10;0;;;1;66;5;13/11/2023 18:58
414;252;1;1;1;0;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;42;4;13/11/2023 18:58
415;642;;;;;;;;;;;;;;;0;1;1;0;0;1;1;4;5;4;4;;;2;49;5;13/11/2023 18:58
416;201;1;1;1;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;28;4;13/11/2023 18:58
417;391;;;;;;;;;;;;;;;1;0;1;0;1;0;1;5;0;3;0;;;1;29;5;13/11/2023 18:58
418;667;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;29;4;13/11/2023 18:58
419;477;;;;;;;;;;;;;;;0;1;1;1;0;1;0;;;;;10;10;2;39;6;13/11/2023 18:58
420;440;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;42;3;13/11/2023 18:58
421;482;0;1;1;0;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;27;3;13/11/2023 18:58
422;410;0;1;1;0;0;1;0;1;1;1;;;;50;;;;;;;;;;;;;;1;41;3;13/11/2023 18:58
423;464;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;0;1;33;6;13/11/2023 18:58
424;378;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;5;1;39;6;13/11/2023 18:58
425;501;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;5;5;0;;;1;60;5;13/11/2023 18:58
426;676;0;0;0;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;32;3;13/11/2023 18:58
427;395;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;24;3;13/11/2023 18:58
428;514;0;1;1;1;1;0;1;;;1;;1;1;50;;;;;;;;;;;;;;3;30;4;13/11/2023 18:58
429;302;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;10;2;2;59;6;13/11/2023 18:58
430;414;0;0;1;0;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;38;4;13/11/2023 18:58
431;444;0;1;0;1;1;1;1;;;1;;1;1;38;;;;;;;;;;;;;;1;35;4;13/11/2023 18:58
432;410;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;5;0;2;34;6;13/11/2023 18:58
433;430;;;;;;;;;;;;;;;0;0;1;1;0;1;1;;;;;2;0;2;35;6;13/11/2023 18:58
434;389;0;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;20;4;13/11/2023 18:58
435;324;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;32;4;13/11/2023 18:58
436;424;;;;;;;;;;;;;;;0;0;1;0;0;1;1;2;0;5;0;;;2;60;5;13/11/2023 18:58
437;765;0;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;13/11/2023 18:59
438;513;;;;;;;;;;;;;;;1;1;1;1;1;0;0;;;;;0;0;2;53;6;13/11/2023 18:59
439;712;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;37;3;13/11/2023 18:59
440;423;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;27;3;13/11/2023 18:59
441;851;;;;;;;;;;;;;;;1;1;1;1;0;1;1;5;0;5;0;;;2;37;5;13/11/2023 18:59
442;648;;;;;;;;;;;;;;;1;1;1;0;1;1;0;2;4;0;2;;;2;64;5;13/11/2023 18:59
443;335;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;22;4;13/11/2023 18:59
444;856;0;0;1;1;1;1;1;1;1;0;;;;25;;;;;;;;;;;;;;2;64;3;13/11/2023 18:59
445;298;0;1;1;0;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;55;3;13/11/2023 18:59
446;468;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;2;36;4;13/11/2023 18:59
447;288;;;;;;;;;;;;;;;0;0;1;1;0;0;1;0;0;0;0;;;2;33;5;13/11/2023 18:59
448;403;;;;;;;;;;;;;;;1;1;1;1;1;1;1;6;0;10;0;;;1;30;5;13/11/2023 18:59
449;414;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;52;3;13/11/2023 18:59
450;177;;;;;;;;;;;;;;;0;0;1;0;1;0;0;0;0;0;0;;;1;37;5;13/11/2023 18:59
451;403;1;0;1;1;1;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;60;3;13/11/2023 18:59
452;367;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;;;;1;0;1;31;6;13/11/2023 18:59
453;930;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;2;33;5;13/11/2023 18:59
454;707;;;;;;;;;;;;;;;0;0;0;1;0;0;1;;;;;2;0;1;32;6;13/11/2023 18:59
455;452;1;1;1;1;1;1;1;0;0;;1;;;50;;;;;;;;;;;;;;2;59;3;13/11/2023 18:59
456;372;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;4;2;1;29;6;13/11/2023 18:59
457;695;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;36;4;13/11/2023 18:59
458;285;0;0;0;0;0;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;66;4;13/11/2023 18:59
459;210;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;37;4;13/11/2023 18:59
460;371;0;1;0;1;1;1;1;;;;1;1;0;0;;;;;;;;;;;;;;1;33;4;13/11/2023 18:59
461;262;0;1;1;0;1;1;1;1;0;;1;;;0;;;;;;;;;;;;;;2;20;3;13/11/2023 18:59
462;227;1;0;1;0;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;53;4;13/11/2023 18:59
463;525;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;0;1;44;6;13/11/2023 18:59
464;692;;;;;;;;;;;;;;;0;1;0;0;1;1;0;;;;;10;10;2;70;6;13/11/2023 18:59
465;476;;;;;;;;;;;;;;;0;0;1;1;1;1;0;;;;;5;5;1;34;6;13/11/2023 19:00
466;376;1;1;1;0;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;69;3;13/11/2023 19:00
467;509;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;26;6;13/11/2023 19:00
