PID;Duration;A1comp1;A1comp2;A1comp3;A1comp4;A2comp1;A2comp2;A2comp3;A2comp4OB;checkObs;calcPun;uncalcPun;A2comp4HID;checkHid;return;G1Bcomp1;G1Bcomp2;G1Bcomp3;G1Bcomp4;G2Bcomp1;G2Bcomp2;G2Bcomp3;punUncalc;noUncalc;punCalc;noCalc;punHid;noPunHid;gender;age;Condition;RecordedDate
1310;396;;;;;;;;;;;;;;;1;0;1;1;1;0;1;8;3;8;3;;;2;53;5;15/11/2023 13:14
1311;400;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;37;6;15/11/2023 13:14
1312;494;0;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;40;3;15/11/2023 13:15
1313;474;1;0;0;0;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;2;47;3;15/11/2023 13:15
1314;355;0;0;1;1;1;0;1;1;0;;1;;;25;;;;;;;;;;;;;;1;32;3;15/11/2023 13:16
1315;483;1;0;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;36;4;15/11/2023 13:17
1316;459;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;10;10;;;2;41;5;15/11/2023 13:17
1317;286;1;1;1;1;1;1;1;0;0;;0;;;45;;;;;;;;;;;;;;1;33;3;15/11/2023 13:18
1318;352;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;2;0;1;37;6;15/11/2023 13:18
1319;457;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;0;0;0;;;1;32;5;15/11/2023 13:18
1320;318;0;0;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;37;4;15/11/2023 13:19
1321;421;0;1;1;0;1;1;0;;;;0;1;0;100;;;;;;;;;;;;;;3;44;4;15/11/2023 13:19
1322;1140;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;5;5;2;36;6;15/11/2023 13:19
1323;493;;;;;;;;;;;;;;;0;0;1;1;1;0;0;10;10;10;10;;;2;33;5;15/11/2023 13:19
1324;177;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;10;5;2;45;6;15/11/2023 13:19
1325;747;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;1;2;30;6;15/11/2023 13:20
1326;324;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;1;24;4;15/11/2023 13:21
1327;210;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;2;4;2;27;6;15/11/2023 13:21
1328;423;0;0;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;61;3;15/11/2023 13:21
1329;386;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;3;0;0;;;2;21;5;15/11/2023 13:21
1330;523;0;0;1;1;1;1;1;;;0;;1;1;49;;;;;;;;;;;;;;2;50;4;15/11/2023 13:21
1331;214;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;39;3;15/11/2023 13:21
1332;252;;;;;;;;;;;;;;;0;0;0;1;1;0;1;5;2;8;5;;;1;32;5;15/11/2023 13:22
1333;324;0;0;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;46;4;15/11/2023 13:22
1334;325;0;0;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;4;47;4;15/11/2023 13:22
1335;334;1;1;1;1;1;1;1;1;1;1;;;;40;;;;;;;;;;;;;;1;20;3;15/11/2023 13:22
1336;258;1;1;1;0;0;1;1;;;;0;0;0;50;;;;;;;;;;;;;;1;28;4;15/11/2023 13:22
1337;233;;;;;;;;;;;;;;;1;1;1;0;0;1;1;;;;;0;5;2;19;6;15/11/2023 13:22
1338;552;;;;;;;;;;;;;;;0;0;1;0;1;1;1;6;0;10;8;;;2;29;5;15/11/2023 13:22
1339;546;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;10;1;40;6;15/11/2023 13:22
1340;536;1;0;1;1;1;1;1;0;1;0;;;;0;;;;;;;;;;;;;;2;64;3;15/11/2023 13:23
1341;310;;;;;;;;;;;;;;;0;1;1;1;1;1;1;0;0;0;0;;;2;32;5;15/11/2023 13:23
1342;492;;;;;;;;;;;;;;;0;1;1;1;1;1;0;3;5;2;5;;;2;64;5;15/11/2023 13:23
1343;434;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;5;5;1;22;6;15/11/2023 13:23
1344;312;0;1;1;1;0;1;1;;;0;;0;1;0;;;;;;;;;;;;;;1;45;4;15/11/2023 13:24
1345;857;1;1;1;0;1;1;1;1;0;;0;;;30;;;;;;;;;;;;;;1;60;3;15/11/2023 13:24
1346;243;;;;;;;;;;;;;;;1;1;1;1;0;0;1;;;;;10;1;2;33;6;15/11/2023 13:24
1347;367;1;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;52;3;15/11/2023 13:25
1348;508;1;1;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;52;4;15/11/2023 13:25
1349;295;1;1;1;1;0;1;1;;;0;;1;1;10;;;;;;;;;;;;;;2;26;4;15/11/2023 13:25
1350;340;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;2;30;5;15/11/2023 13:25
1351;637;0;1;0;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;52;3;15/11/2023 13:25
1352;297;0;0;1;1;1;1;1;;;1;;1;1;30;;;;;;;;;;;;;;2;35;4;15/11/2023 13:26
1353;416;;;;;;;;;;;;;;;1;0;1;1;1;0;1;;;;;5;5;2;61;6;15/11/2023 13:26
1354;405;;;;;;;;;;;;;;;0;0;1;0;1;0;0;5;5;5;5;;;1;66;5;15/11/2023 13:26
1355;444;0;0;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;53;3;15/11/2023 13:26
1356;639;;;;;;;;;;;;;;;0;1;1;1;1;1;1;1;5;1;5;;;2;59;5;15/11/2023 13:27
1357;372;1;1;1;1;1;0;0;;;;0;1;0;10;;;;;;;;;;;;;;1;25;4;15/11/2023 13:27
1358;289;1;1;1;1;0;1;1;;;;0;1;0;16;;;;;;;;;;;;;;2;31;4;15/11/2023 13:28
1359;374;0;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;39;3;15/11/2023 13:28
1360;1344;1;1;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;36;3;15/11/2023 13:28
1361;718;;;;;;;;;;;;;;;0;0;1;1;0;0;0;;;;;5;0;2;48;6;15/11/2023 13:29
1362;567;;;;;;;;;;;;;;;0;1;1;1;1;0;1;4;4;5;2;;;2;44;5;15/11/2023 13:29
1363;427;1;1;1;1;1;1;1;1;1;0;;;;0;;;;;;;;;;;;;;1;39;3;15/11/2023 13:29
1364;389;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;44;6;15/11/2023 13:29
1365;449;;;;;;;;;;;;;;;1;0;1;1;0;1;1;;;;;5;5;1;79;6;15/11/2023 13:29
1366;574;;;;;;;;;;;;;;;1;1;0;1;0;0;1;;;;;10;8;2;44;6;15/11/2023 13:30
1367;754;1;1;1;1;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;27;4;15/11/2023 13:30
1368;590;;;;;;;;;;;;;;;0;0;1;1;1;0;1;7;0;3;0;;;1;69;5;15/11/2023 13:30
1369;392;;;;;;;;;;;;;;;0;1;1;1;1;1;1;4;0;4;0;;;1;39;5;15/11/2023 13:31
1370;370;1;1;1;1;1;1;1;0;0;;0;;;50;;;;;;;;;;;;;;1;57;3;15/11/2023 13:31
1371;143;1;1;1;1;0;0;1;;;0;;0;1;21;;;;;;;;;;;;;;1;46;4;15/11/2023 13:31
1372;517;0;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;54;3;15/11/2023 13:32
1373;303;0;1;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;48;3;15/11/2023 13:32
1374;307;1;1;1;1;1;1;1;;;0;;1;1;60;;;;;;;;;;;;;;2;23;4;15/11/2023 13:32
1375;598;1;1;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;26;3;15/11/2023 13:32
1376;221;;;;;;;;;;;;;;;0;0;1;0;1;0;1;0;0;0;0;;;2;28;5;15/11/2023 13:33
1377;204;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;2;6;2;45;6;15/11/2023 13:33
1378;543;1;1;1;1;0;1;1;;;;0;0;0;1;;;;;;;;;;;;;;2;56;4;15/11/2023 13:33
1379;399;;;;;;;;;;;;;;;1;1;1;0;1;1;0;;;;;2;0;2;49;6;15/11/2023 13:33
1380;437;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;5;3;5;;;2;44;5;15/11/2023 13:34
1381;442;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;10;2;25;6;15/11/2023 13:34
1382;689;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;0;5;5;;;1;39;5;15/11/2023 13:34
1383;445;1;0;1;0;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;59;4;15/11/2023 13:35
1384;476;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;10;0;2;42;6;15/11/2023 13:36
1385;322;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;2;1;38;6;15/11/2023 13:36
1386;419;0;1;1;1;1;1;1;1;0;;0;;;41;;;;;;;;;;;;;;2;45;3;15/11/2023 13:37
1387;520;;;;;;;;;;;;;;;0;0;1;1;1;1;1;5;3;5;4;;;2;46;5;15/11/2023 13:37
1388;306;;;;;;;;;;;;;;;0;0;1;0;1;1;1;;;;;4;6;2;49;6;15/11/2023 13:37
1389;308;0;0;0;0;0;0;1;0;0;;0;;;50;;;;;;;;;;;;;;2;67;3;15/11/2023 13:37
1390;417;1;1;1;1;1;1;1;;;1;;1;1;0;;;;;;;;;;;;;;1;34;4;15/11/2023 13:37
1391;390;0;0;1;0;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;2;23;3;15/11/2023 13:37
1392;510;0;0;1;1;0;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;45;4;15/11/2023 13:37
1393;469;;;;;;;;;;;;;;;1;1;1;1;1;0;1;0;0;0;0;;;2;58;5;15/11/2023 13:38
1394;491;0;1;0;0;1;1;1;;;;1;1;0;20;;;;;;;;;;;;;;2;68;4;15/11/2023 13:39
1395;1187;;;;;;;;;;;;;;;0;0;1;1;1;0;1;2;5;3;3;;;2;73;5;15/11/2023 13:40
1396;800;0;1;1;1;1;1;1;1;0;;0;;;36;;;;;;;;;;;;;;1;69;3;15/11/2023 13:40
1397;436;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;5;1;44;6;15/11/2023 13:41
1398;401;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;29;4;15/11/2023 13:41
1399;409;1;1;0;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;39;3;15/11/2023 13:41
1400;496;;;;;;;;;;;;;;;1;1;1;1;1;1;1;5;5;5;5;;;2;23;5;15/11/2023 13:42
1401;250;1;0;1;0;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;32;4;15/11/2023 13:42
1402;647;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;32;6;15/11/2023 13:42
1403;378;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;5;;;1;32;5;15/11/2023 13:42
1404;370;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;0;10;0;;;2;39;5;15/11/2023 13:42
1405;733;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;10;1;29;6;15/11/2023 13:43
1406;204;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;5;5;2;21;6;15/11/2023 13:43
1407;440;;;;;;;;;;;;;;;1;1;1;1;0;1;1;5;10;5;8;;;1;46;5;15/11/2023 13:43
1408;359;0;1;1;1;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;58;4;15/11/2023 13:44
1409;588;0;0;1;0;1;0;1;0;1;0;;;;10;;;;;;;;;;;;;;2;34;3;15/11/2023 13:44
1410;135;1;0;0;0;1;0;0;;;;0;0;0;100;;;;;;;;;;;;;;1;33;4;15/11/2023 13:44
1411;513;;;;;;;;;;;;;;;0;0;1;0;1;0;1;2;4;0;10;;;2;40;5;15/11/2023 13:45
1412;485;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;7;3;2;33;6;15/11/2023 13:45
1413;327;0;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;35;3;15/11/2023 13:45
1414;473;1;1;1;1;1;1;1;0;0;;1;;;50;;;;;;;;;;;;;;1;40;3;15/11/2023 13:46
1415;289;1;1;1;1;0;1;1;1;0;;0;;;0;;;;;;;;;;;;;;1;36;3;15/11/2023 13:47
1416;453;;;;;;;;;;;;;;;0;0;1;1;1;1;0;10;0;10;0;;;2;41;5;15/11/2023 13:47
1417;642;0;1;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;2;76;4;15/11/2023 13:48
1418;201;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;0;1;32;6;15/11/2023 13:48
1419;1010;0;1;1;1;1;1;1;1;0;;0;;;20;;;;;;;;;;;;;;2;23;3;15/11/2023 13:48
1420;361;1;1;1;1;1;1;1;;;0;;0;1;50;;;;;;;;;;;;;;1;32;4;15/11/2023 13:48
1421;596;;;;;;;;;;;;;;;1;0;1;1;1;1;1;;;;;1;2;2;51;6;15/11/2023 13:48
1422;331;;;;;;;;;;;;;;;0;0;1;1;0;1;0;10;10;10;10;;;2;25;5;15/11/2023 13:49
1423;460;1;1;1;1;1;1;1;;;;0;0;0;50;;;;;;;;;;;;;;1;39;4;15/11/2023 13:50
1424;255;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;1;21;4;15/11/2023 13:50
1425;228;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;0;2;1;25;6;15/11/2023 13:50
1426;467;;;;;;;;;;;;;;;0;1;1;1;1;1;1;10;10;10;10;;;2;31;5;15/11/2023 13:50
1427;806;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;4;8;2;46;6;15/11/2023 13:51
1428;327;;;;;;;;;;;;;;;0;0;1;1;1;0;0;5;5;5;5;;;2;43;5;15/11/2023 13:51
1429;378;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;35;3;15/11/2023 13:51
1430;905;0;0;1;1;1;0;1;1;1;0;;;;0;;;;;;;;;;;;;;2;61;3;15/11/2023 13:51
1431;773;;;;;;;;;;;;;;;0;1;1;1;0;1;1;5;10;6;10;;;2;42;5;15/11/2023 13:52
1432;452;0;1;1;1;1;0;1;1;0;;0;;;50;;;;;;;;;;;;;;2;40;3;15/11/2023 13:52
1433;530;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;0;0;1;35;6;15/11/2023 13:52
1434;385;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;25;4;15/11/2023 13:52
1435;319;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;10;10;2;36;6;15/11/2023 13:52
1436;249;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;10;2;42;6;15/11/2023 13:52
1437;491;0;1;1;1;0;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;36;4;15/11/2023 13:53
1438;253;;;;;;;;;;;;;;;1;0;1;0;1;1;1;2;5;2;5;;;2;45;5;15/11/2023 13:53
1439;187;0;1;0;0;0;1;0;;;0;;1;1;51;;;;;;;;;;;;;;1;70;4;15/11/2023 13:53
1440;727;0;1;1;0;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;1;67;3;15/11/2023 13:53
1441;375;1;0;0;0;1;1;1;1;1;0;;;;8;;;;;;;;;;;;;;1;50;3;15/11/2023 13:53
1442;217;;;;;;;;;;;;;;;1;1;1;0;0;0;0;10;0;4;0;;;2;27;5;15/11/2023 13:53
1443;334;0;1;1;1;1;0;1;1;1;0;;;;30;;;;;;;;;;;;;;2;30;3;15/11/2023 13:53
1444;277;;;;;;;;;;;;;;;0;1;1;0;0;1;1;;;;;5;10;1;43;6;15/11/2023 13:54
1445;664;;;;;;;;;;;;;;;0;0;1;1;1;0;1;5;5;0;0;;;2;29;5;15/11/2023 13:54
1446;332;0;0;1;0;1;0;1;;;0;;0;1;75;;;;;;;;;;;;;;2;30;4;15/11/2023 13:54
1447;363;;;;;;;;;;;;;;;1;1;1;0;1;1;1;;;;;10;10;2;55;6;15/11/2023 13:54
1448;424;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;0;0;1;42;6;15/11/2023 13:54
1449;563;;;;;;;;;;;;;;;0;1;1;1;0;0;0;5;5;5;5;;;2;47;5;15/11/2023 13:54
1450;533;0;1;1;1;0;0;0;1;1;1;;;;50;;;;;;;;;;;;;;1;32;3;15/11/2023 13:54
1451;518;1;1;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;29;4;15/11/2023 13:55
1452;292;0;0;1;1;1;1;1;;;;0;1;0;25;;;;;;;;;;;;;;2;25;4;15/11/2023 13:55
1453;73;;;;;;;;;;;;;;;1;0;0;1;0;0;0;;;;;6;6;1;23;6;15/11/2023 13:55
1454;282;1;1;1;1;1;1;1;1;0;;1;;;60;;;;;;;;;;;;;;1;25;3;15/11/2023 13:56
1455;522;0;1;1;1;1;0;1;1;1;1;;;;50;;;;;;;;;;;;;;1;61;3;15/11/2023 13:56
1456;399;;;;;;;;;;;;;;;1;1;1;1;1;0;1;;;;;10;0;1;34;6;15/11/2023 13:56
1457;651;1;1;1;1;0;1;1;;;;1;1;0;50;;;;;;;;;;;;;;2;44;4;15/11/2023 13:56
1458;326;0;1;1;1;1;1;1;;;1;;1;1;20;;;;;;;;;;;;;;2;19;4;15/11/2023 13:57
1459;371;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;7;5;;;2;30;5;15/11/2023 13:57
1460;612;;;;;;;;;;;;;;;1;1;1;1;1;1;0;10;10;10;10;;;1;27;5;15/11/2023 13:57
1461;258;0;0;0;0;1;0;1;1;1;0;;;;50;;;;;;;;;;;;;;2;22;3;15/11/2023 13:58
1462;322;;;;;;;;;;;;;;;0;0;1;0;1;0;1;;;;;0;0;1;31;6;15/11/2023 13:58
1463;613;1;0;1;1;0;1;1;1;1;0;;;;50;;;;;;;;;;;;;;2;51;3;15/11/2023 13:58
1464;350;0;0;1;0;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;1;63;4;15/11/2023 13:58
1465;219;0;0;1;1;1;0;1;;;0;;1;1;50;;;;;;;;;;;;;;2;32;4;15/11/2023 13:58
1466;1059;1;1;1;0;1;1;1;0;0;;0;;;50;;;;;;;;;;;;;;1;32;3;15/11/2023 13:59
1467;410;1;1;1;1;1;1;1;1;0;;1;;;50;;;;;;;;;;;;;;2;42;3;15/11/2023 14:00
1468;650;1;1;1;1;1;0;1;;;;0;1;0;50;;;;;;;;;;;;;;1;35;4;15/11/2023 14:00
1469;522;0;1;1;1;0;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;29;3;15/11/2023 14:00
1470;551;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;0;10;2;;;2;52;5;15/11/2023 14:00
1471;215;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;2;49;4;15/11/2023 14:01
1472;471;;;;;;;;;;;;;;;0;0;1;1;1;1;0;0;0;0;0;;;2;24;5;15/11/2023 14:01
1473;263;;;;;;;;;;;;;;;1;0;1;0;1;1;1;;;;;10;10;1;45;6;15/11/2023 14:01
1474;190;1;1;1;1;1;1;1;;;0;;1;1;0;;;;;;;;;;;;;;1;39;4;15/11/2023 14:02
1475;427;;;;;;;;;;;;;;;0;1;0;0;1;1;0;5;5;5;5;;;2;48;5;15/11/2023 14:02
1476;379;1;1;1;1;0;1;1;0;1;1;;;;50;;;;;;;;;;;;;;2;45;3;15/11/2023 14:02
1477;1674;;;;;;;;;;;;;;;1;0;1;0;1;1;1;6;2;6;4;;;2;44;5;15/11/2023 14:03
1478;583;1;1;1;1;1;1;1;;;0;;1;1;1;;;;;;;;;;;;;;2;49;4;15/11/2023 14:03
1479;756;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;10;10;1;54;6;15/11/2023 14:03
1480;264;1;1;0;1;0;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;41;3;15/11/2023 14:03
1481;380;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;10;4;4;;;1;31;5;15/11/2023 14:03
1482;332;;;;;;;;;;;;;;;1;1;0;0;0;1;1;10;10;10;10;;;2;30;5;15/11/2023 14:04
1483;439;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;0;10;2;42;6;15/11/2023 14:04
1484;831;;;;;;;;;;;;;;;1;0;0;1;1;1;0;8;5;5;10;;;2;63;5;15/11/2023 14:05
1485;622;1;1;1;0;0;1;1;;;0;;1;1;3;;;;;;;;;;;;;;2;24;4;15/11/2023 14:05
1486;676;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;0;5;1;32;6;15/11/2023 14:05
1487;954;;;;;;;;;;;;;;;1;1;1;1;1;0;1;6;0;6;0;;;2;25;5;15/11/2023 14:06
1488;384;;;;;;;;;;;;;;;1;0;1;0;0;1;1;2;4;2;5;;;1;47;5;15/11/2023 14:07
1489;258;0;0;1;0;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;1;58;3;15/11/2023 14:07
1490;328;;;;;;;;;;;;;;;1;1;0;1;1;0;1;;;;;0;4;2;29;6;15/11/2023 14:07
1491;392;0;0;1;1;1;1;1;1;1;0;;;;30;;;;;;;;;;;;;;2;25;3;15/11/2023 14:07
1492;382;1;1;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;42;4;15/11/2023 14:07
1493;430;;;;;;;;;;;;;;;0;1;1;1;1;0;1;;;;;0;0;1;51;6;15/11/2023 14:07
1494;261;;;;;;;;;;;;;;;1;1;1;1;0;0;0;4;4;5;5;;;1;41;5;15/11/2023 14:07
1495;684;0;0;1;1;1;1;1;1;1;1;;;;70;;;;;;;;;;;;;;2;27;3;15/11/2023 14:08
1496;670;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;10;2;21;6;15/11/2023 14:08
1497;584;0;0;1;1;0;1;0;;;1;;1;1;49;;;;;;;;;;;;;;2;49;4;15/11/2023 14:09
1498;257;1;1;1;0;1;1;1;;;0;;1;1;33;;;;;;;;;;;;;;1;29;4;15/11/2023 14:09
1499;442;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;1;41;6;15/11/2023 14:09
1500;318;;;;;;;;;;;;;;;1;1;1;1;0;0;1;10;0;10;6;;;2;35;5;15/11/2023 14:09
1501;405;0;0;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;21;3;15/11/2023 14:09
1502;713;0;0;1;1;0;1;1;;;1;;1;1;100;;;;;;;;;;;;;;1;40;4;15/11/2023 14:09
1503;379;1;0;1;0;1;0;0;0;1;0;;;;50;;;;;;;;;;;;;;2;44;3;15/11/2023 14:09
1504;423;;;;;;;;;;;;;;;0;0;1;1;1;0;1;1;5;2;4;;;2;61;5;15/11/2023 14:10
1505;375;;;;;;;;;;;;;;;0;1;1;1;0;1;1;;;;;8;4;2;27;6;15/11/2023 14:11
1506;918;;;;;;;;;;;;;;;1;1;1;1;0;1;1;;;;;10;10;2;29;6;15/11/2023 14:11
1507;649;;;;;;;;;;;;;;;1;1;1;1;1;1;1;10;10;10;10;;;1;24;5;15/11/2023 14:11
1508;122;;;;;;;;;;;;;;;1;1;1;1;1;0;0;;;;;3;4;2;22;6;15/11/2023 14:11
1509;250;;;;;;;;;;;;;;;1;1;0;1;1;1;1;;;;;7;7;2;38;6;15/11/2023 14:12
1510;507;1;1;1;1;1;1;1;1;1;1;;;;33;;;;;;;;;;;;;;1;49;3;15/11/2023 14:13
1511;102;;;;;;;;;;;;;;;0;0;1;0;0;1;0;2;3;2;4;;;2;30;5;15/11/2023 14:13
1512;325;1;0;0;1;1;1;1;;;;1;1;0;50;;;;;;;;;;;;;;1;48;4;15/11/2023 14:14
1513;270;;;;;;;;;;;;;;;0;0;1;1;1;1;0;8;5;7;1;;;1;33;5;15/11/2023 14:14
1514;668;;;;;;;;;;;;;;;0;0;0;1;0;0;0;;;;;6;8;2;67;6;15/11/2023 14:14
1515;466;1;1;1;1;1;1;1;1;0;;1;;;38;;;;;;;;;;;;;;1;27;3;15/11/2023 14:15
1516;221;;;;;;;;;;;;;;;0;1;1;0;1;1;1;;;;;10;2;1;50;6;15/11/2023 14:15
1517;235;0;1;0;0;1;1;1;0;1;0;;;;40;;;;;;;;;;;;;;2;24;3;15/11/2023 14:15
1518;378;0;1;1;1;1;1;1;;;;0;1;0;50;;;;;;;;;;;;;;1;27;4;15/11/2023 14:16
1519;427;1;1;1;1;1;1;1;1;0;;0;;;50;;;;;;;;;;;;;;2;39;3;15/11/2023 14:16
1520;1090;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;10;0;2;31;6;15/11/2023 14:17
1521;433;0;0;1;1;1;1;1;;;0;;1;1;50;;;;;;;;;;;;;;2;32;4;15/11/2023 14:17
1522;395;;;;;;;;;;;;;;;0;1;1;1;1;1;1;8;10;2;10;;;1;54;5;15/11/2023 14:17
1523;446;;;;;;;;;;;;;;;1;1;1;1;1;0;1;2;0;2;2;;;1;32;5;15/11/2023 14:17
1524;359;;;;;;;;;;;;;;;0;0;1;1;1;1;1;0;6;0;0;;;1;26;5;15/11/2023 14:18
1525;486;0;1;1;1;0;0;1;;;1;;1;1;50;;;;;;;;;;;;;;1;44;4;15/11/2023 14:18
1526;388;1;1;1;1;1;1;1;1;1;0;;;;20;;;;;;;;;;;;;;2;25;3;15/11/2023 14:18
1527;555;1;1;1;1;1;1;1;1;1;1;;;;50;;;;;;;;;;;;;;2;35;3;15/11/2023 14:18
1528;373;0;0;1;1;1;1;1;;;1;;1;1;50;;;;;;;;;;;;;;2;34;4;15/11/2023 14:18
1529;226;1;1;1;1;1;1;1;;;;1;1;0;0;;;;;;;;;;;;;;1;41;4;15/11/2023 14:19
1530;318;0;0;1;1;0;1;1;;;0;;1;1;40;;;;;;;;;;;;;;2;61;4;15/11/2023 14:19
1531;475;0;0;1;0;1;0;1;1;1;0;;;;0;;;;;;;;;;;;;;2;40;3;15/11/2023 14:19
1532;217;;;;;;;;;;;;;;;1;1;1;1;1;0;1;4;10;10;10;;;2;27;5;15/11/2023 14:19
1533;635;;;;;;;;;;;;;;;0;0;1;1;1;1;1;;;;;10;10;2;69;6;15/11/2023 14:19
1534;291;1;1;1;1;0;1;1;0;1;0;;;;0;;;;;;;;;;;;;;1;28;3;15/11/2023 14:19
1535;339;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;5;2;51;6;15/11/2023 14:19
1536;527;;;;;;;;;;;;;;;0;0;1;1;1;0;1;;;;;2;1;2;37;6;15/11/2023 14:20
1537;466;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;;;;5;0;1;37;6;15/11/2023 14:20
1538;781;;;;;;;;;;;;;;;1;1;1;0;0;1;1;0;0;0;0;;;1;51;5;15/11/2023 14:20
1539;503;1;0;1;1;1;1;1;1;1;0;;;;50;;;;;;;;;;;;;;1;43;3;15/11/2023 14:20
1540;250;;;;;;;;;;;;;;;1;1;1;0;1;1;1;5;0;5;0;;;2;23;5;15/11/2023 14:21
