metric,rmse,mae,r2,n_pairs
mean_contribution_rate,0.25568185649710645,0.22583454157249297,-6.172558522605674,39
punishment_rate,0.34254741319714943,0.2046031133947028,-12.302021160512231,39
reward_rate,0.5489363300506679,0.40217128501234073,-18.180776984776244,39
normalized_efficiency,0.8450097236820611,0.5731624571624523,-64.03875219250033,39
