treatment_name,metric,generated_game_count,human_game_count,generated_sd,human_sd,sd_ratio,abs_log_sd_ratio,generated_iqr,human_iqr,iqr_ratio,abs_log_iqr_ratio
VALIDATION_14_C,first_round_total_contribution_rate,12,12,0.06494819279174426,0.12632782407610157,0.5141242102976348,0.6652903884451092,0.09791666666666665,0.17499999999999982,0.55952380952381,0.5806691971332543
VALIDATION_14_T,first_round_total_contribution_rate,10,10,0.07571877794400365,0.09688194419555747,0.781557168084533,0.2464669800564182,0.10833333333333339,0.12291666666666667,0.8813559322033903,0.12629372532429162
VALIDATION_15_C,first_round_total_contribution_rate,11,11,0.11101054452019261,0.08333129571897194,1.3321591073606573,0.2868010149550812,0.15384615384615385,0.11538461538461542,1.333333333333333,0.2876820724517807
VALIDATION_15_T,first_round_total_contribution_rate,9,9,0.10327389721021,0.18737974691037235,0.5511475968617252,0.595752634807801,0.07692307692307687,0.07692307692307687,1.0,0.0
VALIDATION_16_C,first_round_total_contribution_rate,10,10,0.0916515138991168,0.1341640786499874,0.6831300510639732,0.38107002602344847,0.07499999999999996,0.15000000000000002,0.4999999999999996,0.6931471805599461
VALIDATION_16_T,first_round_total_contribution_rate,8,8,0.06614378277661474,0.04330127018922192,1.5275252316519465,0.4236489301936017,0.09999999999999998,0.025000000000000022,3.9999999999999956,1.3862943611198895
VALIDATION_17_C,first_round_total_contribution_rate,11,11,0.21123927774594092,0.07534935764604603,2.803464878071535,1.0308561086170926,0.25394736842105264,0.10526315789473684,2.4125,0.880663554231004
VALIDATION_17_T,first_round_total_contribution_rate,8,8,0.21452903729269163,0.0706459615692957,3.03667800009011,1.1107641547889255,0.23684210526315785,0.11842105263157898,1.9999999999999991,0.6931471805599448
VALIDATION_18_C,first_round_total_contribution_rate,12,12,0.3765880725526087,0.2968293093494793,1.26870245184994,0.23799468673127194,0.53125,0.5,1.0625,0.06062462181643484
VALIDATION_18_T,first_round_total_contribution_rate,10,10,0.16007810593582122,0.2358495283014151,0.678729811709616,0.387532151513916,0.25,0.375,0.6666666666666666,0.40546510810816444
VALIDATION_19_C,first_round_total_contribution_rate,10,10,0.06708203932499368,0.1095801647197156,0.6121731929914166,0.49074004142135264,0.07499999999999996,0.21562499999999996,0.3478260869565216,1.0560526742493141
VALIDATION_19_T,first_round_total_contribution_rate,10,10,0.08243368546898773,0.14210471491122312,0.5800911357549706,0.5445700571733753,0.12812499999999993,0.16562500000000002,0.7735849056603769,0.2567198468478147
VALIDATION_1_C,first_round_total_contribution_rate,8,8,0.10750888206200555,0.12002242267361732,0.8957399764738925,0.11010511295302143,0.12916666666666665,0.15000000000000013,0.8611111111111103,0.14953173397096473
VALIDATION_1_T,first_round_total_contribution_rate,8,8,0.10984521938720058,0.22169642657371716,0.49547582288465764,0.7022367197735536,0.14166666666666672,0.21666666666666662,0.6538461538461542,0.4248831939652654
VALIDATION_2_C,first_round_total_contribution_rate,9,9,0.07057414453284722,0.14740554623801777,0.47877536723679426,0.736523753495618,0.09999999999999998,0.1875,0.5333333333333332,0.6286086594223743
VALIDATION_2_T,first_round_total_contribution_rate,11,11,0.078417324995846,0.13028100589060468,0.6019091152987569,0.5076488163351479,0.11250000000000004,0.15625,0.7200000000000003,0.32850406697203566
VALIDATION_3_C,first_round_total_contribution_rate,9,9,0.06586451571769904,0.11545520333900992,0.5704768066996664,0.5612827648453013,0.08333333333333337,0.13333333333333336,0.6250000000000001,0.47000362924573535
VALIDATION_3_T,first_round_total_contribution_rate,10,10,0.0991246409549333,0.15198684153570663,0.652192255285769,0.4274158904509212,0.18333333333333335,0.1708333333333334,1.0731707317073167,0.070617567213953
VALIDATION_4_C,first_round_total_contribution_rate,12,12,0.3538834401734912,0.14821309045224682,2.3876665623372175,0.8703165552690552,0.6428571428571428,0.1785714285714286,3.599999999999999,1.280933845462064
VALIDATION_4_T,first_round_total_contribution_rate,9,9,0.34411878394728257,0.17532319074900413,1.9627682024104232,0.674355824985424,0.5714285714285714,0.1428571428571428,4.000000000000002,1.386294361119891
VALIDATION_5_C,first_round_total_contribution_rate,9,9,0.31180478223116176,0.2078698548207745,1.5,0.4054651081081644,0.25,0.25,1.0,0.0
VALIDATION_5_T,first_round_total_contribution_rate,12,12,0.34548174899535417,0.27003086243366087,1.2794157892978975,0.24640355913165618,0.5625,0.3125,1.8,0.5877866649021191
VALIDATION_6_C,first_round_total_contribution_rate,12,12,0.05969717989412046,0.06989457991230569,0.854103136023143,0.15770332430847392,0.06538461538461537,0.11250000000000004,0.5811965811965809,0.5426662296216499
VALIDATION_6_T,first_round_total_contribution_rate,11,11,0.08272316430753833,0.05424642659205271,1.524951402414727,0.4219625422825713,0.12692307692307692,0.08269230769230762,1.5348837209302337,0.4284546263328639
VALIDATION_7_C,first_round_total_contribution_rate,11,11,0.0969152309158425,0.10432585632296848,0.9289665508789652,0.07368254632892894,0.08750000000000002,0.08750000000000002,1.0,0.0
VALIDATION_7_T,first_round_total_contribution_rate,12,12,0.0784341107058799,0.09421735361504388,0.8324805112479423,0.18334546731393606,0.06499999999999995,0.11250000000000004,0.5777777777777771,0.5485659517488389
VALIDATION_8_C,first_round_total_contribution_rate,12,12,0.07299268524150508,0.123390486632309,0.5915584518198376,0.5249947808013392,0.11458333333333337,0.1479166666666667,0.7746478873239437,0.2553466918088444
VALIDATION_8_T,first_round_total_contribution_rate,11,11,0.08474696307378554,0.11211097414355109,0.7559203166433319,0.2798193096231417,0.11250000000000004,0.19166666666666665,0.5869565217391307,0.5328045304847655
