metric,num_treatments,mae,rmse,spearman
final_round_normalized_efficiency,40,0.4187791120832773,0.5037832468000234,0.038086303939962485
final_total_contribution_rate,40,0.36529600565770143,0.4411206271331397,0.2442776735459663
first_round_normalized_efficiency,40,0.126044629236936,0.14400651376560392,0.425703564727955
first_round_total_contribution_rate,40,0.11582538585622466,0.1402635516806263,0.2872689745754762
mean_round_normalized_efficiency,40,0.18995912097621476,0.24854334188046312,-0.10262664165103191
mean_total_contribution_rate,40,0.15889937776044558,0.20908741939109154,0.009005628517823642
