unit_id,profile_id,summary,source_row_id,matching_age_bracket,matching_sex,matching_education
iy3ipubq,minority_game_bret_njzas_demo_profile_01058,"38-year-old, male, White, Technical/community college, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01437,30-49,male,college/postsecondary
iyfgwg58,minority_game_bret_njzas_demo_profile_01059,"20-year-old, female, Mixed, High school diploma/A-levels, student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01283,18-29,female,high school
iz8ocqgd,minority_game_bret_njzas_demo_profile_01060,"35-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00971,30-49,female,postgraduate
izbbs48a,minority_game_bret_njzas_demo_profile_01061,"30-year-old, male, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00505,30-49,male,college/postsecondary
izj6z2o9,minority_game_bret_njzas_demo_profile_01062,,minority_demo_source_02003,,,
iznlilhk,minority_game_bret_njzas_demo_profile_01063,"61-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01826,50-64,male,postgraduate
j067xf62,minority_game_bret_njzas_demo_profile_01064,"20-year-old, male, White, High school diploma/A-levels, United Kingdom citizen living in United Kingdom.",minority_demo_source_01555,18-29,male,high school
j0b0fsic,minority_game_bret_njzas_demo_profile_01065,"25-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00584,18-29,male,college/postsecondary
j24qfl7v,minority_game_bret_njzas_demo_profile_01066,"52-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01664,50-64,male,high school
j25ijx2r,minority_game_bret_njzas_demo_profile_01067,"58-year-old, male, White, Technical/community college, United Kingdom citizen living in United Kingdom, born in Australia.",minority_demo_source_01159,50-64,male,college/postsecondary
j2mpy975,minority_game_bret_njzas_demo_profile_01068,"56-year-old, male, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00520,50-64,male,high school
j4eg3rjr,minority_game_bret_njzas_demo_profile_01069,"32-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01565,30-49,male,postgraduate
j5vzafev,minority_game_bret_njzas_demo_profile_01070,"51-year-old, female, White, High school diploma/A-levels, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00306,50-64,female,high school
j6c0tzik,minority_game_bret_njzas_demo_profile_01071,"25-year-old, female, Mixed, High school diploma/A-levels, student, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01161,18-29,female,high school
j73avuvm,minority_game_bret_njzas_demo_profile_01072,"51-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00400,50-64,male,college/postsecondary
j79rz5v8,minority_game_bret_njzas_demo_profile_01073,"42-year-old, female, White, Undergraduate degree (BA/BSc/other), student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00148,30-49,female,college/postsecondary
j7aw1k7j,minority_game_bret_njzas_demo_profile_01074,"36-year-old, female, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00866,30-49,female,high school
j7awsjhd,minority_game_bret_njzas_demo_profile_01075,"65-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00896,65+,male,college/postsecondary
j7k59ux9,minority_game_bret_njzas_demo_profile_01076,"54-year-old, male, White, Doctorate degree (PhD/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01026,50-64,male,postgraduate
j90uw428,minority_game_bret_njzas_demo_profile_01077,"37-year-old, male, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00012,30-49,male,college/postsecondary
j9j9mevr,minority_game_bret_njzas_demo_profile_01078,"54-year-old, female, White, Technical/community college, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00390,50-64,female,college/postsecondary
j9ldctyp,minority_game_bret_njzas_demo_profile_01079,"27-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, France citizen living in United Kingdom, born in France.",minority_demo_source_00165,18-29,female,college/postsecondary
japsiqy5,minority_game_bret_njzas_demo_profile_01080,"53-year-old, female, White, Technical/community college, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01563,50-64,female,college/postsecondary
jb07ysjt,minority_game_bret_njzas_demo_profile_01081,"32-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00100,30-49,female,college/postsecondary
jbdzz66m,minority_game_bret_njzas_demo_profile_01082,"29-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01740,18-29,male,college/postsecondary
jboe341z,minority_game_bret_njzas_demo_profile_01083,"59-year-old, female, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00427,50-64,female,high school
jdikunnx,minority_game_bret_njzas_demo_profile_01084,"40-year-old, female, White, Undergraduate degree (BA/BSc/other), United Kingdom citizen living in United Kingdom.",minority_demo_source_00633,30-49,female,college/postsecondary
jdz5nq7l,minority_game_bret_njzas_demo_profile_01085,"39-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00675,30-49,female,college/postsecondary
jfdint3b,minority_game_bret_njzas_demo_profile_01086,"25-year-old, male, White, Secondary education (e.g. GED/GCSE), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01018,18-29,male,high school
jfmec9m4,minority_game_bret_njzas_demo_profile_01087,"38-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00732,30-49,female,college/postsecondary
jfzv5nui,minority_game_bret_njzas_demo_profile_01088,"54-year-old, male, Mixed, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01191,50-64,male,postgraduate
jh92wfy3,minority_game_bret_njzas_demo_profile_01089,"32-year-old, female, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00758,30-49,female,high school
jhaswtj6,minority_game_bret_njzas_demo_profile_01090,"31-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01447,30-49,female,college/postsecondary
jhlahs16,minority_game_bret_njzas_demo_profile_01091,"33-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01983,30-49,male,high school
jhr6858x,minority_game_bret_njzas_demo_profile_01092,"51-year-old, male, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00296,50-64,male,college/postsecondary
jhyv363q,minority_game_bret_njzas_demo_profile_01093,"24-year-old, female, White, Technical/community college, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00240,18-29,female,college/postsecondary
jiez97ww,minority_game_bret_njzas_demo_profile_01094,"30-year-old, female, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00563,30-49,female,high school
jim26lh5,minority_game_bret_njzas_demo_profile_01095,"28-year-old, female, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00407,18-29,female,college/postsecondary
jkey2qy3,minority_game_bret_njzas_demo_profile_01096,"55-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01464,50-64,female,college/postsecondary
jkydkfif,minority_game_bret_njzas_demo_profile_01097,"34-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01453,30-49,male,postgraduate
jlctw3pp,minority_game_bret_njzas_demo_profile_01098,"45-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01139,30-49,male,high school
jlcwpci0,minority_game_bret_njzas_demo_profile_01099,"35-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01990,30-49,male,postgraduate
jlzg57kt,minority_game_bret_njzas_demo_profile_01100,"55-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01803,50-64,male,high school
jm2t6r4w,minority_game_bret_njzas_demo_profile_01101,"43-year-old, male, White, Technical/community college, student, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom, born in United States.",minority_demo_source_01967,30-49,male,college/postsecondary
jn3ncxwq,minority_game_bret_njzas_demo_profile_01102,"38-year-old, female, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00898,30-49,female,high school
jna0s4mu,minority_game_bret_njzas_demo_profile_01103,"32-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01110,30-49,male,high school
jnfkfgev,minority_game_bret_njzas_demo_profile_01104,"31-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00815,30-49,male,college/postsecondary
jokdg9es,minority_game_bret_njzas_demo_profile_01105,"32-year-old, female, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00566,30-49,female,high school
jolprrsl,minority_game_bret_njzas_demo_profile_01106,"40-year-old, female, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00614,30-49,female,college/postsecondary
joov4j3c,minority_game_bret_njzas_demo_profile_01107,"44-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01490,30-49,female,postgraduate
jp3yfz4o,minority_game_bret_njzas_demo_profile_01108,"28-year-old, male, White, Technical/community college, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00464,18-29,male,college/postsecondary
jq66lr9i,minority_game_bret_njzas_demo_profile_01109,"33-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00294,30-49,male,college/postsecondary
jrjm8stm,minority_game_bret_njzas_demo_profile_01110,"43-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01304,30-49,female,college/postsecondary
ju2ue8e9,minority_game_bret_njzas_demo_profile_01111,"32-year-old, female, Black, Graduate degree (MA/MSc/MPhil/other), due to start a new job within the next month, United Kingdom citizen living in United Kingdom.",minority_demo_source_01077,30-49,female,postgraduate
jvbsre4h,minority_game_bret_njzas_demo_profile_01112,"52-year-old, female, Mixed, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom, born in South Africa.",minority_demo_source_00531,50-64,female,college/postsecondary
jw64i6e6,minority_game_bret_njzas_demo_profile_01113,"45-year-old, female, White, High school diploma/A-levels, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00608,30-49,female,high school
jwo6n9v7,minority_game_bret_njzas_demo_profile_01114,"34-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01728,30-49,male,postgraduate
jwzr4pls,minority_game_bret_njzas_demo_profile_01115,"41-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, Portugal citizen living in United Kingdom, born in Portugal.",minority_demo_source_00082,30-49,male,high school
jxhxd709,minority_game_bret_njzas_demo_profile_01116,"23-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00543,18-29,male,postgraduate
jy9pzvsf,minority_game_bret_njzas_demo_profile_01117,"50-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01119,50-64,male,college/postsecondary
jz5n9ih5,minority_game_bret_njzas_demo_profile_01118,"37-year-old, female, White, Undergraduate degree (BA/BSc/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01349,30-49,female,college/postsecondary
jzoig9ij,minority_game_bret_njzas_demo_profile_01119,"36-year-old, male, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01150,30-49,male,college/postsecondary
k0x6vf5p,minority_game_bret_njzas_demo_profile_01120,"45-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01139,30-49,male,high school
k10agea8,minority_game_bret_njzas_demo_profile_01121,"41-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01550,30-49,male,postgraduate
k11c339t,minority_game_bret_njzas_demo_profile_01122,"37-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01259,30-49,female,postgraduate
k2o4nssv,minority_game_bret_njzas_demo_profile_01123,"37-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01259,30-49,female,postgraduate
k4524kck,minority_game_bret_njzas_demo_profile_01124,"30-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01794,30-49,female,college/postsecondary
k4khwgis,minority_game_bret_njzas_demo_profile_01125,"29-year-old, female, Black, Graduate degree (MA/MSc/MPhil/other), student, part-time, United Kingdom citizen living in United Kingdom, born in Ghana.",minority_demo_source_01520,18-29,female,postgraduate
k4l3nwqs,minority_game_bret_njzas_demo_profile_01126,"34-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00341,30-49,female,college/postsecondary
k4z27k94,minority_game_bret_njzas_demo_profile_01127,"35-year-old, male, White, Technical/community college, United Kingdom citizen living in United Kingdom.",minority_demo_source_01938,30-49,male,college/postsecondary
k601t6pv,minority_game_bret_njzas_demo_profile_01128,"61-year-old, female, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00301,50-64,female,high school
k61oyfzf,minority_game_bret_njzas_demo_profile_01129,"42-year-old, female, Asian, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01893,30-49,female,college/postsecondary
k6e89b1o,minority_game_bret_njzas_demo_profile_01130,"63-year-old, female, White, High school diploma/A-levels, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00245,50-64,female,high school
k6ufyic8,minority_game_bret_njzas_demo_profile_01131,"43-year-old, male, White, Technical/community college, student, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom, born in United States.",minority_demo_source_01967,30-49,male,college/postsecondary
k6zw5i1t,minority_game_bret_njzas_demo_profile_01132,"25-year-old, male, White, Undergraduate degree (BA/BSc/other), due to start a new job within the next month, United Kingdom citizen living in United Kingdom.",minority_demo_source_00154,18-29,male,college/postsecondary
k7r7ibco,minority_game_bret_njzas_demo_profile_01133,"32-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01777,30-49,male,college/postsecondary
k7vgk3v0,minority_game_bret_njzas_demo_profile_01134,"37-year-old, male, White, Don't know / not applicable, full-time, Poland citizen living in United Kingdom, born in Poland.",minority_demo_source_01071,30-49,male,
k810eyu4,minority_game_bret_njzas_demo_profile_01135,"40-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01129,30-49,female,college/postsecondary
k8fgauhr,minority_game_bret_njzas_demo_profile_01136,"49-year-old, female, Asian, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom, born in Vietnam.",minority_demo_source_00332,30-49,female,postgraduate
k8zkvjon,minority_game_bret_njzas_demo_profile_01137,"64-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00264,50-64,female,postgraduate
k955buuz,minority_game_bret_njzas_demo_profile_01138,"58-year-old, male, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01617,50-64,male,college/postsecondary
k97bhule,minority_game_bret_njzas_demo_profile_01139,"54-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00489,50-64,male,high school
k9b2jk83,minority_game_bret_njzas_demo_profile_01140,"55-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00046,50-64,female,college/postsecondary
k9d4hv4b,minority_game_bret_njzas_demo_profile_01141,"24-year-old, female, Asian, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00911,18-29,female,college/postsecondary
ka7hlgwg,minority_game_bret_njzas_demo_profile_01142,"29-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00751,18-29,male,high school
ka9rh1dz,minority_game_bret_njzas_demo_profile_01143,"53-year-old, female, White, High school diploma/A-levels, United Kingdom citizen living in United Kingdom.",minority_demo_source_00904,50-64,female,high school
kb2m3h8r,minority_game_bret_njzas_demo_profile_01144,"30-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00948,30-49,male,high school
kbge8nrh,minority_game_bret_njzas_demo_profile_01145,"32-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00132,30-49,female,postgraduate
kdo57xmb,minority_game_bret_njzas_demo_profile_01146,"38-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00434,30-49,female,college/postsecondary
kf96bgv2,minority_game_bret_njzas_demo_profile_01147,"34-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, Italy citizen living in United Kingdom, born in Italy.",minority_demo_source_00541,30-49,male,postgraduate
kfb8yjqe,minority_game_bret_njzas_demo_profile_01148,"30-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00713,30-49,female,college/postsecondary
kfum8e1j,minority_game_bret_njzas_demo_profile_01149,"26-year-old, male, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00849,18-29,male,college/postsecondary
kgub2z18,minority_game_bret_njzas_demo_profile_01150,"74-year-old, male, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom, born in Cyprus.",minority_demo_source_00447,65+,male,college/postsecondary
khvzy8yq,minority_game_bret_njzas_demo_profile_01151,"34-year-old, male, White, Secondary education (e.g. GED/GCSE), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01605,30-49,male,high school
ki1gm3lk,minority_game_bret_njzas_demo_profile_01152,"36-year-old, male, White, High school diploma/A-levels, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00565,30-49,male,high school
kibioppw,minority_game_bret_njzas_demo_profile_01153,"32-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00878,30-49,male,college/postsecondary
kj9bbtfh,minority_game_bret_njzas_demo_profile_01154,"19-year-old, male, White, High school diploma/A-levels, student, unemployed (and job seeking), United Kingdom citizen living in United Kingdom.",minority_demo_source_01857,18-29,male,high school
kjow3rqc,minority_game_bret_njzas_demo_profile_01155,"28-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01999,18-29,male,postgraduate
kk24n6pj,minority_game_bret_njzas_demo_profile_01156,"46-year-old, male, Mixed, Undergraduate degree (BA/BSc/other), unemployed (and job seeking), United Kingdom citizen living in United Kingdom, born in Malaysia.",minority_demo_source_00836,30-49,male,college/postsecondary
kkfukzo9,minority_game_bret_njzas_demo_profile_01157,"31-year-old, female, White, High school diploma/A-levels, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00777,30-49,female,high school
kl0vt30f,minority_game_bret_njzas_demo_profile_01158,"66-year-old, male, White, Secondary education (e.g. GED/GCSE), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_00773,65+,male,high school
km2gz0ej,minority_game_bret_njzas_demo_profile_01159,"30-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00713,30-49,female,college/postsecondary
koidiyeo,minority_game_bret_njzas_demo_profile_01160,"32-year-old, female, Black, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01225,30-49,female,college/postsecondary
kphtxi69,minority_game_bret_njzas_demo_profile_01161,"42-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01282,30-49,female,college/postsecondary
kppkduvr,minority_game_bret_njzas_demo_profile_01162,"35-year-old, female, White, Graduate degree (MA/MSc/MPhil/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01331,30-49,female,postgraduate
kprq661p,minority_game_bret_njzas_demo_profile_01163,"53-year-old, female, White, Technical/community college, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01563,50-64,female,college/postsecondary
kr7o9ua5,minority_game_bret_njzas_demo_profile_01164,"57-year-old, male, White, High school diploma/A-levels, not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01323,50-64,male,high school
kse94jie,minority_game_bret_njzas_demo_profile_01165,"34-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), full-time, Italy citizen living in United Kingdom, born in Italy.",minority_demo_source_00541,30-49,male,postgraduate
kuj3ijmi,minority_game_bret_njzas_demo_profile_01166,"53-year-old, female, White, Undergraduate degree (BA/BSc/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00170,50-64,female,college/postsecondary
kuw24863,minority_game_bret_njzas_demo_profile_01167,"59-year-old, male, White, High school diploma/A-levels, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00826,50-64,male,high school
kvwmk30j,minority_game_bret_njzas_demo_profile_01168,"51-year-old, female, White, Secondary education (e.g. GED/GCSE), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01166,50-64,female,high school
kwufie1o,minority_game_bret_njzas_demo_profile_01169,"40-year-old, female, White, Doctorate degree (PhD/other), student, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01836,30-49,female,postgraduate
kxm8w9tk,minority_game_bret_njzas_demo_profile_01170,"19-year-old, female, White, High school diploma/A-levels, student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01475,18-29,female,high school
kzb9qah9,minority_game_bret_njzas_demo_profile_01171,"33-year-old, female, White, High school diploma/A-levels, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00638,30-49,female,high school
l2r0pkv5,minority_game_bret_njzas_demo_profile_01172,"34-year-old, female, White, Doctorate degree (PhD/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01594,30-49,female,postgraduate
l6tmihw9,minority_game_bret_njzas_demo_profile_01173,"53-year-old, male, White, Undergraduate degree (BA/BSc/other), United Kingdom citizen living in United Kingdom.",minority_demo_source_01313,50-64,male,college/postsecondary
l7ua8k38,minority_game_bret_njzas_demo_profile_01174,"21-year-old, female, White, High school diploma/A-levels, student, due to start a new job within the next month, United Kingdom citizen living in United Kingdom.",minority_demo_source_01179,18-29,female,high school
l8ap8j3p,minority_game_bret_njzas_demo_profile_01175,"28-year-old, female, Mixed, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01715,18-29,female,postgraduate
l8q427d2,minority_game_bret_njzas_demo_profile_01176,"24-year-old, female, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00262,18-29,female,college/postsecondary
lad1qeg4,minority_game_bret_njzas_demo_profile_01177,"54-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00988,50-64,male,college/postsecondary
lb1lup15,minority_game_bret_njzas_demo_profile_01178,"23-year-old, male, White, Undergraduate degree (BA/BSc/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00168,18-29,male,college/postsecondary
lblpsavf,minority_game_bret_njzas_demo_profile_01179,"56-year-old, female, White, Doctorate degree (PhD/other), full-time, United Kingdom citizen living in United Kingdom, born in Singapore.",minority_demo_source_01486,50-64,female,postgraduate
lc8l7v28,minority_game_bret_njzas_demo_profile_01180,"52-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom, born in Australia.",minority_demo_source_00648,50-64,male,college/postsecondary
lchhb55n,minority_game_bret_njzas_demo_profile_01181,"33-year-old, male, White, Undergraduate degree (BA/BSc/other), United Kingdom citizen living in United Kingdom.",minority_demo_source_01549,30-49,male,college/postsecondary
le9jo0yu,minority_game_bret_njzas_demo_profile_01182,"19-year-old, female, Mixed, High school diploma/A-levels, part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01858,18-29,female,high school
lec9yrgj,minority_game_bret_njzas_demo_profile_01183,"28-year-old, female, Mixed, Graduate degree (MA/MSc/MPhil/other), part-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01715,18-29,female,postgraduate
leca1p7h,minority_game_bret_njzas_demo_profile_01184,"57-year-old, male, White, Doctorate degree (PhD/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00947,50-64,male,postgraduate
lef5o9eb,minority_game_bret_njzas_demo_profile_01185,"34-year-old, female, White, Technical/community college, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_01243,30-49,female,college/postsecondary
lepukqvl,minority_game_bret_njzas_demo_profile_01186,"30-year-old, female, White, Undergraduate degree (BA/BSc/other), not in paid work (e.g. homemaker', 'retired or disabled), United Kingdom citizen living in United Kingdom.",minority_demo_source_01794,30-49,female,college/postsecondary
lg3yr34m,minority_game_bret_njzas_demo_profile_01187,"22-year-old, female, White, Undergraduate degree (BA/BSc/other), due to start a new job within the next month, United Kingdom citizen living in United Kingdom.",minority_demo_source_00231,18-29,female,college/postsecondary
lg5u973o,minority_game_bret_njzas_demo_profile_01188,"50-year-old, male, White, Undergraduate degree (BA/BSc/other), full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00921,50-64,male,college/postsecondary
liie7tmp,minority_game_bret_njzas_demo_profile_01189,"44-year-old, male, White, Graduate degree (MA/MSc/MPhil/other), student, full-time, United Kingdom citizen living in United Kingdom.",minority_demo_source_00588,30-49,male,postgraduate
